,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,168.28",-9.91%,$56.4b,$9.9b,-11.49%,42.67%,0.18,+0.0082%,-0.0009%,$111.7m,2022-09-13 19:16:28.416463
1,Ethereum-ETH,"$1,584.95",-8.07%,$41.3b,$6.9b,-8.40%,29.66%,0.17,-0.0581%,-0.1108%,$102.2m,2022-09-13 19:16:28.416463
2,Solana-SOL,$33.82,-10.22%,$2.8b,$405.5m,-15.72%,1.75%,0.15,-0.0050%,-0.0128%,$6.6m,2022-09-13 19:16:28.416463
3,Ethereum Classic-ETC,$35.02,-8.49%,$2.2b,$405.7m,-11.86%,1.75%,0.18,-0.0119%,-0.0275%,$9.2m,2022-09-13 19:16:28.416463
4,LUNA2-LUNA2,$4.24,+3.28%,$1.3b,$30.8m,-13.88%,0.13%,0.02,-0.0059%,+0.0016%,$2.4m,2022-09-13 19:16:28.416463
5,Ravencoin-RVN,$0.0620,-6.91%,$1.2b,$50.8m,-20.30%,0.22%,0.04,+0.0081%,+0.0063%,$3.2m,2022-09-13 19:16:28.416463
6,Litecoin-LTC,$59.50,-2.81%,$1.2b,$226.4m,+8.59%,0.98%,0.19,+0.0189%,+0.0094%,$3.3m,2022-09-13 19:16:28.416463
7,Reef-REEF,$0.0058,+15.90%,$1.1b,$45.2m,+92.51%,0.20%,0.04,-0.6807%,-0.1147%,$2.7m,2022-09-13 19:16:28.416463
8,Cardano-ADA,$0.4662,-7.72%,$989.1m,$260.5m,-11.91%,1.12%,0.26,+0.0081%,-0.0078%,$2.1m,2022-09-13 19:16:28.416463
9,Polygon-MATIC,$0.8480,-8.70%,$963.3m,$174.5m,-15.11%,0.75%,0.18,+0.0025%,+0.0022%,$2.6m,2022-09-13 19:16:28.416463
10,ApeCoin-APE,$5.09,-5.44%,$863.7m,$80.0m,-3.45%,0.34%,0.09,+0.0075%,+0.0000%,$2.0m,2022-09-13 19:16:28.416463
11,Avalanche-AVAX,$19.09,-10.75%,$857.4m,$129.7m,-13.83%,0.56%,0.15,-0.0091%,-0.0092%,$2.1m,2022-09-13 19:16:28.416463
12,Binance Coin-BNB,$279.62,-4.93%,$856.6m,$246.8m,-9.74%,1.06%,0.29,-0.0005%,-0.0136%,$696.2k,2022-09-13 19:16:28.416463
13,Cosmos-ATOM,$13.84,-10.71%,$849.9m,$131.0m,-15.55%,0.56%,0.15,+0.0060%,-0.0026%,$2.3m,2022-09-13 19:16:28.416463
14,EOS-EOS,$1.52,-8.77%,$818.3m,$164.2m,-13.91%,0.71%,0.20,+0.0040%,-0.0043%,$1.9m,2022-09-13 19:16:28.416463
15,Terra-LUNA,$4.23,+2.52%,$790.0m,$14.4m,-11.40%,0.06%,0.02,-0.0004%,+0.0071%,$3.7m,2022-09-13 19:16:28.416463
16,Ripple-XRP,$0.3354,-5.55%,$736.4m,$320.1m,-5.81%,1.38%,0.43,+0.0078%,+0.0040%,$1.3m,2022-09-13 19:16:28.416463
17,1000LUNC-1000LUNC,$0.3524,+6.50%,$723.9m,$31.1m,+39.20%,0.13%,0.04,-0.1683%,-0.1887%,$2.4m,2022-09-13 19:16:28.416463
18,NEAR Protocol-NEAR,$4.48,-10.06%,$678.5m,$98.6m,-25.20%,0.43%,0.15,-0.0055%,-0.0090%,$1.6m,2022-09-13 19:16:28.416463
19,Chiliz-CHZ,$0.1988,-0.89%,$600.2m,$73.6m,-1.03%,0.32%,0.12,+0.0055%,+0.0083%,$1.1m,2022-09-13 19:16:28.416463
20,Optimism-OP,$1.18,-9.06%,$538.2m,$56.4m,-13.26%,0.24%,0.10,+0.0097%,+0.0085%,$1.4m,2022-09-13 19:16:28.416463
21,Polkadot-DOT,$7.13,-7.81%,$535.6m,$251.4m,-8.02%,1.08%,0.47,-0.0029%,-0.0057%,$1.1m,2022-09-13 19:16:28.416463
22,Filecoin-FIL,$5.92,-9.68%,$532.4m,$106.9m,-10.41%,0.46%,0.20,-0.0068%,-0.0103%,$1.6m,2022-09-13 19:16:28.416463
23,Dogecoin-DOGE,$0.0596,-6.61%,$434.6m,$116.3m,-6.03%,0.50%,0.27,+0.0174%,+0.0056%,$1.5m,2022-09-13 19:16:28.416463
24,STEPN-GMT,$0.6736,-8.33%,$411.2m,$96.5m,-9.57%,0.42%,0.23,+0.0085%,+0.0004%,$994.1k,2022-09-13 19:16:28.416463
25,Chainlink-LINK,$7.14,-8.26%,$409.9m,$105.1m,-14.05%,0.45%,0.26,+0.0145%,+0.0054%,$1.6m,2022-09-13 19:16:28.416463
26,Terra Classic-LUNC,$0.0004,+6.03%,$388.1m,$48.5m,+33.86%,0.21%,0.13,-0.0412%,-0.0706%,$1.8m,2022-09-13 19:16:28.416463
27,Bitcoin Cash-BCH,$117.20,-8.86%,$350.5m,$161.8m,-9.56%,0.70%,0.46,-0.0045%,-0.0244%,$1.2m,2022-09-13 19:16:28.416463
28,Curve DAO Token-CRV,$1.07,-7.59%,$294.3m,$55.6m,-10.96%,0.24%,0.19,+0.0146%,-0.0323%,$835.4k,2022-09-13 19:16:28.416463
29,The Sandbox-SAND,$0.8845,-8.64%,$270.5m,$67.3m,-9.70%,0.29%,0.25,+0.0084%,-0.0006%,$920.6k,2022-09-13 19:16:28.416463
30,1000SHIB-1000SHIB,$0.0120,-6.01%,$263.6m,$39.7m,-14.38%,0.17%,0.15,-0.0056%,-0.0110%,$849.0k,2022-09-13 19:16:28.416463
31,Axie Infinity-AXS,$14.56,-7.11%,$237.1m,$78.2m,-1.69%,0.34%,0.33,-0.0269%,-0.0012%,$819.1k,2022-09-13 19:16:28.416463
32,Aave-AAVE,$83.97,-8.38%,$221.3m,$41.1m,-12.76%,0.18%,0.19,+0.0069%,+0.0044%,$250.0k,2022-09-13 19:16:28.416463
33,Unifi Protocol DAO-UNFI,$7.15,-8.27%,$210.8m,$15.2m,-9.22%,0.07%,0.07,+0.0100%,+0.0091%,$421.3k,2022-09-13 19:16:28.416463
34,Fantom-FTM,$0.2489,-7.44%,$183.1m,$43.7m,-8.15%,0.19%,0.24,+0.0077%,+0.0081%,$402.6k,2022-09-13 19:16:28.416463
