,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,009.24",+8.82%,$43.1b,$10.5b,+9.21%,41.74%,0.24,+0.0014%,+0.0020%,$95.7m,2022-09-09 12:17:00.037586
1,Ethereum-ETH,"$1,705.48",+4.22%,$38.0b,$7.6b,+5.97%,30.20%,0.20,-0.0025%,+0.0032%,$67.0m,2022-09-09 12:17:00.037586
2,Ethereum Classic-ETC,$38.90,+5.12%,$3.6b,$510.9m,+0.64%,2.03%,0.14,-0.0062%,+0.0066%,$10.3m,2022-09-09 12:17:00.037586
3,Solana-SOL,$35.30,+7.43%,$1.9b,$432.7m,+8.67%,1.72%,0.23,+0.0034%,+0.0021%,$3.6m,2022-09-09 12:17:00.037586
4,Cosmos-ATOM,$15.82,+20.12%,$1.7b,$180.9m,+23.47%,0.72%,0.11,-0.0182%,+0.0137%,$5.8m,2022-09-09 12:17:00.037586
5,EOS-EOS,$1.69,+5.25%,$1.4b,$210.8m,-9.94%,0.84%,0.15,+0.0076%,+0.0091%,$2.6m,2022-09-09 12:17:00.037586
6,Cardano-ADA,$0.4965,+5.37%,$930.1m,$290.6m,+5.71%,1.16%,0.31,+0.0057%,+0.0043%,$1.0m,2022-09-09 12:17:00.037586
7,Ripple-XRP,$0.3505,+5.48%,$858.0m,$338.5m,+5.44%,1.35%,0.39,-0.0013%,-0.0042%,$1.3m,2022-09-09 12:17:00.037586
8,Binance Coin-BNB,$291.79,+4.61%,$774.5m,$286.5m,+3.13%,1.14%,0.37,+0.0135%,+0.0098%,$824.7k,2022-09-09 12:17:00.037586
9,Bitcoin Cash-BCH,$135.64,+7.37%,$750.4m,$215.2m,+13.56%,0.86%,0.29,-0.0026%,+0.0031%,$1.4m,2022-09-09 12:17:00.037586
10,NEAR Protocol-NEAR,$4.77,+6.75%,$647.9m,$124.6m,+5.60%,0.50%,0.19,+0.0039%,+0.0062%,$1.4m,2022-09-09 12:17:00.037586
11,Polygon-MATIC,$0.8908,+7.08%,$611.2m,$197.6m,+5.66%,0.79%,0.32,+0.0046%,+0.0059%,$998.5k,2022-09-09 12:17:00.037586
12,Chainlink-LINK,$7.97,+9.88%,$580.9m,$133.1m,+18.30%,0.53%,0.23,+0.0104%,+0.0042%,$1.6m,2022-09-09 12:17:00.037586
13,Avalanche-AVAX,$20.14,+7.24%,$577.5m,$137.3m,+5.97%,0.55%,0.24,+0.0142%,+0.0076%,$702.6k,2022-09-09 12:17:00.037586
14,Chiliz-CHZ,$0.2005,+6.32%,$562.2m,$82.6m,+9.84%,0.33%,0.15,+0.0103%,+0.0159%,$666.7k,2022-09-09 12:17:00.037586
15,Litecoin-LTC,$61.16,+6.47%,$543.1m,$198.0m,+3.25%,0.79%,0.36,+0.0072%,+0.0038%,$1.1m,2022-09-09 12:17:00.037586
16,Polkadot-DOT,$7.83,+8.25%,$524.9m,$286.4m,+7.86%,1.14%,0.55,+0.0006%,-0.0151%,$807.4k,2022-09-09 12:17:00.037586
17,ApeCoin-APE,$5.20,+16.66%,$510.9m,$79.3m,+27.55%,0.32%,0.16,-0.0017%,+0.0052%,$1.6m,2022-09-09 12:17:00.037586
18,1000SHIB-1000SHIB,$0.0131,+7.20%,$495.6m,$48.7m,+14.83%,0.19%,0.10,+0.0076%,+0.0100%,$1.3m,2022-09-09 12:17:00.037586
19,Terra-LUNA,$4.29,+112.32%,$463.2m,$19.0m,+116.23%,0.08%,0.04,-0.0155%,-0.1314%,$6.1m,2022-09-09 12:17:00.037586
20,Dogecoin-DOGE,$0.0639,+5.25%,$458.2m,$120.4m,+1.04%,0.48%,0.26,+0.0069%,+0.0022%,$845.9k,2022-09-09 12:17:00.037586
21,Optimism-OP,$1.24,+7.34%,$432.0m,$62.4m,+8.74%,0.25%,0.14,+0.0142%,+0.0133%,$1.3m,2022-09-09 12:17:00.037586
