,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,598.72",-0.13%,$44.9b,$7.1b,+1.02%,30.89%,0.16,-0.2151%,-0.0048%,$94.5m,2022-09-15 10:16:25.742191
1,Bitcoin-BTC,"$20,168.86",-0.95%,$32.8b,$9.5b,-2.14%,41.15%,0.29,+0.0009%,+0.0036%,$43.8m,2022-09-15 10:16:25.742191
2,Ethereum Classic-ETC,$37.62,+1.96%,$5.7b,$493.1m,+12.98%,2.14%,0.09,-0.0290%,-0.0115%,$21.6m,2022-09-15 10:16:25.742191
3,Ravencoin-RVN,$0.0645,+0.85%,$2.0b,$69.5m,+23.53%,0.30%,0.04,-0.0303%,-0.0742%,$3.9m,2022-09-15 10:16:25.742191
4,Solana-SOL,$33.90,+1.18%,$1.6b,$394.0m,-2.82%,1.71%,0.24,-0.0020%,+0.0008%,$2.9m,2022-09-15 10:16:25.742191
5,LUNA2-LUNA2,$2.94,+4.88%,$1.5b,$46.8m,-18.34%,0.20%,0.03,-0.1417%,-0.1131%,$1.5m,2022-09-15 10:16:25.742191
6,Cardano-ADA,$0.4760,+0.73%,$845.8m,$263.6m,+0.41%,1.14%,0.31,-0.0053%,+0.0010%,$891.5k,2022-09-15 10:16:25.742191
7,Cosmos-ATOM,$14.47,+1.58%,$727.1m,$123.4m,-0.71%,0.54%,0.17,+0.0022%,-0.0054%,$1.0m,2022-09-15 10:16:25.742191
8,Binance Coin-BNB,$275.95,-1.34%,$695.8m,$245.5m,-0.27%,1.07%,0.35,-0.0016%,-0.0169%,$768.6k,2022-09-15 10:16:25.742191
9,EOS-EOS,$1.46,-1.35%,$680.4m,$160.8m,+0.76%,0.70%,0.24,-0.0086%,-0.0148%,$1.2m,2022-09-15 10:16:25.742191
10,Terra-LUNA,$2.93,+3.18%,$660.1m,$21.6m,-8.02%,0.09%,0.03,-0.3369%,-0.0915%,$3.1m,2022-09-15 10:16:25.742191
11,Ripple-XRP,$0.3380,+0.60%,$628.4m,$314.8m,-1.05%,1.37%,0.50,-0.0071%,-0.0058%,$639.7k,2022-09-15 10:16:25.742191
12,Polygon-MATIC,$0.8632,+0.63%,$572.8m,$166.8m,-2.38%,0.72%,0.29,-0.0016%,+0.0020%,$838.8k,2022-09-15 10:16:25.742191
13,Litecoin-LTC,$60.18,+1.23%,$572.3m,$217.6m,-0.35%,0.94%,0.38,+0.0055%,+0.0134%,$744.6k,2022-09-15 10:16:25.742191
14,Optimism-OP,$1.23,+2.31%,$537.9m,$56.5m,+0.91%,0.25%,0.11,+0.0023%,+0.0088%,$1.3m,2022-09-15 10:16:25.742191
15,Avalanche-AVAX,$18.97,-0.81%,$519.8m,$128.0m,-1.13%,0.56%,0.25,-0.0083%,+0.0053%,$846.1k,2022-09-15 10:16:25.742191
16,ApeCoin-APE,$5.13,+1.03%,$497.7m,$77.6m,-4.22%,0.34%,0.16,+0.0076%,+0.0066%,$1.0m,2022-09-15 10:16:25.742191
17,Tellor-TRB,$17.03,+8.56%,$480.2m,$29.8m,+2.72%,0.13%,0.06,-0.0056%,+0.0000%,$739.7k,2022-09-15 10:16:25.742191
18,1000LUNC-1000LUNC,$0.2750,-4.65%,$466.1m,$27.8m,-11.90%,0.12%,0.06,-0.0170%,-0.0158%,$1.1m,2022-09-15 10:16:25.742191
19,Chainlink-LINK,$7.33,+0.78%,$459.4m,$104.4m,+0.63%,0.45%,0.23,+0.0064%,+0.0020%,$686.4k,2022-09-15 10:16:25.742191
20,Polkadot-DOT,$7.11,-0.96%,$453.8m,$252.3m,-0.43%,1.10%,0.56,-0.0084%,-0.0075%,$342.5k,2022-09-15 10:16:25.742191
21,Chiliz-CHZ,$0.1872,-2.72%,$413.3m,$71.0m,-0.41%,0.31%,0.17,+0.0060%,+0.0089%,$1.0m,2022-09-15 10:16:25.742191
22,NEAR Protocol-NEAR,$4.38,-2.01%,$407.7m,$102.1m,+0.24%,0.44%,0.25,+0.0063%,+0.0079%,$906.3k,2022-09-15 10:16:25.742191
23,Dogecoin-DOGE,$0.0606,-0.07%,$372.5m,$117.7m,+0.67%,0.51%,0.32,-0.0054%,-0.0007%,$619.7k,2022-09-15 10:16:25.742191
24,Reef-REEF,$0.0050,-7.43%,$365.1m,$24.1m,-15.24%,0.10%,0.07,-0.3316%,-0.2390%,$429.2k,2022-09-15 10:16:25.742191
25,STEPN-GMT,$0.6676,+0.57%,$351.7m,$93.1m,-3.84%,0.40%,0.26,+0.0030%,+0.0095%,$789.8k,2022-09-15 10:16:25.742191
26,Filecoin-FIL,$5.88,-0.03%,$334.2m,$103.1m,-2.17%,0.45%,0.31,+0.0024%,+0.0026%,$421.3k,2022-09-15 10:16:25.742191
27,Curve DAO Token-CRV,$1.06,-2.71%,$296.6m,$53.0m,-2.86%,0.23%,0.18,-0.0184%,+0.0289%,$739.9k,2022-09-15 10:16:25.742191
28,1000SHIB-1000SHIB,$0.0120,-1.13%,$262.0m,$40.6m,+0.85%,0.18%,0.15,-0.0095%,-0.0020%,$802.6k,2022-09-15 10:16:25.742191
29,Celsius-CEL,$1.90,+6.99%,$231.7m,$28.8m,+17.56%,0.13%,0.12,-2.9994%,-1.7780%,$4.8m,2022-09-15 10:16:25.742191
30,Bitcoin Cash-BCH,$119.85,+0.27%,$217.7m,$162.2m,-0.09%,0.70%,0.75,-0.0106%,-0.0128%,$270.9k,2022-09-15 10:16:25.742191
31,The Sandbox-SAND,$0.8820,-0.86%,$201.0m,$64.8m,-2.19%,0.28%,0.32,+0.0106%,-0.0025%,$295.3k,2022-09-15 10:16:25.742191
32,Terra Classic-LUNC,$0.0003,-4.31%,$186.9m,$36.5m,-13.34%,0.16%,0.20,-0.0200%,-0.0006%,$606.1k,2022-09-15 10:16:25.742191
33,Axie Infinity-AXS,$13.00,-1.71%,$174.8m,$77.6m,-0.76%,0.34%,0.44,-0.0149%,-0.0286%,$236.4k,2022-09-15 10:16:25.742191
34,Compound-COMP,$55.89,+5.39%,$174.4m,$28.5m,+14.24%,0.12%,0.16,-0.0013%,-0.0055%,$404.5k,2022-09-15 10:16:25.742191
35,Aave-AAVE,$81.67,-3.35%,$159.6m,$42.5m,+1.85%,0.18%,0.27,+0.0040%,+0.0064%,$184.0k,2022-09-15 10:16:25.742191
36,Helium-HNT,$4.10,-7.09%,$150.8m,$22.3m,+2.78%,0.10%,0.15,+0.0053%,+0.0019%,$300.2k,2022-09-15 10:16:25.742191
37,Uniswap-UNI,$6.13,+0.20%,$141.8m,$45.2m,-0.52%,0.20%,0.32,-0.0608%,-0.0941%,$141.7k,2022-09-15 10:16:25.742191
38,Fantom-FTM,$0.2456,-1.40%,$139.3m,$43.5m,-0.06%,0.19%,0.31,+0.0049%,+0.0036%,$512.4k,2022-09-15 10:16:25.742191
39,Ethereum Name Service-ENS,$14.48,-2.59%,$130.2m,$22.8m,-13.17%,0.10%,0.18,+0.0021%,+0.0041%,$221.6k,2022-09-15 10:16:25.742191
40,Kyber Network Crystal-KNC,$1.98,+2.77%,$126.3m,$26.9m,+9.07%,0.12%,0.21,-0.0021%,-0.0265%,$108.0k,2022-09-15 10:16:25.742191
41,Decentraland-MANA,$0.7348,-0.17%,$124.8m,$38.7m,-1.17%,0.17%,0.31,-0.0014%,+0.0002%,$306.8k,2022-09-15 10:16:25.742191
42,dYdX-DYDX,$1.36,-2.19%,$111.2m,$32.5m,-0.28%,0.14%,0.29,+0.0013%,+0.0028%,$200.5k,2022-09-15 10:16:25.742191
43,Tron-TRX,$0.0616,+0.58%,$109.5m,$136.6m,-0.23%,0.59%,1.25,-0.0244%,-0.0198%,$80.5k,2022-09-15 10:16:25.742191
44,Waves-WAVES,$4.34,-2.04%,$104.5m,$47.8m,+2.71%,0.21%,0.46,-0.0019%,+0.0029%,$167.1k,2022-09-15 10:16:25.742191
45,Unifi Protocol DAO-UNFI,$7.03,-0.58%,$104.3m,$16.6m,+0.93%,0.07%,0.16,+0.0077%,+0.0070%,$99.7k,2022-09-15 10:16:25.742191
46,Stargate Finance-STG,$0.5836,-3.85%,$103.2m,$13.3m,+0.88%,0.06%,0.13,-0.0005%,+0.0044%,$256.5k,2022-09-15 10:16:25.742191
47,Gala-GALA,$0.0480,-0.63%,$98.6m,$32.9m,+0.90%,0.14%,0.33,-0.0003%,+0.0032%,$81.9k,2022-09-15 10:16:25.742191
48,1000XEC-1000XEC,$0.0439,-14.06%,$98.2m,$5.0m,-48.10%,0.02%,0.05,-0.1110%,-0.1602%,$187.2k,2022-09-15 10:16:25.742191
