,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,362.06",+3.24%,$41.7b,$11.1b,+3.96%,43.54%,0.27,+0.0019%,+0.0053%,$81.2m,2022-09-12 22:16:23.994084
1,Ethereum-ETH,"$1,713.60",-2.15%,$30.0b,$7.5b,-1.69%,29.15%,0.25,-0.0401%,-0.0398%,$48.4m,2022-09-12 22:16:23.994084
2,Ethereum Classic-ETC,$38.22,-0.57%,$2.5b,$455.7m,-2.11%,1.78%,0.18,-0.0008%,-0.0064%,$8.7m,2022-09-12 22:16:23.994084
3,Solana-SOL,$37.41,+7.24%,$2.5b,$475.6m,+21.15%,1.86%,0.19,-0.0004%,+0.0030%,$3.3m,2022-09-12 22:16:23.994084
4,LUNA2-LUNA2,$4.09,-26.13%,$1.4b,$32.6m,-7.44%,0.13%,0.02,-0.0081%,-0.0104%,$2.4m,2022-09-12 22:16:23.994084
5,Ravencoin-RVN,$0.0708,+38.15%,$1.2b,$74.3m,+131.87%,0.29%,0.06,-0.0079%,-0.0160%,$2.6m,2022-09-12 22:16:23.994084
6,NEAR Protocol-NEAR,$5.07,+4.19%,$981.0m,$131.3m,+12.82%,0.51%,0.13,+0.0085%,+0.0015%,$1.7m,2022-09-12 22:16:23.994084
7,Avalanche-AVAX,$21.28,+3.48%,$889.4m,$148.5m,+8.83%,0.58%,0.17,+0.0147%,-0.0039%,$1.2m,2022-09-12 22:16:23.994084
8,Terra-LUNA,$4.11,-25.70%,$854.0m,$16.1m,-25.52%,0.06%,0.02,+0.0011%,-0.0022%,$5.6m,2022-09-12 22:16:23.994084
9,Cardano-ADA,$0.5073,+0.15%,$844.7m,$294.2m,-2.68%,1.15%,0.35,+0.0076%,+0.0019%,$1.3m,2022-09-12 22:16:23.994084
10,Polygon-MATIC,$0.9275,+4.47%,$814.3m,$207.0m,+7.54%,0.81%,0.25,+0.0086%,+0.0042%,$1.2m,2022-09-12 22:16:23.994084
11,EOS-EOS,$1.66,-2.48%,$806.6m,$189.5m,-5.03%,0.74%,0.23,+0.0025%,+0.0028%,$1.6m,2022-09-12 22:16:23.994084
12,Cosmos-ATOM,$15.48,-0.62%,$798.5m,$153.0m,-4.55%,0.60%,0.19,+0.0099%,+0.0059%,$1.1m,2022-09-12 22:16:23.994084
13,Filecoin-FIL,$6.58,+2.91%,$660.2m,$119.9m,+1.99%,0.47%,0.18,-0.0211%,-0.0062%,$787.1k,2022-09-12 22:16:23.994084
14,ApeCoin-APE,$5.51,-2.58%,$620.7m,$85.1m,-17.44%,0.33%,0.14,+0.0083%,+0.0067%,$1.6m,2022-09-12 22:16:23.994084
15,Binance Coin-BNB,$292.29,-0.45%,$620.1m,$270.3m,-2.28%,1.06%,0.44,+0.0051%,+0.0029%,$359.5k,2022-09-12 22:16:23.994084
16,Ripple-XRP,$0.3579,+0.86%,$542.0m,$344.2m,+2.38%,1.34%,0.63,-0.0018%,-0.0072%,$519.8k,2022-09-12 22:16:23.994084
17,Polkadot-DOT,$7.68,+0.22%,$518.8m,$271.4m,+0.19%,1.06%,0.52,+0.0006%,+0.0001%,$523.2k,2022-09-12 22:16:23.994084
