,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,222.31",+10.36%,$46.2b,$10.5b,+9.62%,42.08%,0.23,+0.0028%,+0.0015%,$128.7m,2022-09-09 19:18:26.931748
1,Ethereum-ETH,"$1,710.34",+5.03%,$33.7b,$7.5b,+3.92%,30.04%,0.22,-0.0078%,-0.0108%,$76.8m,2022-09-09 19:18:26.931748
2,Ethereum Classic-ETC,$38.76,+6.00%,$3.1b,$501.2m,+1.47%,2.00%,0.16,+0.0104%,+0.0035%,$11.5m,2022-09-09 19:18:26.931748
3,Cosmos-ATOM,$15.94,+15.72%,$1.8b,$179.0m,+0.77%,0.71%,0.10,+0.0141%,+0.0015%,$5.9m,2022-09-09 19:18:26.931748
4,Solana-SOL,$34.62,+4.76%,$1.7b,$425.3m,+5.69%,1.70%,0.25,+0.0123%,+0.0112%,$2.8m,2022-09-09 19:18:26.931748
5,Terra-LUNA,$4.89,+154.60%,$1.5b,$18.4m,+147.63%,0.07%,0.01,-0.0943%,-0.0710%,$19.3m,2022-09-09 19:18:26.931748
6,EOS-EOS,$1.64,+1.37%,$1.2b,$196.2m,-10.90%,0.78%,0.16,+0.0088%,+0.0049%,$2.7m,2022-09-09 19:18:26.931748
7,Cardano-ADA,$0.4934,+4.24%,$919.0m,$289.7m,+5.27%,1.16%,0.32,+0.0084%,+0.0058%,$1.3m,2022-09-09 19:18:26.931748
8,Ripple-XRP,$0.3501,+4.00%,$836.0m,$337.4m,+4.03%,1.35%,0.40,+0.0094%,+0.0140%,$1.3m,2022-09-09 19:18:26.931748
9,Ravencoin-RVN,$0.0514,+42.44%,$753.1m,$42.0m,+143.25%,0.17%,0.06,+0.0095%,+0.0196%,$2.2m,2022-09-09 19:18:26.931748
10,Optimism-OP,$1.41,+20.61%,$710.5m,$71.3m,+23.17%,0.28%,0.10,+0.0160%,+0.0159%,$2.4m,2022-09-09 19:18:26.931748
11,Binance Coin-BNB,$290.71,+3.87%,$670.7m,$282.5m,-0.31%,1.13%,0.42,+0.0135%,+0.0121%,$881.6k,2022-09-09 19:18:26.931748
