,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,582.08",+0.51%,$22.0b,$10.7b,+1.19%,42.01%,0.49,+0.0009%,+0.0007%,$40.5m,2022-09-11 19:16:54.640710
1,Ethereum-ETH,"$1,763.02",+1.55%,$18.6b,$7.7b,+1.18%,30.28%,0.42,-0.0247%,-0.0215%,$60.6m,2022-09-11 19:16:54.640710
2,LUNA2-LUNA2,$5.59,-9.95%,$1.4b,$36.7m,+5.57%,0.14%,0.03,-0.0802%,-0.0917%,$2.2m,2022-09-11 19:16:54.640710
3,Ethereum Classic-ETC,$38.74,+0.04%,$1.3b,$486.6m,-0.14%,1.90%,0.36,+0.0020%,+0.0040%,$3.3m,2022-09-11 19:16:54.640710
4,ApeCoin-APE,$5.56,+10.45%,$897.5m,$105.4m,+42.38%,0.41%,0.12,+0.0078%,+0.0017%,$1.6m,2022-09-11 19:16:54.640710
5,Terra-LUNA,$5.59,-10.12%,$896.3m,$22.7m,-2.37%,0.09%,0.03,-0.0510%,-0.0743%,$4.7m,2022-09-11 19:16:54.640710
6,Solana-SOL,$35.43,+1.62%,$889.0m,$413.5m,+1.19%,1.62%,0.47,+0.0059%,+0.0053%,$1.6m,2022-09-11 19:16:54.640710
7,EOS-EOS,$1.73,-1.15%,$852.2m,$209.4m,-6.33%,0.82%,0.25,+0.0100%,+0.0152%,$1.4m,2022-09-11 19:16:54.640710
8,Cardano-ADA,$0.5118,+0.45%,$676.6m,$311.2m,+0.71%,1.22%,0.46,+0.0031%,+0.0072%,$627.6k,2022-09-11 19:16:54.640710
9,Chiliz-CHZ,$0.2064,+2.90%,$574.4m,$79.8m,+0.20%,0.31%,0.14,+0.0104%,+0.0072%,$778.2k,2022-09-11 19:16:54.640710
10,Filecoin-FIL,$6.41,+1.93%,$565.1m,$122.0m,+7.10%,0.48%,0.22,+0.0069%,+0.0011%,$988.1k,2022-09-11 19:16:54.640710
