,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,798.47",+1.19%,$28.2b,$10.6b,-0.50%,42.20%,0.37,+0.0029%,+0.0038%,$70.4m,2022-09-12 03:16:33.226900
1,Ethereum-ETH,"$1,734.49",-1.83%,$21.5b,$7.6b,-1.60%,30.33%,0.35,-0.0252%,-0.0211%,$36.0m,2022-09-12 03:16:33.226900
2,Ethereum Classic-ETC,$37.83,-3.09%,$1.5b,$454.4m,-7.39%,1.82%,0.29,-0.0013%,-0.0053%,$5.8m,2022-09-12 03:16:33.226900
3,LUNA2-LUNA2,$5.25,-23.69%,$1.2b,$31.7m,-25.04%,0.13%,0.03,-0.0434%,-0.0332%,$1.8m,2022-09-12 03:16:33.226900
4,Solana-SOL,$35.16,+0.32%,$1.1b,$391.5m,-3.28%,1.56%,0.35,+0.0003%,+0.0037%,$1.9m,2022-09-12 03:16:33.226900
5,ApeCoin-APE,$5.48,+7.74%,$1.1b,$93.3m,+23.18%,0.37%,0.09,+0.0019%,+0.0039%,$2.0m,2022-09-12 03:16:33.226900
6,Terra-LUNA,$5.25,-22.73%,$806.9m,$20.8m,-26.38%,0.08%,0.03,-0.0726%,-0.0307%,$4.3m,2022-09-12 03:16:33.226900
7,Cardano-ADA,$0.5069,-0.87%,$784.7m,$298.6m,-2.85%,1.19%,0.38,+0.0049%,+0.0034%,$1.1m,2022-09-12 03:16:33.226900
8,EOS-EOS,$1.69,-4.87%,$776.3m,$197.5m,-8.69%,0.79%,0.25,+0.0131%,+0.0094%,$1.5m,2022-09-12 03:16:33.226900
9,Filecoin-FIL,$6.43,+1.14%,$700.7m,$119.6m,+3.36%,0.48%,0.17,+0.0024%,-0.0051%,$1.8m,2022-09-12 03:16:33.226900
10,Chiliz-CHZ,$0.2040,+1.84%,$651.2m,$78.0m,-0.15%,0.31%,0.12,+0.0027%,+0.0119%,$1.1m,2022-09-12 03:16:33.226900
11,Cosmos-ATOM,$15.52,-1.33%,$553.4m,$158.0m,-6.34%,0.63%,0.29,+0.0013%,+0.0019%,$816.5k,2022-09-12 03:16:33.226900
12,NEAR Protocol-NEAR,$4.82,+2.12%,$473.7m,$113.6m,-1.20%,0.45%,0.24,+0.0021%,+0.0047%,$1.0m,2022-09-12 03:16:33.226900
13,Chainlink-LINK,$8.04,+1.90%,$471.3m,$130.9m,+5.39%,0.52%,0.28,+0.0103%,+0.0076%,$537.9k,2022-09-12 03:16:33.226900
14,Optimism-OP,$1.39,+1.02%,$467.8m,$65.3m,-2.32%,0.26%,0.14,+0.0131%,+0.0108%,$729.8k,2022-09-12 03:16:33.226900
15,Avalanche-AVAX,$20.36,+0.05%,$452.8m,$132.1m,-2.24%,0.53%,0.29,+0.0147%,+0.0079%,$551.2k,2022-09-12 03:16:33.226900
16,Ripple-XRP,$0.3527,-0.83%,$443.5m,$337.1m,-1.27%,1.35%,0.76,-0.0018%,+0.0004%,$474.8k,2022-09-12 03:16:33.226900
17,Binance Coin-BNB,$293.32,-0.50%,$438.3m,$274.9m,-2.09%,1.10%,0.63,+0.0057%,+0.0027%,$217.9k,2022-09-12 03:16:33.226900
18,Litecoin-LTC,$61.61,-3.69%,$423.3m,$205.0m,-8.33%,0.82%,0.48,+0.0071%,+0.0065%,$700.8k,2022-09-12 03:16:33.226900
19,STEPN-GMT,$0.7381,-0.94%,$395.6m,$106.3m,-1.74%,0.43%,0.27,-0.0015%,-0.0046%,$1.2m,2022-09-12 03:16:33.226900
20,Polkadot-DOT,$7.68,-0.89%,$346.7m,$270.4m,-1.72%,1.08%,0.78,+0.0012%,-0.0019%,$440.4k,2022-09-12 03:16:33.226900
21,1000LUNC-1000LUNC,$0.4114,-6.16%,$346.1m,$21.9m,+48.51%,0.09%,0.06,-0.0848%,-0.0859%,$726.6k,2022-09-12 03:16:33.226900
22,Polygon-MATIC,$0.8891,-0.76%,$338.2m,$190.4m,-4.99%,0.76%,0.56,+0.0015%,-0.0051%,$633.4k,2022-09-12 03:16:33.226900
23,Dogecoin-DOGE,$0.0633,-1.76%,$320.9m,$122.1m,-2.79%,0.49%,0.38,+0.0058%,+0.0109%,$556.8k,2022-09-12 03:16:33.226900
24,1000SHIB-1000SHIB,$0.0129,-1.05%,$273.2m,$45.4m,-6.17%,0.18%,0.17,+0.0080%,+0.0071%,$626.9k,2022-09-12 03:16:33.226900
25,Ravencoin-RVN,$0.0525,-1.39%,$271.4m,$32.2m,-16.17%,0.13%,0.12,+0.0064%,+0.0113%,$492.5k,2022-09-12 03:16:33.226900
26,Curve DAO Token-CRV,$1.18,-4.40%,$251.8m,$63.0m,-7.73%,0.25%,0.25,-0.0064%,+0.0108%,$348.2k,2022-09-12 03:16:33.226900
27,Bitcoin Cash-BCH,$129.62,-1.23%,$227.9m,$185.7m,-4.16%,0.74%,0.81,+0.0012%,+0.0021%,$370.6k,2022-09-12 03:16:33.226900
28,The Sandbox-SAND,$0.9686,-1.64%,$214.4m,$76.1m,-3.07%,0.30%,0.35,+0.0018%,+0.0076%,$251.7k,2022-09-12 03:16:33.226900
29,Helium-HNT,$5.22,-4.65%,$212.2m,$23.3m,-16.87%,0.09%,0.11,-0.0049%,+0.0000%,$284.5k,2022-09-12 03:16:33.226900
30,Terra Classic-LUNC,$0.0004,-5.87%,$192.9m,$45.0m,+1.95%,0.18%,0.23,-0.1144%,-0.0169%,$657.3k,2022-09-12 03:16:33.226900
31,Unifi Protocol DAO-UNFI,$7.84,+0.49%,$181.0m,$17.0m,-8.11%,0.07%,0.09,+0.0100%,+0.0100%,$210.7k,2022-09-12 03:16:33.226900
32,Project Galaxy-GAL,$3.06,+0.16%,$153.3m,$17.9m,-7.52%,0.07%,0.12,-0.0108%,-0.0058%,$470.1k,2022-09-12 03:16:33.226900
