,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,286.11",+3.16%,$37.2b,$11.1b,+3.93%,42.83%,0.30,+0.0045%,+0.0008%,$76.6m,2022-09-12 12:17:10.462057
1,Ethereum-ETH,"$1,744.69",-1.44%,$26.4b,$7.6b,-2.58%,29.17%,0.29,-0.0272%,-0.0290%,$41.1m,2022-09-12 12:17:10.462057
2,Ethereum Classic-ETC,$38.82,+0.58%,$2.4b,$486.9m,+1.40%,1.88%,0.21,-0.0077%,+0.0088%,$7.0m,2022-09-12 12:17:10.462057
3,Solana-SOL,$37.60,+8.14%,$2.0b,$496.1m,+24.28%,1.92%,0.24,-0.0003%,-0.0022%,$3.5m,2022-09-12 12:17:10.462057
4,LUNA2-LUNA2,$4.82,-20.07%,$1.1b,$36.9m,-8.14%,0.14%,0.03,+0.0055%,+0.0061%,$1.6m,2022-09-12 12:17:10.462057
5,NEAR Protocol-NEAR,$5.20,+10.10%,$919.1m,$154.8m,+35.72%,0.60%,0.17,+0.0014%,-0.0067%,$1.9m,2022-09-12 12:17:10.462057
6,ApeCoin-APE,$5.48,-2.87%,$810.6m,$90.6m,-16.72%,0.35%,0.11,+0.0057%,+0.0087%,$1.3m,2022-09-12 12:17:10.462057
7,EOS-EOS,$1.72,-1.05%,$800.2m,$202.9m,-4.96%,0.78%,0.25,+0.0044%,+0.0059%,$1.6m,2022-09-12 12:17:10.462057
8,Filecoin-FIL,$6.54,+2.39%,$780.5m,$123.0m,+5.20%,0.47%,0.16,-0.0070%,-0.0268%,$1.7m,2022-09-12 12:17:10.462057
9,Cardano-ADA,$0.5138,-0.07%,$777.7m,$304.3m,-3.26%,1.18%,0.39,+0.0022%,+0.0144%,$892.4k,2022-09-12 12:17:10.462057
10,Terra-LUNA,$4.82,-19.88%,$724.1m,$20.7m,-21.08%,0.08%,0.03,-0.0042%,+0.0062%,$4.2m,2022-09-12 12:17:10.462057
11,Cosmos-ATOM,$16.11,+2.59%,$679.4m,$169.0m,+2.05%,0.65%,0.25,+0.0017%,+0.0124%,$980.5k,2022-09-12 12:17:10.462057
12,Avalanche-AVAX,$21.53,+5.11%,$643.9m,$149.5m,+10.89%,0.58%,0.23,+0.0056%,+0.0233%,$1.1m,2022-09-12 12:17:10.462057
13,Binance Coin-BNB,$298.07,+0.74%,$543.7m,$289.3m,+2.14%,1.12%,0.53,+0.0072%,+0.0041%,$264.9k,2022-09-12 12:17:10.462057
14,Ripple-XRP,$0.3546,-0.07%,$523.7m,$341.9m,+0.57%,1.32%,0.65,+0.0009%,-0.0062%,$454.9k,2022-09-12 12:17:10.462057
15,Optimism-OP,$1.38,+0.09%,$516.1m,$66.9m,-0.77%,0.26%,0.13,+0.0100%,+0.0104%,$760.9k,2022-09-12 12:17:10.462057
16,Polygon-MATIC,$0.9162,+2.28%,$510.6m,$207.3m,+4.34%,0.80%,0.41,+0.0013%,+0.0107%,$1.0m,2022-09-12 12:17:10.462057
17,Chainlink-LINK,$8.05,+1.25%,$483.4m,$129.4m,+1.71%,0.50%,0.27,+0.0086%,+0.0060%,$465.1k,2022-09-12 12:17:10.462057
18,Polkadot-DOT,$7.91,+2.57%,$463.6m,$283.9m,+3.66%,1.10%,0.61,+0.0061%,+0.0059%,$489.0k,2022-09-12 12:17:10.462057
19,Litecoin-LTC,$61.65,-1.49%,$448.8m,$204.7m,-5.63%,0.79%,0.46,+0.0106%,+0.0018%,$678.1k,2022-09-12 12:17:10.462057
20,STEPN-GMT,$0.7495,-1.26%,$384.9m,$108.7m,-2.48%,0.42%,0.28,+0.0024%,+0.0089%,$830.1k,2022-09-12 12:17:10.462057
21,Chiliz-CHZ,$0.2063,-4.72%,$384.7m,$79.9m,-12.19%,0.31%,0.21,+0.0086%,+0.0035%,$680.9k,2022-09-12 12:17:10.462057
22,Dogecoin-DOGE,$0.0652,+1.66%,$378.8m,$131.3m,+6.46%,0.51%,0.35,+0.0114%,+0.0048%,$420.0k,2022-09-12 12:17:10.462057
23,1000LUNC-1000LUNC,$0.3767,-13.58%,$374.5m,$22.9m,+35.82%,0.09%,0.06,-0.0250%,-0.0064%,$843.2k,2022-09-12 12:17:10.462057
24,Ravencoin-RVN,$0.0550,+6.22%,$348.5m,$37.9m,+10.02%,0.15%,0.11,+0.0110%,+0.0063%,$619.0k,2022-09-12 12:17:10.462057
25,1000SHIB-1000SHIB,$0.0131,+1.92%,$284.8m,$50.6m,+9.12%,0.20%,0.18,+0.0100%,+0.0100%,$700.5k,2022-09-12 12:17:10.462057
26,Curve DAO Token-CRV,$1.19,-2.90%,$263.6m,$63.9m,-6.24%,0.25%,0.24,+0.0144%,-0.0041%,$267.9k,2022-09-12 12:17:10.462057
27,Bitcoin Cash-BCH,$131.79,+1.15%,$263.5m,$187.9m,-0.66%,0.73%,0.71,+0.0061%,+0.0044%,$321.8k,2022-09-12 12:17:10.462057
28,The Sandbox-SAND,$0.9902,+0.93%,$239.0m,$78.6m,+0.19%,0.30%,0.33,+0.0137%,+0.0078%,$208.6k,2022-09-12 12:17:10.462057
29,Helium-HNT,$5.39,+1.58%,$235.6m,$23.9m,-12.56%,0.09%,0.10,-0.0146%,-0.0138%,$394.9k,2022-09-12 12:17:10.462057
30,Fantom-FTM,$0.2803,+2.41%,$218.3m,$52.3m,+6.40%,0.20%,0.24,+0.0088%,+0.0103%,$225.9k,2022-09-12 12:17:10.462057
31,Terra Classic-LUNC,$0.0004,-13.57%,$212.1m,$41.8m,-8.20%,0.16%,0.20,+0.0067%,-0.0271%,$1.1m,2022-09-12 12:17:10.462057
32,Axie Infinity-AXS,$15.67,+1.73%,$175.7m,$83.2m,+1.90%,0.32%,0.47,+0.0044%,-0.0095%,$206.2k,2022-09-12 12:17:10.462057
33,Uniswap-UNI,$6.84,+4.57%,$171.7m,$56.7m,+17.15%,0.22%,0.33,-0.0001%,-0.0038%,$96.5k,2022-09-12 12:17:10.462057
34,Injective Protocol-INJ,$1.85,+2.82%,$168.3m,$6.8m,+42.08%,0.03%,0.04,-0.0049%,+0.0057%,$326.2k,2022-09-12 12:17:10.462057
35,Aave-AAVE,$95.56,+4.14%,$153.0m,$52.7m,+15.54%,0.20%,0.34,+0.0090%,+0.0136%,$78.5k,2022-09-12 12:17:10.462057
36,Unifi Protocol DAO-UNFI,$7.94,-3.80%,$147.3m,$17.6m,-13.97%,0.07%,0.12,+0.0100%,+0.0100%,$148.7k,2022-09-12 12:17:10.462057
37,Waves-WAVES,$4.93,+0.63%,$130.0m,$55.6m,-2.41%,0.21%,0.43,+0.0075%,+0.0089%,$208.3k,2022-09-12 12:17:10.462057
38,Tellor-TRB,$17.11,-0.71%,$126.0m,$33.6m,-3.78%,0.13%,0.27,-0.1422%,-0.0603%,$149.9k,2022-09-12 12:17:10.462057
39,ConstitutionDAO-PEOPLE,$0.0234,+0.08%,$122.8m,$28.4m,+3.96%,0.11%,0.23,+0.0044%,-0.0039%,$245.6k,2022-09-12 12:17:10.462057
40,dYdX-DYDX,$1.63,+0.06%,$120.1m,$37.0m,-1.68%,0.14%,0.31,+0.0088%,+0.0091%,$143.8k,2022-09-12 12:17:10.462057
41,Ethereum Name Service-ENS,$15.41,+0.64%,$117.3m,$28.6m,-5.37%,0.11%,0.24,+0.0024%,+0.0100%,$54.5k,2022-09-12 12:17:10.462057
42,SHIBA INU-SHIB,$0.0000,+1.81%,$115.1m,$26.2m,+13.44%,0.10%,0.23,+0.0077%,+0.0186%,$203.9k,2022-09-12 12:17:10.462057
43,Gala-GALA,$0.0529,+1.30%,$113.9m,$36.5m,+4.47%,0.14%,0.32,+0.0071%,+0.0106%,$122.0k,2022-09-12 12:17:10.462057
44,Tron-TRX,$0.0641,+0.06%,$108.4m,$142.1m,-1.06%,0.55%,1.31,-0.0029%,-0.0005%,$12.3k,2022-09-12 12:17:10.462057
45,Celsius-CEL,$1.53,+10.56%,$105.8m,$22.5m,-0.88%,0.09%,0.21,-0.0379%,-0.0015%,$1.4m,2022-09-12 12:17:10.462057
46,Decentraland-MANA,$0.8169,+0.98%,$102.4m,$41.5m,+2.40%,0.16%,0.41,+0.0072%,+0.0097%,$71.2k,2022-09-12 12:17:10.462057
47,Kyber Network Crystal-KNC,$1.97,-2.15%,$96.3m,$24.5m,-13.49%,0.09%,0.25,+0.0095%,+0.0118%,$122.9k,2022-09-12 12:17:10.462057
48,Project Galaxy-GAL,$3.02,-6.87%,$95.5m,$17.5m,-23.70%,0.07%,0.18,-0.0014%,+0.0062%,$344.5k,2022-09-12 12:17:10.462057
49,Stargate Finance-STG,$0.7216,-5.32%,$95.0m,$19.7m,-2.12%,0.08%,0.21,+0.0068%,+0.0071%,$157.9k,2022-09-12 12:17:10.462057
50,THETA-THETA,$1.21,+2.32%,$88.8m,$24.5m,+4.57%,0.09%,0.28,-0.0133%,-0.0055%,$61.2k,2022-09-12 12:17:10.462057
51,SushiSwap-SUSHI,$1.32,+0.18%,$81.1m,$31.0m,-3.85%,0.12%,0.38,+0.0205%,-0.0134%,$62.6k,2022-09-12 12:17:10.462057
52,THORChain-RUNE,$2.07,+2.63%,$81.1m,$25.7m,+6.02%,0.10%,0.32,+0.0084%,+0.0082%,$140.9k,2022-09-12 12:17:10.462057
53,1000XEC-1000XEC,$0.0461,+4.63%,$77.7m,$6.1m,+50.22%,0.02%,0.08,+0.0098%,+0.0100%,$101.7k,2022-09-12 12:17:10.462057
54,Algorand-ALGO,$0.3288,+1.32%,$71.6m,$32.9m,+2.70%,0.13%,0.46,+0.0025%,+0.0097%,$20.1k,2022-09-12 12:17:10.462057
55,Compound-COMP,$55.51,-0.31%,$67.4m,$28.4m,-4.52%,0.11%,0.42,-0.0135%,+0.0063%,$114.1k,2022-09-12 12:17:10.462057
56,Tezos-XTZ,$1.71,-0.18%,$64.9m,$33.6m,-1.05%,0.13%,0.52,-0.0029%,+0.0046%,$127.6k,2022-09-12 12:17:10.462057
57,yearn.finance-YFI,"$10,256.11",-0.30%,$62.5m,$35.2m,-5.19%,0.14%,0.56,-0.0020%,-0.0006%,$67.2k,2022-09-12 12:17:10.462057
58,Synthetix Network Token-SNX,$3.02,+1.04%,$61.8m,$32.5m,-1.31%,0.13%,0.53,-0.0030%,-0.0082%,$102.1k,2022-09-12 12:17:10.462057
59,1inch-1INCH,$0.6749,-0.29%,$57.6m,$22.0m,+0.19%,0.09%,0.38,+0.0029%,-0.0081%,$51.2k,2022-09-12 12:17:10.462057
60,Monero-XMR,$160.84,+2.35%,$56.2m,$45.2m,+5.65%,0.17%,0.80,-0.0015%,-0.0242%,$86.0k,2022-09-12 12:17:10.462057
61,Enjin Coin-ENJ,$0.5582,+2.11%,$55.4m,$17.1m,+4.53%,0.07%,0.31,+0.0099%,+0.0114%,$114.2k,2022-09-12 12:17:10.462057
62,Balancer-BAL,$7.34,-6.20%,$55.1m,$14.4m,-11.53%,0.06%,0.26,-0.0048%,-0.0096%,$143.8k,2022-09-12 12:17:10.462057
63,Flow (Dapper labs)-FLOW,$2.15,+3.44%,$51.5m,$26.4m,+8.18%,0.10%,0.51,+0.0048%,+0.0051%,$15.9k,2022-09-12 12:17:10.462057
64,Harmony-ONE,$0.0233,+6.98%,$50.7m,$17.5m,+16.29%,0.07%,0.35,+0.0009%,+0.0059%,$127.1k,2022-09-12 12:17:10.462057
65,ZCash-ZEC,$65.05,+1.21%,$50.2m,$22.8m,+4.10%,0.09%,0.45,+0.0124%,+0.0063%,$129.3k,2022-09-12 12:17:10.462057
66,Jasmy-JASMY,$0.0094,+0.65%,$50.1m,$15.0m,+1.57%,0.06%,0.30,+0.0074%,+0.0073%,$51.5k,2022-09-12 12:17:10.462057
67,Lido DAO Token-LDO,$2.09,+1.76%,$49.7m,$21.0m,+2.10%,0.08%,0.42,+0.0044%,+0.0059%,$19.7k,2022-09-12 12:17:10.462057
68,Zilliqa-ZIL,$0.0379,+1.86%,$46.6m,$24.7m,+4.52%,0.10%,0.53,+0.0097%,+0.0100%,$27.6k,2022-09-12 12:17:10.462057
69,Storj-STORJ,$0.5707,+3.92%,$45.7m,$11.7m,+7.08%,0.04%,0.25,+0.0032%,+0.0094%,$22.3k,2022-09-12 12:17:10.462057
70,The Graph-GRT,$0.1197,+2.07%,$45.2m,$24.7m,-3.72%,0.10%,0.55,+0.0135%,+0.0022%,$50.1k,2022-09-12 12:17:10.462057
71,Oasis Network-ROSE,$0.0664,+1.21%,$44.2m,$13.9m,+1.48%,0.05%,0.31,+0.0081%,+0.0082%,$82.0k,2022-09-12 12:17:10.462057
72,Stellar Lumens-XLM,$0.1153,+0.09%,$43.5m,$42.2m,-1.55%,0.16%,0.97,+0.0069%,+0.0067%,$50.2k,2022-09-12 12:17:10.462057
73,Serum-SRM,$0.8957,+4.36%,$43.4m,$29.7m,+9.82%,0.11%,0.68,+0.0112%,+0.0006%,$85.7k,2022-09-12 12:17:10.462057
74,Metal-MTL,$1.28,+3.82%,$43.0m,$7.7m,+19.95%,0.03%,0.18,-0.0498%,-0.0510%,$63.3k,2022-09-12 12:17:10.462057
75,Kusama-KSM,$53.74,+2.33%,$42.8m,$16.3m,+0.86%,0.06%,0.38,-0.0010%,+0.0202%,$48.6k,2022-09-12 12:17:10.462057
76,Elrond-EGLD,$53.54,+0.00%,$42.8m,$16.8m,-0.80%,0.06%,0.39,+0.0083%,+0.0129%,$47.6k,2022-09-12 12:17:10.462057
77,iExec RLC-RLC,$1.37,+3.83%,$42.3m,$7.6m,+15.87%,0.03%,0.18,-0.0433%,-0.1548%,$171.8k,2022-09-12 12:17:10.462057
78,VeChain-VET,$0.0263,+2.39%,$37.5m,$19.4m,+9.31%,0.07%,0.52,+0.0090%,+0.0087%,$17.9k,2022-09-12 12:17:10.462057
79,Linear-LINA,$0.0090,+3.44%,$37.1m,$6.1m,+20.11%,0.02%,0.16,+0.0063%,+0.0039%,$166.3k,2022-09-12 12:17:10.462057
80,Dash-DASH,$49.29,+2.71%,$37.1m,$14.8m,-0.99%,0.06%,0.40,+0.0024%,+0.0035%,$59.9k,2022-09-12 12:17:10.462057
81,BinaryX-BNX,$155.37,+3.39%,$36.2m,$33.3m,+5.89%,0.13%,0.92,+0.0100%,+0.0100%,$250.6k,2022-09-12 12:17:10.462057
82,Loopring-LRC,$0.3688,+1.14%,$34.9m,$15.5m,+2.83%,0.06%,0.44,+0.0066%,+0.0128%,$32.6k,2022-09-12 12:17:10.462057
83,OmiseGO-OMG,$2.02,+4.13%,$34.9m,$15.2m,+14.95%,0.06%,0.43,+0.0050%,+0.0108%,$53.0k,2022-09-12 12:17:10.462057
84,Step App-FITFI,$0.0797,+14.71%,$34.8m,$3.0m,+28.74%,0.01%,0.09,-0.0028%,+0.0057%,$262.8k,2022-09-12 12:17:10.462057
85,Flamingo-FLM,$0.1217,+0.43%,$34.0m,$18.7m,-1.26%,0.07%,0.55,-0.0213%,-0.0202%,$29.8k,2022-09-12 12:17:10.462057
86,NEO-NEO,$10.12,+3.04%,$33.9m,$14.9m,+2.71%,0.06%,0.44,+0.0064%,+0.0081%,$28.8k,2022-09-12 12:17:10.462057
87,NEM-XEM,$0.0477,+2.65%,$31.7m,$9.6m,+7.26%,0.04%,0.30,+0.0075%,+0.0317%,$43.5k,2022-09-12 12:17:10.462057
88,Arweave-AR,$11.44,+2.24%,$30.9m,$13.4m,+4.19%,0.05%,0.43,+0.0079%,+0.0075%,$31.4k,2022-09-12 12:17:10.462057
89,Coin98-C98,$0.4569,+2.58%,$30.8m,$14.4m,-0.28%,0.06%,0.47,+0.0071%,+0.0060%,$36.4k,2022-09-12 12:17:10.462057
90,0x-ZRX,$0.3267,+4.66%,$29.1m,$10.2m,+16.14%,0.04%,0.35,-0.0090%,-0.0037%,$106.7k,2022-09-12 12:17:10.462057
91,Reserve Rights-RSR,$0.0064,+2.47%,$28.9m,$13.7m,+2.06%,0.05%,0.47,+0.0063%,+0.0134%,$81.9k,2022-09-12 12:17:10.462057
92,FTX Token-FTT,$28.09,+1.57%,$28.5m,$71.5m,+3.38%,0.28%,2.51,+0.0073%,+0.0073%,$13.4k,2022-09-12 12:17:10.462057
93,Ankr-ANKR,$0.0383,+1.87%,$27.7m,$13.1m,-4.26%,0.05%,0.47,+0.0100%,+0.0100%,$27.2k,2022-09-12 12:17:10.462057
94,API3-API3,$1.83,+0.10%,$27.7m,$6.0m,+2.31%,0.02%,0.22,+0.0083%,+0.0062%,$29.4k,2022-09-12 12:17:10.462057
95,Ren-REN,$0.1367,+3.50%,$26.7m,$8.7m,+7.26%,0.03%,0.33,+0.0069%,+0.0158%,$65.8k,2022-09-12 12:17:10.462057
96,FOOTBALL-FOOTBALL,"$1,121.76",-0.24%,$26.4m,$9.0m,-9.46%,0.03%,0.34,+0.0190%,+0.1159%,$59.2k,2022-09-12 12:17:10.462057
97,Raydium-RAY,$0.7151,+4.99%,$25.6m,$10.1m,+18.45%,0.04%,0.39,+0.0073%,+0.0069%,$17.4k,2022-09-12 12:17:10.462057
98,Ocean Protocol-OCEAN,$0.1888,+4.93%,$25.5m,$4.7m,-1.77%,0.02%,0.19,-0.0015%,-0.0101%,$63.5k,2022-09-12 12:17:10.462057
99,Basic Attention Token-BAT,$0.3609,+1.81%,$25.3m,$11.5m,+3.34%,0.04%,0.46,+0.0077%,+0.0143%,$40.6k,2022-09-12 12:17:10.462057
100,Chromia-CHR,$0.1879,+0.48%,$24.6m,$8.7m,+2.49%,0.03%,0.35,+0.0070%,+0.0073%,$28.2k,2022-09-12 12:17:10.462057
101,Maker-MKR,$756.66,-1.33%,$24.4m,$16.5m,-1.04%,0.06%,0.68,+0.0041%,+0.0060%,$23.1k,2022-09-12 12:17:10.462057
102,Internet Computer-ICP,$7.16,+1.23%,$24.3m,$15.5m,-0.74%,0.06%,0.64,+0.0091%,+0.0068%,$9.1k,2022-09-12 12:17:10.462057
103,Audius-AUDIO,$0.2890,+0.30%,$23.2m,$8.7m,+2.65%,0.03%,0.38,+0.0079%,+0.0074%,$4.5k,2022-09-12 12:17:10.462057
104,MyNeighborAlice-ALICE,$2.23,+1.32%,$22.8m,$11.1m,+1.39%,0.04%,0.49,+0.0072%,+0.0079%,$5.6k,2022-09-12 12:17:10.462057
105,BakeryToken-BAKE,$0.2741,+1.14%,$22.4m,$4.9m,+3.14%,0.02%,0.22,+0.0100%,+0.0100%,$27.2k,2022-09-12 12:17:10.462057
106,Litentry-LIT,$0.7600,+1.27%,$22.3m,$5.5m,-4.01%,0.02%,0.25,+0.0142%,+0.0142%,$15.6k,2022-09-12 12:17:10.462057
107,Kava-KAVA,$1.75,+1.09%,$22.1m,$11.0m,+2.50%,0.04%,0.50,+0.0077%,+0.0076%,$18.6k,2022-09-12 12:17:10.462057
108,Bitcoin SV-BSV,$55.45,+1.79%,$22.1m,$34.3m,+1.93%,0.13%,1.55,-0.0819%,-0.0469%,$4.1k,2022-09-12 12:17:10.462057
109,Qtum-QTUM,$3.38,+1.99%,$21.7m,$16.2m,+1.01%,0.06%,0.75,+0.0164%,+0.0089%,$26.4k,2022-09-12 12:17:10.462057
110,NKN-NKN,$0.1066,+1.84%,$21.6m,$3.2m,+13.91%,0.01%,0.15,+0.0100%,+0.0008%,$27.8k,2022-09-12 12:17:10.462057
111,Ontology-ONT,$0.2558,+1.79%,$20.8m,$8.9m,+2.95%,0.03%,0.43,+0.0044%,+0.0102%,$6.8k,2022-09-12 12:17:10.462057
112,Iota-IOTA,$0.2978,+2.06%,$20.5m,$10.9m,+1.34%,0.04%,0.53,-0.0092%,+0.0072%,$19.6k,2022-09-12 12:17:10.462057
113,Aragon-ANT,$2.01,+1.09%,$20.3m,$6.2m,+10.77%,0.02%,0.30,+0.0212%,+0.0002%,$42.6k,2022-09-12 12:17:10.462057
114,Swipe-SXP,$0.3933,+1.78%,$20.2m,$9.2m,+6.10%,0.04%,0.46,+0.0073%,+0.0077%,$19.7k,2022-09-12 12:17:10.462057
115,Immutable X-IMX,$0.8851,+1.96%,$19.8m,$9.7m,+6.09%,0.04%,0.49,+0.0029%,+0.0105%,$4.5k,2022-09-12 12:17:10.462057
116,Civic-CVC,$0.1539,+1.80%,$19.4m,$7.3m,+5.28%,0.03%,0.38,+0.0003%,+0.0008%,$18.7k,2022-09-12 12:17:10.462057
117,Bella Protocol-BEL,$0.6889,+0.70%,$18.6m,$4.3m,-7.18%,0.02%,0.23,+0.0100%,+0.0100%,$28.4k,2022-09-12 12:17:10.462057
118,SKALE Network-SKL,$0.0570,-0.04%,$18.3m,$7.6m,+7.13%,0.03%,0.41,+0.0065%,+0.0063%,$19.7k,2022-09-12 12:17:10.462057
119,LooksRare-LOOKS,$0.3010,+6.01%,$18.2m,$14.1m,+4.62%,0.05%,0.78,-0.0015%,-0.0164%,$31.4k,2022-09-12 12:17:10.462057
120,Bluzelle-BLZ,$0.0900,+1.05%,$17.8m,$5.6m,+0.25%,0.02%,0.31,+0.0100%,+0.0100%,$63.4k,2022-09-12 12:17:10.462057
121,Celo-CELO,$0.8977,+1.76%,$17.5m,$10.6m,+7.08%,0.04%,0.60,+0.0085%,+0.0122%,$17.1k,2022-09-12 12:17:10.462057
122,Horizen-ZEN,$16.88,+0.84%,$17.4m,$7.4m,+1.08%,0.03%,0.42,-0.0204%,+0.0339%,$30.4k,2022-09-12 12:17:10.462057
123,DFI.Money-YFII,"$1,020.15",+0.05%,$17.0m,$18.4m,-0.06%,0.07%,1.08,-0.0866%,-0.0921%,$29.5k,2022-09-12 12:17:10.462057
124,Band Protocol-BAND,$1.42,+1.93%,$16.9m,$5.7m,-1.56%,0.02%,0.34,+0.0155%,+0.0023%,$65.8k,2022-09-12 12:17:10.462057
125,Anchor Protocol-ANC,$0.1462,-15.22%,$16.7m,$1.7m,-28.62%,0.01%,0.10,-0.0036%,-0.0054%,$156.3k,2022-09-12 12:17:10.462057
126,Hedera-HBAR,$0.0646,+0.87%,$15.9m,$8.8m,+2.23%,0.03%,0.56,+0.0079%,+0.0082%,$22.0k,2022-09-12 12:17:10.462057
127,CertiK-CTK,$1.03,-1.33%,$15.8m,$7.7m,-4.64%,0.03%,0.49,+0.0077%,+0.0077%,$40.2k,2022-09-12 12:17:10.462057
128,Mask Network-MASK,$1.47,-0.01%,$15.8m,$8.0m,-2.73%,0.03%,0.51,+0.0081%,+0.0112%,$6.9k,2022-09-12 12:17:10.462057
129,StormX-STMX,$0.0082,+1.94%,$15.8m,$3.7m,-4.37%,0.01%,0.24,+0.0099%,+0.0103%,$20.1k,2022-09-12 12:17:10.462057
130,Dent-DENT,$0.0011,+2.58%,$15.7m,$5.4m,+9.95%,0.02%,0.35,+0.0020%,-0.0029%,$62.7k,2022-09-12 12:17:10.462057
131,Gitcoin-GTC,$2.33,-1.21%,$15.6m,$5.3m,-4.10%,0.02%,0.34,+0.0100%,+0.0100%,$72.9k,2022-09-12 12:17:10.462057
132,IOST-IOST,$0.0136,+3.10%,$15.5m,$11.4m,+4.31%,0.04%,0.74,+0.0059%,+0.0154%,$26.5k,2022-09-12 12:17:10.462057
