,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,426.24",-5.79%,$29.7b,$6.5b,-3.74%,29.26%,0.22,-0.0038%,+0.0036%,$58.0m,2022-09-16 17:16:23.384147
1,Bitcoin-BTC,"$19,455.81",-2.09%,$22.6b,$9.4b,-0.11%,42.14%,0.42,+0.0017%,+0.0054%,$23.1m,2022-09-16 17:16:23.384147
2,Ethereum Classic-ETC,$33.31,-11.27%,$3.4b,$423.3m,-9.06%,1.90%,0.12,-0.1256%,-0.1392%,$10.0m,2022-09-16 17:16:23.384147
3,Cosmos-ATOM,$15.95,+6.76%,$1.6b,$195.8m,+38.41%,0.88%,0.12,-0.0075%,-0.0066%,$2.8m,2022-09-16 17:16:23.384147
4,Solana-SOL,$31.84,-4.42%,$1.1b,$378.6m,-2.53%,1.70%,0.34,+0.0094%,+0.0083%,$1.6m,2022-09-16 17:16:23.384147
5,Ravencoin-RVN,$0.0507,-12.83%,$819.5m,$59.0m,-8.08%,0.26%,0.07,-0.0039%,-0.0194%,$1.9m,2022-09-16 17:16:23.384147
6,1000LUNC-1000LUNC,$0.3110,+21.11%,$721.8m,$39.4m,+55.24%,0.18%,0.05,-0.0670%,-0.0666%,$1.6m,2022-09-16 17:16:23.384147
7,Chiliz-CHZ,$0.2034,+6.62%,$710.4m,$85.1m,+16.41%,0.38%,0.12,+0.0026%,+0.0089%,$683.8k,2022-09-16 17:16:23.384147
8,EOS-EOS,$1.41,-1.50%,$659.1m,$158.8m,+2.51%,0.71%,0.24,-0.0064%,-0.0103%,$1.6m,2022-09-16 17:16:23.384147
9,LUNA2-LUNA2,$2.92,+5.91%,$598.9m,$41.1m,+0.20%,0.18%,0.07,-0.0872%,-0.0829%,$978.5k,2022-09-16 17:16:23.384147
10,Chainlink-LINK,$7.63,+4.41%,$576.8m,$116.1m,+14.18%,0.52%,0.20,+0.0123%,+0.0020%,$984.6k,2022-09-16 17:16:23.384147
11,Ripple-XRP,$0.3375,+3.15%,$575.1m,$306.9m,-1.77%,1.37%,0.53,-0.0045%,+0.0006%,$796.8k,2022-09-16 17:16:23.384147
12,Cardano-ADA,$0.4584,-2.48%,$506.3m,$245.0m,-4.39%,1.10%,0.48,+0.0090%,+0.0075%,$806.2k,2022-09-16 17:16:23.384147
13,Binance Coin-BNB,$272.50,+0.19%,$482.3m,$254.7m,+2.06%,1.14%,0.53,+0.0068%,+0.0077%,$239.3k,2022-09-16 17:16:23.384147
14,Polygon-MATIC,$0.7952,-4.72%,$481.9m,$159.5m,-2.83%,0.71%,0.33,-0.0029%,-0.0009%,$882.4k,2022-09-16 17:16:23.384147
15,Litecoin-LTC,$55.09,-4.08%,$434.3m,$171.4m,-11.18%,0.77%,0.39,+0.0030%,+0.0078%,$1.0m,2022-09-16 17:16:23.384147
16,Avalanche-AVAX,$17.75,-4.37%,$399.8m,$130.3m,+0.14%,0.58%,0.33,-0.0283%,-0.0260%,$538.9k,2022-09-16 17:16:23.384147
17,Optimism-OP,$1.08,-7.69%,$361.4m,$56.2m,+1.96%,0.25%,0.16,+0.0022%,+0.0070%,$751.3k,2022-09-16 17:16:23.384147
18,ApeCoin-APE,$4.63,-8.15%,$316.9m,$74.8m,-1.83%,0.33%,0.24,-0.0001%,-0.0059%,$732.9k,2022-09-16 17:16:23.384147
19,Polkadot-DOT,$6.78,-3.28%,$310.7m,$246.3m,-0.20%,1.10%,0.79,-0.0101%,-0.0080%,$715.8k,2022-09-16 17:16:23.384147
20,Terra-LUNA,$2.93,+6.28%,$301.4m,$16.0m,+0.85%,0.07%,0.05,-0.1004%,-0.0363%,$1.0m,2022-09-16 17:16:23.384147
21,STEPN-GMT,$0.6458,-4.14%,$274.9m,$93.6m,-2.03%,0.42%,0.34,+0.0009%,-0.0047%,$670.4k,2022-09-16 17:16:23.384147
22,Terra Classic-LUNC,$0.0003,+21.75%,$258.9m,$45.8m,+29.82%,0.21%,0.18,-0.0106%,-0.0641%,$1.3m,2022-09-16 17:16:23.384147
23,NEAR Protocol-NEAR,$4.14,-3.00%,$258.8m,$101.9m,-0.72%,0.46%,0.39,-0.0126%,-0.0088%,$415.7k,2022-09-16 17:16:23.384147
24,Dogecoin-DOGE,$0.0592,-0.31%,$234.5m,$116.3m,-2.97%,0.52%,0.50,+0.0107%,+0.0037%,$404.7k,2022-09-16 17:16:23.384147
25,Filecoin-FIL,$5.72,-0.97%,$227.9m,$104.4m,+1.01%,0.47%,0.46,-0.0116%,-0.0014%,$196.4k,2022-09-16 17:16:23.384147
26,Bitcoin Cash-BCH,$117.77,-0.87%,$197.7m,$155.5m,-1.40%,0.70%,0.79,+0.0063%,+0.0033%,$180.8k,2022-09-16 17:16:23.384147
27,Curve DAO Token-CRV,$1.04,-1.86%,$197.1m,$54.8m,-0.22%,0.25%,0.28,-0.0035%,+0.0133%,$303.7k,2022-09-16 17:16:23.384147
28,1000SHIB-1000SHIB,$0.0114,-3.35%,$184.3m,$39.7m,-3.25%,0.18%,0.22,+0.0052%,+0.0020%,$422.0k,2022-09-16 17:16:23.384147
29,Kyber Network Crystal-KNC,$1.90,-6.68%,$175.4m,$26.9m,-19.58%,0.12%,0.15,+0.0043%,-0.0073%,$286.7k,2022-09-16 17:16:23.384147
30,Reef-REEF,$0.0049,+2.92%,$155.0m,$18.0m,-13.22%,0.08%,0.12,-0.1259%,-0.1053%,$177.5k,2022-09-16 17:16:23.384147
31,Ethereum Name Service-ENS,$14.66,+1.92%,$153.2m,$26.3m,+17.51%,0.12%,0.17,+0.0066%,+0.0054%,$53.8k,2022-09-16 17:16:23.384147
32,The Sandbox-SAND,$0.8619,-0.87%,$149.1m,$66.9m,+3.77%,0.30%,0.45,+0.0128%,+0.0000%,$307.4k,2022-09-16 17:16:23.384147
33,Axie Infinity-AXS,$12.50,-3.20%,$141.8m,$80.1m,+2.70%,0.36%,0.57,-0.0262%,-0.0367%,$332.7k,2022-09-16 17:16:23.384147
34,Helium-HNT,$3.99,-1.70%,$125.0m,$20.7m,-7.84%,0.09%,0.17,-0.0047%,-0.0019%,$193.5k,2022-09-16 17:16:23.384147
35,Tellor-TRB,$15.87,-2.49%,$121.4m,$26.3m,-7.30%,0.12%,0.22,-0.0024%,+0.0208%,$185.5k,2022-09-16 17:16:23.384147
36,Coti-COTI,$0.1005,+8.87%,$107.1m,$11.2m,+172.68%,0.05%,0.10,-0.5222%,-0.4850%,$360.3k,2022-09-16 17:16:23.384147
37,Aave-AAVE,$78.10,-2.42%,$106.8m,$44.8m,+4.30%,0.20%,0.42,-0.0051%,-0.0114%,$65.2k,2022-09-16 17:16:23.384147
38,Compound-COMP,$56.62,-0.03%,$105.9m,$29.4m,-2.85%,0.13%,0.28,-0.0078%,+0.0030%,$236.4k,2022-09-16 17:16:23.384147
39,Tron-TRX,$0.0609,-0.71%,$98.0m,$129.4m,-5.01%,0.58%,1.32,-0.0073%,-0.0096%,$11.6k,2022-09-16 17:16:23.384147
40,Fantom-FTM,$0.2430,-0.13%,$96.1m,$44.0m,+1.13%,0.20%,0.46,+0.0060%,+0.0069%,$62.3k,2022-09-16 17:16:23.384147
41,Decentraland-MANA,$0.7288,+0.49%,$87.1m,$38.3m,-1.15%,0.17%,0.44,+0.0052%,+0.0045%,$151.9k,2022-09-16 17:16:23.384147
42,Waves-WAVES,$4.24,-1.29%,$85.9m,$47.6m,+2.33%,0.21%,0.55,+0.0016%,+0.0031%,$120.0k,2022-09-16 17:16:23.384147
43,Celsius-CEL,$1.59,-13.26%,$85.1m,$17.8m,-23.42%,0.08%,0.21,-0.2185%,+0.1686%,$626.4k,2022-09-16 17:16:23.384147
44,Uniswap-UNI,$5.73,-3.83%,$83.3m,$44.3m,+0.00%,0.20%,0.53,-0.0082%,-0.0069%,$114.4k,2022-09-16 17:16:23.384147
