,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,235.30",+0.60%,$30.6b,$9.5b,-0.82%,40.95%,0.31,-0.0026%,-0.0019%,$45.8m,2022-09-14 22:16:32.572697
1,Ethereum-ETH,"$1,619.99",+2.01%,$27.8b,$7.2b,+4.84%,31.07%,0.26,-0.2132%,-0.2989%,$54.8m,2022-09-14 22:16:32.572697
2,Ethereum Classic-ETC,$38.10,+7.34%,$2.8b,$455.7m,+11.16%,1.95%,0.16,-0.0116%,-0.0064%,$7.4m,2022-09-14 22:16:32.572697
3,LUNA2-LUNA2,$3.06,-25.87%,$2.7b,$55.2m,+84.33%,0.24%,0.02,-0.3309%,-0.1696%,$4.0m,2022-09-14 22:16:32.572697
4,Ravencoin-RVN,$0.0750,+26.49%,$1.6b,$106.6m,+136.93%,0.46%,0.07,-0.0693%,-0.0534%,$3.2m,2022-09-14 22:16:32.572697
5,Solana-SOL,$34.11,+1.57%,$1.4b,$408.5m,+1.95%,1.75%,0.30,-0.0045%,+0.0047%,$2.7m,2022-09-14 22:16:32.572697
6,Terra-LUNA,$3.10,-24.99%,$1.2b,$24.2m,+75.06%,0.10%,0.02,-0.9155%,+0.0211%,$10.5m,2022-09-14 22:16:32.572697
7,Cardano-ADA,$0.4811,+2.79%,$726.4m,$265.4m,+1.34%,1.14%,0.37,+0.0008%,+0.0009%,$768.9k,2022-09-14 22:16:32.572697
8,1000LUNC-1000LUNC,$0.2979,-15.61%,$708.4m,$28.8m,-10.44%,0.12%,0.04,-0.0182%,-0.0200%,$1.7m,2022-09-14 22:16:32.572697
9,EOS-EOS,$1.46,-1.05%,$620.1m,$160.1m,+2.70%,0.69%,0.26,-0.0167%,-0.0142%,$1.0m,2022-09-14 22:16:32.572697
10,Reef-REEF,$0.0051,-8.73%,$604.7m,$27.3m,-30.61%,0.12%,0.05,-0.9557%,-0.9430%,$1.2m,2022-09-14 22:16:32.572697
11,Binance Coin-BNB,$279.15,+0.52%,$578.0m,$244.2m,+0.91%,1.05%,0.42,+0.0006%,-0.0014%,$603.9k,2022-09-14 22:16:32.572697
12,Ripple-XRP,$0.3431,+2.82%,$522.6m,$319.8m,+1.19%,1.37%,0.61,-0.0069%,-0.0051%,$539.8k,2022-09-14 22:16:32.572697
13,Litecoin-LTC,$59.95,+2.12%,$522.5m,$217.6m,-0.05%,0.93%,0.42,+0.0103%,+0.0137%,$631.2k,2022-09-14 22:16:32.572697
14,Cosmos-ATOM,$13.97,-0.97%,$515.5m,$118.6m,-4.30%,0.51%,0.23,+0.0086%,-0.0107%,$698.9k,2022-09-14 22:16:32.572697
15,Polygon-MATIC,$0.8564,+0.73%,$456.6m,$168.0m,-2.33%,0.72%,0.37,+0.0041%,+0.0034%,$535.7k,2022-09-14 22:16:32.572697
16,Avalanche-AVAX,$19.06,+0.32%,$447.4m,$128.9m,-0.01%,0.55%,0.29,-0.0102%,-0.0127%,$980.1k,2022-09-14 22:16:32.572697
17,Dogecoin-DOGE,$0.0613,+2.29%,$409.9m,$119.6m,+2.31%,0.51%,0.29,+0.0047%,+0.0005%,$572.9k,2022-09-14 22:16:32.572697
18,ApeCoin-APE,$5.07,-2.67%,$393.3m,$79.3m,-2.77%,0.34%,0.20,+0.0144%,+0.0061%,$996.0k,2022-09-14 22:16:32.572697
19,NEAR Protocol-NEAR,$4.52,+1.71%,$377.0m,$102.3m,+3.01%,0.44%,0.27,-0.0017%,+0.0021%,$670.9k,2022-09-14 22:16:32.572697
20,Chainlink-LINK,$7.46,+5.20%,$372.3m,$108.9m,+4.88%,0.47%,0.29,+0.0085%,+0.0033%,$662.9k,2022-09-14 22:16:32.572697
21,Chiliz-CHZ,$0.1929,-0.58%,$355.2m,$69.2m,-1.94%,0.30%,0.19,-0.0002%,+0.0066%,$664.2k,2022-09-14 22:16:32.572697
22,Tellor-TRB,$18.71,+22.06%,$343.2m,$37.3m,+25.53%,0.16%,0.11,-0.0840%,-0.0166%,$549.3k,2022-09-14 22:16:32.572697
23,Optimism-OP,$1.20,+1.41%,$338.4m,$54.7m,-2.85%,0.23%,0.16,+0.0065%,+0.0050%,$738.5k,2022-09-14 22:16:32.572697
24,Polkadot-DOT,$7.19,+1.57%,$329.2m,$253.2m,+1.14%,1.09%,0.77,-0.0029%,-0.0073%,$305.0k,2022-09-14 22:16:32.572697
25,Terra Classic-LUNC,$0.0003,-15.25%,$307.8m,$38.1m,-23.85%,0.16%,0.12,-0.0685%,+0.0001%,$1.6m,2022-09-14 22:16:32.572697
26,Filecoin-FIL,$5.95,+1.92%,$284.4m,$105.8m,+0.41%,0.45%,0.37,-0.0046%,-0.0025%,$579.7k,2022-09-14 22:16:32.572697
27,STEPN-GMT,$0.6642,-0.58%,$267.1m,$98.5m,+2.67%,0.42%,0.37,+0.0033%,+0.0060%,$584.2k,2022-09-14 22:16:32.572697
28,Curve DAO Token-CRV,$1.07,+0.40%,$251.2m,$53.9m,-1.02%,0.23%,0.21,-0.0053%,+0.0254%,$523.7k,2022-09-14 22:16:32.572697
29,1000SHIB-1000SHIB,$0.0122,+0.97%,$212.3m,$41.5m,+3.74%,0.18%,0.20,+0.0020%,-0.0021%,$747.2k,2022-09-14 22:16:32.572697
30,Bitcoin Cash-BCH,$120.28,+2.25%,$185.0m,$163.4m,+1.18%,0.70%,0.88,-0.0072%,-0.0113%,$589.1k,2022-09-14 22:16:32.572697
31,1000XEC-1000XEC,$0.0466,+6.74%,$181.1m,$5.5m,+21.69%,0.02%,0.03,+0.0100%,+0.0038%,$372.0k,2022-09-14 22:16:32.572697
32,The Sandbox-SAND,$0.8968,+1.62%,$151.9m,$66.7m,+0.18%,0.29%,0.44,+0.0030%,+0.0004%,$168.5k,2022-09-14 22:16:32.572697
33,Helium-HNT,$4.24,-7.32%,$147.4m,$22.7m,+23.82%,0.10%,0.15,+0.0048%,+0.0049%,$342.4k,2022-09-14 22:16:32.572697
34,Kyber Network Crystal-KNC,$1.94,-0.03%,$142.3m,$24.3m,-0.99%,0.10%,0.17,+0.0040%,-0.0130%,$202.2k,2022-09-14 22:16:32.572697
35,Axie Infinity-AXS,$13.52,+0.43%,$141.0m,$78.0m,+0.67%,0.33%,0.55,-0.0162%,-0.0157%,$296.2k,2022-09-14 22:16:32.572697
