,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,553.69",+1.61%,$20.8b,$10.7b,+1.11%,41.78%,0.51,+0.0045%,+0.0030%,$39.6m,2022-09-11 14:16:48.676137
1,Ethereum-ETH,"$1,766.17",+2.81%,$17.2b,$7.8b,+1.60%,30.40%,0.45,-0.0157%,-0.0225%,$59.1m,2022-09-11 14:16:48.676137
2,LUNA2-LUNA2,$5.62,-3.28%,$1.6b,$37.8m,+17.72%,0.15%,0.02,-0.0359%,-0.0525%,$2.6m,2022-09-11 14:16:48.676137
3,Ethereum Classic-ETC,$38.41,-1.21%,$1.3b,$478.0m,-4.70%,1.87%,0.36,+0.0026%,+0.0050%,$4.4m,2022-09-11 14:16:48.676137
4,EOS-EOS,$1.73,-5.21%,$967.6m,$211.7m,-12.32%,0.83%,0.22,+0.0084%,+0.0137%,$1.4m,2022-09-11 14:16:48.676137
5,Terra-LUNA,$5.64,-3.15%,$958.2m,$23.6m,+5.69%,0.09%,0.02,-0.0498%,-0.0546%,$5.0m,2022-09-11 14:16:48.676137
6,ApeCoin-APE,$5.66,+13.37%,$773.5m,$108.5m,+47.61%,0.43%,0.14,+0.0121%,+0.0021%,$1.5m,2022-09-11 14:16:48.676137
7,Solana-SOL,$34.77,+0.77%,$759.5m,$402.1m,-1.43%,1.58%,0.53,+0.0035%,+0.0072%,$862.6k,2022-09-11 14:16:48.676137
8,Cardano-ADA,$0.5108,-1.25%,$717.9m,$312.8m,-0.69%,1.23%,0.44,+0.0008%,+0.0015%,$631.5k,2022-09-11 14:16:48.676137
9,Cosmos-ATOM,$15.75,+0.04%,$613.4m,$166.8m,-3.39%,0.65%,0.27,+0.0053%,+0.0057%,$957.8k,2022-09-11 14:16:48.676137
10,Chiliz-CHZ,$0.2107,+5.20%,$556.6m,$82.6m,+2.99%,0.32%,0.15,+0.0097%,+0.0109%,$716.3k,2022-09-11 14:16:48.676137
11,Litecoin-LTC,$62.53,-0.85%,$485.5m,$216.6m,+1.65%,0.85%,0.45,+0.0089%,+0.0099%,$572.6k,2022-09-11 14:16:48.676137
12,Filecoin-FIL,$6.70,+6.72%,$476.7m,$129.9m,+14.70%,0.51%,0.27,+0.0046%,+0.0047%,$701.9k,2022-09-11 14:16:48.676137
13,Ravencoin-RVN,$0.0531,+5.29%,$407.4m,$35.3m,-7.99%,0.14%,0.09,+0.0079%,+0.0140%,$813.1k,2022-09-11 14:16:48.676137
14,Optimism-OP,$1.40,+2.15%,$390.2m,$69.1m,+0.87%,0.27%,0.18,+0.0159%,+0.0132%,$556.1k,2022-09-11 14:16:48.676137
15,Binance Coin-BNB,$293.72,+0.66%,$381.6m,$281.8m,+0.13%,1.10%,0.74,+0.0066%,+0.0054%,$251.4k,2022-09-11 14:16:48.676137
16,Chainlink-LINK,$7.91,+2.37%,$374.4m,$126.1m,+4.72%,0.49%,0.34,+0.0075%,+0.0077%,$390.1k,2022-09-11 14:16:48.676137
17,Helium-HNT,$5.29,-9.51%,$372.4m,$26.4m,-27.40%,0.10%,0.07,+0.0059%,-0.0047%,$560.8k,2022-09-11 14:16:48.676137
18,STEPN-GMT,$0.7531,+1.12%,$361.4m,$109.9m,-1.30%,0.43%,0.30,-0.0072%,+0.0011%,$831.7k,2022-09-11 14:16:48.676137
19,Ripple-XRP,$0.3543,+0.01%,$346.4m,$341.4m,+0.40%,1.34%,0.99,+0.0021%,+0.0035%,$443.9k,2022-09-11 14:16:48.676137
20,1000LUNC-1000LUNC,$0.4113,-12.47%,$340.6m,$19.9m,+33.59%,0.08%,0.06,-0.0700%,-0.0892%,$747.2k,2022-09-11 14:16:48.676137
21,Avalanche-AVAX,$20.40,+1.24%,$340.1m,$135.1m,-0.40%,0.53%,0.40,+0.0111%,+0.0076%,$253.3k,2022-09-11 14:16:48.676137
22,Polygon-MATIC,$0.8968,+1.46%,$322.3m,$198.9m,+1.78%,0.78%,0.62,+0.0081%,+0.0067%,$671.7k,2022-09-11 14:16:48.676137
23,1000SHIB-1000SHIB,$0.0131,+1.40%,$306.1m,$47.5m,+3.30%,0.19%,0.16,+0.0029%,+0.0060%,$560.0k,2022-09-11 14:16:48.676137
24,Dogecoin-DOGE,$0.0641,+0.29%,$291.5m,$123.6m,+1.23%,0.48%,0.42,+0.0108%,+0.0056%,$332.0k,2022-09-11 14:16:48.676137
25,Polkadot-DOT,$7.77,+1.57%,$274.0m,$276.7m,+0.41%,1.08%,1.01,-0.0003%,-0.0012%,$277.8k,2022-09-11 14:16:48.676137
26,NEAR Protocol-NEAR,$4.74,+0.95%,$267.9m,$114.1m,-1.92%,0.45%,0.43,-0.0004%,+0.0038%,$346.3k,2022-09-11 14:16:48.676137
27,Curve DAO Token-CRV,$1.22,+3.28%,$245.4m,$66.9m,+5.36%,0.26%,0.27,-0.0137%,+0.0253%,$356.5k,2022-09-11 14:16:48.676137
28,Bitcoin Cash-BCH,$130.51,-1.89%,$204.7m,$190.8m,-5.79%,0.75%,0.93,-0.0021%,-0.0038%,$321.8k,2022-09-11 14:16:48.676137
29,The Sandbox-SAND,$0.9777,-1.08%,$199.8m,$78.6m,-0.09%,0.31%,0.39,+0.0040%,+0.0148%,$132.4k,2022-09-11 14:16:48.676137
30,Waves-WAVES,$4.89,+0.72%,$191.0m,$57.0m,-0.13%,0.22%,0.30,+0.0095%,+0.0075%,$330.5k,2022-09-11 14:16:48.676137
31,Terra Classic-LUNC,$0.0004,-12.37%,$183.9m,$42.0m,-6.65%,0.16%,0.23,-0.1009%,-0.0018%,$609.7k,2022-09-11 14:16:48.676137
32,Kyber Network Crystal-KNC,$2.00,+3.50%,$156.7m,$27.6m,+20.40%,0.11%,0.18,+0.0041%,+0.0002%,$502.4k,2022-09-11 14:16:48.676137
33,Unifi Protocol DAO-UNFI,$8.19,+5.13%,$145.8m,$20.3m,+17.64%,0.08%,0.14,+0.0100%,+0.0100%,$109.9k,2022-09-11 14:16:48.676137
34,Project Galaxy-GAL,$3.14,+6.97%,$136.0m,$20.6m,+8.80%,0.08%,0.15,-0.0125%,-0.0100%,$271.6k,2022-09-11 14:16:48.676137
35,SHIBA INU-SHIB,$0.0000,+1.01%,$121.6m,$24.3m,+11.12%,0.10%,0.20,+0.0062%,+0.0085%,$440.8k,2022-09-11 14:16:48.676137
36,Stargate Finance-STG,$0.7391,-2.29%,$120.6m,$19.1m,-11.90%,0.07%,0.16,+0.0057%,+0.0056%,$204.2k,2022-09-11 14:16:48.676137
37,Tron-TRX,$0.0640,+0.54%,$117.6m,$143.5m,+2.29%,0.56%,1.22,-0.0033%,-0.0013%,$72.3k,2022-09-11 14:16:48.676137
38,Axie Infinity-AXS,$15.37,-0.18%,$111.3m,$81.2m,+0.87%,0.32%,0.73,-0.0181%,-0.0074%,$57.7k,2022-09-11 14:16:48.676137
39,Fantom-FTM,$0.2739,+0.26%,$104.0m,$49.7m,+0.45%,0.19%,0.48,+0.0086%,+0.0093%,$40.5k,2022-09-11 14:16:48.676137
40,Uniswap-UNI,$6.56,+0.46%,$102.2m,$49.0m,+1.38%,0.19%,0.48,-0.0097%,-0.0089%,$35.2k,2022-09-11 14:16:48.676137
41,ConstitutionDAO-PEOPLE,$0.0241,+6.17%,$99.8m,$29.5m,+11.89%,0.12%,0.30,-0.0003%,-0.0012%,$191.7k,2022-09-11 14:16:48.676137
42,Aave-AAVE,$91.58,+0.89%,$97.9m,$45.8m,-0.81%,0.18%,0.47,+0.0035%,+0.0114%,$84.2k,2022-09-11 14:16:48.676137
43,dYdX-DYDX,$1.66,+4.08%,$90.1m,$39.4m,+2.73%,0.15%,0.44,+0.0050%,-0.0014%,$67.0k,2022-09-11 14:16:48.676137
44,SushiSwap-SUSHI,$1.32,-0.36%,$85.2m,$32.0m,-5.54%,0.13%,0.38,-0.0060%,+0.0147%,$140.4k,2022-09-11 14:16:48.676137
45,Ethereum Name Service-ENS,$15.53,-0.44%,$85.1m,$30.4m,-9.67%,0.12%,0.36,+0.0067%,+0.0030%,$48.3k,2022-09-11 14:16:48.676137
46,yearn.finance-YFI,"$10,211.18",-0.52%,$77.4m,$36.9m,-4.93%,0.14%,0.48,-0.0032%,-0.0077%,$73.9k,2022-09-11 14:16:48.676137
47,Tellor-TRB,$17.15,-3.34%,$72.6m,$35.2m,-5.96%,0.14%,0.48,-0.0388%,-0.0461%,$59.5k,2022-09-11 14:16:48.676137
48,Tezos-XTZ,$1.70,+2.71%,$68.3m,$35.1m,+7.64%,0.14%,0.51,+0.0044%,+0.0083%,$353.8k,2022-09-11 14:16:48.676137
49,Decentraland-MANA,$0.8080,-0.35%,$67.5m,$40.8m,+0.04%,0.16%,0.60,+0.0073%,+0.0045%,$52.5k,2022-09-11 14:16:48.676137
50,Gala-GALA,$0.0521,+1.09%,$66.2m,$35.0m,+1.85%,0.14%,0.53,+0.0063%,+0.0044%,$46.7k,2022-09-11 14:16:48.676137
51,Algorand-ALGO,$0.3257,+1.72%,$62.4m,$32.6m,+4.99%,0.13%,0.52,+0.0392%,+0.0400%,$9.9k,2022-09-11 14:16:48.676137
52,THETA-THETA,$1.19,+0.96%,$56.9m,$23.6m,-0.04%,0.09%,0.42,-0.0012%,+0.0109%,$92.5k,2022-09-11 14:16:48.676137
53,THORChain-RUNE,$2.01,+1.49%,$55.3m,$24.2m,-0.17%,0.09%,0.44,+0.0082%,+0.0082%,$43.7k,2022-09-11 14:16:48.676137
54,Injective Protocol-INJ,$1.79,+11.29%,$54.9m,$6.1m,+116.94%,0.02%,0.11,+0.0100%,+0.0100%,$191.4k,2022-09-11 14:16:48.676137
55,FOOTBALL-FOOTBALL,"$1,125.00",+1.29%,$54.7m,$9.5m,+38.53%,0.04%,0.17,+0.2988%,+0.1314%,$150.1k,2022-09-11 14:16:48.676137
