,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,523.57",+5.76%,$40.7b,$10.6b,+5.35%,41.96%,0.26,+0.0060%,+0.0082%,$105.4m,2022-09-10 05:16:21.986951
1,Ethereum-ETH,"$1,733.14",+2.32%,$28.4b,$7.6b,-0.46%,30.13%,0.27,-0.0120%,-0.0090%,$57.9m,2022-09-10 05:16:21.986951
2,Ethereum Classic-ETC,$39.71,+2.31%,$2.9b,$519.9m,-2.91%,2.06%,0.18,+0.0039%,+0.0104%,$9.2m,2022-09-10 05:16:21.986951
3,Terra-LUNA,$6.17,+213.25%,$2.0b,$25.7m,+228.31%,0.10%,0.01,-0.0087%,-0.0159%,$22.1m,2022-09-10 05:16:21.986951
4,Cosmos-ATOM,$15.96,+13.57%,$1.8b,$179.5m,-1.64%,0.71%,0.10,+0.0017%,+0.0071%,$5.6m,2022-09-10 05:16:21.986951
5,Solana-SOL,$34.80,-0.95%,$1.4b,$416.6m,-3.10%,1.65%,0.29,+0.0105%,+0.0162%,$1.6m,2022-09-10 05:16:21.986951
6,Ravencoin-RVN,$0.0539,+23.81%,$1.1b,$43.7m,+49.92%,0.17%,0.04,+0.0164%,+0.0136%,$2.8m,2022-09-10 05:16:21.986951
7,Cardano-ADA,$0.5143,+4.74%,$1.1b,$312.9m,+7.98%,1.24%,0.29,+0.0079%,+0.0189%,$1.8m,2022-09-10 05:16:21.986951
8,LUNA2-LUNA2,n/a,n/a,$1.0b,$22.7m,+578.18%,0.09%,0.02,-0.0265%,-0.0311%,$4.8m,2022-09-10 05:16:21.986951
9,EOS-EOS,$1.65,-0.27%,$961.4m,$201.1m,-6.32%,0.79%,0.21,+0.0064%,+0.0083%,$2.0m,2022-09-10 05:16:21.986951
10,Ripple-XRP,$0.3551,+2.05%,$830.8m,$339.9m,-0.25%,1.34%,0.41,+0.0062%,-0.0011%,$1.1m,2022-09-10 05:16:21.986951
