,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,583.04",+1.29%,$22.7b,$10.7b,+1.67%,41.85%,0.47,+0.0023%,-0.0029%,$41.3m,2022-09-11 01:16:26.924303
1,Ethereum-ETH,"$1,774.42",+3.16%,$17.8b,$7.7b,+3.32%,30.40%,0.43,-0.0100%,-0.0107%,$59.4m,2022-09-11 01:16:26.924303
2,LUNA2-LUNA2,$6.36,+21.38%,$1.8b,$33.6m,+145.67%,0.13%,0.02,-0.0214%,-0.0215%,$3.9m,2022-09-11 01:16:26.924303
3,Ethereum Classic-ETC,$39.20,-1.43%,$1.7b,$495.9m,-4.87%,1.95%,0.29,+0.0065%,+0.0133%,$4.3m,2022-09-11 01:16:26.924303
4,EOS-EOS,$1.82,+8.57%,$1.3b,$224.1m,+12.34%,0.88%,0.17,+0.0073%,+0.0101%,$2.7m,2022-09-11 01:16:26.924303
5,Terra-LUNA,$6.32,+20.34%,$1.3b,$24.3m,+25.61%,0.10%,0.02,-0.0388%,-0.0368%,$7.7m,2022-09-11 01:16:26.924303
6,Cardano-ADA,$0.5167,+1.74%,$972.0m,$312.8m,+3.92%,1.23%,0.32,+0.0043%,+0.0131%,$1.1m,2022-09-11 01:16:26.924303
7,Solana-SOL,$35.13,+0.76%,$868.7m,$404.9m,-2.61%,1.59%,0.47,+0.0062%,-0.0014%,$974.7k,2022-09-11 01:16:26.924303
8,Cosmos-ATOM,$15.88,-1.63%,$748.4m,$173.1m,-3.13%,0.68%,0.23,+0.0069%,+0.0074%,$1.1m,2022-09-11 01:16:26.924303
9,Ravencoin-RVN,$0.0543,-1.15%,$571.3m,$40.4m,-9.56%,0.16%,0.07,+0.0119%,+0.0111%,$1.3m,2022-09-11 01:16:26.924303
10,Helium-HNT,$5.50,+14.25%,$545.8m,$28.7m,+7.76%,0.11%,0.05,+0.0059%,+0.0059%,$1.0m,2022-09-11 01:16:26.924303
11,Litecoin-LTC,$63.85,+4.04%,$543.0m,$221.5m,+10.93%,0.87%,0.41,+0.0053%,+0.0077%,$779.3k,2022-09-11 01:16:26.924303
12,Optimism-OP,$1.40,+0.08%,$504.4m,$68.2m,-2.52%,0.27%,0.14,+0.0194%,+0.0181%,$695.8k,2022-09-11 01:16:26.924303
13,Ripple-XRP,$0.3581,+0.59%,$479.5m,$344.2m,+0.74%,1.35%,0.72,-0.0003%,-0.0015%,$532.0k,2022-09-11 01:16:26.924303
14,Binance Coin-BNB,$296.56,+0.80%,$473.1m,$283.0m,+1.49%,1.11%,0.60,+0.0078%,+0.0018%,$339.1k,2022-09-11 01:16:26.924303
15,Polygon-MATIC,$0.9092,+2.05%,$432.4m,$204.0m,+4.65%,0.80%,0.47,+0.0062%,+0.0087%,$694.6k,2022-09-11 01:16:26.924303
16,Avalanche-AVAX,$20.66,-1.01%,$424.4m,$136.6m,-5.75%,0.54%,0.32,+0.0082%,+0.0060%,$363.3k,2022-09-11 01:16:26.924303
17,STEPN-GMT,$0.7517,-3.59%,$375.4m,$109.5m,-8.70%,0.43%,0.29,+0.0062%,-0.0060%,$594.5k,2022-09-11 01:16:26.924303
18,Dogecoin-DOGE,$0.0650,+1.68%,$367.1m,$128.1m,+5.42%,0.50%,0.35,+0.0121%,+0.0089%,$418.8k,2022-09-11 01:16:26.924303
19,Waves-WAVES,$5.04,+6.53%,$357.8m,$60.4m,+18.04%,0.24%,0.17,+0.0060%,+0.0086%,$769.6k,2022-09-11 01:16:26.924303
20,Filecoin-FIL,$6.37,-0.33%,$354.9m,$115.1m,+0.48%,0.45%,0.32,-0.0037%,+0.0005%,$291.1k,2022-09-11 01:16:26.924303
21,1000LUNC-1000LUNC,$0.4333,-0.18%,$347.9m,$14.1m,+63.86%,0.06%,0.04,-0.1096%,-0.1176%,$1.0m,2022-09-11 01:16:26.924303
22,1000SHIB-1000SHIB,$0.0133,+2.68%,$339.4m,$48.6m,+3.97%,0.19%,0.14,+0.0100%,+0.0100%,$563.9k,2022-09-11 01:16:26.924303
23,Chainlink-LINK,$7.95,+2.27%,$337.3m,$125.2m,+3.77%,0.49%,0.37,+0.0050%,-0.0006%,$320.9k,2022-09-11 01:16:26.924303
24,Polkadot-DOT,$7.81,+0.04%,$332.3m,$276.9m,-1.98%,1.09%,0.83,-0.0065%,-0.0055%,$190.6k,2022-09-11 01:16:26.924303
25,NEAR Protocol-NEAR,$4.80,-1.48%,$303.8m,$117.0m,-4.68%,0.46%,0.39,+0.0026%,-0.0014%,$521.7k,2022-09-11 01:16:26.924303
26,The Sandbox-SAND,$0.9911,+0.82%,$299.6m,$79.8m,+2.92%,0.31%,0.27,+0.0134%,+0.0099%,$299.4k,2022-09-11 01:16:26.924303
27,Chiliz-CHZ,$0.2009,-2.09%,$254.7m,$78.8m,-3.78%,0.31%,0.31,+0.0100%,+0.0173%,$139.1k,2022-09-11 01:16:26.924303
28,Curve DAO Token-CRV,$1.25,+3.04%,$252.7m,$69.6m,+6.30%,0.27%,0.28,+0.0157%,+0.0000%,$290.9k,2022-09-11 01:16:26.924303
29,Bitcoin Cash-BCH,$132.68,-0.41%,$245.1m,$196.7m,-2.75%,0.77%,0.80,+0.0004%,+0.0058%,$258.8k,2022-09-11 01:16:26.924303
30,ApeCoin-APE,$5.07,+0.28%,$231.4m,$74.2m,+1.60%,0.29%,0.32,+0.0074%,+0.0099%,$306.2k,2022-09-11 01:16:26.924303
31,Terra Classic-LUNC,$0.0004,-0.33%,$199.1m,$43.4m,+22.20%,0.17%,0.22,-0.0229%,-0.0738%,$629.9k,2022-09-11 01:16:26.924303
32,Fantom-FTM,$0.2760,-1.61%,$170.2m,$50.7m,-3.51%,0.20%,0.30,+0.0083%,+0.0089%,$40.8k,2022-09-11 01:16:26.924303
33,Kyber Network Crystal-KNC,$2.04,+8.77%,$165.6m,$29.9m,+41.95%,0.12%,0.18,-0.0098%,-0.0051%,$493.3k,2022-09-11 01:16:26.924303
34,Axie Infinity-AXS,$15.50,-0.95%,$157.9m,$82.9m,-0.64%,0.33%,0.53,-0.0200%,-0.0091%,$147.3k,2022-09-11 01:16:26.924303
35,SHIBA INU-SHIB,$0.0000,+2.78%,$128.3m,$23.7m,+7.93%,0.09%,0.18,+0.0107%,+0.0162%,$136.0k,2022-09-11 01:16:26.924303
36,Project Galaxy-GAL,$3.04,-6.29%,$126.1m,$19.4m,-15.80%,0.08%,0.15,-0.0103%,-0.0049%,$221.2k,2022-09-11 01:16:26.924303
37,Stargate Finance-STG,$0.7683,-4.71%,$118.6m,$21.0m,-12.72%,0.08%,0.18,+0.0057%,+0.0054%,$183.1k,2022-09-11 01:16:26.924303
38,Uniswap-UNI,$6.68,+1.84%,$114.7m,$50.4m,+4.71%,0.20%,0.44,-0.0033%,-0.0055%,$49.1k,2022-09-11 01:16:26.924303
39,Tron-TRX,$0.0647,+1.91%,$114.2m,$144.3m,+4.38%,0.57%,1.26,+0.0086%,+0.0040%,$90.8k,2022-09-11 01:16:26.924303
40,Tellor-TRB,$17.58,+0.80%,$113.0m,$36.3m,-4.11%,0.14%,0.32,-0.0805%,-0.0801%,$85.8k,2022-09-11 01:16:26.924303
41,dYdX-DYDX,$1.62,+2.27%,$113.0m,$38.0m,-0.91%,0.15%,0.34,+0.0147%,+0.0063%,$27.6k,2022-09-11 01:16:26.924303
42,Aave-AAVE,$93.15,+1.58%,$112.2m,$48.0m,+2.88%,0.19%,0.43,+0.0103%,+0.0101%,$151.9k,2022-09-11 01:16:26.924303
43,Ethereum Name Service-ENS,$15.63,+0.44%,$111.3m,$31.9m,-6.29%,0.13%,0.29,+0.0085%,+0.0111%,$80.5k,2022-09-11 01:16:26.924303
44,Decentraland-MANA,$0.8192,+0.71%,$109.3m,$41.6m,+1.47%,0.16%,0.38,+0.0087%,+0.0115%,$74.3k,2022-09-11 01:16:26.924303
45,Unifi Protocol DAO-UNFI,$7.90,-2.02%,$101.3m,$18.7m,+10.57%,0.07%,0.18,+0.0100%,+0.0100%,$67.7k,2022-09-11 01:16:26.924303
46,SushiSwap-SUSHI,$1.36,+0.99%,$100.1m,$34.0m,-3.15%,0.13%,0.34,+0.0163%,+0.0107%,$150.1k,2022-09-11 01:16:26.924303
47,yearn.finance-YFI,"$10,525.62",+1.86%,$87.7m,$39.6m,-2.44%,0.16%,0.45,-0.0127%,-0.0018%,$68.3k,2022-09-11 01:16:26.924303
48,Gala-GALA,$0.0524,-0.23%,$82.0m,$34.7m,-0.51%,0.14%,0.42,+0.0067%,+0.0105%,$33.4k,2022-09-11 01:16:26.924303
49,ConstitutionDAO-PEOPLE,$0.0234,+1.24%,$75.5m,$27.0m,-3.13%,0.11%,0.36,-0.0035%,+0.0031%,$51.8k,2022-09-11 01:16:26.924303
50,Synthetix Network Token-SNX,$3.04,+0.08%,$72.9m,$33.6m,+0.60%,0.13%,0.46,-0.0201%,+0.0100%,$65.3k,2022-09-11 01:16:26.924303
51,THETA-THETA,$1.20,-0.56%,$72.2m,$23.6m,-1.59%,0.09%,0.33,+0.0062%,+0.0143%,$30.0k,2022-09-11 01:16:26.924303
52,THORChain-RUNE,$2.04,+0.80%,$69.1m,$25.0m,+2.96%,0.10%,0.36,+0.0083%,+0.0084%,$81.0k,2022-09-11 01:16:26.924303
53,Anchor Protocol-ANC,$0.1769,+9.54%,$62.5m,$2.5m,-6.31%,0.01%,0.04,-0.0010%,-0.0024%,$423.0k,2022-09-11 01:16:26.924303
