,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,257.59",+9.75%,$49.5b,$10.5b,+8.93%,41.83%,0.21,+0.0048%,+0.0079%,$139.5m,2022-09-10 02:16:28.697447
1,Ethereum-ETH,"$1,721.82",+5.12%,$33.4b,$7.5b,+2.79%,30.09%,0.23,-0.0099%,-0.0071%,$76.8m,2022-09-10 02:16:28.697447
2,Ethereum Classic-ETC,$39.28,+6.51%,$3.3b,$515.1m,+3.57%,2.05%,0.16,+0.0038%,+0.0106%,$11.2m,2022-09-10 02:16:28.697447
3,Cosmos-ATOM,$15.98,+15.86%,$1.9b,$177.5m,-2.58%,0.71%,0.10,+0.0017%,+0.0090%,$6.0m,2022-09-10 02:16:28.697447
4,Terra-LUNA,$5.03,+158.10%,$1.8b,$18.6m,+147.82%,0.07%,0.01,-0.0206%,-0.0234%,$20.7m,2022-09-10 02:16:28.697447
5,Solana-SOL,$34.68,+1.40%,$1.6b,$414.3m,-0.30%,1.65%,0.25,+0.0094%,+0.0083%,$2.5m,2022-09-10 02:16:28.697447
6,Ravencoin-RVN,$0.0551,+47.18%,$1.2b,$45.0m,+135.04%,0.18%,0.04,+0.0164%,+0.0167%,$3.2m,2022-09-10 02:16:28.697447
7,EOS-EOS,$1.66,+1.88%,$1.1b,$200.5m,-6.20%,0.80%,0.18,+0.0064%,+0.0078%,$2.5m,2022-09-10 02:16:28.697447
8,Cardano-ADA,$0.5196,+7.28%,$1.1b,$312.8m,+8.87%,1.25%,0.30,+0.0053%,+0.0181%,$1.6m,2022-09-10 02:16:28.697447
9,Ripple-XRP,$0.3553,+3.94%,$919.8m,$339.4m,+1.24%,1.35%,0.37,+0.0059%,+0.0061%,$1.3m,2022-09-10 02:16:28.697447
10,LUNA2-LUNA2,n/a,n/a,$847.9m,$13.0m,+308.62%,0.05%,0.02,-0.0379%,-0.0399%,$4.1m,2022-09-10 02:16:28.697447
11,Optimism-OP,$1.38,+16.61%,$815.9m,$70.1m,+16.93%,0.28%,0.09,+0.0149%,+0.0207%,$2.5m,2022-09-10 02:16:28.697447
12,STEPN-GMT,$0.7800,+18.47%,$738.5m,$120.1m,+14.74%,0.48%,0.16,-0.0048%,-0.0052%,$2.3m,2022-09-10 02:16:28.697447
13,Binance Coin-BNB,$293.40,+4.44%,$724.8m,$279.2m,-0.93%,1.11%,0.39,+0.0088%,+0.0060%,$933.5k,2022-09-10 02:16:28.697447
14,ApeCoin-APE,$5.03,+11.06%,$651.4m,$72.5m,+15.23%,0.29%,0.11,+0.0060%,+0.0033%,$2.0m,2022-09-10 02:16:28.697447
15,Avalanche-AVAX,$20.65,+4.71%,$648.0m,$142.4m,+3.87%,0.57%,0.22,+0.0121%,+0.0116%,$730.8k,2022-09-10 02:16:28.697447
16,1000SHIB-1000SHIB,$0.0129,+4.18%,$604.8m,$46.9m,+9.04%,0.19%,0.08,+0.0100%,+0.0100%,$1.8m,2022-09-10 02:16:28.697447
17,Chiliz-CHZ,$0.2041,+4.19%,$599.8m,$82.0m,-4.24%,0.33%,0.14,+0.0171%,+0.0173%,$576.3k,2022-09-10 02:16:28.697447
18,Bitcoin Cash-BCH,$132.79,+4.72%,$572.9m,$202.3m,-2.12%,0.81%,0.35,-0.0025%,+0.0011%,$1.5m,2022-09-10 02:16:28.697447
19,Filecoin-FIL,$6.36,+6.80%,$548.4m,$113.8m,+7.67%,0.45%,0.21,-0.0100%,+0.0011%,$818.9k,2022-09-10 02:16:28.697447
20,Polkadot-DOT,$7.77,+4.36%,$526.2m,$281.6m,+2.56%,1.12%,0.54,-0.0006%,-0.0055%,$906.2k,2022-09-10 02:16:28.697447
21,Polygon-MATIC,$0.8847,+4.31%,$522.4m,$194.2m,+3.99%,0.77%,0.37,+0.0058%,+0.0074%,$833.1k,2022-09-10 02:16:28.697447
22,Dogecoin-DOGE,$0.0638,+3.99%,$512.5m,$121.7m,+1.23%,0.49%,0.24,+0.0104%,+0.0075%,$1.2m,2022-09-10 02:16:28.697447
23,Chainlink-LINK,$7.78,+1.99%,$509.4m,$120.9m,-0.67%,0.48%,0.24,+0.0094%,+0.0145%,$1.4m,2022-09-10 02:16:28.697447
24,NEAR Protocol-NEAR,$4.81,+3.50%,$502.8m,$121.5m,-1.37%,0.48%,0.24,+0.0013%,-0.0034%,$1.3m,2022-09-10 02:16:28.697447
25,Litecoin-LTC,$61.85,+5.80%,$498.1m,$203.4m,+5.68%,0.81%,0.41,+0.0073%,+0.0073%,$844.4k,2022-09-10 02:16:28.697447
26,Unifi Protocol DAO-UNFI,$8.03,+12.23%,$333.5m,$16.8m,-1.98%,0.07%,0.05,+0.0100%,+0.0100%,$500.6k,2022-09-10 02:16:28.697447
27,Curve DAO Token-CRV,$1.20,+5.73%,$329.5m,$65.0m,+10.83%,0.26%,0.20,-0.0035%,+0.0232%,$504.9k,2022-09-10 02:16:28.697447
28,Axie Infinity-AXS,$15.81,+5.24%,$317.1m,$83.1m,+5.74%,0.33%,0.26,-0.0194%,-0.0318%,$567.7k,2022-09-10 02:16:28.697447
29,Terra Classic-LUNC,$0.0004,-15.83%,$306.0m,$35.7m,+13.41%,0.14%,0.12,-0.1585%,-0.1394%,$1.9m,2022-09-10 02:16:28.697447
30,The Sandbox-SAND,$0.9804,+6.49%,$287.4m,$77.6m,+7.54%,0.31%,0.27,+0.0080%,+0.0124%,$554.3k,2022-09-10 02:16:28.697447
31,yearn.finance-YFI,"$10,356.15",+10.93%,$277.0m,$40.5m,+13.40%,0.16%,0.15,-0.0053%,-0.0145%,$494.3k,2022-09-10 02:16:28.697447
