,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,494.34",+3.61%,$36.9b,$10.6b,+2.61%,41.91%,0.29,+0.0059%,+0.0064%,$94.5m,2022-09-10 07:17:42.719352
1,Ethereum-ETH,"$1,731.85",+1.21%,$26.1b,$7.6b,-0.97%,30.05%,0.29,-0.0105%,-0.0104%,$48.9m,2022-09-10 07:17:42.719352
2,Ethereum Classic-ETC,$39.47,+1.16%,$2.6b,$516.3m,-1.96%,2.03%,0.20,+0.0039%,+0.0100%,$7.4m,2022-09-10 07:17:42.719352
3,Terra-LUNA,$5.88,+199.33%,$2.1b,$24.5m,+205.02%,0.10%,0.01,-0.0087%,-0.0267%,$22.6m,2022-09-10 07:17:42.719352
4,Cosmos-ATOM,$15.99,+12.84%,$1.8b,$178.8m,-3.36%,0.70%,0.10,+0.0016%,+0.0080%,$5.6m,2022-09-10 07:17:42.719352
5,Solana-SOL,$35.01,-0.73%,$1.4b,$418.8m,-3.49%,1.65%,0.31,+0.0107%,+0.0148%,$1.3m,2022-09-10 07:17:42.719352
6,LUNA2-LUNA2,n/a,n/a,$1.1b,$24.7m,+640.72%,0.10%,0.02,-0.0364%,-0.0672%,$5.0m,2022-09-10 07:17:42.719352
7,Cardano-ADA,$0.5156,+4.27%,$1.1b,$311.8m,+6.40%,1.23%,0.29,+0.0078%,+0.0154%,$1.8m,2022-09-10 07:17:42.719352
8,Ravencoin-RVN,$0.0528,+19.56%,$1.0b,$42.0m,+23.46%,0.17%,0.04,+0.0164%,+0.0133%,$2.7m,2022-09-10 07:17:42.719352
9,EOS-EOS,$1.67,+1.10%,$939.0m,$201.9m,-4.93%,0.79%,0.21,+0.0065%,+0.0094%,$1.8m,2022-09-10 07:17:42.719352
10,Ripple-XRP,$0.3590,+2.63%,$828.9m,$345.7m,+0.61%,1.36%,0.42,+0.0065%,+0.0011%,$981.7k,2022-09-10 07:17:42.719352
11,Optimism-OP,$1.40,+9.86%,$771.2m,$71.3m,+7.23%,0.28%,0.09,+0.0206%,+0.0218%,$1.7m,2022-09-10 07:17:42.719352
12,STEPN-GMT,$0.7652,+9.52%,$716.3m,$115.0m,+4.31%,0.45%,0.16,-0.0017%,+0.0033%,$1.9m,2022-09-10 07:17:42.719352
13,1000SHIB-1000SHIB,$0.0132,+3.84%,$618.3m,$47.4m,+8.10%,0.19%,0.08,+0.0100%,+0.0086%,$1.9m,2022-09-10 07:17:42.719352
14,Binance Coin-BNB,$295.75,+1.67%,$603.4m,$283.6m,-0.25%,1.12%,0.47,+0.0060%,+0.0090%,$618.4k,2022-09-10 07:17:42.719352
15,Avalanche-AVAX,$20.75,+3.56%,$592.4m,$143.6m,+4.43%,0.57%,0.24,+0.0133%,+0.0076%,$608.0k,2022-09-10 07:17:42.719352
16,Filecoin-FIL,$6.44,+5.16%,$535.0m,$116.6m,+9.83%,0.46%,0.22,-0.0100%,-0.0032%,$727.6k,2022-09-10 07:17:42.719352
17,Chiliz-CHZ,$0.2034,+2.37%,$509.8m,$81.2m,-2.25%,0.32%,0.16,+0.0171%,+0.0104%,$488.5k,2022-09-10 07:17:42.719352
18,ApeCoin-APE,$5.06,-2.01%,$490.3m,$73.6m,-3.95%,0.29%,0.15,+0.0044%,+0.0069%,$1.0m,2022-09-10 07:17:42.719352
19,Dogecoin-DOGE,$0.0645,+2.24%,$485.3m,$123.8m,+2.83%,0.49%,0.26,+0.0086%,+0.0152%,$974.2k,2022-09-10 07:17:42.719352
20,Bitcoin Cash-BCH,$134.15,+3.28%,$482.1m,$204.9m,-0.61%,0.81%,0.42,-0.0025%,+0.0007%,$1.3m,2022-09-10 07:17:42.719352
21,Polkadot-DOT,$7.79,+1.93%,$481.4m,$282.1m,-0.62%,1.11%,0.59,-0.0053%,-0.0095%,$652.6k,2022-09-10 07:17:42.719352
22,Polygon-MATIC,$0.8985,+2.08%,$468.9m,$198.9m,+2.69%,0.78%,0.42,+0.0060%,+0.0081%,$699.3k,2022-09-10 07:17:42.719352
23,NEAR Protocol-NEAR,$4.82,+2.25%,$447.0m,$120.7m,-3.12%,0.48%,0.27,+0.0008%,-0.0029%,$1.2m,2022-09-10 07:17:42.719352
24,Chainlink-LINK,$7.78,-0.55%,$429.7m,$120.9m,-6.50%,0.48%,0.28,+0.0130%,+0.0122%,$980.7k,2022-09-10 07:17:42.719352
25,Litecoin-LTC,$61.85,+2.05%,$422.9m,$205.8m,+3.30%,0.81%,0.49,+0.0080%,+0.0041%,$567.0k,2022-09-10 07:17:42.719352
26,Axie Infinity-AXS,$15.90,+3.45%,$314.5m,$83.0m,+3.25%,0.33%,0.26,-0.0165%,-0.0182%,$520.3k,2022-09-10 07:17:42.719352
27,Terra Classic-LUNC,$0.0004,-15.15%,$311.4m,$37.8m,+13.99%,0.15%,0.12,-0.1492%,-0.0389%,$1.9m,2022-09-10 07:17:42.719352
28,Curve DAO Token-CRV,$1.21,+3.07%,$301.9m,$65.8m,+9.02%,0.26%,0.22,-0.0036%,+0.0234%,$456.6k,2022-09-10 07:17:42.719352
29,1000LUNC-1000LUNC,$0.4327,-8.48%,$282.1m,$11.3m,+757.61k%,0.04%,0.04,-0.1310%,-0.0928%,$1.5m,2022-09-10 07:17:42.719352
30,Project Galaxy-GAL,$3.08,+15.29%,$272.0m,$19.8m,+45.35%,0.08%,0.07,-0.0218%,-0.0158%,$553.6k,2022-09-10 07:17:42.719352
31,yearn.finance-YFI,"$10,372.12",+5.49%,$269.2m,$40.3m,+8.69%,0.16%,0.15,-0.0047%,-0.0115%,$453.2k,2022-09-10 07:17:42.719352
32,The Sandbox-SAND,$0.9845,+2.98%,$258.1m,$78.3m,+5.46%,0.31%,0.30,+0.0081%,+0.0145%,$382.1k,2022-09-10 07:17:42.719352
33,Helium-HNT,$4.88,+0.09%,$247.6m,$25.2m,-19.94%,0.10%,0.10,+0.0063%,+0.0015%,$445.9k,2022-09-10 07:17:42.719352
34,Fantom-FTM,$0.2795,+5.47%,$238.9m,$50.3m,+2.11%,0.20%,0.21,+0.0094%,+0.0084%,$348.7k,2022-09-10 07:17:42.719352
35,Unifi Protocol DAO-UNFI,$8.01,-1.86%,$225.0m,$17.7m,-12.82%,0.07%,0.08,+0.0100%,+0.0100%,$264.7k,2022-09-10 07:17:42.719352
36,Waves-WAVES,$5.13,+11.48%,$215.9m,$61.4m,+20.01%,0.24%,0.28,+0.0072%,+0.0089%,$637.0k,2022-09-10 07:17:42.719352
37,Stargate Finance-STG,$0.7786,-10.04%,$207.2m,$22.2m,-32.44%,0.09%,0.11,+0.0063%,+0.0058%,$281.8k,2022-09-10 07:17:42.719352
38,SHIBA INU-SHIB,$0.0000,+4.14%,$207.2m,$22.7m,+8.32%,0.09%,0.11,+0.0117%,+0.0064%,$477.7k,2022-09-10 07:17:42.719352
39,Tellor-TRB,$17.79,+2.74%,$162.6m,$38.7m,-5.47%,0.15%,0.24,+0.0043%,-0.0041%,$288.7k,2022-09-10 07:17:42.719352
40,Uniswap-UNI,$6.57,+1.28%,$161.5m,$49.7m,+2.27%,0.20%,0.31,-0.0086%,-0.0042%,$83.3k,2022-09-10 07:17:42.719352
41,ConstitutionDAO-PEOPLE,$0.0234,+7.08%,$159.6m,$27.5m,+7.10%,0.11%,0.17,+0.0047%,+0.0025%,$274.3k,2022-09-10 07:17:42.719352
42,SushiSwap-SUSHI,$1.33,+1.31%,$135.3m,$34.0m,-9.98%,0.13%,0.25,+0.0041%,+0.0159%,$228.2k,2022-09-10 07:17:42.719352
43,Ethereum Name Service-ENS,$15.52,-2.21%,$133.7m,$32.4m,-12.44%,0.13%,0.24,+0.0071%,+0.0099%,$217.3k,2022-09-10 07:17:42.719352
44,Gala-GALA,$0.0528,+3.18%,$123.5m,$35.3m,+3.07%,0.14%,0.29,+0.0057%,+0.0073%,$103.9k,2022-09-10 07:17:42.719352
45,Decentraland-MANA,$0.8168,+2.03%,$119.0m,$41.2m,+2.68%,0.16%,0.35,+0.0041%,+0.0118%,$123.0k,2022-09-10 07:17:42.719352
46,Tron-TRX,$0.0637,+1.33%,$112.9m,$139.3m,-2.58%,0.55%,1.23,+0.0032%,+0.0036%,$210.8k,2022-09-10 07:17:42.719352
47,Aave-AAVE,$93.23,+1.55%,$109.8m,$48.0m,+1.58%,0.19%,0.44,+0.0005%,+0.0089%,$134.2k,2022-09-10 07:17:42.719352
48,Flow (Dapper labs)-FLOW,$2.14,+5.55%,$109.2m,$26.0m,+2.23%,0.10%,0.24,+0.0060%,+0.0050%,$86.7k,2022-09-10 07:17:42.719352
49,Anchor Protocol-ANC,$0.2042,+89.48%,$102.5m,$3.8m,+194.77%,0.02%,0.04,-0.0099%,-0.0054%,$722.1k,2022-09-10 07:17:42.719352
50,dYdX-DYDX,$1.61,+4.58%,$101.9m,$39.4m,+3.89%,0.16%,0.39,+0.0079%,+0.0092%,$232.9k,2022-09-10 07:17:42.719352
51,THETA-THETA,$1.20,+2.25%,$98.8m,$24.3m,+5.84%,0.10%,0.25,-0.0047%,-0.0037%,$121.4k,2022-09-10 07:17:42.719352
52,Jasmy-JASMY,$0.0096,+4.37%,$92.7m,$14.3m,+20.13%,0.06%,0.15,-0.0004%,+0.0075%,$136.6k,2022-09-10 07:17:42.719352
53,THORChain-RUNE,$2.03,+4.73%,$86.5m,$24.6m,+3.74%,0.10%,0.28,+0.0086%,+0.0086%,$149.3k,2022-09-10 07:17:42.719352
54,Kyber Network Crystal-KNC,$1.93,+5.18%,$83.5m,$22.4m,+3.82%,0.09%,0.27,+0.0028%,+0.0081%,$255.0k,2022-09-10 07:17:42.719352
55,Synthetix Network Token-SNX,$3.09,+2.63%,$79.8m,$34.4m,+4.73%,0.14%,0.43,+0.0090%,+0.0004%,$165.2k,2022-09-10 07:17:42.719352
56,Ankr-ANKR,$0.0385,+5.19%,$76.2m,$15.7m,+5.42%,0.06%,0.21,-0.0260%,+0.0100%,$228.7k,2022-09-10 07:17:42.719352
57,Algorand-ALGO,$0.3248,+2.97%,$74.7m,$31.6m,+0.03%,0.12%,0.42,+0.0091%,-0.0033%,$53.8k,2022-09-10 07:17:42.719352
