,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,711.98",+1.10%,$21.5b,$10.8b,+0.84%,42.21%,0.50,+0.0008%,+0.0032%,$45.5m,2022-09-11 21:16:36.573071
1,Ethereum-ETH,"$1,761.80",+1.40%,$18.8b,$7.7b,+0.36%,30.28%,0.41,-0.0243%,-0.0215%,$62.3m,2022-09-11 21:16:36.573071
2,LUNA2-LUNA2,$5.53,-6.89%,$1.4b,$34.9m,+6.60%,0.14%,0.03,-0.0831%,-0.0984%,$2.0m,2022-09-11 21:16:36.573071
3,Ethereum Classic-ETC,$38.59,-0.46%,$1.4b,$479.0m,-0.40%,1.88%,0.35,+0.0016%,-0.0017%,$3.7m,2022-09-11 21:16:36.573071
4,ApeCoin-APE,$5.60,+11.92%,$935.0m,$103.9m,+41.91%,0.41%,0.11,+0.0026%,+0.0000%,$1.6m,2022-09-11 21:16:36.573071
5,Solana-SOL,$35.15,+0.93%,$923.6m,$402.7m,-0.30%,1.58%,0.44,+0.0027%,+0.0016%,$1.7m,2022-09-11 21:16:36.573071
6,Terra-LUNA,$5.54,-7.28%,$881.8m,$21.7m,-4.58%,0.09%,0.02,-0.0657%,-0.0671%,$4.7m,2022-09-11 21:16:36.573071
7,EOS-EOS,$1.72,-1.51%,$833.9m,$207.3m,-5.07%,0.81%,0.25,+0.0162%,+0.0124%,$1.5m,2022-09-11 21:16:36.573071
8,Cardano-ADA,$0.5095,-0.33%,$682.6m,$306.5m,-0.78%,1.20%,0.45,+0.0026%,+0.0066%,$691.7k,2022-09-11 21:16:36.573071
9,Filecoin-FIL,$6.37,+1.10%,$586.6m,$119.0m,+4.37%,0.47%,0.20,+0.0067%,-0.0003%,$1.1m,2022-09-11 21:16:36.573071
10,Chiliz-CHZ,$0.2058,+2.67%,$581.0m,$78.4m,-0.19%,0.31%,0.13,+0.0092%,+0.0030%,$902.2k,2022-09-11 21:16:36.573071
11,Cosmos-ATOM,$15.62,-3.52%,$504.8m,$164.7m,-9.24%,0.65%,0.33,+0.0046%,+0.0019%,$453.1k,2022-09-11 21:16:36.573071
12,Optimism-OP,$1.38,+0.07%,$446.7m,$66.4m,-0.91%,0.26%,0.15,+0.0129%,+0.0097%,$663.9k,2022-09-11 21:16:36.573071
13,NEAR Protocol-NEAR,$4.85,+1.20%,$382.0m,$118.0m,+0.58%,0.46%,0.31,+0.0023%,+0.0007%,$800.5k,2022-09-11 21:16:36.573071
14,Binance Coin-BNB,$295.08,+0.41%,$381.6m,$281.4m,-0.41%,1.10%,0.74,+0.0063%,+0.0066%,$217.8k,2022-09-11 21:16:36.573071
15,Litecoin-LTC,$62.68,-1.63%,$379.5m,$213.1m,-3.81%,0.84%,0.56,+0.0104%,+0.0044%,$492.7k,2022-09-11 21:16:36.573071
16,STEPN-GMT,$0.7371,+0.02%,$359.3m,$106.0m,-2.15%,0.42%,0.30,-0.0021%,-0.0068%,$937.7k,2022-09-11 21:16:36.573071
17,Avalanche-AVAX,$20.43,+0.38%,$351.3m,$135.0m,-0.50%,0.53%,0.38,+0.0121%,+0.0135%,$331.1k,2022-09-11 21:16:36.573071
18,Ripple-XRP,$0.3575,+0.24%,$345.0m,$345.2m,+0.88%,1.35%,1.00,+0.0031%,+0.0004%,$433.8k,2022-09-11 21:16:36.573071
19,1000LUNC-1000LUNC,$0.4141,-7.81%,$343.9m,$22.3m,+68.60%,0.09%,0.06,-0.1309%,-0.1302%,$759.5k,2022-09-11 21:16:36.573071
