,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,632.18",-0.23%,$33.3b,$7.3b,+3.19%,30.88%,0.22,-0.0048%,-0.0013%,$52.3m,2022-09-08 23:18:24.948936
1,Bitcoin-BTC,"$19,307.26",+0.02%,$23.8b,$9.6b,-0.93%,40.59%,0.40,+0.0004%,+0.0027%,$24.6m,2022-09-08 23:18:24.948936
2,Ethereum Classic-ETC,$36.84,-1.38%,$3.4b,$492.0m,-3.82%,2.09%,0.15,-0.0050%,-0.0046%,$8.3m,2022-09-08 23:18:24.948936
3,EOS-EOS,$1.60,-4.64%,$1.5b,$215.2m,-12.62%,0.91%,0.14,+0.0114%,+0.0079%,$2.3m,2022-09-08 23:18:24.948936
4,Solana-SOL,$33.47,+2.32%,$1.4b,$405.9m,+5.32%,1.72%,0.29,+0.0136%,+0.0092%,$1.6m,2022-09-08 23:18:24.948936
5,Cosmos-ATOM,$13.76,+5.76%,$1.0b,$178.2m,+36.56%,0.76%,0.18,-0.0158%,-0.0038%,$1.4m,2022-09-08 23:18:24.948936
6,Helium-HNT,$4.79,-11.19%,$909.2m,$31.8m,-24.77%,0.13%,0.03,+0.0033%,+0.0030%,$1.3m,2022-09-08 23:18:24.948936
7,Cardano-ADA,$0.4789,-0.12%,$730.7m,$281.3m,-0.01%,1.19%,0.38,+0.0095%,+0.0167%,$764.2k,2022-09-08 23:18:24.948936
8,Ripple-XRP,$0.3410,+1.14%,$684.2m,$329.1m,-0.97%,1.40%,0.48,-0.0019%,-0.0049%,$850.9k,2022-09-08 23:18:24.948936
9,NEAR Protocol-NEAR,$4.61,+5.09%,$671.3m,$122.0m,+30.13%,0.52%,0.18,+0.0075%,+0.0030%,$1.4m,2022-09-08 23:18:24.948936
10,Binance Coin-BNB,$280.66,+0.97%,$659.2m,$281.0m,+1.57%,1.19%,0.43,+0.0057%,+0.0110%,$232.0k,2022-09-08 23:18:24.948936
11,Bitcoin Cash-BCH,$128.10,+7.87%,$568.1m,$208.8m,+24.61%,0.89%,0.37,+0.0019%,+0.0024%,$930.0k,2022-09-08 23:18:24.948936
12,Polygon-MATIC,$0.8423,+0.02%,$520.1m,$186.9m,-2.28%,0.79%,0.36,-0.0001%,-0.0113%,$494.9k,2022-09-08 23:18:24.948936
13,Avalanche-AVAX,$19.06,+0.03%,$471.1m,$133.2m,+2.36%,0.57%,0.28,+0.0082%,+0.0077%,$264.7k,2022-09-08 23:18:24.948936
14,Litecoin-LTC,$58.13,+0.27%,$466.3m,$190.3m,-3.29%,0.81%,0.41,-0.0012%,+0.0032%,$480.7k,2022-09-08 23:18:24.948936
15,Polkadot-DOT,$7.39,+2.37%,$438.1m,$271.2m,+2.42%,1.15%,0.62,-0.0010%,+0.0085%,$559.0k,2022-09-08 23:18:24.948936
16,Stargate Finance-STG,$0.8350,+12.73%,$429.1m,$34.3m,+23.27%,0.15%,0.08,+0.0033%,+0.0028%,$919.1k,2022-09-08 23:18:24.948936
17,Chainlink-LINK,$7.41,+4.60%,$393.7m,$118.1m,+11.06%,0.50%,0.30,+0.0053%,+0.0096%,$608.4k,2022-09-08 23:18:24.948936
18,Chiliz-CHZ,$0.1858,-3.25%,$358.5m,$76.8m,+3.30%,0.33%,0.21,+0.0070%,+0.0074%,$469.4k,2022-09-08 23:18:24.948936
19,Optimism-OP,$1.19,+1.19%,$312.6m,$60.1m,-0.50%,0.25%,0.19,+0.0084%,+0.0072%,$449.2k,2022-09-08 23:18:24.948936
20,Filecoin-FIL,$5.84,-0.46%,$291.8m,$104.2m,+2.14%,0.44%,0.36,+0.0089%,+0.0071%,$370.7k,2022-09-08 23:18:24.948936
21,Dogecoin-DOGE,$0.0609,-0.43%,$280.6m,$119.8m,+1.50%,0.51%,0.43,+0.0090%,+0.0125%,$348.0k,2022-09-08 23:18:24.948936
22,Curve DAO Token-CRV,$1.13,-4.14%,$270.6m,$58.8m,-8.89%,0.25%,0.22,-0.0034%,+0.0209%,$432.1k,2022-09-08 23:18:24.948936
23,STEPN-GMT,$0.6528,+0.08%,$225.0m,$104.0m,-1.15%,0.44%,0.46,+0.0077%,-0.0017%,$223.6k,2022-09-08 23:18:24.948936
24,Terra Classic-LUNC,$0.0005,+9.00%,$216.5m,$30.3m,+310.28%,0.13%,0.14,-0.0285%,-0.2517%,$949.7k,2022-09-08 23:18:24.948936
25,1000SHIB-1000SHIB,$0.0122,-0.48%,$214.7m,$42.2m,+0.95%,0.18%,0.20,+0.0081%,+0.0092%,$304.3k,2022-09-08 23:18:24.948936
26,ApeCoin-APE,$4.48,+0.85%,$213.0m,$62.1m,-3.86%,0.26%,0.29,+0.0015%,+0.0004%,$334.8k,2022-09-08 23:18:24.948936
27,Axie Infinity-AXS,$13.68,+0.39%,$209.4m,$78.2m,+1.04%,0.33%,0.37,-0.0172%,-0.0174%,$115.3k,2022-09-08 23:18:24.948936
28,The Sandbox-SAND,$0.9119,+1.07%,$189.1m,$71.8m,-1.27%,0.30%,0.38,+0.0043%,+0.0062%,$119.0k,2022-09-08 23:18:24.948936
29,Ethereum Name Service-ENS,$15.64,+5.30%,$173.7m,$38.2m,+28.45%,0.16%,0.22,+0.0019%,+0.0090%,$145.8k,2022-09-08 23:18:24.948936
30,SushiSwap-SUSHI,$1.32,+5.37%,$161.1m,$39.3m,+25.01%,0.17%,0.24,-0.0071%,-0.0025%,$256.3k,2022-09-08 23:18:24.948936
31,Fantom-FTM,$0.2522,-1.05%,$145.1m,$46.2m,-3.25%,0.20%,0.32,+0.0091%,+0.0063%,$54.3k,2022-09-08 23:18:24.948936
32,Tron-TRX,$0.0612,-0.98%,$141.3m,$142.1m,-0.06%,0.60%,1.01,-0.0178%,-0.0154%,$81.9k,2022-09-08 23:18:24.948936
33,Tellor-TRB,$15.91,-5.58%,$138.0m,$37.0m,-11.50%,0.16%,0.27,-0.0008%,-0.0189%,$129.8k,2022-09-08 23:18:24.948936
34,Balancer-BAL,$7.29,+2.52%,$120.9m,$16.2m,+13.86%,0.07%,0.13,+0.0033%,-0.0093%,$220.2k,2022-09-08 23:18:24.948936
