,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,281.35",+2.56%,$33.8b,$10.6b,+2.30%,41.90%,0.31,+0.0069%,+0.0075%,$87.9m,2022-09-10 10:17:28.250094
1,Ethereum-ETH,"$1,717.98",+1.49%,$24.4b,$7.6b,+0.77%,30.14%,0.31,-0.0110%,-0.0111%,$50.7m,2022-09-10 10:17:28.250094
2,Ethereum Classic-ETC,$38.98,+0.58%,$2.5b,$505.3m,-0.58%,2.01%,0.21,+0.0091%,+0.0027%,$7.8m,2022-09-10 10:17:28.250094
3,Terra-LUNA,$6.73,+236.51%,$2.2b,$29.8m,+264.77%,0.12%,0.01,-0.0410%,-0.0795%,$24.1m,2022-09-10 10:17:28.250094
4,LUNA2-LUNA2,$6.73,+32.86%,$1.3b,$31.9m,+839.57%,0.13%,0.02,-0.1313%,-0.1508%,$5.7m,2022-09-10 10:17:28.250094
5,Cosmos-ATOM,$15.82,-0.30%,$1.3b,$175.4m,-2.53%,0.70%,0.13,+0.0084%,+0.0087%,$1.8m,2022-09-10 10:17:28.250094
6,Solana-SOL,$34.63,-2.29%,$1.3b,$409.4m,-5.32%,1.62%,0.33,+0.0104%,+0.0102%,$1.1m,2022-09-10 10:17:28.250094
7,Cardano-ADA,$0.5106,+3.46%,$1.1b,$310.9m,+8.05%,1.23%,0.29,+0.0140%,+0.0133%,$1.7m,2022-09-10 10:17:28.250094
8,Ravencoin-RVN,$0.0518,+16.58%,$1.0b,$40.5m,+11.58%,0.16%,0.04,+0.0135%,+0.0080%,$2.7m,2022-09-10 10:17:28.250094
9,EOS-EOS,$1.71,+0.27%,$818.9m,$211.4m,-2.23%,0.84%,0.26,+0.0094%,+0.0102%,$1.6m,2022-09-10 10:17:28.250094
10,Optimism-OP,$1.37,+9.41%,$796.8m,$67.7m,+6.00%,0.27%,0.09,+0.0207%,+0.0216%,$1.9m,2022-09-10 10:17:28.250094
11,Ripple-XRP,$0.3534,-0.08%,$782.7m,$338.3m,-1.01%,1.34%,0.43,+0.0070%,+0.0081%,$779.6k,2022-09-10 10:17:28.250094
12,STEPN-GMT,$0.7564,+9.44%,$728.2m,$112.9m,+5.23%,0.45%,0.15,-0.0011%,+0.0033%,$1.9m,2022-09-10 10:17:28.250094
13,Binance Coin-BNB,$294.24,+1.77%,$605.3m,$282.6m,-0.63%,1.12%,0.47,+0.0073%,+0.0091%,$548.3k,2022-09-10 10:17:28.250094
14,Avalanche-AVAX,$20.39,+1.48%,$588.3m,$138.9m,+2.34%,0.55%,0.24,+0.0077%,+0.0119%,$559.1k,2022-09-10 10:17:28.250094
15,Filecoin-FIL,$6.30,+2.53%,$551.1m,$113.2m,+6.84%,0.45%,0.21,-0.0032%,+0.0090%,$787.9k,2022-09-10 10:17:28.250094
16,Chiliz-CHZ,$0.2005,+0.69%,$501.9m,$79.8m,-2.83%,0.32%,0.16,+0.0102%,+0.0137%,$448.7k,2022-09-10 10:17:28.250094
17,Polygon-MATIC,$0.8851,-0.23%,$473.0m,$194.7m,-0.85%,0.77%,0.41,+0.0075%,+0.0074%,$633.4k,2022-09-10 10:17:28.250094
18,1000SHIB-1000SHIB,$0.0129,-2.76%,$462.5m,$46.4m,-6.37%,0.18%,0.10,+0.0085%,+0.0100%,$1.2m,2022-09-10 10:17:28.250094
19,Bitcoin Cash-BCH,$132.11,+0.99%,$449.7m,$201.7m,-1.02%,0.80%,0.45,-0.0011%,-0.0016%,$1.2m,2022-09-10 10:17:28.250094
20,Polkadot-DOT,$7.71,-0.93%,$446.2m,$277.5m,-2.53%,1.10%,0.62,-0.0082%,-0.0099%,$496.6k,2022-09-10 10:17:28.250094
21,Dogecoin-DOGE,$0.0638,+0.58%,$443.0m,$122.5m,+1.11%,0.49%,0.28,+0.0086%,+0.0153%,$825.1k,2022-09-10 10:17:28.250094
22,NEAR Protocol-NEAR,$4.73,-0.63%,$423.6m,$117.9m,-5.96%,0.47%,0.28,-0.0023%,-0.0002%,$1.1m,2022-09-10 10:17:28.250094
23,Litecoin-LTC,$61.30,+0.02%,$407.3m,$202.5m,+3.80%,0.80%,0.50,+0.0055%,+0.0063%,$542.0k,2022-09-10 10:17:28.250094
24,ApeCoin-APE,$4.99,-5.16%,$393.2m,$72.2m,-11.62%,0.29%,0.18,+0.0053%,+0.0047%,$788.2k,2022-09-10 10:17:28.250094
25,Chainlink-LINK,$7.72,-2.96%,$383.7m,$119.9m,-9.76%,0.48%,0.31,+0.0102%,+0.0088%,$766.1k,2022-09-10 10:17:28.250094
26,The Sandbox-SAND,$1.01,+3.97%,$315.9m,$82.1m,+7.23%,0.33%,0.26,+0.0140%,+0.0069%,$450.4k,2022-09-10 10:17:28.250094
27,1000LUNC-1000LUNC,$0.4147,-12.29%,$311.2m,$11.1m,+3.78k%,0.04%,0.04,-0.1210%,-0.1302%,$1.7m,2022-09-10 10:17:28.250094
28,Terra Classic-LUNC,$0.0004,-19.60%,$304.0m,$38.0m,+10.51%,0.15%,0.12,-0.0415%,-0.1451%,$1.8m,2022-09-10 10:17:28.250094
29,Waves-WAVES,$4.95,+6.84%,$300.2m,$57.1m,+10.96%,0.23%,0.19,+0.0090%,+0.0096%,$760.9k,2022-09-10 10:17:28.250094
30,Axie Infinity-AXS,$15.51,+0.15%,$287.2m,$81.6m,-1.06%,0.32%,0.28,-0.0194%,-0.0360%,$259.1k,2022-09-10 10:17:28.250094
31,Curve DAO Token-CRV,$1.19,+0.25%,$285.4m,$64.1m,-1.47%,0.25%,0.22,+0.0232%,+0.0040%,$338.0k,2022-09-10 10:17:28.250094
32,Project Galaxy-GAL,$3.08,+16.71%,$285.1m,$20.5m,+53.96%,0.08%,0.07,-0.0220%,-0.0137%,$565.2k,2022-09-10 10:17:28.250094
33,yearn.finance-YFI,"$10,297.80",+7.40%,$267.4m,$39.6m,+10.96%,0.16%,0.15,-0.0098%,+0.0014%,$459.6k,2022-09-10 10:17:28.250094
34,Fantom-FTM,$0.2743,+3.54%,$236.7m,$49.8m,+0.62%,0.20%,0.21,+0.0084%,+0.0094%,$301.6k,2022-09-10 10:17:28.250094
35,Helium-HNT,$4.91,-0.08%,$224.6m,$25.4m,-17.16%,0.10%,0.11,+0.0044%,+0.0063%,$384.4k,2022-09-10 10:17:28.250094
36,Unifi Protocol DAO-UNFI,$7.94,-3.21%,$191.1m,$17.7m,-11.39%,0.07%,0.09,+0.0100%,+0.0100%,$270.6k,2022-09-10 10:17:28.250094
37,Stargate Finance-STG,$0.7411,-12.39%,$179.6m,$21.9m,-29.92%,0.09%,0.12,+0.0062%,+0.0060%,$284.9k,2022-09-10 10:17:28.250094
38,Tellor-TRB,$17.72,+2.75%,$161.1m,$38.3m,-3.48%,0.15%,0.24,-0.0054%,-0.0080%,$282.3k,2022-09-10 10:17:28.250094
39,SHIBA INU-SHIB,$0.0000,-2.64%,$159.4m,$22.1m,-5.09%,0.09%,0.14,+0.0058%,+0.0052%,$213.5k,2022-09-10 10:17:28.250094
40,ConstitutionDAO-PEOPLE,$0.0230,+5.39%,$158.2m,$27.0m,+5.74%,0.11%,0.17,+0.0010%,+0.0045%,$264.2k,2022-09-10 10:17:28.250094
41,Uniswap-UNI,$6.54,-0.39%,$156.5m,$48.4m,-3.16%,0.19%,0.31,-0.0043%,-0.0061%,$74.1k,2022-09-10 10:17:28.250094
42,Decentraland-MANA,$0.8192,+1.72%,$138.5m,$41.5m,+3.80%,0.16%,0.30,+0.0112%,+0.0068%,$136.4k,2022-09-10 10:17:28.250094
43,SushiSwap-SUSHI,$1.31,-0.74%,$127.1m,$33.5m,-8.58%,0.13%,0.26,+0.0160%,-0.0018%,$88.2k,2022-09-10 10:17:28.250094
44,Gala-GALA,$0.0518,+1.25%,$125.3m,$34.4m,+0.01%,0.14%,0.27,+0.0067%,+0.0084%,$74.8k,2022-09-10 10:17:28.250094
45,Ethereum Name Service-ENS,$15.36,-4.31%,$124.2m,$32.8m,-10.49%,0.13%,0.26,+0.0089%,+0.0067%,$81.2k,2022-09-10 10:17:28.250094
46,dYdX-DYDX,$1.60,+4.89%,$113.2m,$38.8m,+4.16%,0.15%,0.34,+0.0091%,+0.0023%,$227.8k,2022-09-10 10:17:28.250094
47,Aave-AAVE,$90.88,-1.04%,$112.4m,$46.3m,-2.95%,0.18%,0.41,+0.0089%,+0.0049%,$114.0k,2022-09-10 10:17:28.250094
48,Anchor Protocol-ANC,$0.1870,+74.76%,$111.4m,$3.2m,+148.47%,0.01%,0.03,-0.0067%,-0.0097%,$786.5k,2022-09-10 10:17:28.250094
49,Tron-TRX,$0.0635,+0.88%,$107.9m,$139.3m,+2.72%,0.55%,1.29,+0.0008%,-0.0006%,$201.9k,2022-09-10 10:17:28.250094
50,Flow (Dapper labs)-FLOW,$2.11,+3.25%,$101.1m,$25.7m,+0.78%,0.10%,0.25,+0.0053%,+0.0052%,$81.6k,2022-09-10 10:17:28.250094
51,THETA-THETA,$1.18,+1.34%,$99.5m,$23.9m,+5.04%,0.10%,0.24,-0.0032%,-0.0118%,$118.4k,2022-09-10 10:17:28.250094
52,Kyber Network Crystal-KNC,$1.95,+5.91%,$96.5m,$23.6m,+8.34%,0.09%,0.24,+0.0074%,+0.0048%,$203.1k,2022-09-10 10:17:28.250094
53,Jasmy-JASMY,$0.0095,+2.34%,$92.8m,$14.4m,+16.85%,0.06%,0.16,+0.0072%,+0.0064%,$139.5k,2022-09-10 10:17:28.250094
54,THORChain-RUNE,$2.00,+2.59%,$87.3m,$24.0m,+0.82%,0.10%,0.27,+0.0085%,+0.0082%,$121.2k,2022-09-10 10:17:28.250094
55,Synthetix Network Token-SNX,$3.03,+0.55%,$82.3m,$33.0m,+0.88%,0.13%,0.40,-0.0014%,-0.0036%,$173.5k,2022-09-10 10:17:28.250094
56,Algorand-ALGO,$0.3208,+0.80%,$75.5m,$31.0m,-1.68%,0.12%,0.41,-0.0049%,-0.0008%,$52.3k,2022-09-10 10:17:28.250094
57,Zilliqa-ZIL,$0.0374,+1.82%,$68.5m,$23.9m,+2.64%,0.09%,0.35,+0.0071%,+0.0082%,$70.3k,2022-09-10 10:17:28.250094
58,Stellar Lumens-XLM,$0.1140,+4.84%,$66.9m,$43.2m,+9.40%,0.17%,0.65,+0.0080%,+0.0142%,$131.4k,2022-09-10 10:17:28.250094
59,Tezos-XTZ,$1.64,+0.31%,$66.0m,$32.1m,+0.16%,0.13%,0.49,+0.0087%,+0.0049%,$135.5k,2022-09-10 10:17:28.250094
60,Monero-XMR,$157.83,+2.13%,$63.3m,$43.4m,+1.27%,0.17%,0.69,+0.0093%,-0.0054%,$223.0k,2022-09-10 10:17:28.250094
61,Ankr-ANKR,$0.0379,+2.06%,$62.2m,$15.2m,-4.03%,0.06%,0.25,+0.0100%,+0.0100%,$202.5k,2022-09-10 10:17:28.250094
62,1inch-1INCH,$0.6633,+0.79%,$60.0m,$21.4m,+1.18%,0.09%,0.36,+0.0046%,+0.0096%,$58.2k,2022-09-10 10:17:28.250094
63,Balancer-BAL,$7.67,+3.37%,$59.4m,$15.2m,+0.61%,0.06%,0.26,-0.0017%,+0.0017%,$82.6k,2022-09-10 10:17:28.250094
64,Oasis Network-ROSE,$0.0669,+4.39%,$59.1m,$14.8m,+18.91%,0.06%,0.25,+0.0083%,+0.0088%,$141.1k,2022-09-10 10:17:28.250094
65,DFI.Money-YFII,"$1,008.44",+3.37%,$59.1m,$18.1m,-2.67%,0.07%,0.31,-0.1426%,-0.4257%,$174.3k,2022-09-10 10:17:28.250094
66,ZCash-ZEC,$65.12,+2.58%,$55.9m,$22.3m,+4.72%,0.09%,0.40,+0.0033%,+0.0114%,$43.6k,2022-09-10 10:17:28.250094
67,iExec RLC-RLC,$1.34,+7.13%,$49.6m,$7.4m,+12.64%,0.03%,0.15,-0.0319%,-0.0294%,$199.1k,2022-09-10 10:17:28.250094
68,Flamingo-FLM,$0.1210,+0.50%,$48.2m,$19.2m,-0.41%,0.08%,0.40,+0.0058%,+0.0025%,$114.0k,2022-09-10 10:17:28.250094
69,Enjin Coin-ENJ,$0.5465,-0.22%,$47.6m,$15.7m,-3.88%,0.06%,0.33,+0.0058%,+0.0071%,$77.0k,2022-09-10 10:17:28.250094
70,Elrond-EGLD,$53.76,-0.21%,$45.3m,$16.5m,-3.89%,0.07%,0.36,+0.0061%,+0.0005%,$25.5k,2022-09-10 10:17:28.250094
71,Lido DAO Token-LDO,$2.02,+1.23%,$44.5m,$20.0m,+4.87%,0.08%,0.45,+0.0045%,+0.0053%,$122.2k,2022-09-10 10:17:28.250094
72,Compound-COMP,$53.51,+5.71%,$43.5m,$26.3m,+14.19%,0.10%,0.60,+0.0056%,+0.0048%,$54.6k,2022-09-10 10:17:28.250094
73,Coin98-C98,$0.4425,+4.03%,$43.1m,$14.9m,+13.53%,0.06%,0.35,+0.0073%,+0.0074%,$87.3k,2022-09-10 10:17:28.250094
74,Kava-KAVA,$1.75,+1.43%,$42.0m,$11.1m,-2.31%,0.04%,0.26,+0.0075%,+0.0075%,$30.3k,2022-09-10 10:17:28.250094
75,The Graph-GRT,$0.1146,+4.00%,$40.9m,$23.8m,+3.25%,0.09%,0.58,+0.0030%,+0.0134%,$64.9k,2022-09-10 10:17:28.250094
76,Loopring-LRC,$0.3694,+3.28%,$40.0m,$15.3m,+12.73%,0.06%,0.38,+0.0122%,+0.0049%,$27.1k,2022-09-10 10:17:28.250094
77,Harmony-ONE,$0.0218,+2.07%,$39.1m,$15.4m,+1.97%,0.06%,0.39,+0.0073%,+0.0068%,$102.8k,2022-09-10 10:17:28.250094
78,Kusama-KSM,$51.99,+0.05%,$39.1m,$16.3m,-2.00%,0.06%,0.42,+0.0084%,+0.0186%,$78.2k,2022-09-10 10:17:28.250094
79,Dash-DASH,$49.22,+2.49%,$38.8m,$16.3m,+10.87%,0.06%,0.42,+0.0008%,+0.0204%,$67.2k,2022-09-10 10:17:28.250094
80,VeChain-VET,$0.0257,+0.99%,$38.1m,$17.1m,-1.22%,0.07%,0.45,+0.0079%,+0.0024%,$64.3k,2022-09-10 10:17:28.250094
81,Ocean Protocol-OCEAN,$0.1852,+3.35%,$38.1m,$6.0m,+8.92%,0.02%,0.16,+0.0062%,+0.0100%,$108.2k,2022-09-10 10:17:28.250094
82,Aragon-ANT,$1.97,+4.97%,$36.9m,$5.9m,-2.34%,0.02%,0.16,+0.0180%,-0.0004%,$107.6k,2022-09-10 10:17:28.250094
83,Internet Computer-ICP,$7.07,+3.74%,$36.4m,$15.6m,+5.54%,0.06%,0.43,+0.0096%,+0.0039%,$51.1k,2022-09-10 10:17:28.250094
84,BinaryX-BNX,$148.64,+1.80%,$35.9m,$31.0m,-2.01%,0.12%,0.86,+0.0100%,+0.0100%,$136.9k,2022-09-10 10:17:28.250094
85,Litentry-LIT,$0.7490,-0.60%,$33.7m,$6.0m,+6.95%,0.02%,0.18,+0.0100%,+0.0100%,$32.5k,2022-09-10 10:17:28.250094
86,Arweave-AR,$10.98,-2.47%,$33.3m,$13.0m,-18.82%,0.05%,0.39,+0.0071%,+0.0066%,$57.8k,2022-09-10 10:17:28.250094
87,FTX Token-FTT,$27.20,-0.30%,$32.1m,$67.7m,-1.15%,0.27%,2.11,+0.0076%,+0.0075%,$10.4k,2022-09-10 10:17:28.250094
88,Serum-SRM,$0.8622,+0.47%,$31.8m,$28.2m,-0.07%,0.11%,0.89,+0.0074%,+0.0067%,$54.5k,2022-09-10 10:17:28.250094
89,Maker-MKR,$766.38,+1.09%,$31.6m,$16.6m,+1.04%,0.07%,0.52,+0.0010%,+0.0123%,$22.5k,2022-09-10 10:17:28.250094
90,NEO-NEO,$9.77,+1.89%,$31.0m,$15.0m,-2.28%,0.06%,0.48,+0.0191%,-0.0029%,$39.1k,2022-09-10 10:17:28.250094
91,BakeryToken-BAKE,$0.2728,+1.32%,$28.1m,$4.6m,-17.14%,0.02%,0.17,+0.0100%,+0.0100%,$53.8k,2022-09-10 10:17:28.250094
92,Chromia-CHR,$0.1887,+2.33%,$27.5m,$8.7m,+2.71%,0.03%,0.32,+0.0072%,+0.0067%,$43.3k,2022-09-10 10:17:28.250094
93,MyNeighborAlice-ALICE,$2.20,+1.77%,$27.2m,$11.2m,+1.40%,0.04%,0.41,+0.0079%,+0.0077%,$47.0k,2022-09-10 10:17:28.250094
94,Reserve Rights-RSR,$0.0063,+0.70%,$27.1m,$13.4m,+2.01%,0.05%,0.50,+0.0092%,+0.0049%,$36.1k,2022-09-10 10:17:28.250094
95,CertiK-CTK,$1.03,-1.99%,$26.6m,$8.3m,-8.30%,0.03%,0.31,-0.0047%,-0.0063%,$48.8k,2022-09-10 10:17:28.250094
96,OmiseGO-OMG,$1.92,+0.35%,$26.5m,$13.1m,-2.35%,0.05%,0.49,+0.0054%,+0.0041%,$36.6k,2022-09-10 10:17:28.250094
97,Storj-STORJ,$0.5557,+0.84%,$26.3m,$11.1m,+0.62%,0.04%,0.42,+0.0083%,+0.0088%,$24.2k,2022-09-10 10:17:28.250094
98,Swipe-SXP,$0.3838,+0.46%,$26.2m,$8.9m,+6.89%,0.04%,0.34,+0.0078%,+0.0076%,$28.5k,2022-09-10 10:17:28.250094
99,Bitcoin SV-BSV,$54.90,-0.59%,$25.7m,$34.0m,-1.06%,0.14%,1.32,-0.0035%,-0.0100%,$4.7k,2022-09-10 10:17:28.250094
100,Ontology-ONT,$0.2496,-1.27%,$25.5m,$8.6m,-9.17%,0.03%,0.34,-0.0118%,-0.0065%,$19.4k,2022-09-10 10:17:28.250094
101,Basic Attention Token-BAT,$0.3514,+0.06%,$25.1m,$11.1m,-0.96%,0.04%,0.44,+0.0069%,+0.0049%,$23.5k,2022-09-10 10:17:28.250094
102,Celsius-CEL,$1.35,+3.13%,$24.9m,$23.0m,-0.89%,0.09%,0.92,-0.1396%,-0.2656%,$88.9k,2022-09-10 10:17:28.250094
103,Tether-USDT,$1.00,+0.02%,$24.5m,$279.7m,+26.61%,1.11%,11.43,-0.0015%,-0.0014%,$2.8k,2022-09-10 10:17:28.250094
104,Qtum-QTUM,$3.35,+1.24%,$24.3m,$16.6m,+3.55%,0.07%,0.68,+0.0052%,+0.0072%,$11.9k,2022-09-10 10:17:28.250094
105,Livepeer-LPT,$11.10,+7.33%,$24.0m,$8.0m,+8.38%,0.03%,0.33,+0.0094%,+0.0059%,$9.8k,2022-09-10 10:17:28.250094
