,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,437.95",+3.25%,$34.4b,$11.1b,+6.13%,43.38%,0.32,+0.0061%,+0.0080%,$37.1m,2022-09-13 06:16:28.821024
1,Ethereum-ETH,"$1,721.46",-0.28%,$26.9b,$7.5b,-1.42%,29.20%,0.28,-0.0426%,-0.0533%,$40.5m,2022-09-13 06:16:28.821024
2,Solana-SOL,$38.60,+11.24%,$2.7b,$497.5m,+28.86%,1.95%,0.18,-0.0002%,-0.0069%,$4.0m,2022-09-13 06:16:28.821024
3,Ethereum Classic-ETC,$38.25,+1.35%,$2.4b,$454.8m,-0.10%,1.78%,0.19,-0.0051%,+0.0100%,$7.1m,2022-09-13 06:16:28.821024
4,LUNA2-LUNA2,$4.32,-18.41%,$1.5b,$37.7m,+7.52%,0.15%,0.03,-0.0020%,-0.0027%,$2.6m,2022-09-13 06:16:28.821024
5,Ravencoin-RVN,$0.0620,+13.07%,$1.5b,$60.2m,+59.93%,0.24%,0.04,-0.0107%,-0.0006%,$3.3m,2022-09-13 06:16:28.821024
6,NEAR Protocol-NEAR,$4.99,+5.51%,$977.4m,$129.0m,+17.10%,0.50%,0.13,+0.0000%,-0.0135%,$1.7m,2022-09-13 06:16:28.821024
7,Terra-LUNA,$4.34,-18.15%,$884.3m,$19.2m,-11.82%,0.07%,0.02,-0.0019%,+0.0150%,$5.2m,2022-09-13 06:16:28.821024
8,Avalanche-AVAX,$21.33,+4.86%,$880.9m,$147.2m,+12.57%,0.58%,0.17,-0.0041%,+0.0040%,$1.1m,2022-09-13 06:16:28.821024
9,Polygon-MATIC,$0.9330,+5.91%,$868.9m,$210.0m,+11.62%,0.82%,0.24,+0.0053%,+0.0053%,$1.3m,2022-09-13 06:16:28.821024
10,Cardano-ADA,$0.5000,-1.06%,$788.3m,$294.5m,-0.41%,1.15%,0.37,+0.0014%,+0.0074%,$1.1m,2022-09-13 06:16:28.821024
11,Cosmos-ATOM,$15.94,+4.22%,$747.1m,$156.1m,+0.63%,0.61%,0.21,+0.0014%,+0.0035%,$991.5k,2022-09-13 06:16:28.821024
12,EOS-EOS,$1.65,-1.48%,$733.9m,$187.3m,-4.18%,0.73%,0.26,+0.0031%,+0.0033%,$1.6m,2022-09-13 06:16:28.821024
13,Reef-REEF,$0.0048,+26.28%,$671.3m,$23.4m,+364.14%,0.09%,0.03,-0.3301%,-0.3752%,$2.2m,2022-09-13 06:16:28.821024
14,ApeCoin-APE,$5.69,+5.28%,$609.7m,$94.3m,+6.98%,0.37%,0.15,+0.0073%,+0.0057%,$1.5m,2022-09-13 06:16:28.821024
15,Filecoin-FIL,$6.43,+0.01%,$604.1m,$117.8m,-2.51%,0.46%,0.19,-0.0048%,-0.0067%,$786.4k,2022-09-13 06:16:28.821024
16,Binance Coin-BNB,$293.29,-0.06%,$590.3m,$272.3m,-1.11%,1.06%,0.46,+0.0001%,+0.0086%,$371.8k,2022-09-13 06:16:28.821024
17,1000LUNC-1000LUNC,$0.3334,-18.34%,$573.2m,$24.3m,+5.88%,0.09%,0.04,-0.0389%,-0.0317%,$1.8m,2022-09-13 06:16:28.821024
18,Ripple-XRP,$0.3559,+1.13%,$530.8m,$343.3m,+2.01%,1.34%,0.65,-0.0031%,-0.0043%,$510.9k,2022-09-13 06:16:28.821024
19,Polkadot-DOT,$7.64,-0.21%,$493.5m,$268.9m,-0.37%,1.05%,0.54,-0.0050%,-0.0078%,$547.7k,2022-09-13 06:16:28.821024
20,Optimism-OP,$1.26,-7.04%,$456.9m,$65.5m,-0.72%,0.26%,0.14,+0.0116%,+0.0156%,$1.0m,2022-09-13 06:16:28.821024
21,Litecoin-LTC,$61.61,+0.93%,$413.2m,$211.9m,+4.82%,0.83%,0.51,+0.0152%,+0.0124%,$290.5k,2022-09-13 06:16:28.821024
22,Chiliz-CHZ,$0.2024,-0.96%,$382.9m,$74.5m,-5.72%,0.29%,0.19,+0.0059%,+0.0101%,$551.3k,2022-09-13 06:16:28.821024
23,Chainlink-LINK,$7.74,-2.24%,$354.5m,$117.4m,-6.97%,0.46%,0.33,+0.0006%,+0.0124%,$861.7k,2022-09-13 06:16:28.821024
24,Dogecoin-DOGE,$0.0636,+0.55%,$347.6m,$124.5m,+1.81%,0.49%,0.36,+0.0122%,+0.0147%,$360.9k,2022-09-13 06:16:28.821024
