,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,432.35",-2.56%,$29.2b,$6.5b,-1.10%,28.95%,0.22,+0.0009%,+0.0069%,$55.1m,2022-09-16 23:16:33.204219
1,Bitcoin-BTC,"$19,731.44",+0.30%,$23.4b,$9.5b,+1.33%,42.31%,0.41,+0.0018%,+0.0033%,$23.3m,2022-09-16 23:16:33.204219
2,Ethereum Classic-ETC,$33.96,-4.79%,$3.3b,$421.5m,+0.11%,1.88%,0.13,-0.1214%,-0.1079%,$6.7m,2022-09-16 23:16:33.204219
3,Cosmos-ATOM,$16.45,+9.30%,$1.7b,$197.9m,+23.04%,0.88%,0.12,-0.0086%,-0.0092%,$3.2m,2022-09-16 23:16:33.204219
4,Solana-SOL,$32.12,-2.58%,$1.1b,$383.4m,-1.05%,1.71%,0.35,+0.0107%,+0.0064%,$1.5m,2022-09-16 23:16:33.204219
5,1000LUNC-1000LUNC,$0.3130,+21.13%,$868.4m,$42.4m,+72.15%,0.19%,0.05,-0.1043%,-0.1234%,$1.8m,2022-09-16 23:16:33.204219
6,LUNA2-LUNA2,$3.08,+12.51%,$866.8m,$40.5m,+2.68%,0.18%,0.05,-0.1194%,-0.1411%,$1.6m,2022-09-16 23:16:33.204219
7,Ripple-XRP,$0.3543,+8.99%,$810.3m,$319.6m,+5.64%,1.43%,0.39,-0.0075%,-0.0010%,$2.4m,2022-09-16 23:16:33.204219
8,Ravencoin-RVN,$0.0504,-9.07%,$760.8m,$55.9m,-11.86%,0.25%,0.07,-0.0025%,-0.0063%,$1.7m,2022-09-16 23:16:33.204219
9,Chiliz-CHZ,$0.2103,+10.46%,$758.1m,$90.7m,+25.70%,0.40%,0.12,+0.0028%,+0.0113%,$934.2k,2022-09-16 23:16:33.204219
10,EOS-EOS,$1.42,+2.28%,$658.2m,$161.6m,+7.06%,0.72%,0.25,-0.0042%,-0.0134%,$1.0m,2022-09-16 23:16:33.204219
11,Chainlink-LINK,$7.62,+2.20%,$535.7m,$114.2m,+8.80%,0.51%,0.21,+0.0082%,+0.0113%,$650.5k,2022-09-16 23:16:33.204219
12,Cardano-ADA,$0.4690,+1.14%,$534.3m,$248.5m,-0.55%,1.11%,0.47,+0.0116%,+0.0115%,$854.7k,2022-09-16 23:16:33.204219
13,Polygon-MATIC,$0.8059,-2.55%,$497.9m,$160.5m,-1.09%,0.72%,0.32,-0.0025%,-0.0026%,$876.2k,2022-09-16 23:16:33.204219
14,Binance Coin-BNB,$274.12,+1.58%,$494.1m,$257.7m,+3.84%,1.15%,0.52,+0.0036%,+0.0059%,$209.1k,2022-09-16 23:16:33.204219
15,Avalanche-AVAX,$18.04,-0.71%,$417.9m,$133.1m,+2.97%,0.59%,0.32,-0.0259%,-0.0181%,$652.4k,2022-09-16 23:16:33.204219
16,Litecoin-LTC,$55.64,-0.71%,$406.2m,$170.6m,-7.71%,0.76%,0.42,+0.0026%,+0.0079%,$873.8k,2022-09-16 23:16:33.204219
17,Terra-LUNA,$3.07,+11.11%,$378.3m,$16.5m,+5.43%,0.07%,0.04,-0.0705%,-0.0447%,$1.7m,2022-09-16 23:16:33.204219
