,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,474.41",-8.77%,$39.1b,$6.6b,-9.90%,29.68%,0.17,-0.0273%,+0.0051%,$105.9m,2022-09-16 07:16:23.110995
1,Bitcoin-BTC,"$19,774.43",-2.15%,$25.3b,$9.4b,-0.94%,41.97%,0.37,-0.0019%,+0.0049%,$30.8m,2022-09-16 07:16:23.110995
2,Ethereum Classic-ETC,$34.34,-11.89%,$4.9b,$422.4m,-18.17%,1.89%,0.09,-0.0369%,-0.1433%,$14.7m,2022-09-16 07:16:23.110995
3,Cosmos-ATOM,$14.85,+5.66%,$1.4b,$157.5m,+36.02%,0.70%,0.11,-0.0264%,-0.0144%,$2.2m,2022-09-16 07:16:23.110995
4,Solana-SOL,$32.92,-3.63%,$1.3b,$392.0m,-2.73%,1.75%,0.29,+0.0094%,+0.0087%,$1.8m,2022-09-16 07:16:23.110995
5,Ravencoin-RVN,$0.0534,-21.93%,$1.0b,$60.3m,-12.76%,0.27%,0.06,-0.0161%,+0.0073%,$2.1m,2022-09-16 07:16:23.110995
6,LUNA2-LUNA2,$2.86,-6.31%,$684.2m,$41.5m,-18.02%,0.19%,0.06,-0.0354%,-0.0407%,$915.8k,2022-09-16 07:16:23.110995
7,EOS-EOS,$1.42,-2.89%,$664.7m,$156.4m,-3.97%,0.70%,0.24,-0.0102%,-0.0084%,$1.4m,2022-09-16 07:16:23.110995
8,Ripple-XRP,$0.3248,-4.70%,$598.4m,$302.6m,-5.24%,1.35%,0.51,+0.0038%,+0.0056%,$1.2m,2022-09-16 07:16:23.110995
9,Chiliz-CHZ,$0.2014,+7.73%,$596.0m,$84.7m,+18.17%,0.38%,0.14,+0.0080%,+0.0016%,$588.0k,2022-09-16 07:16:23.110995
10,Cardano-ADA,$0.4667,-2.15%,$551.4m,$249.1m,-6.02%,1.11%,0.45,+0.0000%,+0.0029%,$669.2k,2022-09-16 07:16:23.110995
11,Litecoin-LTC,$55.76,-7.32%,$528.3m,$178.8m,-18.20%,0.80%,0.34,-0.0071%,+0.0166%,$1.3m,2022-09-16 07:16:23.110995
12,1000LUNC-1000LUNC,$0.2928,+3.90%,$525.7m,$33.0m,+18.37%,0.15%,0.06,-0.0498%,-0.0565%,$1.2m,2022-09-16 07:16:23.110995
13,Binance Coin-BNB,$274.11,-0.93%,$511.5m,$255.3m,+4.21%,1.14%,0.50,-0.0088%,-0.0055%,$421.7k,2022-09-16 07:16:23.110995
14,Optimism-OP,$1.11,-8.99%,$498.8m,$56.8m,-1.10%,0.25%,0.11,+0.0036%,+0.0068%,$930.2k,2022-09-16 07:16:23.110995
15,Polygon-MATIC,$0.8207,-4.77%,$498.7m,$163.4m,-1.78%,0.73%,0.33,-0.0067%,+0.0039%,$867.8k,2022-09-16 07:16:23.110995
