,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,450.06",-2.13%,$30.1b,$6.6b,-0.71%,29.58%,0.22,+0.0048%,-0.0015%,$55.9m,2022-09-16 15:16:28.521071
1,Bitcoin-BTC,"$19,696.41",+0.16%,$22.8b,$9.4b,+0.35%,41.92%,0.41,+0.0030%,+0.0005%,$18.8m,2022-09-16 15:16:28.521071
2,Ethereum Classic-ETC,$33.77,-8.12%,$3.5b,$426.4m,-9.01%,1.90%,0.12,-0.1516%,-0.1267%,$9.5m,2022-09-16 15:16:28.521071
3,Cosmos-ATOM,$16.09,+10.85%,$1.6b,$198.2m,+45.28%,0.88%,0.13,-0.0151%,-0.0133%,$2.9m,2022-09-16 15:16:28.521071
4,Solana-SOL,$32.35,-1.68%,$1.1b,$383.7m,+0.94%,1.71%,0.34,+0.0082%,+0.0121%,$1.2m,2022-09-16 15:16:28.521071
5,Ravencoin-RVN,$0.0502,-13.47%,$841.6m,$58.7m,-12.40%,0.26%,0.07,+0.0080%,-0.0010%,$1.8m,2022-09-16 15:16:28.521071
6,Chiliz-CHZ,$0.2031,+7.41%,$701.0m,$86.6m,+16.41%,0.39%,0.12,-0.0004%,+0.0007%,$663.1k,2022-09-16 15:16:28.521071
7,EOS-EOS,$1.43,+1.46%,$650.1m,$154.8m,+0.71%,0.69%,0.24,-0.0093%,-0.0048%,$1.3m,2022-09-16 15:16:28.521071
8,1000LUNC-1000LUNC,$0.2884,+14.31%,$645.8m,$32.2m,+26.60%,0.14%,0.05,-0.0203%,-0.0129%,$1.4m,2022-09-16 15:16:28.521071
9,LUNA2-LUNA2,$2.82,+4.66%,$594.0m,$39.9m,-6.82%,0.18%,0.07,-0.0803%,-0.1024%,$891.6k,2022-09-16 15:16:28.521071
10,Chainlink-LINK,$7.72,+8.98%,$563.5m,$118.3m,+20.31%,0.53%,0.21,+0.0099%,+0.0082%,$932.0k,2022-09-16 15:16:28.521071
11,Ripple-XRP,$0.3314,+1.66%,$533.1m,$305.0m,-2.00%,1.36%,0.57,+0.0001%,-0.0080%,$615.0k,2022-09-16 15:16:28.521071
12,Cardano-ADA,$0.4599,-1.29%,$511.3m,$245.8m,-3.57%,1.09%,0.48,+0.0056%,+0.0036%,$768.4k,2022-09-16 15:16:28.521071
13,Binance Coin-BNB,$274.73,+2.16%,$482.0m,$254.5m,+4.90%,1.13%,0.53,-0.0090%,+0.0012%,$202.7k,2022-09-16 15:16:28.521071
14,Polygon-MATIC,$0.8030,-2.78%,$481.6m,$161.7m,+0.86%,0.72%,0.34,+0.0034%,-0.0018%,$768.0k,2022-09-16 15:16:28.521071
15,Litecoin-LTC,$55.86,-3.15%,$477.7m,$173.6m,-11.61%,0.77%,0.36,+0.0148%,+0.0023%,$982.2k,2022-09-16 15:16:28.521071
16,Avalanche-AVAX,$17.97,-1.82%,$397.3m,$131.3m,+3.28%,0.58%,0.33,-0.0103%,-0.0258%,$511.9k,2022-09-16 15:16:28.521071
17,Optimism-OP,$1.09,-5.22%,$368.3m,$56.7m,+5.63%,0.25%,0.15,+0.0072%,+0.0036%,$733.4k,2022-09-16 15:16:28.521071
18,STEPN-GMT,$0.6527,-0.49%,$341.1m,$94.2m,+1.62%,0.42%,0.28,+0.0044%,-0.0014%,$864.9k,2022-09-16 15:16:28.521071
19,Polkadot-DOT,$6.84,-1.75%,$311.1m,$247.1m,-0.04%,1.10%,0.79,-0.0024%,-0.0100%,$602.6k,2022-09-16 15:16:28.521071
20,ApeCoin-APE,$4.73,-4.56%,$307.5m,$72.5m,-3.09%,0.32%,0.24,-0.0007%,+0.0041%,$587.2k,2022-09-16 15:16:28.521071
21,Terra-LUNA,$2.82,+4.68%,$301.5m,$15.6m,-3.75%,0.07%,0.05,-0.0339%,-0.0909%,$1.0m,2022-09-16 15:16:28.521071
22,NEAR Protocol-NEAR,$4.18,-1.24%,$262.7m,$102.5m,+2.04%,0.46%,0.39,-0.0136%,-0.0109%,$374.7k,2022-09-16 15:16:28.521071
23,Dogecoin-DOGE,$0.0595,+0.45%,$238.6m,$116.7m,-1.01%,0.52%,0.49,+0.0049%,+0.0080%,$344.5k,2022-09-16 15:16:28.521071
24,Terra Classic-LUNC,$0.0003,+12.44%,$236.9m,$41.2m,+18.30%,0.18%,0.17,-0.0147%,-0.0037%,$830.8k,2022-09-16 15:16:28.521071
25,Filecoin-FIL,$5.74,+0.70%,$223.5m,$104.9m,+2.69%,0.47%,0.47,+0.0128%,-0.0112%,$157.6k,2022-09-16 15:16:28.521071
26,Bitcoin Cash-BCH,$118.23,+0.84%,$200.4m,$155.6m,-1.29%,0.69%,0.78,-0.0042%,+0.0053%,$169.7k,2022-09-16 15:16:28.521071
27,Curve DAO Token-CRV,$1.05,+1.65%,$200.0m,$55.0m,+2.04%,0.24%,0.28,+0.0276%,-0.0033%,$261.1k,2022-09-16 15:16:28.521071
28,Kyber Network Crystal-KNC,$1.95,-0.51%,$199.9m,$26.7m,-7.88%,0.12%,0.13,-0.0048%,+0.0016%,$310.8k,2022-09-16 15:16:28.521071
29,1000SHIB-1000SHIB,$0.0116,-1.55%,$179.3m,$40.7m,+1.13%,0.18%,0.23,+0.0054%,+0.0076%,$230.7k,2022-09-16 15:16:28.521071
30,Ethereum Name Service-ENS,$14.75,+4.77%,$151.9m,$27.0m,+21.43%,0.12%,0.18,+0.0035%,+0.0071%,$52.2k,2022-09-16 15:16:28.521071
31,Reef-REEF,$0.0049,+5.58%,$142.2m,$18.3m,-13.82%,0.08%,0.13,-0.0830%,-0.1132%,$141.7k,2022-09-16 15:16:28.521071
32,The Sandbox-SAND,$0.8671,+1.06%,$138.1m,$67.7m,+6.75%,0.30%,0.49,-0.0039%,+0.0123%,$250.2k,2022-09-16 15:16:28.521071
33,Axie Infinity-AXS,$12.60,-0.98%,$137.8m,$79.2m,+3.56%,0.35%,0.57,-0.0413%,-0.0224%,$171.3k,2022-09-16 15:16:28.521071
34,Compound-COMP,$56.73,+1.76%,$129.9m,$30.0m,+4.66%,0.13%,0.23,-0.0164%,-0.0141%,$268.2k,2022-09-16 15:16:28.521071
35,Helium-HNT,$4.00,+1.34%,$127.4m,$21.1m,-3.92%,0.09%,0.17,-0.0026%,-0.0056%,$231.2k,2022-09-16 15:16:28.521071
36,Tellor-TRB,$15.95,-1.22%,$125.3m,$26.7m,-5.02%,0.12%,0.21,+0.0010%,-0.0126%,$175.6k,2022-09-16 15:16:28.521071
37,Aave-AAVE,$79.38,+0.93%,$108.1m,$45.1m,+6.80%,0.20%,0.42,-0.0001%,-0.0021%,$64.8k,2022-09-16 15:16:28.521071
38,Celsius-CEL,$1.62,-15.17%,$107.9m,$18.2m,-30.44%,0.08%,0.17,+0.2775%,-0.2198%,$705.5k,2022-09-16 15:16:28.521071
39,Tron-TRX,$0.0609,-0.03%,$92.9m,$130.7m,-3.49%,0.58%,1.41,-0.0193%,-0.0082%,$10.9k,2022-09-16 15:16:28.521071
40,Fantom-FTM,$0.2443,+1.75%,$90.0m,$44.0m,+2.46%,0.20%,0.49,+0.0061%,+0.0057%,$42.7k,2022-09-16 15:16:28.521071
41,Waves-WAVES,$4.27,+1.11%,$89.3m,$47.9m,+3.44%,0.21%,0.54,+0.0055%,+0.0022%,$103.5k,2022-09-16 15:16:28.521071
42,Decentraland-MANA,$0.7349,+2.70%,$84.9m,$38.9m,+2.17%,0.17%,0.46,+0.0049%,+0.0047%,$120.4k,2022-09-16 15:16:28.521071
43,Uniswap-UNI,$5.79,-0.80%,$84.2m,$44.5m,+0.91%,0.20%,0.53,-0.0136%,-0.0101%,$55.8k,2022-09-16 15:16:28.521071
44,FOOTBALL-FOOTBALL,$980.85,+1.43%,$81.0m,$8.2m,+29.78%,0.04%,0.10,+0.0100%,+0.0238%,$117.9k,2022-09-16 15:16:28.521071
45,Coti-COTI,$0.1010,+10.76%,$78.9m,$10.2m,+153.48%,0.05%,0.13,-0.2612%,-0.7141%,$296.9k,2022-09-16 15:16:28.521071
46,Unifi Protocol DAO-UNFI,$7.01,+1.22%,$78.6m,$16.8m,+0.23%,0.07%,0.21,+0.0100%,+0.0100%,$42.2k,2022-09-16 15:16:28.521071
47,Stargate Finance-STG,$0.5596,-0.55%,$67.7m,$12.7m,+4.74%,0.06%,0.19,+0.0057%,+0.0043%,$173.7k,2022-09-16 15:16:28.521071
48,dYdX-DYDX,$1.33,+0.03%,$66.3m,$32.5m,+0.86%,0.14%,0.49,+0.0027%,+0.0033%,$54.4k,2022-09-16 15:16:28.521071
49,Gala-GALA,$0.0474,+0.99%,$64.7m,$33.2m,+1.40%,0.15%,0.51,+0.0033%,+0.0092%,$103.6k,2022-09-16 15:16:28.521071
50,yearn.finance-YFI,"$8,647.74",+0.66%,$61.1m,$29.2m,+1.14%,0.13%,0.48,-0.0257%,-0.0350%,$122.4k,2022-09-16 15:16:28.521071
51,BinaryX-BNX,$161.23,+0.54%,$59.4m,$38.7m,-2.61%,0.17%,0.65,+0.0100%,+0.0091%,$113.3k,2022-09-16 15:16:28.521071
