,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,507.03",-5.51%,$53.0b,$6.7b,-6.73%,29.66%,0.13,+0.0204%,-0.0427%,$143.1m,2022-09-15 20:16:31.527172
1,Bitcoin-BTC,"$19,838.33",-0.52%,$31.3b,$9.4b,-1.48%,41.97%,0.30,-0.0012%,-0.0071%,$37.3m,2022-09-15 20:16:31.527172
2,Ethereum Classic-ETC,$37.43,-0.73%,$6.2b,$465.8m,+3.74%,2.08%,0.08,+0.0059%,-0.0066%,$21.0m,2022-09-15 20:16:31.527172
3,Solana-SOL,$33.69,+0.78%,$1.6b,$392.9m,-2.87%,1.75%,0.24,+0.0018%,+0.0086%,$3.4m,2022-09-15 20:16:31.527172
4,Ravencoin-RVN,$0.0566,-21.53%,$1.5b,$62.8m,-40.47%,0.28%,0.04,-0.0268%,-0.0667%,$3.8m,2022-09-15 20:16:31.527172
5,Cosmos-ATOM,$15.21,+11.12%,$1.1b,$153.0m,+31.15%,0.68%,0.13,-0.0164%,-0.0169%,$2.1m,2022-09-15 20:16:31.527172
6,LUNA2-LUNA2,$2.68,-13.08%,$909.5m,$38.5m,-32.69%,0.17%,0.04,-0.0431%,-0.0159%,$1.2m,2022-09-15 20:16:31.527172
7,Cardano-ADA,$0.4694,-2.40%,$728.8m,$253.8m,-5.06%,1.13%,0.35,+0.0084%,+0.0003%,$796.7k,2022-09-15 20:16:31.527172
8,Ripple-XRP,$0.3297,-2.93%,$715.5m,$309.4m,-3.01%,1.38%,0.43,+0.0081%,-0.0049%,$1.1m,2022-09-15 20:16:31.527172
9,EOS-EOS,$1.42,-0.87%,$676.2m,$153.7m,-2.77%,0.69%,0.23,-0.0090%,-0.0102%,$1.2m,2022-09-15 20:16:31.527172
10,Binance Coin-BNB,$272.23,-1.93%,$661.0m,$250.5m,+2.87%,1.12%,0.38,-0.0170%,-0.0172%,$612.0k,2022-09-15 20:16:31.527172
11,Litecoin-LTC,$56.97,-4.62%,$617.4m,$190.0m,-12.44%,0.85%,0.31,+0.0059%,-0.0166%,$1.2m,2022-09-15 20:16:31.527172
12,Polygon-MATIC,$0.8382,-1.44%,$609.0m,$165.4m,-0.85%,0.74%,0.27,+0.0021%,-0.0035%,$1.1m,2022-09-15 20:16:31.527172
13,Optimism-OP,$1.15,-2.85%,$584.8m,$54.9m,+0.92%,0.24%,0.09,+0.0082%,+0.0055%,$1.2m,2022-09-15 20:16:31.527172
14,Chiliz-CHZ,$0.1942,+1.40%,$522.3m,$74.0m,+6.59%,0.33%,0.14,-0.0012%,+0.0039%,$1.0m,2022-09-15 20:16:31.527172
15,Avalanche-AVAX,$18.52,-2.10%,$518.5m,$129.7m,+0.73%,0.58%,0.25,-0.0025%,-0.0221%,$937.9k,2022-09-15 20:16:31.527172
16,ApeCoin-APE,$5.01,+0.56%,$488.2m,$75.0m,-3.53%,0.33%,0.15,+0.0118%,+0.0050%,$883.5k,2022-09-15 20:16:31.527172
17,Polkadot-DOT,$6.98,-2.31%,$450.7m,$246.4m,-2.35%,1.10%,0.55,-0.0146%,-0.0149%,$549.6k,2022-09-15 20:16:31.527172
18,STEPN-GMT,$0.6751,+2.90%,$443.6m,$96.2m,-1.60%,0.43%,0.22,+0.0066%,+0.0015%,$911.6k,2022-09-15 20:16:31.527172
19,Terra-LUNA,$2.69,-12.75%,$432.2m,$14.5m,-47.01%,0.06%,0.03,-0.1032%,-0.0033%,$1.5m,2022-09-15 20:16:31.527172
20,1000LUNC-1000LUNC,$0.2488,-14.30%,$431.8m,$25.1m,-12.89%,0.11%,0.06,-0.0321%,-0.0300%,$997.1k,2022-09-15 20:16:31.527172
21,Chainlink-LINK,$7.36,-0.44%,$425.7m,$103.2m,-4.14%,0.46%,0.24,+0.0050%,+0.0100%,$661.2k,2022-09-15 20:16:31.527172
22,NEAR Protocol-NEAR,$4.25,-4.52%,$383.8m,$103.0m,+2.44%,0.46%,0.27,+0.0067%,-0.0054%,$961.9k,2022-09-15 20:16:31.527172
23,Dogecoin-DOGE,$0.0596,-2.42%,$334.0m,$120.1m,+0.47%,0.54%,0.36,+0.0033%,-0.0028%,$717.8k,2022-09-15 20:16:31.527172
24,Filecoin-FIL,$5.78,-1.81%,$324.0m,$102.8m,-2.83%,0.46%,0.32,+0.0039%,-0.0133%,$587.3k,2022-09-15 20:16:31.527172
25,Celsius-CEL,$1.75,-0.56%,$304.5m,$21.0m,-19.71%,0.09%,0.07,+0.4160%,-0.4452%,$5.3m,2022-09-15 20:16:31.527172
26,Tellor-TRB,$16.24,-12.57%,$298.3m,$28.7m,-19.75%,0.13%,0.10,+0.0009%,-0.0372%,$432.9k,2022-09-15 20:16:31.527172
27,1000SHIB-1000SHIB,$0.0119,-1.94%,$269.5m,$40.8m,-0.06%,0.18%,0.15,-0.0016%,-0.0111%,$653.4k,2022-09-15 20:16:31.527172
28,Curve DAO Token-CRV,$1.08,+1.99%,$266.2m,$56.2m,+4.83%,0.25%,0.21,+0.0260%,-0.0084%,$539.4k,2022-09-15 20:16:31.527172
29,Bitcoin Cash-BCH,$118.97,+0.60%,$262.4m,$159.5m,-0.57%,0.71%,0.61,-0.0146%,-0.0301%,$330.0k,2022-09-15 20:16:31.527172
30,Reef-REEF,$0.0048,-7.05%,$245.2m,$18.9m,-32.03%,0.08%,0.08,-0.1677%,-0.1652%,$325.8k,2022-09-15 20:16:31.527172
31,Compound-COMP,$56.95,+4.83%,$230.9m,$29.8m,+17.18%,0.13%,0.13,-0.0177%,-0.0274%,$540.1k,2022-09-15 20:16:31.527172
32,Kyber Network Crystal-KNC,$2.04,+5.92%,$208.3m,$34.0m,+40.87%,0.15%,0.16,-0.0312%,-0.0070%,$230.7k,2022-09-15 20:16:31.527172
