,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$19,872.60",-1.65%,$31.3b,$9.5b,-1.82%,41.23%,0.30,-0.0025%,-0.0019%,$52.5m,2022-09-14 21:16:34.293181
1,Ethereum-ETH,"$1,592.79",-0.54%,$28.3b,$7.1b,+3.56%,30.90%,0.25,-0.2106%,-0.2874%,$55.0m,2022-09-14 21:16:34.293181
2,Ethereum Classic-ETC,$37.53,+4.71%,$2.8b,$446.0m,+8.33%,1.93%,0.16,-0.0126%,-0.0102%,$7.2m,2022-09-14 21:16:34.293181
3,LUNA2-LUNA2,$3.03,-27.67%,$2.7b,$55.1m,+82.58%,0.24%,0.02,-0.3340%,-0.1758%,$4.0m,2022-09-14 21:16:34.293181
4,Ravencoin-RVN,$0.0707,+12.23%,$1.5b,$103.8m,+99.68%,0.45%,0.07,-0.0731%,-0.0648%,$2.8m,2022-09-14 21:16:34.293181
5,Solana-SOL,$33.29,-2.24%,$1.4b,$403.0m,-0.13%,1.74%,0.30,-0.0047%,+0.0025%,$2.2m,2022-09-14 21:16:34.293181
6,Terra-LUNA,$3.06,-26.86%,$1.2b,$25.3m,+81.85%,0.11%,0.02,-0.9155%,+0.0375%,$10.6m,2022-09-14 21:16:34.293181
7,Cardano-ADA,$0.4780,+1.39%,$737.5m,$263.5m,-0.07%,1.14%,0.36,+0.0001%,+0.0005%,$795.0k,2022-09-14 21:16:34.293181
8,1000LUNC-1000LUNC,$0.2947,-17.80%,$713.2m,$28.4m,-11.71%,0.12%,0.04,-0.0206%,-0.0250%,$1.7m,2022-09-14 21:16:34.293181
9,EOS-EOS,$1.43,-6.34%,$651.7m,$157.4m,-2.20%,0.68%,0.24,-0.0177%,-0.0157%,$1.5m,2022-09-14 21:16:34.293181
10,Reef-REEF,$0.0050,-13.15%,$625.3m,$27.7m,-31.56%,0.12%,0.04,-1.0281%,-1.0176%,$1.3m,2022-09-14 21:16:34.293181
11,Binance Coin-BNB,$276.95,-0.62%,$599.3m,$242.6m,-0.33%,1.05%,0.40,+0.0005%,+0.0015%,$643.1k,2022-09-14 21:16:34.293181
12,Ripple-XRP,$0.3415,+1.48%,$550.4m,$319.1m,+0.18%,1.38%,0.58,-0.0062%,-0.0019%,$689.0k,2022-09-14 21:16:34.293181
13,Litecoin-LTC,$59.51,+0.30%,$541.2m,$216.1m,-1.66%,0.93%,0.40,+0.0103%,+0.0139%,$807.3k,2022-09-14 21:16:34.293181
14,Cosmos-ATOM,$13.68,-3.64%,$525.9m,$116.9m,-8.10%,0.51%,0.22,+0.0086%,-0.0097%,$674.8k,2022-09-14 21:16:34.293181
15,Polygon-MATIC,$0.8484,-0.93%,$463.4m,$166.0m,-4.44%,0.72%,0.36,+0.0039%,+0.0021%,$648.1k,2022-09-14 21:16:34.293181
16,Avalanche-AVAX,$18.78,-2.29%,$449.7m,$127.6m,-1.03%,0.55%,0.28,-0.0107%,-0.0125%,$1.0m,2022-09-14 21:16:34.293181
