,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$19,949.30",-1.69%,$32.3b,$9.6b,-3.09%,41.25%,0.30,-0.0027%,-0.0005%,$53.3m,2022-09-14 20:16:31.017637
1,Ethereum-ETH,"$1,594.07",-1.26%,$29.1b,$7.1b,+2.06%,30.79%,0.25,-0.2057%,-0.2671%,$55.9m,2022-09-14 20:16:31.017637
2,Ethereum Classic-ETC,$37.73,+4.24%,$2.8b,$449.8m,+6.89%,1.94%,0.16,-0.0133%,-0.0142%,$7.3m,2022-09-14 20:16:31.017637
3,LUNA2-LUNA2,$3.09,-27.05%,$2.7b,$57.2m,+88.97%,0.25%,0.02,-0.3416%,-0.1945%,$4.0m,2022-09-14 20:16:31.017637
4,Ravencoin-RVN,$0.0725,+17.38%,$1.5b,$107.9m,+119.22%,0.47%,0.07,-0.0731%,-0.0710%,$2.7m,2022-09-14 20:16:31.017637
5,Solana-SOL,$33.39,-2.18%,$1.4b,$405.0m,-0.66%,1.75%,0.29,-0.0049%,+0.0025%,$2.2m,2022-09-14 20:16:31.017637
6,Terra-LUNA,$3.10,-26.56%,$1.2b,$27.2m,+94.29%,0.12%,0.02,-0.9155%,+0.0610%,$10.5m,2022-09-14 20:16:31.017637
7,Cardano-ADA,$0.4814,+2.03%,$741.7m,$267.6m,+1.05%,1.15%,0.36,+0.0005%,-0.0029%,$804.6k,2022-09-14 20:16:31.017637
8,1000LUNC-1000LUNC,$0.2912,-19.38%,$716.3m,$28.5m,-11.66%,0.12%,0.04,-0.0249%,-0.0271%,$1.7m,2022-09-14 20:16:31.017637
9,EOS-EOS,$1.43,-6.44%,$661.7m,$158.0m,-3.37%,0.68%,0.24,-0.0177%,-0.0169%,$1.5m,2022-09-14 20:16:31.017637
10,Reef-REEF,$0.0051,-10.59%,$654.3m,$27.7m,-34.91%,0.12%,0.04,-1.1002%,-1.1000%,$1.3m,2022-09-14 20:16:31.017637
11,Binance Coin-BNB,$277.55,-0.81%,$607.9m,$243.5m,-1.03%,1.05%,0.40,+0.0006%,-0.0027%,$641.8k,2022-09-14 20:16:31.017637
12,Litecoin-LTC,$59.75,+0.31%,$564.0m,$217.2m,-3.00%,0.94%,0.39,+0.0104%,+0.0128%,$813.7k,2022-09-14 20:16:31.017637
13,Ripple-XRP,$0.3395,+0.59%,$539.8m,$319.1m,-0.75%,1.38%,0.59,-0.0060%,+0.0025%,$684.8k,2022-09-14 20:16:31.017637
14,Cosmos-ATOM,$13.69,-2.92%,$536.0m,$117.0m,-10.58%,0.50%,0.22,+0.0087%,-0.0066%,$685.1k,2022-09-14 20:16:31.017637
15,Polygon-MATIC,$0.8510,-0.83%,$473.1m,$166.9m,-4.80%,0.72%,0.35,+0.0039%,+0.0028%,$654.5k,2022-09-14 20:16:31.017637
16,Avalanche-AVAX,$18.93,-1.88%,$454.1m,$128.9m,+1.42%,0.56%,0.28,-0.0110%,-0.0134%,$1.0m,2022-09-14 20:16:31.017637
