,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,369.11",+1.50%,$32.4b,$11.0b,+0.25%,43.20%,0.34,+0.0068%,+0.0115%,$33.7m,2022-09-13 10:16:23.192200
1,Ethereum-ETH,"$1,719.36",-0.88%,$25.7b,$7.5b,-0.90%,29.30%,0.29,-0.0504%,-0.0410%,$39.1m,2022-09-13 10:16:23.192200
2,Solana-SOL,$38.33,+2.20%,$2.4b,$501.1m,+5.49%,1.96%,0.21,-0.0078%,-0.0067%,$2.4m,2022-09-13 10:16:23.192200
3,Ethereum Classic-ETC,$38.01,-2.27%,$1.8b,$456.8m,-7.83%,1.79%,0.25,+0.0112%,+0.0066%,$5.3m,2022-09-13 10:16:23.192200
4,Ravencoin-RVN,$0.0610,+12.25%,$1.5b,$54.6m,+51.72%,0.21%,0.04,+0.0092%,+0.0133%,$3.4m,2022-09-13 10:16:23.192200
5,LUNA2-LUNA2,$4.46,-10.47%,$1.5b,$37.0m,-0.43%,0.14%,0.02,-0.0120%,-0.0159%,$2.6m,2022-09-13 10:16:23.192200
6,Terra-LUNA,$4.47,-9.68%,$907.6m,$19.8m,-4.79%,0.08%,0.02,+0.0132%,+0.0011%,$5.2m,2022-09-13 10:16:23.192200
7,Polygon-MATIC,$0.9236,+2.87%,$894.5m,$208.7m,+7.97%,0.82%,0.23,+0.0050%,+0.0039%,$1.2m,2022-09-13 10:16:23.192200
8,Avalanche-AVAX,$21.52,+2.11%,$860.0m,$153.1m,+4.44%,0.60%,0.18,+0.0058%,-0.0031%,$893.4k,2022-09-13 10:16:23.192200
9,Cardano-ADA,$0.5005,-2.31%,$753.6m,$294.4m,-2.73%,1.15%,0.39,+0.0098%,+0.0145%,$1.1m,2022-09-13 10:16:23.192200
10,NEAR Protocol-NEAR,$4.97,-3.60%,$733.8m,$127.6m,-16.51%,0.50%,0.17,-0.0146%,-0.0126%,$1.1m,2022-09-13 10:16:23.192200
11,Reef-REEF,$0.0047,+20.41%,$731.1m,$22.5m,+329.15%,0.09%,0.03,-0.1415%,-0.0145%,$2.3m,2022-09-13 10:16:23.192200
12,Cosmos-ATOM,$15.73,-1.37%,$706.5m,$155.6m,-6.85%,0.61%,0.22,+0.0059%,+0.0042%,$891.0k,2022-09-13 10:16:23.192200
13,EOS-EOS,$1.65,-3.82%,$661.1m,$188.0m,-6.75%,0.74%,0.28,+0.0033%,+0.0040%,$1.3m,2022-09-13 10:16:23.192200
14,ApeCoin-APE,$5.76,+5.18%,$635.4m,$99.4m,+10.03%,0.39%,0.16,+0.0060%,+0.0019%,$1.4m,2022-09-13 10:16:23.192200
15,1000LUNC-1000LUNC,$0.3674,-4.37%,$635.0m,$29.6m,+33.37%,0.12%,0.05,-0.0665%,-0.0855%,$2.1m,2022-09-13 10:16:23.192200
16,Filecoin-FIL,$6.38,-1.28%,$572.3m,$118.0m,-3.11%,0.46%,0.21,-0.0069%,+0.0074%,$791.1k,2022-09-13 10:16:23.192200
17,Binance Coin-BNB,$292.55,-1.18%,$556.7m,$271.8m,-4.49%,1.06%,0.49,-0.0004%,+0.0039%,$349.9k,2022-09-13 10:16:23.192200
18,Ripple-XRP,$0.3534,-0.08%,$525.7m,$341.7m,+0.31%,1.34%,0.65,-0.0009%,+0.0033%,$441.8k,2022-09-13 10:16:23.192200
19,Optimism-OP,$1.27,-7.24%,$454.4m,$66.5m,+1.08%,0.26%,0.15,+0.0161%,+0.0103%,$989.2k,2022-09-13 10:16:23.192200
20,Polkadot-DOT,$7.65,-3.32%,$447.1m,$268.1m,-5.57%,1.05%,0.60,-0.0096%,-0.0044%,$514.1k,2022-09-13 10:16:23.192200
21,Litecoin-LTC,$62.61,+1.60%,$439.4m,$217.3m,+5.84%,0.85%,0.49,+0.0074%,+0.0146%,$255.5k,2022-09-13 10:16:23.192200
22,Chiliz-CHZ,$0.2020,-1.65%,$385.0m,$73.9m,-7.48%,0.29%,0.19,+0.0093%,+0.0058%,$530.8k,2022-09-13 10:16:23.192200
23,Chainlink-LINK,$7.71,-4.14%,$332.2m,$116.8m,-10.19%,0.46%,0.35,+0.0032%,+0.0058%,$830.7k,2022-09-13 10:16:23.192200
24,STEPN-GMT,$0.7415,-0.42%,$326.1m,$108.6m,+0.47%,0.43%,0.33,+0.0105%,+0.0089%,$475.8k,2022-09-13 10:16:23.192200
25,Dogecoin-DOGE,$0.0634,-1.08%,$325.3m,$124.8m,-0.75%,0.49%,0.38,+0.0075%,+0.0201%,$337.1k,2022-09-13 10:16:23.192200
26,Terra Classic-LUNC,$0.0004,-3.74%,$318.8m,$45.4m,+6.37%,0.18%,0.14,-0.0191%,-0.0475%,$1.7m,2022-09-13 10:16:23.192200
27,Curve DAO Token-CRV,$1.13,-4.10%,$247.5m,$60.1m,-4.53%,0.24%,0.24,-0.0099%,+0.0163%,$371.7k,2022-09-13 10:16:23.192200
28,The Sandbox-SAND,$0.9563,-2.22%,$226.6m,$71.5m,-7.12%,0.28%,0.32,+0.0039%,+0.0102%,$690.3k,2022-09-13 10:16:23.192200
29,1000SHIB-1000SHIB,$0.0127,-1.80%,$219.5m,$45.6m,-6.45%,0.18%,0.21,+0.0100%,+0.0100%,$521.1k,2022-09-13 10:16:23.192200
