,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,053.02",-1.10%,$30.5b,$9.5b,-2.19%,41.04%,0.31,-0.0027%,-0.0048%,$45.5m,2022-09-15 01:25:29.043028
1,Ethereum-ETH,"$1,610.00",+2.11%,$29.7b,$7.2b,+3.19%,31.10%,0.24,-0.3369%,-0.4220%,$53.4m,2022-09-15 01:25:29.043028
2,Ethereum Classic-ETC,$38.57,+7.93%,$3.3b,$484.9m,+18.10%,2.10%,0.15,-0.0004%,+0.0027%,$8.3m,2022-09-15 01:25:29.043028
3,LUNA2-LUNA2,$2.90,-35.27%,$2.7b,$48.5m,+43.52%,0.21%,0.02,-0.2517%,-0.2782%,$3.8m,2022-09-15 01:25:29.043028
4,Ravencoin-RVN,$0.0662,+8.30%,$1.8b,$81.9m,+68.48%,0.35%,0.05,-0.0143%,-0.0055%,$3.6m,2022-09-15 01:25:29.043028
5,Solana-SOL,$33.76,+1.23%,$1.3b,$400.2m,+0.85%,1.73%,0.32,+0.0035%,-0.0004%,$2.1m,2022-09-15 01:25:29.043028
6,Terra-LUNA,$2.90,-34.96%,$1.2b,$22.6m,+27.67%,0.10%,0.02,-0.0320%,-0.3026%,$10.5m,2022-09-15 01:25:29.043028
7,Cardano-ADA,$0.4769,+1.86%,$712.3m,$262.9m,+0.24%,1.14%,0.37,+0.0032%,+0.0040%,$656.5k,2022-09-15 01:25:29.043028
8,1000LUNC-1000LUNC,$0.2834,-21.45%,$683.6m,$26.8m,-21.70%,0.12%,0.04,-0.0129%,-0.0183%,$1.7m,2022-09-15 01:25:29.043028
9,EOS-EOS,$1.45,-0.94%,$592.9m,$159.8m,+0.68%,0.69%,0.27,-0.0183%,-0.0131%,$847.2k,2022-09-15 01:25:29.043028
10,Binance Coin-BNB,$277.26,-0.12%,$566.7m,$242.5m,+0.69%,1.05%,0.43,-0.0022%,+0.0035%,$566.0k,2022-09-15 01:25:29.043028
11,Reef-REEF,$0.0052,+3.15%,$527.7m,$27.8m,+5.58%,0.12%,0.05,-0.7338%,-0.5929%,$985.1k,2022-09-15 01:25:29.043028
12,Litecoin-LTC,$59.57,+0.62%,$523.3m,$216.8m,-0.84%,0.94%,0.41,+0.0137%,+0.0081%,$603.4k,2022-09-15 01:25:29.043028
13,Ripple-XRP,$0.3394,+1.79%,$504.2m,$317.3m,+0.01%,1.37%,0.63,-0.0069%,-0.0123%,$547.7k,2022-09-15 01:25:29.043028
14,Cosmos-ATOM,$13.71,-2.46%,$488.5m,$114.8m,-6.68%,0.50%,0.23,-0.0134%,-0.0094%,$737.0k,2022-09-15 01:25:29.043028
15,Polygon-MATIC,$0.8519,-0.24%,$453.1m,$164.5m,-4.10%,0.71%,0.36,-0.0004%,-0.0091%,$582.7k,2022-09-15 01:25:29.043028
16,Avalanche-AVAX,$18.89,-0.76%,$438.3m,$128.1m,-0.40%,0.55%,0.29,-0.0116%,-0.0250%,$872.1k,2022-09-15 01:25:29.043028
17,ApeCoin-APE,$5.04,-3.21%,$398.6m,$76.9m,-5.09%,0.33%,0.19,+0.0121%,+0.0067%,$898.9k,2022-09-15 01:25:29.043028
18,Tellor-TRB,$17.97,+15.77%,$392.0m,$34.2m,+15.33%,0.15%,0.09,+0.0028%,-0.0120%,$623.2k,2022-09-15 01:25:29.043028
19,Chainlink-LINK,$7.36,+3.41%,$386.9m,$107.0m,+5.44%,0.46%,0.28,+0.0020%,+0.0039%,$556.1k,2022-09-15 01:25:29.043028
20,NEAR Protocol-NEAR,$4.46,+0.39%,$360.1m,$100.1m,-0.79%,0.43%,0.28,+0.0003%,+0.0024%,$668.6k,2022-09-15 01:25:29.043028
21,Dogecoin-DOGE,$0.0609,+1.23%,$350.8m,$118.0m,+1.11%,0.51%,0.34,+0.0026%,-0.0033%,$519.1k,2022-09-15 01:25:29.043028
22,Polkadot-DOT,$7.10,-0.40%,$348.1m,$251.2m,-0.14%,1.09%,0.72,-0.0033%,-0.0040%,$295.2k,2022-09-15 01:25:29.043028
23,Optimism-OP,$1.18,-1.35%,$338.9m,$52.2m,-9.75%,0.23%,0.15,+0.0059%,+0.0021%,$751.6k,2022-09-15 01:25:29.043028
24,Chiliz-CHZ,$0.1898,-3.08%,$329.2m,$69.9m,-2.65%,0.30%,0.21,+0.0079%,+0.0093%,$700.1k,2022-09-15 01:25:29.043028
25,STEPN-GMT,$0.6650,-0.49%,$303.6m,$95.7m,-1.01%,0.41%,0.32,+0.0049%,+0.0031%,$787.9k,2022-09-15 01:25:29.043028
26,Filecoin-FIL,$5.91,-0.16%,$291.1m,$104.0m,-2.91%,0.45%,0.36,-0.0011%,+0.0007%,$450.1k,2022-09-15 01:25:29.043028
27,Terra Classic-LUNC,$0.0003,-20.72%,$290.8m,$36.2m,-27.71%,0.16%,0.12,-0.0012%,-0.0280%,$1.5m,2022-09-15 01:25:29.043028
28,Curve DAO Token-CRV,$1.05,-2.55%,$244.8m,$53.3m,-2.75%,0.23%,0.22,+0.0162%,-0.0356%,$519.7k,2022-09-15 01:25:29.043028
29,1000SHIB-1000SHIB,$0.0121,-1.11%,$209.8m,$40.8m,+0.61%,0.18%,0.19,-0.0033%,-0.0016%,$923.8k,2022-09-15 01:25:29.043028
30,1000XEC-1000XEC,$0.0446,-0.02%,$185.6m,$4.9m,+7.78%,0.02%,0.03,+0.0068%,+0.0014%,$393.1k,2022-09-15 01:25:29.043028
31,Bitcoin Cash-BCH,$118.92,+0.36%,$184.4m,$160.9m,-0.56%,0.70%,0.87,-0.0102%,-0.0167%,$426.9k,2022-09-15 01:25:29.043028
32,The Sandbox-SAND,$0.8843,+0.10%,$155.4m,$65.2m,-1.49%,0.28%,0.42,-0.0004%,+0.0067%,$199.0k,2022-09-15 01:25:29.043028
33,Axie Infinity-AXS,$12.92,-2.48%,$139.3m,$76.1m,-2.64%,0.33%,0.55,-0.0189%,-0.0103%,$244.6k,2022-09-15 01:25:29.043028
34,Compound-COMP,$56.68,+5.15%,$131.6m,$28.7m,+11.26%,0.12%,0.22,+0.0022%,+0.0062%,$346.1k,2022-09-15 01:25:29.043028
35,Helium-HNT,$4.20,-8.60%,$130.3m,$22.6m,+6.74%,0.10%,0.17,+0.0049%,+0.0057%,$280.7k,2022-09-15 01:25:29.043028
36,Ethereum Name Service-ENS,$14.53,-0.16%,$129.8m,$23.3m,-3.36%,0.10%,0.18,+0.0059%,+0.0071%,$142.7k,2022-09-15 01:25:29.043028
37,Kyber Network Crystal-KNC,$1.92,-1.43%,$119.2m,$23.9m,-4.39%,0.10%,0.20,-0.0164%,-0.0025%,$186.3k,2022-09-15 01:25:29.043028
38,Aave-AAVE,$82.38,-1.76%,$114.0m,$42.7m,+4.30%,0.18%,0.37,+0.0065%,-0.0032%,$94.5k,2022-09-15 01:25:29.043028
39,Stargate Finance-STG,$0.5818,-10.88%,$113.3m,$13.2m,-5.24%,0.06%,0.12,+0.0055%,+0.0034%,$443.9k,2022-09-15 01:25:29.043028
40,Fantom-FTM,$0.2473,-1.22%,$107.6m,$43.5m,-0.77%,0.19%,0.40,+0.0064%,+0.0060%,$458.4k,2022-09-15 01:25:29.043028
41,dYdX-DYDX,$1.35,-4.61%,$105.1m,$32.8m,+3.95%,0.14%,0.31,+0.0068%,+0.0063%,$219.5k,2022-09-15 01:25:29.043028
42,Unifi Protocol DAO-UNFI,$7.02,-2.05%,$104.2m,$16.6m,-1.88%,0.07%,0.16,+0.0068%,+0.0071%,$182.5k,2022-09-15 01:25:29.043028
43,Uniswap-UNI,$6.08,-0.46%,$101.5m,$44.9m,+0.27%,0.19%,0.44,+0.0034%,-0.0118%,$91.4k,2022-09-15 01:25:29.043028
44,Decentraland-MANA,$0.7339,+0.06%,$99.8m,$38.9m,-0.01%,0.17%,0.39,+0.0060%,+0.0062%,$280.0k,2022-09-15 01:25:29.043028
45,Celsius-CEL,$1.86,+24.01%,$94.6m,$29.0m,+29.62%,0.13%,0.31,+0.0235%,-0.0083%,$2.4m,2022-09-15 01:25:29.043028
46,Tron-TRX,$0.0612,+0.33%,$87.4m,$136.0m,-0.09%,0.59%,1.56,-0.0142%,-0.0170%,$12.8k,2022-09-15 01:25:29.043028
47,Gala-GALA,$0.0480,-0.94%,$78.1m,$32.5m,-0.54%,0.14%,0.42,+0.0069%,+0.0050%,$75.1k,2022-09-15 01:25:29.043028
48,Waves-WAVES,$4.37,-0.62%,$73.5m,$45.2m,-0.83%,0.20%,0.62,+0.0091%,-0.0034%,$220.1k,2022-09-15 01:25:29.043028
49,SHIBA INU-SHIB,$0.0000,-0.88%,$70.5m,$20.9m,-2.80%,0.09%,0.30,+0.0094%,+0.0093%,$88.8k,2022-09-15 01:25:29.043028
50,Monero-XMR,$148.67,+2.17%,$70.5m,$40.9m,+0.00%,0.18%,0.58,+0.0088%,-0.0115%,$66.2k,2022-09-15 01:25:29.043028
51,THETA-THETA,$1.09,-0.71%,$69.6m,$21.7m,+0.65%,0.09%,0.31,+0.0043%,-0.0062%,$73.8k,2022-09-15 01:25:29.043028
52,THORChain-RUNE,$1.77,-1.17%,$68.6m,$20.9m,-1.78%,0.09%,0.30,+0.0035%,+0.0012%,$108.8k,2022-09-15 01:25:29.043028
