,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,607.59",+1.67%,$23.0b,$10.7b,+1.61%,41.95%,0.46,+0.0033%,+0.0000%,$41.7m,2022-09-11 02:16:47.282951
1,Ethereum-ETH,"$1,764.26",+2.44%,$18.3b,$7.7b,+2.29%,30.35%,0.42,-0.0109%,-0.0097%,$60.5m,2022-09-11 02:16:47.282951
2,LUNA2-LUNA2,$6.31,+23.86%,$1.8b,$34.6m,+159.92%,0.14%,0.02,-0.0213%,-0.0223%,$3.9m,2022-09-11 02:16:47.282951
3,Ethereum Classic-ETC,$39.11,-0.38%,$1.7b,$493.9m,-4.06%,1.94%,0.29,+0.0061%,+0.0097%,$4.2m,2022-09-11 02:16:47.282951
4,EOS-EOS,$1.78,+7.36%,$1.3b,$219.9m,+10.20%,0.87%,0.16,+0.0070%,+0.0091%,$2.8m,2022-09-11 02:16:47.282951
5,Terra-LUNA,$6.29,+25.11%,$1.3b,$24.7m,+31.46%,0.10%,0.02,-0.0388%,-0.0399%,$7.6m,2022-09-11 02:16:47.282951
6,Solana-SOL,$35.18,+1.49%,$877.2m,$406.0m,-1.94%,1.60%,0.46,+0.0058%,-0.0017%,$971.3k,2022-09-11 02:16:47.282951
7,Cardano-ADA,$0.5132,-0.93%,$872.6m,$308.7m,-1.25%,1.22%,0.35,+0.0044%,+0.0067%,$857.3k,2022-09-11 02:16:47.282951
8,Cosmos-ATOM,$15.80,-1.24%,$743.9m,$171.2m,-3.48%,0.67%,0.23,+0.0067%,+0.0035%,$1.1m,2022-09-11 02:16:47.282951
9,Ravencoin-RVN,$0.0538,-2.45%,$558.5m,$39.4m,-12.93%,0.15%,0.07,+0.0119%,+0.0101%,$1.3m,2022-09-11 02:16:47.282951
10,Helium-HNT,$5.55,+15.61%,$549.9m,$29.0m,+8.63%,0.11%,0.05,+0.0064%,+0.0067%,$1.0m,2022-09-11 02:16:47.282951
11,Litecoin-LTC,$63.81,+3.26%,$535.7m,$221.4m,+8.74%,0.87%,0.41,+0.0047%,+0.0068%,$747.7k,2022-09-11 02:16:47.282951
12,Optimism-OP,$1.37,-0.50%,$505.5m,$66.9m,-4.09%,0.26%,0.13,+0.0196%,+0.0205%,$698.3k,2022-09-11 02:16:47.282951
13,Binance Coin-BNB,$295.83,+0.86%,$478.3m,$281.6m,+0.82%,1.11%,0.59,+0.0080%,+0.0027%,$329.6k,2022-09-11 02:16:47.282951
14,Ripple-XRP,$0.3571,+0.60%,$471.2m,$343.1m,+0.97%,1.35%,0.73,-0.0008%,-0.0030%,$528.9k,2022-09-11 02:16:47.282951
15,Polygon-MATIC,$0.9011,+1.83%,$437.7m,$202.1m,+4.10%,0.80%,0.46,+0.0061%,+0.0076%,$682.7k,2022-09-11 02:16:47.282951
16,Avalanche-AVAX,$20.56,+0.09%,$407.2m,$136.4m,-4.10%,0.54%,0.33,+0.0090%,+0.0062%,$359.0k,2022-09-11 02:16:47.282951
17,Dogecoin-DOGE,$0.0648,+1.49%,$368.8m,$126.7m,+3.97%,0.50%,0.34,+0.0120%,+0.0092%,$418.9k,2022-09-11 02:16:47.282951
18,STEPN-GMT,$0.7491,-4.13%,$366.1m,$109.1m,-9.17%,0.43%,0.30,+0.0058%,-0.0071%,$679.2k,2022-09-11 02:16:47.282951
19,Waves-WAVES,$5.04,+7.51%,$363.0m,$60.4m,+18.69%,0.24%,0.17,+0.0061%,+0.0092%,$770.5k,2022-09-11 02:16:47.282951
20,1000SHIB-1000SHIB,$0.0131,+1.66%,$354.8m,$49.0m,+4.56%,0.19%,0.14,+0.0100%,+0.0100%,$644.7k,2022-09-11 02:16:47.282951
21,Filecoin-FIL,$6.37,+0.60%,$352.2m,$115.6m,+1.65%,0.46%,0.33,-0.0038%,+0.0009%,$290.7k,2022-09-11 02:16:47.282951
22,1000LUNC-1000LUNC,$0.4349,+0.23%,$345.9m,$14.5m,+56.09%,0.06%,0.04,-0.1121%,-0.1318%,$1.0m,2022-09-11 02:16:47.282951
23,Chainlink-LINK,$7.91,+1.77%,$338.2m,$124.7m,+3.15%,0.49%,0.37,+0.0046%,-0.0031%,$321.0k,2022-09-11 02:16:47.282951
24,Polkadot-DOT,$7.78,+0.25%,$330.3m,$275.7m,-2.09%,1.09%,0.83,-0.0081%,-0.0072%,$190.6k,2022-09-11 02:16:47.282951
25,NEAR Protocol-NEAR,$4.79,-0.37%,$301.0m,$116.8m,-3.77%,0.46%,0.39,+0.0025%,-0.0031%,$523.4k,2022-09-11 02:16:47.282951
26,The Sandbox-SAND,$0.9887,+0.80%,$300.5m,$79.3m,+1.98%,0.31%,0.26,+0.0133%,+0.0090%,$300.1k,2022-09-11 02:16:47.282951
27,Curve DAO Token-CRV,$1.24,+2.55%,$255.1m,$68.5m,+5.23%,0.27%,0.27,+0.0156%,-0.0082%,$306.5k,2022-09-11 02:16:47.282951
28,Chiliz-CHZ,$0.2007,-1.58%,$249.5m,$78.4m,-4.17%,0.31%,0.31,+0.0101%,+0.0194%,$139.2k,2022-09-11 02:16:47.282951
29,Bitcoin Cash-BCH,$132.27,-0.42%,$248.1m,$196.1m,-2.89%,0.77%,0.79,+0.0004%,+0.0041%,$257.7k,2022-09-11 02:16:47.282951
30,ApeCoin-APE,$5.11,+1.71%,$235.9m,$76.4m,+5.85%,0.30%,0.32,+0.0074%,+0.0086%,$311.5k,2022-09-11 02:16:47.282951
