,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,706.81",+6.13%,$37.6b,$7.7b,+9.57%,30.75%,0.20,-0.0020%,+0.0015%,$68.2m,2022-09-09 08:18:38.119751
1,Bitcoin-BTC,"$20,689.49",+8.03%,$37.0b,$10.3b,+8.19%,41.32%,0.28,+0.0009%,+0.0031%,$69.6m,2022-09-09 08:18:38.119751
2,Ethereum Classic-ETC,$38.80,+5.59%,$3.6b,$504.4m,-0.58%,2.02%,0.14,-0.0069%,+0.0061%,$10.2m,2022-09-09 08:18:38.119751
3,Solana-SOL,$35.35,+8.89%,$1.8b,$438.5m,+13.37%,1.76%,0.25,-0.0003%,-0.0002%,$3.2m,2022-09-09 08:18:38.119751
4,EOS-EOS,$1.65,+0.64%,$1.3b,$208.5m,-14.81%,0.84%,0.17,+0.0059%,+0.0098%,$2.1m,2022-09-09 08:18:38.119751
5,Cosmos-ATOM,$14.64,+14.97%,$1.2b,$196.4m,+52.64%,0.79%,0.17,-0.0271%,-0.0204%,$2.3m,2022-09-09 08:18:38.119751
6,Cardano-ADA,$0.4921,+4.80%,$880.4m,$288.9m,+4.90%,1.16%,0.33,+0.0069%,+0.0006%,$842.0k,2022-09-09 08:18:38.119751
7,Ripple-XRP,$0.3507,+6.24%,$813.2m,$337.7m,+5.06%,1.35%,0.42,-0.0007%,-0.0021%,$1.0m,2022-09-09 08:18:38.119751
8,Binance Coin-BNB,$290.66,+4.76%,$734.2m,$287.1m,+2.67%,1.15%,0.39,+0.0137%,+0.0134%,$596.9k,2022-09-09 08:18:38.119751
9,Bitcoin Cash-BCH,$129.22,+10.46%,$696.5m,$201.1m,+20.78%,0.81%,0.29,-0.0005%,-0.0064%,$1.2m,2022-09-09 08:18:38.119751
10,NEAR Protocol-NEAR,$4.73,+5.02%,$657.0m,$125.5m,+7.81%,0.50%,0.19,+0.0039%,+0.0020%,$1.4m,2022-09-09 08:18:38.119751
11,Polygon-MATIC,$0.8813,+5.81%,$598.4m,$194.2m,+3.00%,0.78%,0.32,+0.0019%,+0.0054%,$847.0k,2022-09-09 08:18:38.119751
12,Avalanche-AVAX,$20.06,+6.80%,$559.9m,$137.0m,+6.42%,0.55%,0.24,+0.0161%,+0.0260%,$555.6k,2022-09-09 08:18:38.119751
