,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,195.55",-0.15%,$23.7b,$10.5b,-0.83%,41.83%,0.45,+0.0077%,+0.0081%,$37.5m,2022-09-10 16:16:33.692066
1,Ethereum-ETH,"$1,711.57",+0.04%,$16.5b,$7.6b,+0.94%,30.19%,0.46,-0.0142%,-0.0090%,$17.1m,2022-09-10 16:16:33.692066
2,Ethereum Classic-ETC,$38.26,-1.00%,$1.9b,$486.0m,-2.70%,1.93%,0.25,-0.0021%,+0.0023%,$4.7m,2022-09-10 16:16:33.692066
3,LUNA2-LUNA2,$5.93,+17.08%,$1.6b,$32.4m,+103.80%,0.13%,0.02,-0.0366%,-0.0342%,$4.2m,2022-09-10 16:16:33.692066
4,Terra-LUNA,$5.92,+1.30%,$1.5b,$22.7m,-6.99%,0.09%,0.01,-0.0492%,-0.0584%,$10.0m,2022-09-10 16:16:33.692066
5,EOS-EOS,$1.79,+8.52%,$1.2b,$237.6m,+19.14%,0.94%,0.20,+0.0074%,+0.0034%,$2.3m,2022-09-10 16:16:33.692066
6,Cardano-ADA,$0.5133,+4.45%,$1.0b,$312.6m,+8.47%,1.24%,0.30,+0.0074%,-0.0027%,$1.5m,2022-09-10 16:16:33.692066
7,Solana-SOL,$34.43,-1.01%,$987.5m,$405.8m,-4.93%,1.61%,0.41,+0.0105%,+0.0078%,$926.0k,2022-09-10 16:16:33.692066
8,Ravencoin-RVN,$0.0518,+12.06%,$973.9m,$38.5m,+4.30%,0.15%,0.04,+0.0083%,+0.0085%,$2.8m,2022-09-10 16:16:33.692066
9,Cosmos-ATOM,$15.58,-3.39%,$908.8m,$171.6m,-9.33%,0.68%,0.19,+0.0090%,+0.0063%,$920.1k,2022-09-10 16:16:33.692066
10,Optimism-OP,$1.35,+2.71%,$753.2m,$66.6m,-1.54%,0.26%,0.09,+0.0196%,+0.0176%,$1.6m,2022-09-10 16:16:33.692066
11,STEPN-GMT,$0.7377,+4.38%,$674.5m,$110.1m,+2.78%,0.44%,0.16,+0.0057%,+0.0033%,$1.8m,2022-09-10 16:16:33.692066
12,Ripple-XRP,$0.3551,+2.65%,$670.6m,$342.1m,+2.03%,1.36%,0.51,+0.0032%,-0.0063%,$642.1k,2022-09-10 16:16:33.692066
13,Avalanche-AVAX,$20.20,-0.33%,$514.0m,$136.0m,-4.33%,0.54%,0.26,+0.0128%,+0.0084%,$521.4k,2022-09-10 16:16:33.692066
14,Litecoin-LTC,$63.90,+5.30%,$499.8m,$226.1m,+15.37%,0.90%,0.45,+0.0082%,+0.0055%,$667.3k,2022-09-10 16:16:33.692066
15,Binance Coin-BNB,$292.52,+0.29%,$484.8m,$281.8m,-0.75%,1.12%,0.58,+0.0103%,+0.0113%,$326.6k,2022-09-10 16:16:33.692066
16,Helium-HNT,$5.62,+22.38%,$467.1m,$35.8m,+38.25%,0.14%,0.08,+0.0068%,+0.0066%,$890.6k,2022-09-10 16:16:33.692066
17,Filecoin-FIL,$6.24,-0.82%,$425.4m,$113.0m,+2.12%,0.45%,0.27,+0.0036%,-0.0068%,$330.1k,2022-09-10 16:16:33.692066
18,Polygon-MATIC,$0.8863,+0.37%,$415.9m,$196.1m,+0.50%,0.78%,0.47,+0.0075%,+0.0033%,$439.8k,2022-09-10 16:16:33.692066
19,Chiliz-CHZ,$0.1993,+0.27%,$405.9m,$80.1m,-1.11%,0.32%,0.20,+0.0100%,+0.0062%,$282.2k,2022-09-10 16:16:33.692066
20,1000LUNC-1000LUNC,$0.4564,+3.19%,$392.0m,$13.9m,+169.66%,0.06%,0.04,-0.0165%,-0.0149%,$1.5m,2022-09-10 16:16:33.692066
21,Dogecoin-DOGE,$0.0637,+0.51%,$388.4m,$122.3m,+0.93%,0.49%,0.31,+0.0129%,+0.0140%,$620.1k,2022-09-10 16:16:33.692066
22,Polkadot-DOT,$7.64,-1.65%,$384.3m,$276.0m,-2.45%,1.09%,0.72,-0.0053%,-0.0071%,$242.0k,2022-09-10 16:16:33.692066
23,NEAR Protocol-NEAR,$4.68,-1.83%,$352.4m,$115.8m,-4.57%,0.46%,0.33,+0.0010%,+0.0005%,$704.1k,2022-09-10 16:16:33.692066
24,1000SHIB-1000SHIB,$0.0129,+0.25%,$347.3m,$46.0m,-2.70%,0.18%,0.13,+0.0100%,+0.0100%,$623.6k,2022-09-10 16:16:33.692066
25,Waves-WAVES,$4.86,+4.73%,$312.0m,$56.9m,+12.01%,0.23%,0.18,+0.0112%,+0.0086%,$646.1k,2022-09-10 16:16:33.692066
26,Chainlink-LINK,$7.75,-0.51%,$296.6m,$120.9m,-5.34%,0.48%,0.41,+0.0075%,+0.0134%,$504.9k,2022-09-10 16:16:33.692066
27,ApeCoin-APE,$5.00,-1.83%,$293.3m,$73.5m,-8.16%,0.29%,0.25,+0.0074%,+0.0057%,$462.1k,2022-09-10 16:16:33.692066
28,The Sandbox-SAND,$0.9790,+1.90%,$290.2m,$77.7m,+2.54%,0.31%,0.27,+0.0036%,+0.0031%,$348.2k,2022-09-10 16:16:33.692066
29,Project Galaxy-GAL,$2.95,+6.46%,$280.4m,$18.8m,+27.06%,0.07%,0.07,-0.0140%,-0.0097%,$573.2k,2022-09-10 16:16:33.692066
30,Bitcoin Cash-BCH,$132.36,-1.48%,$267.0m,$201.4m,-4.94%,0.80%,0.75,+0.0016%,-0.0035%,$366.6k,2022-09-10 16:16:33.692066
31,Terra Classic-LUNC,$0.0005,+3.06%,$246.4m,$45.5m,+36.12%,0.18%,0.18,-0.1169%,-0.0176%,$905.0k,2022-09-10 16:16:33.692066
32,Fantom-FTM,$0.2718,+0.75%,$201.4m,$49.8m,+1.87%,0.20%,0.25,+0.0073%,+0.0095%,$224.6k,2022-09-10 16:16:33.692066
33,Curve DAO Token-CRV,$1.17,-2.13%,$199.5m,$63.0m,-4.12%,0.25%,0.32,-0.0025%,+0.0102%,$122.0k,2022-09-10 16:16:33.692066
34,Axie Infinity-AXS,$15.34,-2.46%,$172.8m,$81.3m,-3.37%,0.32%,0.47,-0.0164%,-0.0169%,$163.5k,2022-09-10 16:16:33.692066
35,Stargate Finance-STG,$0.7437,-9.67%,$144.4m,$20.8m,-24.10%,0.08%,0.14,+0.0067%,+0.0067%,$218.3k,2022-09-10 16:16:33.692066
36,Uniswap-UNI,$6.51,-0.99%,$137.0m,$47.9m,-2.88%,0.19%,0.35,-0.0046%,-0.0127%,$59.6k,2022-09-10 16:16:33.692066
