,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,544.07",+1.14%,$23.1b,$10.6b,+1.02%,41.85%,0.46,+0.0037%,+0.0020%,$42.1m,2022-09-11 03:16:18.983003
1,Ethereum-ETH,"$1,767.00",+1.76%,$17.8b,$7.7b,+1.44%,30.47%,0.43,-0.0095%,-0.0086%,$58.8m,2022-09-11 03:16:18.983003
2,LUNA2-LUNA2,$6.95,+34.33%,$1.9b,$41.4m,+190.95%,0.16%,0.02,-0.0254%,-0.0270%,$4.1m,2022-09-11 03:16:18.983003
3,Ethereum Classic-ETC,$39.03,-1.14%,$1.7b,$490.3m,-5.18%,1.93%,0.30,+0.0049%,+0.0059%,$4.2m,2022-09-11 03:16:18.983003
4,EOS-EOS,$1.77,+6.46%,$1.4b,$218.2m,+8.96%,0.86%,0.16,+0.0074%,+0.0080%,$2.8m,2022-09-11 03:16:18.983003
5,Terra-LUNA,$6.82,+30.93%,$1.3b,$28.6m,+44.48%,0.11%,0.02,-0.0388%,-0.0420%,$8.1m,2022-09-11 03:16:18.983003
6,Solana-SOL,$35.11,+0.66%,$863.7m,$404.8m,-2.49%,1.60%,0.47,+0.0062%,-0.0003%,$970.3k,2022-09-11 03:16:18.983003
7,Cardano-ADA,$0.5117,-2.11%,$831.2m,$308.0m,-3.02%,1.22%,0.37,+0.0047%,+0.0045%,$748.1k,2022-09-11 03:16:18.983003
8,Cosmos-ATOM,$15.72,-1.30%,$731.3m,$168.7m,-4.66%,0.67%,0.23,+0.0068%,+0.0031%,$1.1m,2022-09-11 03:16:18.983003
9,Helium-HNT,$5.48,+13.13%,$550.0m,$28.1m,+7.44%,0.11%,0.05,+0.0069%,+0.0065%,$994.5k,2022-09-11 03:16:18.983003
10,Ravencoin-RVN,$0.0531,-3.61%,$542.9m,$38.4m,-13.74%,0.15%,0.07,+0.0119%,+0.0127%,$1.3m,2022-09-11 03:16:18.983003
11,Litecoin-LTC,$63.99,+3.93%,$541.5m,$224.3m,+10.86%,0.89%,0.41,+0.0049%,+0.0071%,$839.0k,2022-09-11 03:16:18.983003
12,Optimism-OP,$1.37,-0.68%,$507.5m,$67.1m,-3.74%,0.26%,0.13,+0.0196%,+0.0227%,$720.8k,2022-09-11 03:16:18.983003
13,Binance Coin-BNB,$294.87,+0.27%,$476.7m,$280.7m,+0.15%,1.11%,0.59,+0.0081%,+0.0027%,$320.1k,2022-09-11 03:16:18.983003
14,Ripple-XRP,$0.3556,-0.33%,$467.2m,$341.7m,+0.09%,1.35%,0.73,-0.0014%,-0.0053%,$548.3k,2022-09-11 03:16:18.983003
15,Polygon-MATIC,$0.8975,+0.95%,$440.8m,$200.4m,+2.85%,0.79%,0.45,+0.0061%,+0.0052%,$696.2k,2022-09-11 03:16:18.983003
