,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,598.14",-0.60%,$45.3b,$7.0b,-0.91%,30.70%,0.16,-0.1289%,+0.0381%,$97.9m,2022-09-15 13:16:45.251544
1,Bitcoin-BTC,"$20,124.31",-1.22%,$30.6b,$9.5b,-2.28%,41.23%,0.31,+0.0015%,-0.0001%,$38.6m,2022-09-15 13:16:45.251544
2,Ethereum Classic-ETC,$38.23,+2.63%,$5.9b,$505.4m,+14.21%,2.20%,0.09,-0.0293%,-0.0063%,$19.7m,2022-09-15 13:16:45.251544
3,Ravencoin-RVN,$0.0611,-12.66%,$1.8b,$67.5m,-10.78%,0.29%,0.04,-0.0218%,-0.0310%,$3.7m,2022-09-15 13:16:45.251544
4,Solana-SOL,$33.77,+0.58%,$1.5b,$389.9m,-5.44%,1.70%,0.26,-0.0017%,-0.0014%,$2.8m,2022-09-15 13:16:45.251544
5,LUNA2-LUNA2,$2.89,+2.10%,$1.3b,$46.4m,-17.77%,0.20%,0.04,-0.1455%,-0.1132%,$1.3m,2022-09-15 13:16:45.251544
6,Cardano-ADA,$0.4756,-0.92%,$799.0m,$260.6m,-1.81%,1.13%,0.33,-0.0037%,+0.0004%,$746.0k,2022-09-15 13:16:45.251544
7,Cosmos-ATOM,$14.61,+2.46%,$773.5m,$129.2m,+4.06%,0.56%,0.17,+0.0009%,-0.0098%,$1.1m,2022-09-15 13:16:45.251544
8,Binance Coin-BNB,$276.08,-1.35%,$666.3m,$245.5m,-0.85%,1.07%,0.37,-0.0057%,-0.0195%,$778.7k,2022-09-15 13:16:45.251544
9,EOS-EOS,$1.46,-2.08%,$650.6m,$158.8m,-1.24%,0.69%,0.24,-0.0071%,-0.0091%,$1.1m,2022-09-15 13:16:45.251544
10,Ripple-XRP,$0.3336,-1.19%,$630.2m,$316.0m,-0.94%,1.38%,0.50,+0.0012%,+0.0090%,$621.5k,2022-09-15 13:16:45.251544
11,Terra-LUNA,$2.90,+1.71%,$554.3m,$20.8m,-15.68%,0.09%,0.04,-0.4079%,-0.0513%,$2.8m,2022-09-15 13:16:45.251544
12,Optimism-OP,$1.20,+0.10%,$554.0m,$56.5m,+1.34%,0.25%,0.10,+0.0023%,+0.0094%,$1.4m,2022-09-15 13:16:45.251544
13,Polygon-MATIC,$0.8585,+0.31%,$552.9m,$164.6m,-3.39%,0.72%,0.30,-0.0017%,-0.0026%,$786.9k,2022-09-15 13:16:45.251544
14,Litecoin-LTC,$59.76,-1.24%,$548.8m,$213.5m,-3.92%,0.93%,0.39,+0.0062%,+0.0122%,$695.4k,2022-09-15 13:16:45.251544
15,Avalanche-AVAX,$18.94,-1.13%,$508.7m,$126.3m,-3.85%,0.55%,0.25,-0.0051%,+0.0031%,$772.4k,2022-09-15 13:16:45.251544
16,Tellor-TRB,$16.78,+5.77%,$487.3m,$29.6m,+1.83%,0.13%,0.06,-0.0056%,+0.0064%,$714.1k,2022-09-15 13:16:45.251544
17,ApeCoin-APE,$5.14,+1.44%,$468.9m,$77.6m,-3.03%,0.34%,0.17,+0.0049%,+0.0062%,$901.9k,2022-09-15 13:16:45.251544
18,Chainlink-LINK,$7.30,-1.27%,$436.9m,$101.7m,-4.78%,0.44%,0.23,+0.0070%,+0.0081%,$680.3k,2022-09-15 13:16:45.251544
19,Polkadot-DOT,$7.11,-2.30%,$429.3m,$251.2m,-1.51%,1.09%,0.59,-0.0094%,-0.0052%,$303.1k,2022-09-15 13:16:45.251544
20,Chiliz-CHZ,$0.1910,-0.53%,$428.0m,$72.9m,+2.60%,0.32%,0.17,+0.0018%,-0.0013%,$936.1k,2022-09-15 13:16:45.251544
21,1000LUNC-1000LUNC,$0.2737,-6.11%,$411.8m,$27.7m,-12.07%,0.12%,0.07,-0.0220%,-0.0110%,$916.7k,2022-09-15 13:16:45.251544
22,NEAR Protocol-NEAR,$4.36,-2.71%,$375.0m,$101.9m,-0.99%,0.44%,0.27,+0.0061%,+0.0068%,$856.6k,2022-09-15 13:16:45.251544
23,STEPN-GMT,$0.6654,+0.50%,$345.8m,$93.1m,-3.96%,0.41%,0.27,-0.0002%,+0.0030%,$736.1k,2022-09-15 13:16:45.251544
24,Dogecoin-DOGE,$0.0606,-0.81%,$332.1m,$118.9m,-0.15%,0.52%,0.36,-0.0027%,+0.0001%,$381.7k,2022-09-15 13:16:45.251544
25,Filecoin-FIL,$5.88,-0.34%,$319.1m,$103.2m,-1.75%,0.45%,0.32,+0.0026%,+0.0059%,$409.4k,2022-09-15 13:16:45.251544
