,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,909.93",-6.11%,$50.4b,$10.4b,-7.33%,43.37%,0.21,+0.0077%,+0.0087%,$67.8m,2022-09-13 15:16:31.850483
1,Ethereum-ETH,"$1,588.18",-8.14%,$40.2b,$7.0b,-7.72%,29.25%,0.17,-0.0498%,-0.0269%,$96.1m,2022-09-13 15:16:31.850483
2,Solana-SOL,$34.80,-7.33%,$2.7b,$430.3m,-11.83%,1.80%,0.16,-0.0081%,-0.0040%,$4.8m,2022-09-13 15:16:31.850483
3,Ethereum Classic-ETC,$35.12,-8.48%,$2.3b,$410.4m,-13.11%,1.71%,0.18,+0.0102%,-0.0062%,$10.9m,2022-09-13 15:16:31.850483
4,LUNA2-LUNA2,$4.45,+3.76%,$1.5b,$32.7m,-14.59%,0.14%,0.02,-0.0085%,-0.0101%,$3.0m,2022-09-13 15:16:31.850483
5,Ravencoin-RVN,$0.0624,-3.21%,$1.4b,$51.9m,-9.96%,0.22%,0.04,+0.0101%,+0.0082%,$3.5m,2022-09-13 15:16:31.850483
6,Reef-REEF,$0.0052,+14.85%,$1.1b,$35.8m,+244.39%,0.15%,0.03,-0.5558%,-1.0383%,$3.1m,2022-09-13 15:16:31.850483
7,Litecoin-LTC,$62.03,+1.51%,$1.1b,$239.8m,+16.46%,1.00%,0.23,+0.0111%,+0.0140%,$2.5m,2022-09-13 15:16:31.850483
8,Cardano-ADA,$0.4664,-9.06%,$1.0b,$264.9m,-13.45%,1.11%,0.26,+0.0145%,+0.0045%,$2.4m,2022-09-13 15:16:31.850483
9,Polygon-MATIC,$0.8532,-7.75%,$974.1m,$182.3m,-11.47%,0.76%,0.19,+0.0048%,+0.0018%,$2.1m,2022-09-13 15:16:31.850483
10,Avalanche-AVAX,$19.71,-8.74%,$939.3m,$134.4m,-11.71%,0.56%,0.14,+0.0053%,-0.0139%,$1.4m,2022-09-13 15:16:31.850483
11,Terra-LUNA,$4.45,+3.71%,$930.6m,$15.9m,-24.20%,0.07%,0.02,+0.0150%,+0.0010%,$5.4m,2022-09-13 15:16:31.850483
12,Cosmos-ATOM,$14.48,-8.42%,$865.3m,$132.7m,-18.83%,0.55%,0.15,+0.0056%,+0.0067%,$1.8m,2022-09-13 15:16:31.850483
13,ApeCoin-APE,$5.16,-4.70%,$857.3m,$85.4m,-2.31%,0.36%,0.10,+0.0057%,+0.0071%,$2.1m,2022-09-13 15:16:31.850483
14,EOS-EOS,$1.56,-8.21%,$855.8m,$171.6m,-14.72%,0.72%,0.20,+0.0031%,+0.0051%,$2.3m,2022-09-13 15:16:31.850483
15,Binance Coin-BNB,$282.13,-4.79%,$849.5m,$251.4m,-11.65%,1.05%,0.30,+0.0067%,-0.0086%,$707.3k,2022-09-13 15:16:31.850483
16,Ripple-XRP,$0.3391,-4.20%,$728.5m,$327.6m,-4.37%,1.37%,0.45,+0.0010%,+0.0085%,$1.1m,2022-09-13 15:16:31.850483
17,1000LUNC-1000LUNC,$0.3730,+6.88%,$726.3m,$27.9m,+17.81%,0.12%,0.04,-0.0813%,-0.0824%,$2.6m,2022-09-13 15:16:31.850483
18,NEAR Protocol-NEAR,$4.56,-9.87%,$720.6m,$103.4m,-29.62%,0.43%,0.14,-0.0166%,-0.0079%,$1.6m,2022-09-13 15:16:31.850483
19,Filecoin-FIL,$6.05,-9.23%,$598.9m,$111.3m,-12.29%,0.46%,0.19,-0.0070%,-0.0070%,$1.7m,2022-09-13 15:16:31.850483
20,Optimism-OP,$1.19,-10.58%,$586.7m,$57.4m,-10.05%,0.24%,0.10,+0.0175%,+0.0052%,$1.7m,2022-09-13 15:16:31.850483
21,Polkadot-DOT,$7.24,-8.07%,$578.3m,$255.9m,-9.25%,1.07%,0.44,-0.0060%,-0.0066%,$1.0m,2022-09-13 15:16:31.850483
22,Chiliz-CHZ,$0.2018,-0.79%,$574.2m,$75.4m,-4.86%,0.31%,0.13,+0.0088%,+0.0053%,$1.2m,2022-09-13 15:16:31.850483
23,Dogecoin-DOGE,$0.0603,-5.72%,$431.8m,$118.9m,-6.13%,0.50%,0.28,+0.0116%,+0.0132%,$1.5m,2022-09-13 15:16:31.850483
24,STEPN-GMT,$0.6804,-8.46%,$429.0m,$98.1m,-9.29%,0.41%,0.23,+0.0079%,+0.0016%,$1.1m,2022-09-13 15:16:31.850483
25,Chainlink-LINK,$7.21,-7.63%,$421.2m,$107.8m,-13.67%,0.45%,0.26,+0.0115%,+0.0074%,$1.4m,2022-09-13 15:16:31.850483
26,Terra Classic-LUNC,$0.0004,+6.85%,$390.4m,$50.3m,+27.80%,0.21%,0.13,-0.0206%,-0.0393%,$2.0m,2022-09-13 15:16:31.850483
27,Bitcoin Cash-BCH,$120.24,-6.89%,$341.7m,$166.7m,-8.27%,0.70%,0.49,-0.0084%,-0.0057%,$1.1m,2022-09-13 15:16:31.850483
28,Curve DAO Token-CRV,$1.06,-9.10%,$318.4m,$55.2m,-11.93%,0.23%,0.17,-0.0099%,+0.0216%,$807.9k,2022-09-13 15:16:31.850483
29,1000SHIB-1000SHIB,$0.0121,-6.02%,$284.2m,$39.6m,-19.74%,0.17%,0.14,+0.0100%,-0.0022%,$1.0m,2022-09-13 15:16:31.850483
30,The Sandbox-SAND,$0.9031,-7.46%,$276.7m,$68.6m,-10.57%,0.29%,0.25,+0.0035%,+0.0090%,$872.8k,2022-09-13 15:16:31.850483
31,Axie Infinity-AXS,$14.71,-7.43%,$246.6m,$78.8m,-2.91%,0.33%,0.32,-0.0076%,-0.0322%,$740.1k,2022-09-13 15:16:31.850483
32,Aave-AAVE,$85.09,-8.68%,$242.4m,$41.5m,-19.78%,0.17%,0.17,+0.0041%,+0.0038%,$277.4k,2022-09-13 15:16:31.850483
33,Unifi Protocol DAO-UNFI,$7.36,-6.32%,$215.1m,$15.5m,-8.23%,0.06%,0.07,+0.0100%,+0.0100%,$438.3k,2022-09-13 15:16:31.850483
34,Hedera-HBAR,$0.0661,+2.95%,$202.7m,$15.2m,+81.00%,0.06%,0.08,-0.0196%,-0.0118%,$638.5k,2022-09-13 15:16:31.850483
35,Fantom-FTM,$0.2538,-7.36%,$202.2m,$44.7m,-10.48%,0.19%,0.22,+0.0093%,+0.0076%,$514.4k,2022-09-13 15:16:31.850483
36,Helium-HNT,$4.71,-8.44%,$192.5m,$18.3m,-16.03%,0.08%,0.10,+0.0060%,+0.0045%,$623.8k,2022-09-13 15:16:31.850483
37,The Graph-GRT,$0.1114,-6.38%,$174.9m,$24.6m,+1.45%,0.10%,0.14,-0.0013%,+0.0047%,$534.7k,2022-09-13 15:16:31.850483
38,Uniswap-UNI,$6.19,-8.93%,$173.1m,$46.9m,-15.02%,0.20%,0.27,-0.0065%,-0.0113%,$315.4k,2022-09-13 15:16:31.850483
39,Waves-WAVES,$4.49,-7.93%,$160.1m,$48.1m,-13.52%,0.20%,0.30,+0.0081%,+0.0054%,$428.3k,2022-09-13 15:16:31.850483
40,SHIBA INU-SHIB,$0.0000,-5.90%,$142.6m,$21.4m,-13.38%,0.09%,0.15,+0.0094%,+0.0046%,$763.4k,2022-09-13 15:16:31.850483
41,Decentraland-MANA,$0.7494,-7.14%,$138.6m,$38.9m,-6.26%,0.16%,0.28,+0.0075%,+0.0062%,$461.6k,2022-09-13 15:16:31.850483
42,Monero-XMR,$152.95,-5.10%,$134.2m,$44.4m,-3.32%,0.19%,0.33,+0.0100%,-0.0039%,$170.7k,2022-09-13 15:16:31.850483
43,Gala-GALA,$0.0485,-6.47%,$132.5m,$32.7m,-8.80%,0.14%,0.25,+0.0082%,+0.0054%,$264.9k,2022-09-13 15:16:31.850483
44,FTX Token-FTT,$26.85,-4.45%,$124.7m,$71.3m,-0.84%,0.30%,0.57,+0.0070%,+0.0049%,$441.1k,2022-09-13 15:16:31.850483
45,Ethereum Name Service-ENS,$14.44,-5.45%,$124.0m,$23.6m,-17.04%,0.10%,0.19,+0.0111%,+0.0049%,$286.5k,2022-09-13 15:16:31.850483
46,Tron-TRX,$0.0615,-3.69%,$120.9m,$136.1m,-3.69%,0.57%,1.13,-0.0168%,-0.0310%,$91.2k,2022-09-13 15:16:31.850483
47,Tellor-TRB,$15.50,-7.02%,$120.8m,$30.0m,-8.92%,0.13%,0.25,-0.0770%,-0.1267%,$349.2k,2022-09-13 15:16:31.850483
48,dYdX-DYDX,$1.48,-7.48%,$116.2m,$31.7m,-12.71%,0.13%,0.27,+0.0072%,+0.0069%,$473.2k,2022-09-13 15:16:31.850483
49,Stargate Finance-STG,$0.6337,-3.33%,$110.3m,$13.0m,-10.48%,0.05%,0.12,+0.0044%,+0.0033%,$355.0k,2022-09-13 15:16:31.850483
50,THORChain-RUNE,$1.81,-11.58%,$110.1m,$21.7m,-13.93%,0.09%,0.20,+0.0060%,+0.0034%,$270.4k,2022-09-13 15:16:31.850483
51,Injective Protocol-INJ,$1.82,-0.46%,$105.2m,$6.7m,-16.07%,0.03%,0.06,+0.0100%,+0.0100%,$285.7k,2022-09-13 15:16:31.850483
52,THETA-THETA,$1.11,-6.89%,$103.7m,$22.2m,-7.09%,0.09%,0.21,+0.0013%,-0.0044%,$325.2k,2022-09-13 15:16:31.850483
53,Kyber Network Crystal-KNC,$1.87,-3.22%,$97.0m,$21.2m,-11.24%,0.09%,0.22,-0.0005%,-0.0175%,$124.3k,2022-09-13 15:16:31.850483
54,SushiSwap-SUSHI,$1.19,-7.97%,$95.4m,$28.0m,-8.03%,0.12%,0.29,-0.0132%,+0.0045%,$228.0k,2022-09-13 15:16:31.850483
55,ConstitutionDAO-PEOPLE,$0.0210,-7.88%,$94.4m,$22.6m,-17.61%,0.09%,0.24,+0.0060%,+0.0009%,$262.2k,2022-09-13 15:16:31.850483
56,yearn.finance-YFI,"$9,260.60",-7.65%,$82.6m,$31.4m,-7.76%,0.13%,0.38,-0.0137%,-0.0073%,$229.0k,2022-09-13 15:16:31.850483
57,Algorand-ALGO,$0.3018,-6.85%,$81.4m,$29.4m,-9.17%,0.12%,0.36,+0.0222%,-0.0030%,$113.5k,2022-09-13 15:16:31.850483
58,1000XEC-1000XEC,$0.0457,+0.62%,$79.2m,$5.0m,-9.46%,0.02%,0.06,+0.0100%,+0.0100%,$141.4k,2022-09-13 15:16:31.850483
59,ZCash-ZEC,$60.17,-7.02%,$78.0m,$21.3m,-5.63%,0.09%,0.27,+0.0147%,-0.0041%,$248.2k,2022-09-13 15:16:31.850483
60,Tezos-XTZ,$1.56,-6.13%,$75.2m,$28.1m,-11.53%,0.12%,0.37,+0.0019%,+0.0001%,$195.5k,2022-09-13 15:16:31.850483
61,Compound-COMP,$52.39,-3.95%,$73.4m,$24.5m,-10.64%,0.10%,0.33,-0.0027%,-0.0023%,$204.8k,2022-09-13 15:16:31.850483
62,Project Galaxy-GAL,$2.72,-7.89%,$72.8m,$14.5m,-14.25%,0.06%,0.20,-0.0057%,-0.0078%,$432.4k,2022-09-13 15:16:31.850483
63,Synthetix Network Token-SNX,$2.80,-6.15%,$72.4m,$29.6m,-7.83%,0.12%,0.41,-0.0059%,-0.0058%,$181.0k,2022-09-13 15:16:31.850483
64,iExec RLC-RLC,$1.34,+1.65%,$70.5m,$7.2m,+5.98%,0.03%,0.10,-0.0752%,-0.0244%,$175.4k,2022-09-13 15:16:31.850483
65,Audius-AUDIO,$0.2597,-8.61%,$68.6m,$8.0m,-5.94%,0.03%,0.12,+0.0070%,+0.0054%,$209.1k,2022-09-13 15:16:31.850483
