,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,290.06",-9.46%,$57.8b,$9.9b,-12.06%,42.27%,0.17,+0.0074%,-0.0045%,$113.4m,2022-09-13 20:16:29.282153
1,Ethereum-ETH,"$1,614.38",-6.36%,$42.4b,$7.0b,-6.62%,29.99%,0.17,-0.0627%,-0.1193%,$102.1m,2022-09-13 20:16:29.282153
2,Solana-SOL,$34.17,-9.04%,$2.8b,$408.5m,-14.93%,1.75%,0.14,-0.0007%,-0.0165%,$6.6m,2022-09-13 20:16:29.282153
3,Ethereum Classic-ETC,$36.36,-5.26%,$2.3b,$421.1m,-8.57%,1.80%,0.18,-0.0117%,-0.0252%,$9.4m,2022-09-13 20:16:29.282153
4,LUNA2-LUNA2,$4.22,-1.69%,$1.2b,$30.6m,-10.35%,0.13%,0.02,-0.0050%,-0.0007%,$2.2m,2022-09-13 20:16:29.282153
5,Litecoin-LTC,$59.63,-2.97%,$1.2b,$223.9m,+7.29%,0.96%,0.19,+0.0152%,+0.0055%,$3.4m,2022-09-13 20:16:29.282153
6,Ravencoin-RVN,$0.0618,-9.54%,$1.2b,$49.4m,-27.66%,0.21%,0.04,+0.0083%,+0.0052%,$3.0m,2022-09-13 20:16:29.282153
7,Reef-REEF,$0.0057,+12.93%,$1.1b,$42.6m,+86.97%,0.18%,0.04,-0.6617%,-0.0188%,$2.6m,2022-09-13 20:16:29.282153
8,Cardano-ADA,$0.4720,-6.98%,$1.0b,$264.7m,-10.34%,1.13%,0.26,+0.0011%,-0.0164%,$2.1m,2022-09-13 20:16:29.282153
9,Polygon-MATIC,$0.8585,-8.26%,$950.8m,$175.0m,-16.50%,0.75%,0.18,+0.0031%,+0.0030%,$2.6m,2022-09-13 20:16:29.282153
10,ApeCoin-APE,$5.23,-3.72%,$878.2m,$83.1m,-1.03%,0.36%,0.09,+0.0076%,+0.0015%,$2.1m,2022-09-13 20:16:29.282153
11,Binance Coin-BNB,$279.83,-4.59%,$868.0m,$245.8m,-9.57%,1.05%,0.28,-0.0070%,-0.0155%,$698.1k,2022-09-13 20:16:29.282153
12,Cosmos-ATOM,$14.12,-8.95%,$861.3m,$130.6m,-15.63%,0.56%,0.15,+0.0058%,-0.0082%,$2.3m,2022-09-13 20:16:29.282153
13,Avalanche-AVAX,$19.30,-9.65%,$857.7m,$132.1m,-11.83%,0.57%,0.15,-0.0128%,-0.0101%,$2.1m,2022-09-13 20:16:29.282153
14,EOS-EOS,$1.53,-8.16%,$826.8m,$163.5m,-13.95%,0.70%,0.20,+0.0043%,-0.0061%,$2.0m,2022-09-13 20:16:29.282153
15,Terra-LUNA,$4.22,-1.27%,$769.8m,$14.1m,-15.84%,0.06%,0.02,-0.0004%,+0.0056%,$3.6m,2022-09-13 20:16:29.282153
16,Ripple-XRP,$0.3376,-5.46%,$736.3m,$321.4m,-6.01%,1.38%,0.44,+0.0088%,+0.0002%,$1.2m,2022-09-13 20:16:29.282153
17,1000LUNC-1000LUNC,$0.3615,+7.24%,$728.1m,$32.4m,+41.06%,0.14%,0.04,-0.1493%,-0.1704%,$2.4m,2022-09-13 20:16:29.282153
18,NEAR Protocol-NEAR,$4.54,-9.26%,$677.8m,$100.3m,-23.34%,0.43%,0.15,-0.0070%,-0.0224%,$1.6m,2022-09-13 20:16:29.282153
19,Chiliz-CHZ,$0.1993,-1.17%,$612.6m,$73.4m,-1.22%,0.31%,0.12,+0.0055%,+0.0089%,$1.1m,2022-09-13 20:16:29.282153
20,Optimism-OP,$1.20,-7.91%,$543.1m,$57.8m,-10.90%,0.25%,0.11,+0.0042%,+0.0075%,$1.4m,2022-09-13 20:16:29.282153
21,Polkadot-DOT,$7.19,-7.09%,$537.6m,$252.8m,-7.13%,1.08%,0.47,-0.0033%,-0.0001%,$1.2m,2022-09-13 20:16:29.282153
22,Filecoin-FIL,$5.94,-8.93%,$535.2m,$106.3m,-10.28%,0.46%,0.20,-0.0070%,-0.0123%,$1.7m,2022-09-13 20:16:29.282153
23,Dogecoin-DOGE,$0.0603,-5.72%,$441.6m,$117.8m,-4.61%,0.50%,0.27,+0.0126%,+0.0015%,$1.5m,2022-09-13 20:16:29.282153
24,STEPN-GMT,$0.6798,-7.99%,$414.0m,$97.9m,-8.73%,0.42%,0.24,+0.0022%,-0.0117%,$990.6k,2022-09-13 20:16:29.282153
25,Chainlink-LINK,$7.23,-7.30%,$409.8m,$105.8m,-13.00%,0.45%,0.26,+0.0101%,+0.0013%,$1.6m,2022-09-13 20:16:29.282153
26,Terra Classic-LUNC,$0.0004,+6.81%,$389.9m,$50.0m,+35.54%,0.21%,0.13,-0.0418%,-0.0705%,$1.8m,2022-09-13 20:16:29.282153
27,Bitcoin Cash-BCH,$118.55,-8.04%,$355.3m,$164.0m,-7.98%,0.70%,0.46,-0.0090%,-0.0281%,$1.2m,2022-09-13 20:16:29.282153
28,Curve DAO Token-CRV,$1.08,-6.02%,$302.0m,$56.2m,-9.85%,0.24%,0.19,+0.0157%,-0.0297%,$834.9k,2022-09-13 20:16:29.282153
