,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,206.30",-3.15%,$35.6b,$9.7b,-6.20%,41.51%,0.27,-0.0021%,-0.0019%,$81.5m,2022-09-14 16:16:30.737666
1,Ethereum-ETH,"$1,592.46",-0.50%,$30.9b,$7.1b,+1.42%,30.60%,0.23,-0.1704%,-0.1742%,$57.3m,2022-09-14 16:16:30.737666
2,LUNA2-LUNA2,$3.09,-31.25%,$2.5b,$59.7m,+78.01%,0.26%,0.02,-0.3187%,-0.3111%,$4.0m,2022-09-14 16:16:30.737666
3,Ethereum Classic-ETC,$36.97,+4.38%,$2.5b,$444.7m,+7.22%,1.91%,0.18,-0.0144%,-0.0186%,$6.7m,2022-09-14 16:16:30.737666
4,Solana-SOL,$33.41,-4.34%,$1.6b,$407.1m,-5.00%,1.75%,0.26,+0.0014%,+0.0009%,$3.8m,2022-09-14 16:16:30.737666
5,Ravencoin-RVN,$0.0723,+18.13%,$1.3b,$95.0m,+88.78%,0.41%,0.07,-0.0922%,-0.1676%,$2.6m,2022-09-14 16:16:30.737666
6,Terra-LUNA,$3.09,-31.29%,$1.2b,$28.5m,+65.76%,0.12%,0.02,-0.9235%,-0.1817%,$10.1m,2022-09-14 16:16:30.737666
7,Reef-REEF,$0.0053,-0.39%,$897.9m,$30.2m,-14.18%,0.13%,0.03,-1.3089%,-1.3099%,$2.0m,2022-09-14 16:16:30.737666
8,1000LUNC-1000LUNC,$0.2960,-21.82%,$762.3m,$30.2m,+0.06%,0.13%,0.04,-0.0310%,-0.0312%,$1.8m,2022-09-14 16:16:30.737666
9,Cardano-ADA,$0.4815,+2.33%,$743.9m,$268.9m,+1.26%,1.15%,0.36,-0.0038%,-0.0067%,$1.0m,2022-09-14 16:16:30.737666
10,Litecoin-LTC,$60.23,-3.31%,$639.2m,$222.4m,-7.70%,0.95%,0.35,+0.0095%,+0.0129%,$1.7m,2022-09-14 16:16:30.737666
11,EOS-EOS,$1.47,-5.96%,$638.1m,$160.3m,-5.57%,0.69%,0.25,-0.0174%,-0.0263%,$1.6m,2022-09-14 16:16:30.737666
12,Binance Coin-BNB,$278.71,-1.52%,$635.9m,$245.6m,-2.28%,1.05%,0.39,-0.0038%,+0.0082%,$642.1k,2022-09-14 16:16:30.737666
13,Cosmos-ATOM,$13.93,-3.17%,$565.8m,$121.5m,-7.59%,0.52%,0.21,+0.0088%,+0.0035%,$1.0m,2022-09-14 16:16:30.737666
14,Ripple-XRP,$0.3350,-1.25%,$534.5m,$317.2m,-2.84%,1.36%,0.59,-0.0036%,+0.0028%,$880.2k,2022-09-14 16:16:30.737666
15,Polygon-MATIC,$0.8499,-1.22%,$509.6m,$169.1m,-7.89%,0.73%,0.33,+0.0011%,-0.0013%,$1.1m,2022-09-14 16:16:30.737666
16,Avalanche-AVAX,$18.99,-3.98%,$478.0m,$130.6m,-2.83%,0.56%,0.27,-0.0108%,-0.0114%,$1.5m,2022-09-14 16:16:30.737666
17,ApeCoin-APE,$4.99,-4.23%,$436.8m,$77.7m,-6.93%,0.33%,0.18,+0.0178%,+0.0102%,$1.2m,2022-09-14 16:16:30.737666
18,Chiliz-CHZ,$0.1918,-6.68%,$420.6m,$70.5m,-9.52%,0.30%,0.17,-0.0082%,-0.0120%,$848.9k,2022-09-14 16:16:30.737666
19,Dogecoin-DOGE,$0.0608,+0.57%,$417.4m,$119.0m,+0.00%,0.51%,0.29,+0.0094%,-0.0012%,$670.6k,2022-09-14 16:16:30.737666
20,NEAR Protocol-NEAR,$4.44,-2.97%,$408.3m,$100.8m,-2.15%,0.43%,0.25,-0.0019%,+0.0014%,$841.9k,2022-09-14 16:16:30.737666
21,Terra Classic-LUNC,$0.0003,-21.60%,$360.3m,$40.4m,-20.72%,0.17%,0.11,-0.0694%,-0.0141%,$1.6m,2022-09-14 16:16:30.737666
22,Optimism-OP,$1.17,-2.38%,$340.8m,$55.4m,-3.86%,0.24%,0.16,+0.0068%,+0.0100%,$511.0k,2022-09-14 16:16:30.737666
