,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,869.01",-5.54%,$51.0b,$10.3b,-6.43%,43.11%,0.20,+0.0082%,+0.0062%,$67.3m,2022-09-13 16:16:28.500112
1,Ethereum-ETH,"$1,599.58",-5.91%,$39.0b,$7.0b,-6.19%,29.37%,0.18,-0.0428%,-0.0394%,$87.8m,2022-09-13 16:16:28.500112
2,Solana-SOL,$34.91,-5.49%,$2.7b,$430.5m,-10.16%,1.80%,0.16,-0.0051%,-0.0046%,$4.8m,2022-09-13 16:16:28.500112
3,Ethereum Classic-ETC,$35.42,-5.36%,$2.2b,$416.0m,-7.81%,1.74%,0.19,-0.0085%,-0.0081%,$8.2m,2022-09-13 16:16:28.500112
4,LUNA2-LUNA2,$4.51,+16.07%,$1.4b,$34.3m,-12.95%,0.14%,0.02,-0.0126%,-0.0130%,$2.7m,2022-09-13 16:16:28.500112
5,Ravencoin-RVN,$0.0620,+0.79%,$1.3b,$50.5m,-10.53%,0.21%,0.04,+0.0084%,+0.0189%,$3.4m,2022-09-13 16:16:28.500112
6,Litecoin-LTC,$62.33,+3.43%,$1.1b,$241.4m,+17.37%,1.01%,0.23,+0.0189%,+0.0207%,$2.4m,2022-09-13 16:16:28.500112
7,Cardano-ADA,$0.4712,-5.35%,$965.7m,$266.1m,-9.83%,1.11%,0.28,+0.0115%,+0.0012%,$2.0m,2022-09-13 16:16:28.500112
8,Reef-REEF,$0.0053,+1.11%,$962.2m,$35.4m,+94.94%,0.15%,0.04,-0.6232%,-0.2752%,$2.5m,2022-09-13 16:16:28.500112
9,Polygon-MATIC,$0.8572,-4.91%,$945.2m,$183.9m,-7.47%,0.77%,0.19,+0.0032%,+0.0046%,$2.1m,2022-09-13 16:16:28.500112
10,Avalanche-AVAX,$19.69,-5.93%,$888.1m,$135.4m,-6.97%,0.57%,0.15,-0.0082%,-0.0120%,$1.3m,2022-09-13 16:16:28.500112
11,Terra-LUNA,$4.51,+15.83%,$870.6m,$17.6m,-4.55%,0.07%,0.02,-0.0004%,-0.0034%,$4.4m,2022-09-13 16:16:28.500112
12,ApeCoin-APE,$5.20,-1.61%,$846.6m,$83.8m,+0.91%,0.35%,0.10,+0.0075%,+0.0067%,$1.8m,2022-09-13 16:16:28.500112
13,Binance Coin-BNB,$283.04,-3.07%,$834.4m,$252.1m,-8.94%,1.05%,0.30,+0.0017%,-0.0125%,$576.2k,2022-09-13 16:16:28.500112
14,Cosmos-ATOM,$14.39,-4.76%,$830.9m,$132.0m,-13.07%,0.55%,0.16,+0.0061%,+0.0353%,$1.6m,2022-09-13 16:16:28.500112
15,EOS-EOS,$1.56,-5.11%,$808.8m,$170.5m,-10.98%,0.71%,0.21,+0.0061%,+0.0154%,$1.6m,2022-09-13 16:16:28.500112
16,Ripple-XRP,$0.3392,-3.12%,$716.5m,$326.7m,-3.19%,1.36%,0.46,+0.0080%,+0.0108%,$929.4k,2022-09-13 16:16:28.500112
17,1000LUNC-1000LUNC,$0.3782,+19.57%,$707.9m,$30.5m,+34.93%,0.13%,0.04,-0.1771%,-0.1789%,$2.4m,2022-09-13 16:16:28.500112
18,NEAR Protocol-NEAR,$4.58,-7.96%,$680.2m,$103.2m,-25.95%,0.43%,0.15,-0.0057%,-0.0075%,$1.3m,2022-09-13 16:16:28.500112
19,Chiliz-CHZ,$0.2058,+4.59%,$564.2m,$78.2m,+6.21%,0.33%,0.14,+0.0035%,+0.0045%,$938.1k,2022-09-13 16:16:28.500112
20,Optimism-OP,$1.20,-6.70%,$544.3m,$57.9m,-5.85%,0.24%,0.11,+0.0097%,+0.0094%,$1.3m,2022-09-13 16:16:28.500112
21,Filecoin-FIL,$6.09,-5.05%,$532.6m,$111.6m,-5.34%,0.47%,0.21,-0.0069%,-0.0015%,$1.2m,2022-09-13 16:16:28.500112
22,Polkadot-DOT,$7.25,-5.26%,$531.9m,$257.0m,-5.73%,1.07%,0.48,-0.0018%,+0.0019%,$877.1k,2022-09-13 16:16:28.500112
23,Dogecoin-DOGE,$0.0604,-4.11%,$419.8m,$119.2m,-3.72%,0.50%,0.28,+0.0173%,+0.0141%,$1.3m,2022-09-13 16:16:28.500112
24,STEPN-GMT,$0.6853,-4.97%,$409.1m,$98.9m,-4.72%,0.41%,0.24,+0.0105%,+0.0079%,$944.1k,2022-09-13 16:16:28.500112
25,Chainlink-LINK,$7.23,-5.31%,$403.4m,$108.2m,-10.81%,0.45%,0.27,+0.0146%,+0.0117%,$1.1m,2022-09-13 16:16:28.500112
26,Terra Classic-LUNC,$0.0004,+17.18%,$383.9m,$51.5m,+44.24%,0.21%,0.13,-0.0436%,-0.0705%,$1.8m,2022-09-13 16:16:28.500112
27,Bitcoin Cash-BCH,$121.18,-4.55%,$335.3m,$167.9m,-5.53%,0.70%,0.50,-0.0041%,-0.0037%,$873.0k,2022-09-13 16:16:28.500112
28,Curve DAO Token-CRV,$1.08,-4.65%,$299.9m,$57.3m,-6.44%,0.24%,0.19,+0.0200%,-0.0167%,$651.0k,2022-09-13 16:16:28.500112
29,1000SHIB-1000SHIB,$0.0123,-2.26%,$264.8m,$40.4m,-12.36%,0.17%,0.15,-0.0034%,-0.0039%,$787.4k,2022-09-13 16:16:28.500112
30,The Sandbox-SAND,$0.9055,-5.13%,$260.6m,$68.9m,-6.28%,0.29%,0.26,+0.0084%,+0.0135%,$774.4k,2022-09-13 16:16:28.500112
31,Axie Infinity-AXS,$14.76,-4.73%,$235.9m,$79.8m,+2.58%,0.33%,0.34,-0.0262%,-0.0097%,$599.3k,2022-09-13 16:16:28.500112
32,Aave-AAVE,$85.80,-5.33%,$231.2m,$42.1m,-11.71%,0.18%,0.18,+0.0070%,+0.0093%,$162.2k,2022-09-13 16:16:28.500112
33,Unifi Protocol DAO-UNFI,$7.39,-2.37%,$206.0m,$15.8m,-1.78%,0.07%,0.08,+0.0100%,+0.0100%,$331.0k,2022-09-13 16:16:28.500112
