,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,289.50",+9.94%,$49.4b,$10.5b,+8.88%,41.86%,0.21,+0.0049%,+0.0077%,$139.5m,2022-09-10 01:16:43.074294
1,Ethereum-ETH,"$1,719.15",+4.75%,$33.4b,$7.5b,+2.26%,29.97%,0.22,-0.0081%,-0.0048%,$76.6m,2022-09-10 01:16:43.074294
2,Ethereum Classic-ETC,$39.69,+7.18%,$3.3b,$523.6m,+4.59%,2.09%,0.16,+0.0038%,+0.0119%,$11.1m,2022-09-10 01:16:43.074294
3,Cosmos-ATOM,$16.11,+15.73%,$1.9b,$178.3m,-3.15%,0.71%,0.10,+0.0016%,+0.0100%,$6.0m,2022-09-10 01:16:43.074294
4,Terra-LUNA,$5.30,+170.79%,$1.7b,$19.7m,+160.03%,0.08%,0.01,-0.0206%,-0.0238%,$20.6m,2022-09-10 01:16:43.074294
5,Solana-SOL,$34.82,+2.09%,$1.6b,$416.2m,+0.27%,1.66%,0.25,+0.0102%,+0.0085%,$2.5m,2022-09-10 01:16:43.074294
6,EOS-EOS,$1.67,+4.72%,$1.2b,$199.9m,-4.14%,0.80%,0.17,+0.0065%,+0.0093%,$2.6m,2022-09-10 01:16:43.074294
7,Ravencoin-RVN,$0.0550,+48.37%,$1.1b,$44.8m,+148.48%,0.18%,0.04,+0.0164%,+0.0181%,$3.2m,2022-09-10 01:16:43.074294
8,Cardano-ADA,$0.5086,+5.24%,$941.9m,$300.6m,+5.22%,1.20%,0.32,+0.0052%,+0.0169%,$1.2m,2022-09-10 01:16:43.074294
9,Ripple-XRP,$0.3560,+4.52%,$927.6m,$341.7m,+3.51%,1.36%,0.37,+0.0066%,+0.0083%,$1.3m,2022-09-10 01:16:43.074294
10,LUNA2-LUNA2,n/a,n/a,$827.9m,$13.7m,+315.14%,0.05%,0.02,-0.0487%,-0.0449%,$4.1m,2022-09-10 01:16:43.074294
11,Optimism-OP,$1.39,+17.89%,$808.8m,$70.6m,+18.05%,0.28%,0.09,+0.0148%,+0.0203%,$2.5m,2022-09-10 01:16:43.074294
12,STEPN-GMT,$0.7781,+18.41%,$733.1m,$119.9m,+14.47%,0.48%,0.16,-0.0049%,-0.0053%,$2.3m,2022-09-10 01:16:43.074294
13,Binance Coin-BNB,$293.77,+4.39%,$722.1m,$279.0m,-1.30%,1.11%,0.39,+0.0092%,+0.0054%,$922.7k,2022-09-10 01:16:43.074294
14,Chiliz-CHZ,$0.2051,+6.16%,$650.7m,$82.0m,-0.23%,0.33%,0.13,+0.0172%,+0.0219%,$643.8k,2022-09-10 01:16:43.074294
15,ApeCoin-APE,$5.06,+11.88%,$645.2m,$73.2m,+16.48%,0.29%,0.11,+0.0060%,+0.0016%,$2.0m,2022-09-10 01:16:43.074294
16,Avalanche-AVAX,$20.95,+6.47%,$640.1m,$145.5m,+5.79%,0.58%,0.23,+0.0126%,+0.0141%,$726.4k,2022-09-10 01:16:43.074294
17,1000SHIB-1000SHIB,$0.0129,+4.88%,$603.7m,$46.8m,+9.01%,0.19%,0.08,+0.0100%,+0.0100%,$1.8m,2022-09-10 01:16:43.074294
18,Bitcoin Cash-BCH,$133.23,+4.74%,$576.0m,$203.0m,-1.95%,0.81%,0.35,-0.0023%,+0.0052%,$1.5m,2022-09-10 01:16:43.074294
19,Filecoin-FIL,$6.41,+7.88%,$546.6m,$114.6m,+8.17%,0.46%,0.21,-0.0100%,-0.0016%,$824.5k,2022-09-10 01:16:43.074294
20,Polkadot-DOT,$7.80,+4.90%,$529.8m,$282.9m,+3.32%,1.13%,0.53,+0.0016%,+0.0010%,$955.7k,2022-09-10 01:16:43.074294
21,Polygon-MATIC,$0.8911,+4.65%,$523.5m,$195.1m,+3.49%,0.78%,0.37,+0.0058%,+0.0078%,$821.0k,2022-09-10 01:16:43.074294
22,Chainlink-LINK,$7.77,+2.64%,$517.8m,$121.0m,+0.18%,0.48%,0.23,+0.0094%,+0.0126%,$1.4m,2022-09-10 01:16:43.074294
23,Dogecoin-DOGE,$0.0639,+4.04%,$512.8m,$121.5m,+1.05%,0.49%,0.24,+0.0104%,+0.0096%,$1.2m,2022-09-10 01:16:43.074294
24,NEAR Protocol-NEAR,$4.87,+5.00%,$499.9m,$123.0m,+0.11%,0.49%,0.25,+0.0012%,-0.0007%,$1.3m,2022-09-10 01:16:43.074294
25,Litecoin-LTC,$61.35,+5.55%,$496.0m,$200.0m,+5.32%,0.80%,0.40,+0.0077%,+0.0094%,$841.5k,2022-09-10 01:16:43.074294
26,Unifi Protocol DAO-UNFI,$8.05,+12.46%,$332.1m,$16.9m,-3.38%,0.07%,0.05,+0.0100%,+0.0100%,$498.8k,2022-09-10 01:16:43.074294
27,Curve DAO Token-CRV,$1.21,+5.69%,$329.2m,$65.4m,+10.13%,0.26%,0.20,-0.0033%,+0.0230%,$504.9k,2022-09-10 01:16:43.074294
28,Axie Infinity-AXS,$15.84,+5.25%,$314.2m,$83.5m,+5.61%,0.33%,0.27,-0.0193%,-0.0216%,$567.6k,2022-09-10 01:16:43.074294
29,Terra Classic-LUNC,$0.0004,-15.62%,$303.8m,$35.7m,+10.36%,0.14%,0.12,-0.1589%,-0.1576%,$1.9m,2022-09-10 01:16:43.074294
30,The Sandbox-SAND,$0.9815,+6.14%,$285.8m,$77.7m,+6.46%,0.31%,0.27,+0.0081%,+0.0147%,$554.3k,2022-09-10 01:16:43.074294
31,Stargate Finance-STG,$0.8066,+1.57%,$280.7m,$24.0m,-22.18%,0.10%,0.09,+0.0067%,+0.0074%,$543.3k,2022-09-10 01:16:43.074294
32,Helium-HNT,$4.82,-1.61%,$279.6m,$26.5m,-18.17%,0.11%,0.09,+0.0055%,+0.0048%,$469.9k,2022-09-10 01:16:43.074294
33,yearn.finance-YFI,"$10,318.76",+10.38%,$276.8m,$40.6m,+13.31%,0.16%,0.15,-0.0038%,-0.0118%,$494.3k,2022-09-10 01:16:43.074294
34,Project Galaxy-GAL,$3.24,+28.69%,$236.0m,$23.1m,+74.54%,0.09%,0.10,-0.0106%,-0.0186%,$492.5k,2022-09-10 01:16:43.074294
35,Fantom-FTM,$0.2814,+10.46%,$230.8m,$52.3m,+12.09%,0.21%,0.23,+0.0095%,+0.0091%,$387.6k,2022-09-10 01:16:43.074294
36,Tellor-TRB,$17.40,+7.71%,$193.3m,$37.9m,-2.24%,0.15%,0.20,+0.0043%,+0.0049%,$401.4k,2022-09-10 01:16:43.074294
37,SHIBA INU-SHIB,$0.0000,+4.43%,$191.6m,$22.0m,+7.29%,0.09%,0.11,+0.0116%,+0.0097%,$476.5k,2022-09-10 01:16:43.074294
