,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,215.59",+10.79%,$43.4b,$10.6b,+10.34%,42.26%,0.24,+0.0014%,+0.0005%,$123.1m,2022-09-09 16:17:57.060908
1,Ethereum-ETH,"$1,710.38",+5.83%,$34.1b,$7.5b,+3.88%,29.98%,0.22,-0.0079%,-0.0049%,$80.7m,2022-09-09 16:17:57.060908
2,Ethereum Classic-ETC,$38.60,+6.45%,$3.1b,$498.3m,+1.95%,1.98%,0.16,+0.0085%,+0.0051%,$10.4m,2022-09-09 16:17:57.060908
3,Cosmos-ATOM,$16.19,+18.37%,$1.7b,$187.9m,+5.79%,0.75%,0.11,+0.0142%,+0.0018%,$5.7m,2022-09-09 16:17:57.060908
4,Solana-SOL,$34.73,+4.82%,$1.7b,$424.8m,+4.33%,1.69%,0.26,+0.0104%,+0.0121%,$2.7m,2022-09-09 16:17:57.060908
5,EOS-EOS,$1.64,+1.97%,$1.2b,$198.9m,-11.14%,0.79%,0.16,+0.0086%,+0.0068%,$2.6m,2022-09-09 16:17:57.060908
6,Terra-LUNA,$5.93,+206.60%,$1.2b,$23.7m,+214.22%,0.09%,0.02,-0.0943%,-0.1071%,$16.7m,2022-09-09 16:17:57.060908
7,Cardano-ADA,$0.4909,+5.00%,$903.0m,$287.9m,+5.40%,1.14%,0.32,+0.0084%,+0.0064%,$1.1m,2022-09-09 16:17:57.060908
8,Ripple-XRP,$0.3456,+4.50%,$836.1m,$335.0m,+4.99%,1.33%,0.40,+0.0095%,+0.0140%,$1.3m,2022-09-09 16:17:57.060908
9,Binance Coin-BNB,$291.64,+4.97%,$675.4m,$283.4m,+1.21%,1.13%,0.42,+0.0125%,+0.0105%,$856.8k,2022-09-09 16:17:57.060908
10,Bitcoin Cash-BCH,$134.22,+5.95%,$618.6m,$211.4m,+4.06%,0.84%,0.34,+0.0090%,+0.0100%,$1.4m,2022-09-09 16:17:57.060908
11,Avalanche-AVAX,$20.25,+7.90%,$562.1m,$141.9m,+9.67%,0.56%,0.25,+0.0098%,+0.0037%,$674.5k,2022-09-09 16:17:57.060908
12,Chainlink-LINK,$7.79,+6.36%,$557.5m,$127.5m,+9.99%,0.51%,0.23,+0.0094%,+0.0046%,$1.6m,2022-09-09 16:17:57.060908
