,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,566.26",+1.49%,$21.0b,$10.6b,+0.85%,41.74%,0.51,+0.0046%,+0.0040%,$39.8m,2022-09-11 15:16:23.660450
1,Ethereum-ETH,"$1,766.75",+2.79%,$17.7b,$7.8b,+1.89%,30.44%,0.44,-0.0158%,-0.0227%,$60.0m,2022-09-11 15:16:23.660450
2,LUNA2-LUNA2,$5.55,-8.38%,$1.5b,$39.9m,+19.49%,0.16%,0.03,-0.0417%,-0.0656%,$2.5m,2022-09-11 15:16:23.660450
3,Ethereum Classic-ETC,$38.50,+0.13%,$1.2b,$481.2m,-1.48%,1.89%,0.39,+0.0022%,+0.0030%,$3.2m,2022-09-11 15:16:23.660450
4,EOS-EOS,$1.72,-4.17%,$944.4m,$211.0m,-11.50%,0.83%,0.22,+0.0083%,+0.0144%,$1.5m,2022-09-11 15:16:23.660450
5,Terra-LUNA,$5.54,-8.33%,$943.5m,$22.5m,-2.46%,0.09%,0.02,-0.0498%,-0.0586%,$4.9m,2022-09-11 15:16:23.660450
6,ApeCoin-APE,$5.68,+13.51%,$806.7m,$109.7m,+48.80%,0.43%,0.14,+0.0118%,+0.0028%,$1.5m,2022-09-11 15:16:23.660450
7,Solana-SOL,$34.83,+1.12%,$751.7m,$403.6m,-0.73%,1.58%,0.54,+0.0034%,+0.0041%,$861.8k,2022-09-11 15:16:23.660450
8,Cardano-ADA,$0.5104,-1.14%,$694.7m,$312.2m,-0.73%,1.22%,0.45,+0.0013%,+0.0010%,$638.8k,2022-09-11 15:16:23.660450
9,Cosmos-ATOM,$15.71,-0.76%,$604.0m,$166.9m,-3.83%,0.65%,0.28,+0.0053%,+0.0053%,$952.3k,2022-09-11 15:16:23.660450
10,Chiliz-CHZ,$0.2092,+4.57%,$562.5m,$82.0m,+2.32%,0.32%,0.15,+0.0097%,+0.0107%,$719.5k,2022-09-11 15:16:23.660450
11,Filecoin-FIL,$6.63,+5.73%,$496.9m,$127.7m,+13.03%,0.50%,0.26,+0.0044%,+0.0059%,$699.7k,2022-09-11 15:16:23.660450
12,Litecoin-LTC,$62.48,-2.86%,$434.9m,$216.3m,-3.05%,0.85%,0.50,+0.0089%,+0.0098%,$482.5k,2022-09-11 15:16:23.660450
13,Optimism-OP,$1.42,+3.25%,$427.4m,$71.4m,+4.58%,0.28%,0.17,+0.0159%,+0.0140%,$584.5k,2022-09-11 15:16:23.660450
14,Ravencoin-RVN,$0.0524,+0.84%,$408.6m,$34.7m,-8.85%,0.14%,0.08,+0.0079%,+0.0138%,$829.6k,2022-09-11 15:16:23.660450
15,Binance Coin-BNB,$294.07,+0.37%,$383.5m,$281.8m,-0.08%,1.10%,0.73,+0.0068%,+0.0049%,$239.1k,2022-09-11 15:16:23.660450
16,Chainlink-LINK,$7.88,+1.77%,$378.4m,$125.8m,+4.20%,0.49%,0.33,+0.0075%,+0.0095%,$400.3k,2022-09-11 15:16:23.660450
17,STEPN-GMT,$0.7479,+0.35%,$364.9m,$108.7m,-2.39%,0.43%,0.30,-0.0073%,+0.0005%,$851.3k,2022-09-11 15:16:23.660450
18,Ripple-XRP,$0.3555,-0.18%,$339.2m,$342.5m,-0.07%,1.34%,1.01,+0.0021%,+0.0032%,$440.8k,2022-09-11 15:16:23.660450
19,Helium-HNT,$5.27,-9.99%,$336.6m,$26.3m,-31.28%,0.10%,0.08,+0.0057%,-0.0028%,$527.9k,2022-09-11 15:16:23.660450
20,1000LUNC-1000LUNC,$0.4011,-11.96%,$336.0m,$20.8m,+48.59%,0.08%,0.06,-0.0652%,-0.0777%,$710.3k,2022-09-11 15:16:23.660450
21,Avalanche-AVAX,$20.40,+1.00%,$333.6m,$135.3m,-0.69%,0.53%,0.41,+0.0110%,+0.0098%,$253.3k,2022-09-11 15:16:23.660450
22,1000SHIB-1000SHIB,$0.0130,-0.56%,$322.4m,$47.0m,+1.45%,0.18%,0.15,+0.0029%,+0.0086%,$605.0k,2022-09-11 15:16:23.660450
23,Polygon-MATIC,$0.8946,+0.87%,$319.9m,$197.0m,+0.20%,0.77%,0.62,+0.0081%,+0.0063%,$671.8k,2022-09-11 15:16:23.660450
24,Dogecoin-DOGE,$0.0639,+0.03%,$302.3m,$123.7m,+1.09%,0.48%,0.41,+0.0108%,+0.0078%,$330.7k,2022-09-11 15:16:23.660450
25,Polkadot-DOT,$7.73,+0.82%,$279.0m,$274.2m,-0.66%,1.08%,0.98,-0.0004%,+0.0003%,$298.1k,2022-09-11 15:16:23.660450
26,NEAR Protocol-NEAR,$4.79,+2.07%,$270.2m,$115.7m,-0.52%,0.45%,0.43,-0.0005%,+0.0037%,$345.3k,2022-09-11 15:16:23.660450
27,Curve DAO Token-CRV,$1.21,+3.10%,$247.1m,$66.7m,+5.77%,0.26%,0.27,-0.0135%,+0.0241%,$355.7k,2022-09-11 15:16:23.660450
28,The Sandbox-SAND,$0.9786,-0.24%,$197.3m,$78.7m,+0.77%,0.31%,0.40,+0.0039%,+0.0151%,$138.7k,2022-09-11 15:16:23.660450
29,Bitcoin Cash-BCH,$130.38,-2.77%,$195.1m,$190.8m,-6.58%,0.75%,0.98,-0.0021%,-0.0039%,$320.8k,2022-09-11 15:16:23.660450
30,Waves-WAVES,$4.91,+1.02%,$185.6m,$57.2m,+0.49%,0.22%,0.31,+0.0096%,+0.0075%,$322.7k,2022-09-11 15:16:23.660450
31,Terra Classic-LUNC,$0.0004,-12.85%,$182.5m,$41.2m,-7.52%,0.16%,0.23,-0.1008%,+0.0030%,$615.3k,2022-09-11 15:16:23.660450
32,Kyber Network Crystal-KNC,$2.01,+3.99%,$157.0m,$28.0m,+21.77%,0.11%,0.18,+0.0040%,+0.0005%,$505.1k,2022-09-11 15:16:23.660450
33,Unifi Protocol DAO-UNFI,$8.23,+5.50%,$152.7m,$20.0m,+15.40%,0.08%,0.13,+0.0100%,+0.0100%,$109.9k,2022-09-11 15:16:23.660450
34,Project Galaxy-GAL,$3.11,+5.53%,$137.6m,$20.5m,+9.20%,0.08%,0.15,-0.0125%,-0.0119%,$271.3k,2022-09-11 15:16:23.660450
35,SHIBA INU-SHIB,$0.0000,-0.51%,$129.8m,$23.9m,+8.37%,0.09%,0.18,+0.0060%,+0.0079%,$441.0k,2022-09-11 15:16:23.660450
36,Stargate Finance-STG,$0.7459,-0.66%,$119.0m,$19.4m,-8.32%,0.08%,0.16,+0.0062%,+0.0068%,$204.2k,2022-09-11 15:16:23.660450
37,Tron-TRX,$0.0642,+0.84%,$116.4m,$143.9m,+2.46%,0.56%,1.24,-0.0037%,-0.0024%,$73.2k,2022-09-11 15:16:23.660450
38,Axie Infinity-AXS,$15.39,-0.04%,$107.7m,$81.3m,+0.18%,0.32%,0.75,-0.0185%,-0.0089%,$57.7k,2022-09-11 15:16:23.660450
39,Fantom-FTM,$0.2727,-0.34%,$104.7m,$49.6m,-0.11%,0.19%,0.47,+0.0087%,+0.0097%,$39.2k,2022-09-11 15:16:23.660450
40,ConstitutionDAO-PEOPLE,$0.0241,+5.60%,$103.3m,$29.2m,+11.21%,0.11%,0.28,+0.0000%,-0.0014%,$193.6k,2022-09-11 15:16:23.660450
41,Uniswap-UNI,$6.56,+0.67%,$101.0m,$48.8m,+1.48%,0.19%,0.48,-0.0097%,-0.0080%,$35.2k,2022-09-11 15:16:23.660450
42,Aave-AAVE,$91.49,+0.87%,$99.6m,$45.5m,-0.74%,0.18%,0.46,+0.0035%,+0.0101%,$84.2k,2022-09-11 15:16:23.660450
43,dYdX-DYDX,$1.64,+3.07%,$91.1m,$38.8m,+2.32%,0.15%,0.43,+0.0051%,+0.0003%,$67.0k,2022-09-11 15:16:23.660450
44,SushiSwap-SUSHI,$1.32,-0.44%,$84.0m,$32.0m,-5.41%,0.13%,0.38,-0.0060%,+0.0153%,$140.4k,2022-09-11 15:16:23.660450
