,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,635.38",-0.95%,$34.0b,$7.3b,+3.45%,30.81%,0.21,-0.0058%,-0.0012%,$52.7m,2022-09-08 22:16:30.506057
1,Bitcoin-BTC,"$19,298.09",-0.47%,$24.1b,$9.6b,-1.35%,40.68%,0.40,+0.0006%,+0.0035%,$24.4m,2022-09-08 22:16:30.506057
2,Ethereum Classic-ETC,$36.78,-1.81%,$3.5b,$490.7m,-4.35%,2.08%,0.14,-0.0048%,-0.0038%,$8.5m,2022-09-08 22:16:30.506057
3,EOS-EOS,$1.61,-3.53%,$1.6b,$217.5m,-10.66%,0.92%,0.14,+0.0113%,+0.0078%,$2.3m,2022-09-08 22:16:30.506057
4,Solana-SOL,$33.44,+2.43%,$1.4b,$405.1m,+5.04%,1.72%,0.28,+0.0136%,+0.0105%,$1.6m,2022-09-08 22:16:30.506057
5,Cosmos-ATOM,$13.83,+6.58%,$1.0b,$179.1m,+42.28%,0.76%,0.17,-0.0156%,-0.0037%,$1.5m,2022-09-08 22:16:30.506057
6,Helium-HNT,$4.81,-6.51%,$1.0b,$32.2m,-17.66%,0.14%,0.03,+0.0029%,+0.0027%,$1.5m,2022-09-08 22:16:30.506057
7,Cardano-ADA,$0.4773,-0.40%,$735.7m,$278.7m,-1.24%,1.18%,0.38,+0.0099%,+0.0176%,$778.4k,2022-09-08 22:16:30.506057
8,Ripple-XRP,$0.3411,+1.90%,$685.5m,$328.3m,+0.23%,1.39%,0.48,-0.0013%,-0.0014%,$935.6k,2022-09-08 22:16:30.506057
9,Binance Coin-BNB,$280.41,+0.45%,$672.7m,$280.5m,+0.60%,1.19%,0.42,+0.0058%,+0.0111%,$241.4k,2022-09-08 22:16:30.506057
10,NEAR Protocol-NEAR,$4.60,+4.37%,$669.7m,$121.8m,+28.69%,0.52%,0.18,+0.0075%,+0.0043%,$1.4m,2022-09-08 22:16:30.506057
11,Bitcoin Cash-BCH,$128.17,+8.39%,$570.9m,$207.9m,+23.92%,0.88%,0.36,+0.0019%,+0.0032%,$951.3k,2022-09-08 22:16:30.506057
