,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$19,779.91",-1.91%,$33.3b,$9.5b,-4.01%,41.33%,0.29,-0.0022%,-0.0021%,$54.2m,2022-09-14 19:16:26.422084
1,Ethereum-ETH,"$1,579.12",-0.31%,$29.7b,$7.1b,+2.52%,30.66%,0.24,-0.1909%,-0.2483%,$57.7m,2022-09-14 19:16:26.422084
2,Ethereum Classic-ETC,$37.41,+6.76%,$2.8b,$446.3m,+9.78%,1.94%,0.16,-0.0140%,-0.0186%,$7.3m,2022-09-14 19:16:26.422084
3,LUNA2-LUNA2,$3.08,-27.23%,$2.6b,$57.3m,+85.71%,0.25%,0.02,-0.3629%,-0.2449%,$4.0m,2022-09-14 19:16:26.422084
4,Ravencoin-RVN,$0.0723,+17.13%,$1.5b,$105.4m,+107.26%,0.46%,0.07,-0.0717%,-0.0782%,$2.7m,2022-09-14 19:16:26.422084
5,Solana-SOL,$33.16,-2.00%,$1.4b,$399.5m,-1.09%,1.74%,0.28,+0.0007%,+0.0004%,$2.2m,2022-09-14 19:16:26.422084
6,Terra-LUNA,$3.10,-26.69%,$1.2b,$27.4m,+91.72%,0.12%,0.02,-0.9235%,-0.0952%,$10.5m,2022-09-14 19:16:26.422084
7,Cardano-ADA,$0.4780,+2.78%,$753.6m,$266.7m,+2.48%,1.16%,0.35,-0.0041%,-0.0028%,$827.3k,2022-09-14 19:16:26.422084
8,1000LUNC-1000LUNC,$0.2895,-17.45%,$726.4m,$28.5m,-9.35%,0.12%,0.04,-0.0304%,-0.0316%,$1.7m,2022-09-14 19:16:26.422084
9,Reef-REEF,$0.0051,-11.90%,$674.7m,$28.2m,-35.44%,0.12%,0.04,-1.1594%,-1.1559%,$1.4m,2022-09-14 19:16:26.422084
10,EOS-EOS,$1.43,-5.95%,$669.4m,$156.9m,-4.29%,0.68%,0.23,-0.0182%,-0.0193%,$1.5m,2022-09-14 19:16:26.422084
11,Binance Coin-BNB,$275.95,-1.28%,$621.7m,$242.6m,-1.63%,1.05%,0.39,-0.0040%,-0.0016%,$635.7k,2022-09-14 19:16:26.422084
12,Litecoin-LTC,$59.33,-0.15%,$583.3m,$216.4m,-4.45%,0.94%,0.37,+0.0095%,+0.0152%,$843.6k,2022-09-14 19:16:26.422084
13,Cosmos-ATOM,$13.54,-2.04%,$544.2m,$116.5m,-10.84%,0.51%,0.21,+0.0086%,-0.0051%,$690.4k,2022-09-14 19:16:26.422084
14,Ripple-XRP,$0.3365,+0.28%,$519.4m,$318.4m,-0.72%,1.38%,0.61,-0.0053%,+0.0001%,$590.1k,2022-09-14 19:16:26.422084
15,Polygon-MATIC,$0.8430,-0.90%,$483.1m,$166.2m,-5.06%,0.72%,0.34,+0.0034%,+0.0016%,$674.1k,2022-09-14 19:16:26.422084
16,Avalanche-AVAX,$18.74,-2.54%,$459.2m,$127.9m,+2.28%,0.56%,0.28,-0.0114%,-0.0105%,$1.0m,2022-09-14 19:16:26.422084
17,ApeCoin-APE,$4.95,-2.30%,$437.2m,$77.9m,-2.81%,0.34%,0.18,+0.0178%,+0.0135%,$1.1m,2022-09-14 19:16:26.422084
18,Dogecoin-DOGE,$0.0607,+2.07%,$424.5m,$118.3m,+1.43%,0.51%,0.28,+0.0094%,+0.0051%,$579.4k,2022-09-14 19:16:26.422084
19,NEAR Protocol-NEAR,$4.43,-1.21%,$393.9m,$99.9m,+1.14%,0.43%,0.25,-0.0016%,+0.0014%,$707.5k,2022-09-14 19:16:26.422084
20,Chiliz-CHZ,$0.1895,-5.21%,$386.9m,$69.0m,-5.58%,0.30%,0.18,-0.0033%,-0.0020%,$787.1k,2022-09-14 19:16:26.422084
21,Chainlink-LINK,$7.35,+3.59%,$370.4m,$107.2m,+1.98%,0.47%,0.29,+0.0086%,+0.0023%,$674.5k,2022-09-14 19:16:26.422084
22,Optimism-OP,$1.17,-0.55%,$348.6m,$54.5m,-3.87%,0.24%,0.16,+0.0067%,+0.0076%,$740.0k,2022-09-14 19:16:26.422084
