,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,442.02",-2.47%,$27.8b,$6.5b,-0.49%,29.03%,0.24,+0.0049%,+0.0017%,$49.0m,2022-09-17 01:16:24.408937
1,Bitcoin-BTC,"$20,001.50",+1.13%,$23.8b,$9.5b,+1.30%,42.27%,0.40,+0.0000%,-0.0067%,$25.8m,2022-09-17 01:16:24.408937
2,Ethereum Classic-ETC,$34.39,-1.49%,$3.2b,$425.0m,+4.31%,1.89%,0.13,-0.0918%,-0.0598%,$6.0m,2022-09-17 01:16:24.408937
3,Cosmos-ATOM,$16.37,+8.08%,$1.6b,$205.5m,+24.84%,0.91%,0.13,-0.0113%,-0.0121%,$3.1m,2022-09-17 01:16:24.408937
4,Solana-SOL,$32.71,-0.97%,$1.1b,$388.7m,-0.29%,1.72%,0.36,+0.0067%,+0.0101%,$1.8m,2022-09-17 01:16:24.408937
5,Ripple-XRP,$0.3509,+7.48%,$931.7m,$322.6m,+6.26%,1.43%,0.35,+0.0020%,+0.0011%,$2.4m,2022-09-17 01:16:24.408937
6,1000LUNC-1000LUNC,$0.2929,+1.56%,$867.8m,$39.3m,+46.76%,0.17%,0.05,-0.1582%,-0.1793%,$1.5m,2022-09-17 01:16:24.408937
7,LUNA2-LUNA2,$2.95,+0.45%,$849.8m,$38.3m,-7.98%,0.17%,0.05,-0.1196%,-0.1203%,$1.5m,2022-09-17 01:16:24.408937
8,Chiliz-CHZ,$0.2108,+8.54%,$777.6m,$92.8m,+24.94%,0.41%,0.12,+0.0087%,-0.0006%,$1.1m,2022-09-17 01:16:24.408937
9,Ravencoin-RVN,$0.0515,-8.81%,$718.4m,$56.4m,-10.89%,0.25%,0.08,-0.0065%,-0.0011%,$1.7m,2022-09-17 01:16:24.408937
10,EOS-EOS,$1.43,+0.38%,$574.5m,$161.8m,+1.98%,0.72%,0.28,-0.0074%,+0.0002%,$940.7k,2022-09-17 01:16:24.408937
11,Cardano-ADA,$0.4788,+2.35%,$570.9m,$253.7m,+0.55%,1.13%,0.44,+0.0044%,-0.0090%,$828.6k,2022-09-17 01:16:24.408937
12,Chainlink-LINK,$7.68,+1.63%,$489.4m,$114.9m,+6.31%,0.51%,0.23,+0.0113%,+0.0136%,$545.1k,2022-09-17 01:16:24.408937
13,Polygon-MATIC,$0.8114,-1.85%,$479.8m,$159.6m,-2.58%,0.71%,0.33,-0.0035%,-0.0039%,$854.6k,2022-09-17 01:16:24.408937
14,Binance Coin-BNB,$276.62,+1.33%,$479.4m,$260.2m,+1.66%,1.15%,0.54,+0.0033%,-0.0010%,$255.1k,2022-09-17 01:16:24.408937
15,Avalanche-AVAX,$18.29,+0.52%,$408.2m,$133.9m,+2.38%,0.59%,0.33,-0.0121%,-0.0043%,$875.4k,2022-09-17 01:16:24.408937
16,Litecoin-LTC,$56.20,-0.60%,$386.6m,$171.6m,-6.59%,0.76%,0.44,+0.0093%,+0.0037%,$897.1k,2022-09-17 01:16:24.408937
17,Terra-LUNA,$2.95,+1.50%,$361.9m,$16.1m,-6.28%,0.07%,0.04,-0.0488%,-0.0493%,$1.5m,2022-09-17 01:16:24.408937
18,Polkadot-DOT,$7.02,+1.08%,$352.3m,$250.5m,+1.90%,1.11%,0.71,+0.0012%,+0.0114%,$669.3k,2022-09-17 01:16:24.408937
19,Optimism-OP,$1.12,-0.93%,$334.1m,$56.3m,+3.62%,0.25%,0.17,+0.0068%,+0.0011%,$675.3k,2022-09-17 01:16:24.408937
20,ApeCoin-APE,$4.73,-3.94%,$325.4m,$79.4m,+8.93%,0.35%,0.24,-0.0080%,-0.0073%,$803.9k,2022-09-17 01:16:24.408937
21,Terra Classic-LUNC,$0.0003,+2.65%,$291.7m,$43.7m,+12.66%,0.19%,0.15,-0.0445%,-0.1312%,$1.4m,2022-09-17 01:16:24.408937
22,NEAR Protocol-NEAR,$4.25,+1.91%,$266.1m,$102.1m,+0.33%,0.45%,0.38,-0.0151%,-0.0140%,$372.9k,2022-09-17 01:16:24.408937
23,Filecoin-FIL,$5.88,+2.57%,$227.7m,$107.9m,+3.49%,0.48%,0.47,-0.0010%,-0.0005%,$277.1k,2022-09-17 01:16:24.408937
24,STEPN-GMT,$0.6573,-1.32%,$224.1m,$94.1m,+0.79%,0.42%,0.42,-0.0016%,+0.0022%,$448.0k,2022-09-17 01:16:24.408937
25,Dogecoin-DOGE,$0.0607,+3.02%,$218.1m,$118.6m,+0.07%,0.53%,0.54,+0.0008%,-0.0111%,$249.9k,2022-09-17 01:16:24.408937
26,Bitcoin Cash-BCH,$119.98,+1.52%,$207.2m,$159.3m,+2.07%,0.71%,0.77,-0.0005%,+0.0006%,$154.0k,2022-09-17 01:16:24.408937
27,1000SHIB-1000SHIB,$0.0117,+0.30%,$200.7m,$40.5m,+1.04%,0.18%,0.20,+0.0004%,+0.0041%,$390.8k,2022-09-17 01:16:24.408937
28,Curve DAO Token-CRV,$1.06,+0.63%,$169.0m,$55.5m,+1.05%,0.25%,0.33,+0.0238%,+0.0145%,$148.9k,2022-09-17 01:16:24.408937
29,Reef-REEF,$0.0052,+9.16%,$165.4m,$19.7m,+8.13%,0.09%,0.12,-0.0945%,-0.1152%,$224.1k,2022-09-17 01:16:24.408937
