,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,641.18",+0.99%,$32.4b,$7.3b,+4.80%,30.89%,0.23,-0.0073%,-0.0104%,$48.4m,2022-09-09 01:17:01.599692
1,Bitcoin-BTC,"$19,365.09",+0.33%,$23.0b,$9.6b,+0.14%,40.54%,0.42,+0.0005%,+0.0015%,$24.2m,2022-09-09 01:17:01.599692
2,Ethereum Classic-ETC,$37.08,-0.08%,$3.2b,$499.9m,-0.76%,2.10%,0.15,-0.0095%,-0.0235%,$8.0m,2022-09-09 01:17:01.599692
3,EOS-EOS,$1.59,-3.87%,$1.5b,$208.2m,-15.92%,0.88%,0.14,+0.0068%,+0.0076%,$2.4m,2022-09-09 01:17:01.599692
4,Solana-SOL,$34.13,+5.14%,$1.5b,$414.0m,+8.37%,1.74%,0.28,+0.0051%,+0.0075%,$2.1m,2022-09-09 01:17:01.599692
5,Cosmos-ATOM,$13.94,+8.34%,$1.0b,$184.1m,+41.96%,0.77%,0.18,-0.0057%,-0.0178%,$1.4m,2022-09-09 01:17:01.599692
6,Helium-HNT,$4.89,-8.07%,$786.0m,$32.3m,-17.74%,0.14%,0.04,+0.0037%,+0.0040%,$1.1m,2022-09-09 01:17:01.599692
7,Cardano-ADA,$0.4832,+0.88%,$750.0m,$285.3m,+1.96%,1.20%,0.38,+0.0117%,+0.0091%,$715.6k,2022-09-09 01:17:01.599692
8,NEAR Protocol-NEAR,$4.64,+4.01%,$682.6m,$122.7m,+24.49%,0.52%,0.18,+0.0025%,+0.0017%,$1.3m,2022-09-09 01:17:01.599692
9,Ripple-XRP,$0.3407,+2.10%,$668.6m,$329.9m,+0.18%,1.39%,0.49,-0.0065%,-0.0056%,$833.7k,2022-09-09 01:17:01.599692
10,Binance Coin-BNB,$281.47,+0.72%,$630.1m,$282.4m,+1.57%,1.19%,0.45,+0.0020%,+0.0083%,$259.7k,2022-09-09 01:17:01.599692
11,Bitcoin Cash-BCH,$127.28,+7.84%,$585.9m,$207.7m,+23.91%,0.87%,0.35,-0.0010%,+0.0026%,$943.4k,2022-09-09 01:17:01.599692
12,Polygon-MATIC,$0.8521,+1.50%,$512.6m,$189.2m,-0.27%,0.80%,0.37,-0.0143%,-0.0158%,$539.2k,2022-09-09 01:17:01.599692
13,Avalanche-AVAX,$19.67,+3.91%,$489.5m,$137.5m,+6.55%,0.58%,0.28,+0.0059%,+0.0163%,$447.4k,2022-09-09 01:17:01.599692
14,Litecoin-LTC,$58.16,+2.33%,$445.1m,$190.6m,-0.39%,0.80%,0.43,-0.0039%,+0.0032%,$463.8k,2022-09-09 01:17:01.599692
15,Chainlink-LINK,$7.58,+7.35%,$439.5m,$120.4m,+14.14%,0.51%,0.27,+0.0049%,+0.0146%,$1.1m,2022-09-09 01:17:01.599692
16,Polkadot-DOT,$7.43,+2.95%,$438.9m,$273.7m,+3.27%,1.15%,0.62,+0.0002%,+0.0063%,$563.6k,2022-09-09 01:17:01.599692
17,Chiliz-CHZ,$0.1945,+1.36%,$375.2m,$81.2m,+8.50%,0.34%,0.22,+0.0034%,+0.0061%,$477.7k,2022-09-09 01:17:01.599692
18,Stargate Finance-STG,$0.7940,-3.79%,$354.2m,$30.9m,-13.33%,0.13%,0.09,-0.0061%,-0.0066%,$660.1k,2022-09-09 01:17:01.599692
19,Optimism-OP,$1.18,+0.85%,$307.2m,$59.5m,+0.99%,0.25%,0.19,+0.0098%,+0.0021%,$357.7k,2022-09-09 01:17:01.599692
20,Filecoin-FIL,$5.91,+0.48%,$285.6m,$105.6m,+3.29%,0.44%,0.37,+0.0063%,+0.0058%,$332.8k,2022-09-09 01:17:01.599692
21,Dogecoin-DOGE,$0.0614,+0.46%,$281.4m,$120.2m,+1.71%,0.51%,0.43,+0.0093%,+0.0111%,$362.7k,2022-09-09 01:17:01.599692
