,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,489.03",-6.41%,$53.6b,$6.7b,-5.37%,29.99%,0.13,-0.0015%,-0.0205%,$154.1m,2022-09-15 16:16:25.895794
1,Bitcoin-BTC,"$19,708.16",-2.44%,$35.8b,$9.4b,-2.76%,41.86%,0.26,+0.0027%,-0.0003%,$55.3m,2022-09-15 16:16:25.895794
2,Ethereum Classic-ETC,$37.40,+1.16%,$6.5b,$465.6m,+5.60%,2.07%,0.07,+0.0044%,-0.0030%,$22.6m,2022-09-15 16:16:25.895794
3,Solana-SOL,$32.90,-1.50%,$1.7b,$382.6m,-5.69%,1.70%,0.23,+0.0028%,+0.0093%,$3.7m,2022-09-15 16:16:25.895794
4,Ravencoin-RVN,$0.0587,-18.96%,$1.6b,$65.1m,-31.15%,0.29%,0.04,-0.0225%,-0.0346%,$3.7m,2022-09-15 16:16:25.895794
5,LUNA2-LUNA2,$2.74,-8.10%,$1.1b,$42.3m,-30.40%,0.19%,0.04,-0.0576%,-0.0562%,$1.3m,2022-09-15 16:16:25.895794
6,Cosmos-ATOM,$14.78,+6.10%,$1.1b,$140.1m,+15.96%,0.62%,0.13,-0.0105%,-0.0011%,$2.1m,2022-09-15 16:16:25.895794
7,Cardano-ADA,$0.4675,-2.86%,$817.9m,$255.6m,-4.56%,1.14%,0.31,+0.0101%,+0.0128%,$944.5k,2022-09-15 16:16:25.895794
8,Ripple-XRP,$0.3257,-2.77%,$753.7m,$311.5m,-1.75%,1.39%,0.41,+0.0086%,+0.0096%,$1.2m,2022-09-15 16:16:25.895794
9,EOS-EOS,$1.41,-4.04%,$727.3m,$154.1m,-3.61%,0.69%,0.21,-0.0095%,-0.0097%,$1.5m,2022-09-15 16:16:25.895794
10,Binance Coin-BNB,$269.51,-3.22%,$691.7m,$244.7m,-0.10%,1.09%,0.35,-0.0156%,-0.0176%,$732.7k,2022-09-15 16:16:25.895794
11,Litecoin-LTC,$56.56,-6.03%,$658.1m,$192.4m,-13.03%,0.86%,0.29,+0.0104%,-0.0141%,$1.2m,2022-09-15 16:16:25.895794
12,Polygon-MATIC,$0.8242,-2.99%,$640.0m,$161.5m,-4.20%,0.72%,0.25,+0.0033%,+0.0074%,$1.3m,2022-09-15 16:16:25.895794
13,Optimism-OP,$1.15,-1.83%,$594.1m,$54.5m,-1.26%,0.24%,0.09,+0.0082%,+0.0072%,$1.5m,2022-09-15 16:16:25.895794
14,Avalanche-AVAX,$18.37,-3.09%,$568.8m,$128.6m,-1.06%,0.57%,0.23,+0.0016%,-0.0014%,$1.2m,2022-09-15 16:16:25.895794
15,ApeCoin-APE,$4.99,-0.10%,$512.9m,$74.6m,-3.54%,0.33%,0.15,+0.0061%,+0.0128%,$1.1m,2022-09-15 16:16:25.895794
16,Chiliz-CHZ,$0.1902,-0.67%,$502.6m,$73.8m,+5.20%,0.33%,0.15,+0.0020%,+0.0024%,$1.1m,2022-09-15 16:16:25.895794
17,Terra-LUNA,$2.74,-7.11%,$501.7m,$16.0m,-45.31%,0.07%,0.03,-0.0655%,-0.3264%,$2.0m,2022-09-15 16:16:25.895794
18,Polkadot-DOT,$6.93,-3.40%,$486.1m,$245.3m,-2.66%,1.09%,0.50,-0.0209%,-0.0314%,$636.2k,2022-09-15 16:16:25.895794
19,Chainlink-LINK,$7.14,-3.47%,$464.3m,$100.2m,-6.12%,0.45%,0.22,+0.0032%,+0.0055%,$799.8k,2022-09-15 16:16:25.895794
20,1000LUNC-1000LUNC,$0.2571,-13.17%,$424.1m,$25.5m,-14.82%,0.11%,0.06,-0.0238%,-0.0241%,$1.0m,2022-09-15 16:16:25.895794
21,Tellor-TRB,$16.10,-8.47%,$423.7m,$27.8m,-17.82%,0.12%,0.07,+0.0069%,-0.0164%,$584.3k,2022-09-15 16:16:25.895794
22,STEPN-GMT,$0.6599,+0.39%,$418.6m,$93.9m,-4.05%,0.42%,0.22,+0.0046%,-0.0018%,$1.0m,2022-09-15 16:16:25.895794
