,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,410.28",+11.43%,$44.8b,$10.7b,+11.06%,42.19%,0.24,+0.0016%,+0.0007%,$127.8m,2022-09-09 17:17:43.374445
1,Ethereum-ETH,"$1,719.95",+5.28%,$33.5b,$7.6b,+4.29%,29.97%,0.23,-0.0075%,-0.0106%,$79.3m,2022-09-09 17:17:43.374445
2,Ethereum Classic-ETC,$39.00,+6.60%,$3.1b,$505.3m,+2.57%,2.00%,0.16,+0.0093%,+0.0052%,$10.4m,2022-09-09 17:17:43.374445
3,Cosmos-ATOM,$15.97,+16.30%,$1.8b,$182.7m,+3.82%,0.72%,0.10,+0.0141%,+0.0031%,$5.8m,2022-09-09 17:17:43.374445
4,Solana-SOL,$34.97,+4.61%,$1.7b,$432.8m,+5.57%,1.71%,0.26,+0.0122%,+0.0134%,$2.7m,2022-09-09 17:17:43.374445
5,Terra-LUNA,$6.01,+211.88%,$1.3b,$24.1m,+225.86%,0.10%,0.02,-0.0943%,-0.1034%,$17.7m,2022-09-09 17:17:43.374445
6,EOS-EOS,$1.66,+2.98%,$1.2b,$199.4m,-10.30%,0.79%,0.17,+0.0089%,+0.0035%,$2.6m,2022-09-09 17:17:43.374445
7,Cardano-ADA,$0.4927,+4.59%,$908.4m,$290.4m,+5.61%,1.15%,0.32,+0.0085%,+0.0059%,$1.2m,2022-09-09 17:17:43.374445
8,Ripple-XRP,$0.3467,+4.23%,$835.3m,$336.9m,+5.55%,1.33%,0.40,+0.0096%,+0.0145%,$1.2m,2022-09-09 17:17:43.374445
9,Binance Coin-BNB,$292.77,+4.70%,$665.2m,$285.0m,+1.13%,1.13%,0.43,+0.0133%,+0.0113%,$862.7k,2022-09-09 17:17:43.374445
10,Optimism-OP,$1.42,+23.11%,$617.6m,$74.5m,+31.10%,0.29%,0.12,+0.0146%,+0.0151%,$2.1m,2022-09-09 17:17:43.374445
11,Bitcoin Cash-BCH,$134.23,+5.31%,$612.6m,$211.2m,+3.09%,0.83%,0.34,+0.0090%,+0.0060%,$1.4m,2022-09-09 17:17:43.374445
12,Ravencoin-RVN,$0.0496,+38.15%,$603.0m,$42.2m,+145.73%,0.17%,0.07,+0.0095%,+0.0213%,$1.6m,2022-09-09 17:17:43.374445
13,Chiliz-CHZ,$0.2025,+9.37%,$588.2m,$83.3m,+9.38%,0.33%,0.14,+0.0168%,+0.0217%,$663.3k,2022-09-09 17:17:43.374445
14,Avalanche-AVAX,$20.40,+8.17%,$564.5m,$143.2m,+9.13%,0.57%,0.25,+0.0097%,+0.0089%,$675.1k,2022-09-09 17:17:43.374445
15,ApeCoin-APE,$5.12,+15.15%,$559.0m,$79.5m,+26.85%,0.31%,0.14,+0.0028%,+0.0085%,$1.8m,2022-09-09 17:17:43.374445
16,Chainlink-LINK,$7.80,+5.46%,$554.5m,$127.2m,+8.71%,0.50%,0.23,+0.0096%,+0.0115%,$1.6m,2022-09-09 17:17:43.374445
17,1000SHIB-1000SHIB,$0.0129,+6.46%,$554.4m,$46.4m,+7.83%,0.18%,0.08,+0.0100%,+0.0100%,$1.6m,2022-09-09 17:17:43.374445
18,LUNA2-LUNA2,n/a,n/a,$548.0m,$15.6m,+403.60%,0.06%,0.03,-0.3445%,-0.3445%,$3.1m,2022-09-09 17:17:43.374445
19,Polygon-MATIC,$0.8872,+6.26%,$518.4m,$195.7m,+5.09%,0.77%,0.38,+0.0063%,+0.0051%,$873.1k,2022-09-09 17:17:43.374445
20,Polkadot-DOT,$7.86,+8.51%,$515.9m,$285.7m,+7.63%,1.13%,0.55,-0.0087%,-0.0009%,$968.5k,2022-09-09 17:17:43.374445
21,NEAR Protocol-NEAR,$4.77,+3.93%,$496.2m,$122.6m,+0.09%,0.48%,0.25,+0.0052%,+0.0055%,$1.3m,2022-09-09 17:17:43.374445
22,Filecoin-FIL,$6.37,+9.55%,$486.8m,$113.3m,+8.49%,0.45%,0.23,+0.0076%,-0.0119%,$790.3k,2022-09-09 17:17:43.374445
