,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,148.92",-10.89%,$55.5b,$9.6b,-14.33%,41.68%,0.17,+0.0008%,-0.0002%,$118.7m,2022-09-14 12:16:23.922029
1,Ethereum-ETH,"$1,590.24",-8.54%,$44.6b,$7.0b,-5.94%,30.51%,0.16,-0.1663%,-0.1419%,$110.4m,2022-09-14 12:16:23.922029
2,Ethereum Classic-ETC,$36.03,-6.67%,$2.9b,$426.9m,-8.57%,1.85%,0.15,+0.0051%,-0.0027%,$13.0m,2022-09-14 12:16:23.922029
3,LUNA2-LUNA2,$2.83,-35.78%,$2.5b,$57.4m,+59.08%,0.25%,0.02,-0.6052%,-0.7690%,$4.6m,2022-09-14 12:16:23.922029
4,Solana-SOL,$33.07,-13.90%,$2.4b,$405.7m,-18.01%,1.76%,0.17,-0.0029%,-0.0059%,$6.7m,2022-09-14 12:16:23.922029
5,Terra-LUNA,$2.86,-34.79%,$1.2b,$23.7m,+36.71%,0.10%,0.02,-0.2150%,-1.1429%,$10.5m,2022-09-14 12:16:23.922029
6,Ravencoin-RVN,$0.0666,+5.12%,$1.1b,$66.7m,+20.11%,0.29%,0.06,-0.0159%,-0.0153%,$2.8m,2022-09-14 12:16:23.922029
7,Reef-REEF,$0.0052,-6.78%,$1.1b,$29.3m,-14.31%,0.13%,0.03,-0.5912%,-0.9951%,$2.4m,2022-09-14 12:16:23.922029
8,Litecoin-LTC,$59.09,-11.84%,$1.0b,$218.0m,-14.36%,0.95%,0.21,+0.0119%,+0.0032%,$3.0m,2022-09-14 12:16:23.922029
9,Cardano-ADA,$0.4703,-6.97%,$971.1m,$261.6m,-12.38%,1.13%,0.27,-0.0050%,+0.0015%,$2.3m,2022-09-14 12:16:23.922029
10,1000LUNC-1000LUNC,$0.2942,-18.28%,$903.8m,$32.0m,+12.45%,0.14%,0.04,-0.1065%,-0.1160%,$2.5m,2022-09-14 12:16:23.922029
11,Binance Coin-BNB,$278.38,-6.15%,$894.9m,$246.5m,-10.22%,1.07%,0.28,-0.0127%,+0.0011%,$725.2k,2022-09-14 12:16:23.922029
12,EOS-EOS,$1.46,-12.67%,$860.7m,$159.2m,-16.14%,0.69%,0.19,-0.0305%,-0.0213%,$2.7m,2022-09-14 12:16:23.922029
13,Cosmos-ATOM,$14.03,-11.84%,$815.3m,$122.5m,-20.57%,0.53%,0.15,-0.0044%,+0.0079%,$2.3m,2022-09-14 12:16:23.922029
14,Polygon-MATIC,$0.8449,-9.39%,$793.0m,$168.3m,-20.55%,0.73%,0.21,+0.0005%,+0.0044%,$2.4m,2022-09-14 12:16:23.922029
15,Ripple-XRP,$0.3347,-6.12%,$724.7m,$316.9m,-7.75%,1.37%,0.44,-0.0113%,-0.0132%,$1.5m,2022-09-14 12:16:23.922029
16,Avalanche-AVAX,$18.86,-12.21%,$688.1m,$128.5m,-13.85%,0.56%,0.19,-0.0206%,-0.0082%,$2.3m,2022-09-14 12:16:23.922029
17,ApeCoin-APE,$4.97,-13.81%,$675.7m,$78.8m,-22.29%,0.34%,0.12,+0.0121%,+0.0125%,$1.8m,2022-09-14 12:16:23.922029
18,Chiliz-CHZ,$0.1887,-6.20%,$633.7m,$70.2m,-5.07%,0.30%,0.11,+0.0050%,+0.0046%,$1.6m,2022-09-14 12:16:23.922029
19,NEAR Protocol-NEAR,$4.42,-11.62%,$575.2m,$101.1m,-19.44%,0.44%,0.18,-0.0092%,-0.0040%,$1.5m,2022-09-14 12:16:23.922029
20,Dogecoin-DOGE,$0.0604,-5.51%,$538.3m,$118.0m,-6.42%,0.51%,0.22,+0.0119%,+0.0034%,$1.6m,2022-09-14 12:16:23.922029
21,Optimism-OP,$1.18,-10.41%,$466.6m,$54.8m,-19.10%,0.24%,0.12,+0.0034%,+0.0072%,$1.3m,2022-09-14 12:16:23.922029
