,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,671.58",+0.33%,$21.1b,$10.9b,+2.09%,42.89%,0.52,+0.0016%,+0.0004%,$27.4m,2022-09-12 01:16:34.758622
1,Ethereum-ETH,"$1,741.19",-1.88%,$18.1b,$7.6b,-1.64%,30.05%,0.42,-0.0252%,-0.0248%,$24.2m,2022-09-12 01:16:34.758622
2,Ethereum Classic-ETC,$37.65,-4.08%,$1.4b,$457.9m,-7.66%,1.81%,0.33,-0.0010%,-0.0043%,$4.6m,2022-09-12 01:16:34.758622
3,LUNA2-LUNA2,$5.57,-12.94%,$1.2b,$35.0m,+4.56%,0.14%,0.03,-0.0666%,-0.0671%,$1.9m,2022-09-12 01:16:34.758622
4,ApeCoin-APE,$5.49,+8.05%,$1.0b,$97.2m,+31.14%,0.38%,0.10,+0.0009%,-0.0004%,$1.8m,2022-09-12 01:16:34.758622
5,Solana-SOL,$34.61,-1.65%,$942.8m,$389.3m,-3.82%,1.53%,0.41,-0.0025%,-0.0078%,$1.5m,2022-09-12 01:16:34.758622
6,Terra-LUNA,$5.58,-13.13%,$820.2m,$21.9m,-9.47%,0.09%,0.03,-0.0726%,-0.0470%,$4.1m,2022-09-12 01:16:34.758622
7,EOS-EOS,$1.68,-7.17%,$771.7m,$198.2m,-11.28%,0.78%,0.26,+0.0131%,+0.0089%,$1.6m,2022-09-12 01:16:34.758622
8,Cardano-ADA,$0.5023,-2.71%,$711.0m,$301.0m,-3.44%,1.19%,0.42,+0.0045%,-0.0037%,$854.7k,2022-09-12 01:16:34.758622
9,Filecoin-FIL,$6.40,+0.44%,$633.1m,$118.6m,+3.06%,0.47%,0.19,+0.0024%,-0.0024%,$1.7m,2022-09-12 01:16:34.758622
10,Chiliz-CHZ,$0.2028,+1.07%,$617.2m,$77.9m,-0.91%,0.31%,0.13,+0.0025%,+0.0082%,$1.1m,2022-09-12 01:16:34.758622
11,Cosmos-ATOM,$15.41,-3.04%,$490.3m,$158.4m,-8.41%,0.62%,0.32,+0.0013%,-0.0013%,$722.7k,2022-09-12 01:16:34.758622
12,Optimism-OP,$1.37,-1.72%,$447.5m,$64.5m,-5.25%,0.25%,0.14,+0.0134%,+0.0114%,$714.8k,2022-09-12 01:16:34.758622
13,NEAR Protocol-NEAR,$4.79,-0.01%,$423.8m,$113.6m,-2.64%,0.45%,0.27,+0.0021%,+0.0009%,$982.1k,2022-09-12 01:16:34.758622
14,Ripple-XRP,$0.3512,-1.93%,$404.0m,$334.6m,-2.70%,1.32%,0.83,-0.0027%,-0.0076%,$414.9k,2022-09-12 01:16:34.758622
15,Chainlink-LINK,$7.96,+0.03%,$388.3m,$129.1m,+3.05%,0.51%,0.33,+0.0098%,+0.0026%,$365.1k,2022-09-12 01:16:34.758622
16,Litecoin-LTC,$61.35,-3.95%,$385.0m,$207.1m,-6.33%,0.82%,0.54,+0.0065%,+0.0044%,$650.7k,2022-09-12 01:16:34.758622
17,Avalanche-AVAX,$20.15,-2.20%,$378.0m,$132.8m,-2.96%,0.52%,0.35,+0.0141%,+0.0043%,$424.1k,2022-09-12 01:16:34.758622
18,Binance Coin-BNB,$291.98,-1.62%,$369.4m,$274.7m,-2.88%,1.08%,0.74,+0.0042%,+0.0003%,$158.8k,2022-09-12 01:16:34.758622
19,STEPN-GMT,$0.7281,-3.12%,$354.9m,$104.4m,-3.01%,0.41%,0.29,-0.0017%,-0.0027%,$1.1m,2022-09-12 01:16:34.758622
20,1000LUNC-1000LUNC,$0.4197,-2.98%,$339.7m,$22.1m,+56.25%,0.09%,0.07,-0.0918%,-0.0871%,$714.1k,2022-09-12 01:16:34.758622
21,Polkadot-DOT,$7.60,-2.77%,$294.0m,$269.4m,-2.60%,1.06%,0.92,+0.0003%,-0.0178%,$386.2k,2022-09-12 01:16:34.758622
22,Polygon-MATIC,$0.8833,-2.67%,$290.6m,$191.6m,-6.06%,0.76%,0.66,-0.0001%,-0.0121%,$530.2k,2022-09-12 01:16:34.758622
23,Dogecoin-DOGE,$0.0631,-3.06%,$285.1m,$121.9m,-4.26%,0.48%,0.43,+0.0058%,+0.0079%,$501.7k,2022-09-12 01:16:34.758622
24,1000SHIB-1000SHIB,$0.0129,-3.36%,$275.5m,$45.7m,-5.42%,0.18%,0.17,+0.0080%,+0.0064%,$532.7k,2022-09-12 01:16:34.758622
25,Ravencoin-RVN,$0.0510,-7.15%,$254.3m,$32.1m,-20.28%,0.13%,0.13,+0.0064%,+0.0075%,$421.6k,2022-09-12 01:16:34.758622
26,Curve DAO Token-CRV,$1.16,-6.69%,$233.1m,$62.8m,-9.75%,0.25%,0.27,-0.0067%,+0.0034%,$350.2k,2022-09-12 01:16:34.758622
27,Helium-HNT,$5.11,-6.73%,$206.8m,$22.9m,-20.10%,0.09%,0.11,-0.0060%,-0.0050%,$250.4k,2022-09-12 01:16:34.758622
28,Bitcoin Cash-BCH,$128.59,-3.11%,$192.9m,$184.7m,-5.40%,0.73%,0.96,-0.0005%,-0.0100%,$347.1k,2022-09-12 01:16:34.758622
29,The Sandbox-SAND,$0.9634,-2.86%,$191.9m,$76.0m,-4.94%,0.30%,0.40,+0.0017%,-0.0008%,$213.9k,2022-09-12 01:16:34.758622
30,Terra Classic-LUNC,$0.0004,-3.52%,$187.0m,$45.7m,+5.21%,0.18%,0.24,-0.1139%,-0.0053%,$626.2k,2022-09-12 01:16:34.758622
31,Unifi Protocol DAO-UNFI,$7.75,-1.47%,$170.9m,$16.7m,-10.84%,0.07%,0.10,+0.0100%,+0.0100%,$209.1k,2022-09-12 01:16:34.758622
32,Project Galaxy-GAL,$3.04,-0.07%,$149.6m,$18.0m,-6.95%,0.07%,0.12,-0.0107%,-0.0069%,$447.7k,2022-09-12 01:16:34.758622
33,Waves-WAVES,$4.78,-5.29%,$148.4m,$53.0m,-12.55%,0.21%,0.36,+0.0062%,+0.0029%,$311.6k,2022-09-12 01:16:34.758622
34,Injective Protocol-INJ,$1.77,+8.13%,$141.3m,$7.4m,+164.70%,0.03%,0.05,-0.0971%,-0.1086%,$298.6k,2022-09-12 01:16:34.758622
35,Axie Infinity-AXS,$15.25,-1.59%,$124.8m,$80.1m,-3.56%,0.32%,0.64,-0.0252%,-0.0243%,$159.1k,2022-09-12 01:16:34.758622
36,Stargate Finance-STG,$0.7099,-7.69%,$121.2m,$18.1m,-13.71%,0.07%,0.15,+0.0063%,+0.0060%,$252.1k,2022-09-12 01:16:34.758622
37,Fantom-FTM,$0.2686,-2.40%,$119.1m,$47.9m,-5.58%,0.19%,0.40,+0.0078%,+0.0077%,$197.0k,2022-09-12 01:16:34.758622
38,SHIBA INU-SHIB,$0.0000,-2.18%,$113.7m,$23.4m,-0.95%,0.09%,0.21,+0.0026%,+0.0039%,$444.9k,2022-09-12 01:16:34.758622
39,ConstitutionDAO-PEOPLE,$0.0229,-2.19%,$113.0m,$27.2m,+0.70%,0.11%,0.24,+0.0062%,+0.0079%,$226.9k,2022-09-12 01:16:34.758622
40,Ethereum Name Service-ENS,$15.57,-0.89%,$109.0m,$31.0m,-2.68%,0.12%,0.28,+0.0093%,+0.0041%,$62.4k,2022-09-12 01:16:34.758622
41,Uniswap-UNI,$6.38,-4.39%,$106.9m,$47.9m,-4.80%,0.19%,0.45,-0.0100%,-0.0062%,$51.5k,2022-09-12 01:16:34.758622
42,Kyber Network Crystal-KNC,$1.97,-2.27%,$106.0m,$26.1m,-12.61%,0.10%,0.25,+0.0070%,+0.0021%,$198.6k,2022-09-12 01:16:34.758622
43,Aave-AAVE,$89.90,-3.32%,$101.3m,$44.1m,-8.01%,0.17%,0.44,-0.0002%,-0.0018%,$86.0k,2022-09-12 01:16:34.758622
44,dYdX-DYDX,$1.60,-1.09%,$100.6m,$35.9m,-5.51%,0.14%,0.36,+0.0070%,+0.0103%,$106.7k,2022-09-12 01:16:34.758622
45,Tron-TRX,$0.0638,-1.35%,$95.5m,$142.5m,-1.45%,0.56%,1.49,-0.0082%,-0.0108%,$11.1k,2022-09-12 01:16:34.758622
46,Gala-GALA,$0.0514,-1.67%,$90.5m,$34.2m,-1.53%,0.14%,0.38,+0.0075%,+0.0019%,$101.8k,2022-09-12 01:16:34.758622
47,Tellor-TRB,$16.43,-6.61%,$87.9m,$32.6m,-10.07%,0.13%,0.37,-0.2156%,-0.1777%,$124.2k,2022-09-12 01:16:34.758622
48,Celsius-CEL,$1.58,+14.25%,$82.0m,$24.6m,+8.24%,0.10%,0.30,+0.0217%,-0.0296%,$1.3m,2022-09-12 01:16:34.758622
49,Tezos-XTZ,$1.65,-1.40%,$75.8m,$33.2m,+0.94%,0.13%,0.44,-0.0116%,-0.0084%,$348.7k,2022-09-12 01:16:34.758622
50,Decentraland-MANA,$0.7949,-3.13%,$73.0m,$39.6m,-4.90%,0.16%,0.54,+0.0083%,+0.0072%,$82.4k,2022-09-12 01:16:34.758622
51,Compound-COMP,$54.39,-1.37%,$67.7m,$29.0m,+3.41%,0.11%,0.43,-0.0079%,-0.0360%,$108.3k,2022-09-12 01:16:34.758622
52,Algorand-ALGO,$0.3217,-1.34%,$66.3m,$31.8m,-0.39%,0.13%,0.48,+0.0188%,+0.0172%,$11.0k,2022-09-12 01:16:34.758622
53,FOOTBALL-FOOTBALL,"$1,135.97",+1.94%,$63.0m,$9.9m,+42.31%,0.04%,0.16,+0.0651%,+0.1109%,$134.2k,2022-09-12 01:16:34.758622
