,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Ethereum-ETH,"$1,594.94",-0.08%,$31.8b,$7.3b,+3.20%,31.56%,0.23,-0.3931%,-0.4250%,$65.2m,2022-09-15 04:16:48.185885
1,Bitcoin-BTC,"$20,039.34",-1.44%,$29.8b,$9.5b,-1.61%,41.07%,0.32,-0.0030%,+0.0021%,$44.4m,2022-09-15 04:16:48.185885
2,Ethereum Classic-ETC,$36.00,-3.50%,$3.8b,$440.5m,-1.54%,1.91%,0.11,-0.0033%,-0.0118%,$16.6m,2022-09-15 04:16:48.185885
3,LUNA2-LUNA2,$2.87,-34.88%,$2.7b,$49.2m,+46.24%,0.21%,0.02,-0.2431%,-0.2835%,$3.9m,2022-09-15 04:16:48.185885
4,Ravencoin-RVN,$0.0624,-5.65%,$1.8b,$69.6m,+22.56%,0.30%,0.04,-0.0107%,-0.0042%,$3.9m,2022-09-15 04:16:48.185885
5,Solana-SOL,$33.05,-1.71%,$1.3b,$394.9m,-1.99%,1.71%,0.31,+0.0011%,-0.0008%,$2.1m,2022-09-15 04:16:48.185885
6,Terra-LUNA,$2.89,-34.30%,$1.2b,$21.5m,+28.56%,0.09%,0.02,+0.0816%,-0.3404%,$10.7m,2022-09-15 04:16:48.185885
7,Cardano-ADA,$0.4681,-0.94%,$750.6m,$259.7m,-1.97%,1.13%,0.35,-0.0014%,-0.0067%,$798.9k,2022-09-15 04:16:48.185885
8,1000LUNC-1000LUNC,$0.2655,-21.96%,$708.4m,$27.9m,-11.57%,0.12%,0.04,-0.0348%,-0.0433%,$1.8m,2022-09-15 04:16:48.185885
9,EOS-EOS,$1.42,-5.29%,$616.9m,$157.5m,-4.29%,0.68%,0.26,-0.0135%,-0.0087%,$1.0m,2022-09-15 04:16:48.185885
10,Binance Coin-BNB,$275.30,-1.59%,$588.2m,$244.4m,+0.17%,1.06%,0.42,-0.0039%,+0.0001%,$637.2k,2022-09-15 04:16:48.185885
11,Ripple-XRP,$0.3354,-0.05%,$546.1m,$316.7m,-0.86%,1.37%,0.58,-0.0028%,+0.0006%,$643.4k,2022-09-15 04:16:48.185885
12,Litecoin-LTC,$59.00,-1.36%,$539.8m,$214.4m,-3.40%,0.93%,0.40,+0.0122%,+0.0026%,$679.9k,2022-09-15 04:16:48.185885
