,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$21,356.43",+0.78%,$21.8b,$10.5b,-0.36%,41.70%,0.48,+0.0077%,+0.0076%,$34.4m,2022-09-10 18:16:27.326560
1,Ethereum-ETH,"$1,730.68",+1.61%,$15.5b,$7.6b,+2.07%,30.24%,0.49,-0.0104%,-0.0102%,$17.6m,2022-09-10 18:16:27.326560
2,Ethereum Classic-ETC,$38.66,+0.62%,$1.9b,$487.7m,-0.89%,1.93%,0.26,-0.0033%,-0.0014%,$3.6m,2022-09-10 18:16:27.326560
3,LUNA2-LUNA2,$6.02,+18.91%,$1.6b,$34.0m,+163.50%,0.13%,0.02,-0.0274%,-0.0117%,$4.0m,2022-09-10 18:16:27.326560
4,Terra-LUNA,$6.02,+15.53%,$1.4b,$22.8m,+15.93%,0.09%,0.02,-0.0492%,-0.0525%,$8.4m,2022-09-10 18:16:27.326560
5,EOS-EOS,$1.75,+6.95%,$1.2b,$226.9m,+16.18%,0.90%,0.19,+0.0073%,+0.0049%,$2.4m,2022-09-10 18:16:27.326560
6,Cardano-ADA,$0.5109,+4.18%,$1.0b,$309.3m,+7.56%,1.22%,0.30,+0.0093%,+0.0007%,$1.4m,2022-09-10 18:16:27.326560
7,Solana-SOL,$34.78,+0.70%,$918.5m,$407.4m,-3.88%,1.61%,0.44,+0.0106%,+0.0080%,$741.0k,2022-09-10 18:16:27.326560
8,Ravencoin-RVN,$0.0541,+7.65%,$846.8m,$40.5m,-1.22%,0.16%,0.05,+0.0083%,+0.0075%,$2.1m,2022-09-10 18:16:27.326560
9,Cosmos-ATOM,$16.19,+2.54%,$839.3m,$183.0m,+2.20%,0.72%,0.22,+0.0090%,+0.0061%,$1.2m,2022-09-10 18:16:27.326560
10,Ripple-XRP,$0.3553,+2.85%,$656.8m,$342.3m,+2.15%,1.35%,0.52,+0.0050%,-0.0025%,$630.1k,2022-09-10 18:16:27.326560
11,STEPN-GMT,$0.7395,+1.78%,$602.0m,$110.3m,-0.49%,0.44%,0.18,+0.0071%,+0.0092%,$1.4m,2022-09-10 18:16:27.326560
12,Optimism-OP,$1.37,-1.28%,$595.6m,$67.2m,-5.21%,0.27%,0.11,+0.0202%,+0.0162%,$779.9k,2022-09-10 18:16:27.326560
13,Litecoin-LTC,$63.85,+4.63%,$520.9m,$227.5m,+14.52%,0.90%,0.44,+0.0087%,+0.0067%,$706.2k,2022-09-10 18:16:27.326560
14,Helium-HNT,$5.69,+22.75%,$506.3m,$33.9m,+30.89%,0.13%,0.07,+0.0067%,+0.0056%,$918.9k,2022-09-10 18:16:27.326560
15,Avalanche-AVAX,$20.25,+0.52%,$493.1m,$136.4m,-3.03%,0.54%,0.28,+0.0125%,+0.0119%,$539.8k,2022-09-10 18:16:27.326560
