,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,742.10",+7.69%,$39.5b,$10.3b,+7.12%,41.51%,0.26,+0.0021%,+0.0040%,$76.8m,2022-09-09 10:17:07.836240
1,Ethereum-ETH,"$1,690.64",+3.84%,$38.1b,$7.5b,+5.13%,30.36%,0.20,-0.0029%,+0.0034%,$66.5m,2022-09-09 10:17:07.836240
2,Ethereum Classic-ETC,$38.71,+4.21%,$3.6b,$508.0m,-1.60%,2.04%,0.14,-0.0068%,+0.0034%,$10.3m,2022-09-09 10:17:07.836240
3,Solana-SOL,$35.25,+7.14%,$1.9b,$432.7m,+7.42%,1.74%,0.23,+0.0027%,+0.0047%,$3.5m,2022-09-09 10:17:07.836240
4,Cosmos-ATOM,$15.88,+22.82%,$1.7b,$181.1m,+34.00%,0.73%,0.11,-0.0184%,+0.0119%,$5.7m,2022-09-09 10:17:07.836240
5,EOS-EOS,$1.71,+4.23%,$1.4b,$216.2m,-11.88%,0.87%,0.15,+0.0085%,+0.0106%,$2.5m,2022-09-09 10:17:07.836240
6,Cardano-ADA,$0.4931,+4.65%,$905.6m,$287.9m,+4.33%,1.16%,0.32,+0.0068%,+0.0053%,$966.8k,2022-09-09 10:17:07.836240
7,Ripple-XRP,$0.3539,+6.77%,$826.9m,$342.5m,+5.96%,1.38%,0.41,-0.0027%,-0.0023%,$1.3m,2022-09-09 10:17:07.836240
8,Binance Coin-BNB,$288.62,+3.59%,$737.3m,$284.6m,+1.81%,1.14%,0.39,+0.0138%,+0.0137%,$682.0k,2022-09-09 10:17:07.836240
9,Bitcoin Cash-BCH,$130.81,+10.69%,$733.3m,$204.5m,+20.84%,0.82%,0.28,-0.0007%,+0.0046%,$1.2m,2022-09-09 10:17:07.836240
10,NEAR Protocol-NEAR,$4.76,+6.46%,$659.7m,$125.4m,+4.93%,0.50%,0.19,+0.0037%,+0.0061%,$1.5m,2022-09-09 10:17:07.836240
11,Polygon-MATIC,$0.8879,+6.61%,$614.6m,$196.6m,+4.31%,0.79%,0.32,+0.0021%,+0.0049%,$888.8k,2022-09-09 10:17:07.836240
12,Chainlink-LINK,$7.98,+11.73%,$587.9m,$132.9m,+20.99%,0.53%,0.23,+0.0124%,+0.0060%,$1.7m,2022-09-09 10:17:07.836240
