,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$20,290.53",-4.44%,$40.0b,$9.7b,-7.87%,41.49%,0.24,+0.0011%,-0.0013%,$89.5m,2022-09-14 14:16:23.851101
1,Ethereum-ETH,"$1,602.62",-0.43%,$33.1b,$7.1b,+0.63%,30.55%,0.22,-0.1702%,-0.1549%,$67.6m,2022-09-14 14:16:23.851101
2,Ethereum Classic-ETC,$36.98,+3.97%,$2.5b,$442.8m,+6.70%,1.90%,0.17,+0.0040%,-0.0088%,$7.1m,2022-09-14 14:16:23.851101
3,LUNA2-LUNA2,$2.90,-33.72%,$2.5b,$60.2m,+86.25%,0.26%,0.02,-0.6006%,-0.8487%,$4.2m,2022-09-14 14:16:23.851101
4,Solana-SOL,$33.55,-5.60%,$1.8b,$410.1m,-6.37%,1.76%,0.23,-0.0025%,-0.0018%,$4.4m,2022-09-14 14:16:23.851101
5,Terra-LUNA,$2.93,-33.00%,$1.2b,$26.2m,+64.31%,0.11%,0.02,-0.2150%,-1.0183%,$10.2m,2022-09-14 14:16:23.851101
6,Ravencoin-RVN,$0.0702,+12.96%,$1.1b,$78.3m,+52.53%,0.34%,0.07,-0.0229%,-0.0287%,$2.3m,2022-09-14 14:16:23.851101
7,Reef-REEF,$0.0052,-3.81%,$929.5m,$28.6m,-21.44%,0.12%,0.03,-0.6479%,-1.0654%,$2.1m,2022-09-14 14:16:23.851101
8,1000LUNC-1000LUNC,$0.2919,-23.08%,$840.0m,$31.5m,+15.65%,0.14%,0.04,-0.0842%,-0.0787%,$2.0m,2022-09-14 14:16:23.851101
9,Cardano-ADA,$0.4859,+2.98%,$766.0m,$272.2m,+1.00%,1.17%,0.36,-0.0059%,+0.0008%,$1.2m,2022-09-14 14:16:23.851101
10,Litecoin-LTC,$61.06,-4.16%,$748.0m,$225.6m,-9.24%,0.97%,0.30,+0.0119%,+0.0072%,$1.9m,2022-09-14 14:16:23.851101
11,EOS-EOS,$1.48,-6.55%,$708.1m,$160.6m,-10.16%,0.69%,0.23,-0.0297%,-0.0185%,$1.9m,2022-09-14 14:16:23.851101
12,Binance Coin-BNB,$280.73,-1.39%,$672.0m,$247.5m,-2.41%,1.06%,0.37,-0.0127%,+0.0015%,$629.8k,2022-09-14 14:16:23.851101
13,Cosmos-ATOM,$14.23,-2.94%,$621.5m,$124.6m,-8.59%,0.53%,0.20,-0.0046%,+0.0090%,$1.2m,2022-09-14 14:16:23.851101
14,Ripple-XRP,$0.3378,-1.09%,$561.2m,$320.2m,-2.83%,1.37%,0.57,-0.0106%,-0.0069%,$924.3k,2022-09-14 14:16:23.851101
15,Polygon-MATIC,$0.8548,-1.15%,$556.7m,$170.9m,-7.84%,0.73%,0.31,+0.0007%,+0.0043%,$1.3m,2022-09-14 14:16:23.851101
16,ApeCoin-APE,$5.04,-8.54%,$516.8m,$79.0m,-15.23%,0.34%,0.15,+0.0122%,+0.0122%,$1.5m,2022-09-14 14:16:23.851101
17,Avalanche-AVAX,$19.15,-4.21%,$508.1m,$131.7m,-1.88%,0.56%,0.26,-0.0204%,-0.0097%,$1.5m,2022-09-14 14:16:23.851101
18,Chiliz-CHZ,$0.1920,-5.31%,$495.7m,$71.2m,-6.48%,0.31%,0.14,+0.0042%,-0.0004%,$904.7k,2022-09-14 14:16:23.851101
19,NEAR Protocol-NEAR,$4.48,-4.10%,$453.2m,$102.2m,-6.35%,0.44%,0.23,-0.0092%,-0.0028%,$934.8k,2022-09-14 14:16:23.851101
20,Dogecoin-DOGE,$0.0610,+0.22%,$435.9m,$119.2m,-0.22%,0.51%,0.27,+0.0119%,+0.0075%,$721.3k,2022-09-14 14:16:23.851101
21,Terra Classic-LUNC,$0.0003,-21.53%,$410.4m,$40.7m,-15.84%,0.17%,0.10,-0.0493%,-0.0761%,$1.9m,2022-09-14 14:16:23.851101
22,Optimism-OP,$1.18,-2.32%,$358.0m,$57.0m,-2.10%,0.24%,0.16,+0.0032%,+0.0074%,$580.4k,2022-09-14 14:16:23.851101
23,Chainlink-LINK,$7.36,-0.24%,$338.4m,$105.9m,-3.26%,0.45%,0.31,-0.0017%,+0.0068%,$1.0m,2022-09-14 14:16:23.851101
24,Polkadot-DOT,$7.25,-1.16%,$337.7m,$254.0m,-1.82%,1.09%,0.75,-0.0029%,-0.0034%,$644.7k,2022-09-14 14:16:23.851101
25,Filecoin-FIL,$5.90,-3.71%,$334.6m,$105.4m,-5.21%,0.45%,0.31,-0.0099%,-0.0061%,$1.1m,2022-09-14 14:16:23.851101
