,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H,date_time
0,Bitcoin-BTC,"$22,109.51",+1.23%,$35.9b,$11.0b,+3.50%,43.58%,0.31,+0.0035%,+0.0055%,$39.7m,2022-09-13 02:16:25.996468
1,Ethereum-ETH,"$1,686.45",-3.34%,$28.1b,$7.4b,-2.24%,29.23%,0.26,-0.0424%,-0.0591%,$45.2m,2022-09-13 02:16:25.996468
2,Ethereum Classic-ETC,$37.72,-0.77%,$2.5b,$445.3m,-2.40%,1.77%,0.18,-0.0070%,-0.0026%,$8.0m,2022-09-13 02:16:25.996468
3,Solana-SOL,$37.28,+5.13%,$2.4b,$469.3m,+17.41%,1.86%,0.19,+0.0032%,+0.0000%,$3.0m,2022-09-13 02:16:25.996468
4,LUNA2-LUNA2,$4.16,-25.54%,$1.5b,$35.3m,+5.25%,0.14%,0.02,-0.0059%,-0.0080%,$2.7m,2022-09-13 02:16:25.996468
5,Ravencoin-RVN,$0.0650,+23.64%,$1.4b,$67.5m,+112.53%,0.27%,0.05,-0.0192%,-0.0119%,$3.0m,2022-09-13 02:16:25.996468
6,NEAR Protocol-NEAR,$4.94,+1.87%,$965.1m,$127.6m,+12.44%,0.51%,0.13,-0.0018%,-0.0008%,$1.7m,2022-09-13 02:16:25.996468
7,Terra-LUNA,$4.20,-25.25%,$882.9m,$18.0m,-14.91%,0.07%,0.02,-0.0145%,+0.0117%,$5.7m,2022-09-13 02:16:25.996468
8,Avalanche-AVAX,$20.89,+1.92%,$852.2m,$143.4m,+8.11%,0.57%,0.17,-0.0042%,+0.0000%,$1.1m,2022-09-13 02:16:25.996468
9,Polygon-MATIC,$0.9144,+2.54%,$814.2m,$204.4m,+7.20%,0.81%,0.25,+0.0071%,+0.0062%,$1.2m,2022-09-13 02:16:25.996468
10,Cardano-ADA,$0.4932,-2.51%,$797.8m,$285.7m,-4.20%,1.13%,0.36,-0.0035%,+0.0005%,$1.2m,2022-09-13 02:16:25.996468
11,EOS-EOS,$1.63,-3.69%,$747.5m,$185.4m,-6.09%,0.73%,0.25,+0.0022%,-0.0014%,$1.7m,2022-09-13 02:16:25.996468
12,Cosmos-ATOM,$15.25,-2.62%,$742.4m,$149.0m,-5.39%,0.59%,0.20,+0.0012%,-0.0002%,$950.2k,2022-09-13 02:16:25.996468
13,Filecoin-FIL,$6.37,-1.65%,$633.6m,$115.8m,-3.80%,0.46%,0.18,-0.0050%,-0.0114%,$801.4k,2022-09-13 02:16:25.996468
14,Binance Coin-BNB,$289.61,-1.57%,$602.9m,$269.4m,-2.17%,1.07%,0.45,-0.0006%,-0.0076%,$376.9k,2022-09-13 02:16:25.996468
15,Reef-REEF,$0.0048,+25.49%,$598.3m,$23.5m,+366.75%,0.09%,0.04,-0.5412%,-0.7862%,$2.0m,2022-09-13 02:16:25.996468
16,ApeCoin-APE,$5.52,+0.87%,$558.9m,$86.7m,-6.74%,0.34%,0.16,+0.0072%,+0.0083%,$1.6m,2022-09-13 02:16:25.996468
17,Ripple-XRP,$0.3535,-0.06%,$538.7m,$342.9m,+1.90%,1.36%,0.64,-0.0048%,-0.0078%,$535.0k,2022-09-13 02:16:25.996468
18,1000LUNC-1000LUNC,$0.3130,-26.20%,$534.6m,$22.8m,+2.58%,0.09%,0.04,-0.0379%,-0.0356%,$1.6m,2022-09-13 02:16:25.996468
19,Polkadot-DOT,$7.50,-3.01%,$498.1m,$264.6m,-2.41%,1.05%,0.53,-0.0050%,-0.0082%,$548.8k,2022-09-13 02:16:25.996468
