,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,546.77",-1.85%,$36.2b,$6.9b,-3.16%,29.95%,0.19,-0.0014%,-0.0058%,$62.5m
1,Bitcoin-BTC,"$19,916.32",-1.49%,$27.7b,$9.7b,-0.65%,42.22%,0.35,+0.0014%,-0.0017%,$22.6m
2,Ethereum Classic-ETC,$32.02,-2.34%,$1.5b,$389.4m,-0.06%,1.69%,0.26,-0.0178%,-0.0189%,$3.3m
3,Solana-SOL,$31.08,-3.58%,$1.2b,$387.4m,-0.81%,1.68%,0.32,+0.0060%,+0.0061%,$1.6m
4,Tellor-TRB,$19.24,-15.21%,$1.2b,$67.4m,-12.97%,0.29%,0.06,-0.6336%,-0.5965%,$2.4m
5,Chiliz-CHZ,$0.2083,-2.07%,$979.2m,$98.8m,-7.46%,0.43%,0.10,+0.0071%,+0.0063%,$1.2m
6,Polygon-MATIC,$0.8305,+0.57%,$865.8m,$201.7m,+1.80%,0.88%,0.23,+0.0028%,-0.0004%,$1.5m
7,EOS-EOS,$1.46,+4.33%,$773.5m,$196.8m,+12.30%,0.86%,0.25,+0.0051%,+0.0064%,$1.4m
8,NEAR Protocol-NEAR,$4.23,-1.09%,$752.2m,$101.3m,-2.38%,0.44%,0.13,+0.0039%,+0.0044%,$1.1m
9,Binance Coin-BNB,$276.41,-3.40%,$717.2m,$267.6m,-0.14%,1.16%,0.37,+0.0003%,+0.0019%,$518.4k
10,Cosmos-ATOM,$11.73,-0.84%,$611.8m,$118.2m,+5.30%,0.51%,0.19,-0.0006%,+0.0003%,$948.1k
11,Avalanche-AVAX,$18.90,-3.22%,$585.0m,$131.6m,-5.32%,0.57%,0.22,-0.0018%,-0.0011%,$920.6k
12,Cardano-ADA,$0.4438,-2.36%,$556.5m,$267.7m,-2.68%,1.16%,0.48,+0.0067%,+0.0006%,$944.5k
13,Ripple-XRP,$0.3247,-2.10%,$536.0m,$321.0m,-2.74%,1.40%,0.60,+0.0024%,+0.0038%,$586.0k
14,Optimism-OP,$1.11,-3.24%,$423.9m,$62.2m,-5.59%,0.27%,0.15,+0.0164%,+0.0161%,$550.0k
15,Litecoin-LTC,$55.65,+2.75%,$423.1m,$185.8m,+4.33%,0.81%,0.44,+0.0023%,+0.0030%,$600.6k
16,Curve DAO Token-CRV,$1.09,-4.92%,$376.7m,$60.3m,-9.01%,0.26%,0.16,+0.0053%,+0.0032%,$896.6k
17,Dogecoin-DOGE,$0.0607,-3.14%,$340.0m,$123.1m,+1.07%,0.54%,0.36,+0.0040%,+0.0075%,$646.5k
18,STEPN-GMT,$0.6640,-2.21%,$314.9m,$106.5m,-2.28%,0.46%,0.34,-0.0076%,-0.0045%,$911.1k
19,Polkadot-DOT,$6.98,-2.60%,$305.0m,$260.3m,-0.89%,1.13%,0.85,-0.0104%,-0.0053%,$270.5k
20,Chainlink-LINK,$6.54,-2.90%,$258.7m,$98.4m,-6.46%,0.43%,0.38,+0.0040%,+0.0097%,$373.9k
21,Filecoin-FIL,$5.74,-0.70%,$246.7m,$100.2m,+2.85%,0.44%,0.41,+0.0027%,-0.0023%,$213.4k
22,Stargate Finance-STG,$0.6199,-14.04%,$225.8m,$19.2m,+48.39%,0.08%,0.08,-0.3858%,-0.3164%,$815.1k
23,1000SHIB-1000SHIB,$0.0121,-2.07%,$214.5m,$38.2m,+2.61%,0.17%,0.18,-0.0184%,-0.0141%,$506.8k
24,Synthetix Network Token-SNX,$3.04,-0.50%,$213.9m,$40.3m,-3.37%,0.18%,0.19,+0.0074%,-0.0055%,$312.7k
25,ApeCoin-APE,$4.70,-3.43%,$207.3m,$66.5m,+1.12%,0.29%,0.32,+0.0012%,+0.0004%,$321.9k
26,The Sandbox-SAND,$0.9262,-3.67%,$177.5m,$76.6m,+0.57%,0.33%,0.43,-0.0004%,+0.0036%,$223.1k
27,Axie Infinity-AXS,$13.80,-2.38%,$176.9m,$78.8m,-4.17%,0.34%,0.45,-0.0252%,-0.0184%,$375.5k
28,Bitcoin Cash-BCH,$115.74,-0.50%,$169.5m,$169.2m,+1.98%,0.74%,1.00,-0.0128%,-0.0110%,$200.6k
29,Fantom-FTM,$0.2697,-3.67%,$164.7m,$48.7m,-0.24%,0.21%,0.30,+0.0066%,+0.0033%,$322.2k
30,Flow (Dapper labs)-FLOW,$2.01,-0.35%,$148.9m,$30.9m,-8.88%,0.13%,0.21,-0.0047%,-0.0067%,$258.5k
