,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,563.34",+1.18%,$35.6b,$6.9b,-0.68%,29.65%,0.19,-0.0037%,+0.0019%,$71.5m
1,Bitcoin-BTC,"$19,845.49",-0.53%,$29.0b,$9.9b,+2.76%,42.58%,0.34,-0.0007%,+0.0003%,$25.6m
2,Ethereum Classic-ETC,$32.09,-0.63%,$1.5b,$384.7m,-0.57%,1.66%,0.26,-0.0158%,-0.0103%,$3.2m
3,Solana-SOL,$30.90,-2.53%,$1.2b,$392.6m,+1.38%,1.69%,0.34,+0.0075%,+0.0076%,$1.6m
4,Polygon-MATIC,$0.8625,+4.77%,$986.6m,$225.9m,+16.07%,0.97%,0.23,-0.0006%,-0.0043%,$1.7m
5,EOS-EOS,$1.44,+4.63%,$980.3m,$183.4m,+6.58%,0.79%,0.19,+0.0075%,+0.0030%,$1.8m
6,Tellor-TRB,$18.98,-0.12%,$900.9m,$63.4m,-5.26%,0.27%,0.07,-0.3362%,-0.4206%,$1.7m
7,Binance Coin-BNB,$274.71,-1.68%,$807.9m,$277.3m,+7.06%,1.19%,0.34,-0.0032%,-0.0056%,$619.0k
8,Chiliz-CHZ,$0.2068,-2.38%,$753.5m,$92.8m,-12.73%,0.40%,0.12,+0.0063%,+0.0056%,$1.0m
9,Cosmos-ATOM,$11.92,+2.15%,$695.6m,$125.7m,+7.26%,0.54%,0.18,+0.0002%,-0.0072%,$1.0m
10,Cardano-ADA,$0.4529,+0.57%,$649.1m,$274.6m,+0.77%,1.18%,0.42,+0.0003%,+0.0037%,$1.2m
11,Litecoin-LTC,$57.08,+6.09%,$618.0m,$194.1m,+10.22%,0.84%,0.31,+0.0033%,+0.0029%,$1.0m
12,Avalanche-AVAX,$18.78,-2.54%,$549.5m,$135.1m,-1.42%,0.58%,0.25,+0.0016%,-0.0027%,$975.6k
13,Ripple-XRP,$0.3269,+0.22%,$489.6m,$321.7m,+0.08%,1.39%,0.66,+0.0050%,+0.0043%,$458.8k
14,NEAR Protocol-NEAR,$4.30,-1.80%,$469.9m,$99.5m,-11.83%,0.43%,0.21,+0.0041%,+0.0039%,$674.2k
15,Optimism-OP,$1.11,-1.97%,$395.5m,$63.2m,+0.42%,0.27%,0.16,+0.0156%,+0.0134%,$564.9k
16,Dogecoin-DOGE,$0.0619,+0.92%,$381.2m,$123.1m,+1.84%,0.53%,0.32,+0.0101%,+0.0082%,$672.6k
17,Curve DAO Token-CRV,$1.10,-4.21%,$310.4m,$59.6m,-11.93%,0.26%,0.19,+0.0021%,+0.0020%,$860.0k
18,Polkadot-DOT,$7.02,-0.04%,$304.5m,$261.9m,+0.68%,1.13%,0.86,-0.0042%,+0.0028%,$228.8k
19,STEPN-GMT,$0.6684,-0.42%,$286.7m,$108.5m,+0.62%,0.47%,0.38,-0.0065%,-0.0021%,$634.6k
20,Chainlink-LINK,$6.64,+0.78%,$277.0m,$99.4m,-1.34%,0.43%,0.36,+0.0113%,+0.0109%,$371.6k
21,Balancer-BAL,$7.59,+9.68%,$259.0m,$28.3m,+96.88%,0.12%,0.11,-0.1291%,+0.0084%,$691.3k
22,Stargate Finance-STG,$0.6321,-11.24%,$251.0m,$19.2m,+45.60%,0.08%,0.08,-0.1670%,-0.1543%,$907.1k
23,Filecoin-FIL,$5.68,-0.59%,$235.7m,$100.4m,+1.54%,0.43%,0.43,-0.0055%,+0.0082%,$239.5k
24,Terra-LUNA,$1.97,+12.92%,$227.4m,$8.3m,+39.41%,0.04%,0.04,-0.0006%,+0.0124%,$1.4m
25,Synthetix Network Token-SNX,$2.86,-2.10%,$216.3m,$38.4m,-6.25%,0.17%,0.18,-0.0130%,-0.0047%,$341.5k
26,1000SHIB-1000SHIB,$0.0121,-0.03%,$207.5m,$39.5m,+3.53%,0.17%,0.19,+0.0022%,+0.0013%,$315.9k
27,ApeCoin-APE,$4.70,-2.12%,$200.2m,$65.8m,+1.56%,0.28%,0.33,+0.0014%,+0.0019%,$288.9k
28,The Sandbox-SAND,$0.9225,-2.25%,$176.9m,$75.6m,-2.50%,0.33%,0.43,+0.0047%,+0.0061%,$406.2k
29,Bitcoin Cash-BCH,$115.57,+0.16%,$175.2m,$168.3m,+1.80%,0.73%,0.96,-0.0102%,-0.0033%,$223.7k
30,Axie Infinity-AXS,$13.81,-2.74%,$167.0m,$81.1m,-1.35%,0.35%,0.49,-0.0191%,-0.0159%,$352.9k
31,Fantom-FTM,$0.2676,-2.73%,$138.0m,$48.7m,+2.78%,0.21%,0.35,+0.0053%,+0.0025%,$320.0k
