,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,552.49",-3.92%,$23.0b,$6.9b,-4.00%,29.48%,0.30,-0.0103%,-0.0070%,$47.4m
1,Bitcoin-BTC,"$19,812.44",-1.77%,$18.3b,$9.9b,+2.49%,42.06%,0.54,-0.0015%,-0.0042%,$15.3m
2,Filecoin-FIL,$6.48,+10.57%,$1.1b,$153.9m,+52.51%,0.65%,0.13,-0.0039%,+0.0044%,$1.5m
3,Litecoin-LTC,$60.93,-0.66%,$965.8m,$238.2m,+5.98%,1.01%,0.25,+0.0009%,-0.0010%,$1.0m
4,EOS-EOS,$1.52,-0.59%,$946.2m,$197.1m,-3.77%,0.84%,0.21,+0.0017%,+0.0051%,$1.6m
5,Ethereum Classic-ETC,$32.41,-2.67%,$935.9m,$384.9m,-3.08%,1.63%,0.41,-0.0100%,-0.0049%,$2.7m
6,Cardano-ADA,$0.4817,+4.97%,$911.5m,$312.5m,+14.27%,1.33%,0.34,+0.0008%,+0.0044%,$1.6m
7,Solana-SOL,$31.14,-2.35%,$673.9m,$389.3m,-1.30%,1.65%,0.58,+0.0038%,+0.0004%,$911.9k
8,Chiliz-CHZ,$0.2169,-0.28%,$652.9m,$96.5m,-8.56%,0.41%,0.15,+0.0033%,+0.0040%,$727.4k
9,Polygon-MATIC,$0.8813,-0.43%,$643.2m,$239.4m,-8.23%,1.02%,0.37,-0.0038%,+0.0015%,$804.2k
10,Optimism-OP,$1.20,-4.20%,$524.8m,$73.5m,-12.19%,0.31%,0.14,+0.0024%,-0.0006%,$542.7k
11,Cosmos-ATOM,$12.38,-3.33%,$458.1m,$128.2m,-7.38%,0.54%,0.28,-0.0168%,-0.0127%,$692.5k
12,Binance Coin-BNB,$277.36,-0.59%,$427.0m,$261.2m,-1.14%,1.11%,0.61,+0.0013%,+0.0040%,$211.9k
13,Ripple-XRP,$0.3306,+0.68%,$402.2m,$321.0m,+1.11%,1.36%,0.80,-0.0032%,-0.0044%,$321.3k
14,Dogecoin-DOGE,$0.0628,+1.43%,$363.0m,$129.4m,+4.60%,0.55%,0.36,+0.0075%,+0.0054%,$645.0k
15,Avalanche-AVAX,$18.86,-2.27%,$354.7m,$135.7m,+0.05%,0.58%,0.38,-0.0002%,-0.0103%,$700.7k
16,Tellor-TRB,$19.30,-1.22%,$347.3m,$69.4m,+4.64%,0.29%,0.20,-0.4352%,-0.5334%,$289.7k
17,Axie Infinity-AXS,$15.00,+4.74%,$332.7m,$121.2m,+48.55%,0.51%,0.36,-0.0278%,-0.0354%,$359.5k
18,Polkadot-DOT,$7.27,-2.66%,$293.6m,$267.5m,-5.09%,1.14%,0.91,+0.0003%,-0.0005%,$179.5k
19,STEPN-GMT,$0.6740,-2.27%,$227.4m,$109.0m,-1.59%,0.46%,0.48,+0.0012%,-0.0009%,$286.1k
20,yearn.finance-YFI,"$9,634.47",-1.98%,$205.3m,$42.8m,-2.22%,0.18%,0.21,+0.0029%,+0.0020%,$459.8k
21,NEAR Protocol-NEAR,$4.18,-2.54%,$203.6m,$89.9m,-4.64%,0.38%,0.44,+0.0041%,+0.0017%,$358.4k
22,Chainlink-LINK,$6.83,-3.96%,$189.5m,$100.6m,-8.94%,0.43%,0.53,+0.0088%,+0.0109%,$367.5k
23,Curve DAO Token-CRV,$1.08,-6.14%,$179.5m,$58.5m,-2.87%,0.25%,0.33,-0.0218%,-0.0257%,$364.2k
24,1000SHIB-1000SHIB,$0.0123,+0.20%,$177.2m,$40.2m,+4.34%,0.17%,0.23,+0.0100%,+0.0100%,$219.8k
25,ApeCoin-APE,$4.74,-1.15%,$152.4m,$68.9m,+3.92%,0.29%,0.45,+0.0075%,-0.0029%,$128.2k
26,Bitcoin Cash-BCH,$118.07,-0.46%,$149.5m,$169.6m,+0.70%,0.72%,1.13,-0.0121%,-0.0176%,$101.0k
27,Aave-AAVE,$86.79,-4.10%,$130.8m,$46.1m,-13.26%,0.20%,0.35,-0.0260%,-0.0181%,$94.7k
28,Unifi Protocol DAO-UNFI,$7.72,+0.88%,$122.9m,$22.3m,+13.52%,0.09%,0.18,+0.0100%,+0.0100%,$128.6k
29,Synthetix Network Token-SNX,$2.93,-5.56%,$119.0m,$35.3m,-14.51%,0.15%,0.30,-0.0115%,-0.0153%,$154.5k
30,The Sandbox-SAND,$0.9269,-1.91%,$118.9m,$77.2m,+0.92%,0.33%,0.65,+0.0004%,+0.0092%,$166.0k
31,FOOTBALL-FOOTBALL,"$1,182.94",+3.67%,$110.4m,$8.8m,+15.04%,0.04%,0.08,+0.0100%,+0.0100%,$223.2k
32,1inch-1INCH,$0.6857,-5.22%,$108.3m,$26.4m,-26.16%,0.11%,0.24,+0.0072%,-0.0181%,$244.3k
33,Fantom-FTM,$0.2687,-1.85%,$95.4m,$48.2m,+0.03%,0.20%,0.51,+0.0088%,+0.0080%,$91.8k
34,Ethereum Name Service-ENS,$13.89,+0.09%,$90.0m,$29.5m,+10.75%,0.13%,0.33,-0.0018%,-0.0043%,$26.8k
35,Uniswap-UNI,$6.30,-4.18%,$82.4m,$47.4m,-8.92%,0.20%,0.58,-0.0073%,-0.0037%,$184.2k
36,SushiSwap-SUSHI,$1.11,-0.69%,$79.4m,$29.8m,-2.13%,0.13%,0.37,-0.0041%,+0.0017%,$52.7k
37,CertiK-CTK,$1.02,+5.48%,$69.4m,$12.5m,+31.81%,0.05%,0.18,+0.0096%,+0.0100%,$120.6k
38,Gala-GALA,$0.0501,-1.00%,$67.9m,$35.6m,+2.07%,0.15%,0.52,+0.0089%,+0.0075%,$53.1k
39,ZCash-ZEC,$62.18,+2.15%,$66.9m,$23.4m,+7.57%,0.10%,0.35,+0.0009%,-0.0118%,$82.1k
40,Decentraland-MANA,$0.7785,-1.09%,$65.2m,$39.0m,-2.80%,0.17%,0.60,-0.0092%,-0.0032%,$73.1k
41,Helium-HNT,$4.55,-1.94%,$64.2m,$15.6m,+5.95%,0.07%,0.24,-0.0074%,-0.0049%,$97.1k
42,Stargate Finance-STG,$0.6405,-3.61%,$61.0m,$15.8m,-19.34%,0.07%,0.26,-0.0203%,-0.0257%,$125.6k
43,dYdX-DYDX,$1.54,-1.15%,$60.8m,$36.9m,+0.12%,0.16%,0.61,+0.0041%,+0.0095%,$13.1k
44,Monero-XMR,$153.91,+1.15%,$60.5m,$45.2m,+6.95%,0.19%,0.75,-0.0904%,-0.0881%,$17.3k
45,THETA-THETA,$1.14,-1.53%,$60.3m,$22.2m,-1.00%,0.09%,0.37,-0.0001%,+0.0013%,$100.9k
46,Celsius-CEL,$1.39,-6.22%,$58.8m,$25.7m,-8.84%,0.11%,0.44,-0.0291%,-0.0531%,$393.3k
47,Tron-TRX,$0.0629,-0.23%,$58.7m,$139.2m,+1.29%,0.59%,2.37,-0.0084%,-0.0042%,$5.1k
48,Flamingo-FLM,$0.1198,+1.74%,$56.3m,$20.7m,+10.96%,0.09%,0.37,-0.0608%,-0.0227%,$29.4k
49,Flow (Dapper labs)-FLOW,$1.93,-3.29%,$56.1m,$27.0m,-6.04%,0.11%,0.48,+0.0015%,+0.0015%,$92.3k
50,Waves-WAVES,$4.51,-0.81%,$55.3m,$52.9m,-0.01%,0.22%,0.96,+0.0051%,+0.0037%,$83.2k
51,Algorand-ALGO,$0.3015,-0.55%,$55.2m,$29.6m,+0.91%,0.13%,0.54,+0.0063%,+0.0086%,$21.2k
52,Kyber Network Crystal-KNC,$1.74,-2.88%,$52.4m,$19.6m,-9.95%,0.08%,0.37,+0.0086%,+0.0058%,$47.2k
53,Lido DAO Token-LDO,$2.04,-6.26%,$50.6m,$17.3m,-12.62%,0.07%,0.34,-0.0030%,-0.0028%,$80.3k
54,ConstitutionDAO-PEOPLE,$0.0206,-0.27%,$49.8m,$26.3m,+2.50%,0.11%,0.53,-0.0066%,-0.0121%,$133.1k
55,Balancer-BAL,$7.40,-2.21%,$49.6m,$20.8m,-7.27%,0.09%,0.42,-0.0083%,-0.0105%,$75.3k
56,SHIBA INU-SHIB,$0.0000,+0.14%,$47.0m,$20.2m,+1.64%,0.09%,0.43,+0.0105%,+0.0106%,$111.7k
57,Terra-LUNA,$1.84,-2.81%,$45.9m,$7.2m,-6.89%,0.03%,0.16,+0.0088%,+0.0101%,$91.5k
58,Coin98-C98,$0.4426,+3.52%,$41.7m,$16.5m,+14.53%,0.07%,0.40,+0.0070%,+0.0069%,$44.1k
59,THORChain-RUNE,$1.89,-2.82%,$41.2m,$22.3m,+4.97%,0.09%,0.54,+0.0081%,+0.0084%,$33.9k
60,Tezos-XTZ,$1.51,-1.43%,$36.7m,$27.6m,+4.18%,0.12%,0.75,-0.0099%,-0.0213%,$10.1k
