,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,504.42",-8.18%,$42.7b,$6.6b,-7.85%,29.10%,0.15,-0.0121%,-0.0115%,$104.1m
1,Bitcoin-BTC,"$18,675.47",-5.54%,$38.7b,$9.9b,-1.15%,43.46%,0.25,-0.0051%,-0.0073%,$92.4m
2,Ethereum Classic-ETC,$33.50,-16.18%,$8.1b,$495.9m,-23.16%,2.19%,0.06,-0.0129%,-0.0036%,$39.0m
3,Solana-SOL,$30.66,-5.86%,$1.9b,$361.5m,-6.89%,1.59%,0.19,-0.0086%,-0.0070%,$3.0m
4,Cardano-ADA,$0.4575,-7.18%,$1.3b,$276.8m,-8.78%,1.22%,0.21,-0.0031%,+0.0033%,$3.2m
5,Binance Coin-BNB,$261.16,-6.85%,$974.6m,$277.2m,+4.08%,1.22%,0.28,-0.0222%,-0.0211%,$1.3m
6,Polygon-MATIC,$0.7991,-10.04%,$917.2m,$185.5m,-15.65%,0.82%,0.20,-0.0055%,-0.0029%,$2.1m
7,Avalanche-AVAX,$18.05,-9.41%,$819.9m,$126.4m,-11.81%,0.56%,0.15,-0.0218%,-0.0240%,$1.6m
8,Ripple-XRP,$0.3162,-5.17%,$819.4m,$317.4m,-4.24%,1.40%,0.39,-0.0063%,-0.0048%,$2.3m
9,EOS-EOS,$1.38,-10.25%,$805.4m,$168.8m,-12.19%,0.74%,0.21,-0.0052%,+0.0050%,$2.4m
10,Litecoin-LTC,$53.46,-10.92%,$777.3m,$187.7m,-13.98%,0.83%,0.24,+0.0014%,+0.0072%,$3.2m
11,NEAR Protocol-NEAR,$4.12,-4.29%,$681.1m,$90.0m,-0.02%,0.40%,0.13,+0.0014%,-0.0034%,$1.7m
12,Cosmos-ATOM,$11.62,-7.42%,$664.0m,$106.4m,-15.74%,0.47%,0.16,-0.0004%,+0.0045%,$1.3m
13,Chiliz-CHZ,$0.1863,-9.54%,$598.1m,$77.3m,-21.59%,0.34%,0.13,-0.0024%,+0.0027%,$2.0m
14,Optimism-OP,$1.11,-7.76%,$589.8m,$58.6m,-13.44%,0.26%,0.10,+0.0109%,-0.0020%,$1.6m
15,Polkadot-DOT,$6.84,-9.14%,$581.2m,$255.7m,-8.67%,1.13%,0.44,-0.0119%,-0.0134%,$2.0m
16,Ravencoin-RVN,$0.0352,-4.54%,$577.3m,$22.5m,-26.30%,0.10%,0.04,-0.0193%,+0.0270%,$1.7m
17,Filecoin-FIL,$5.60,-8.75%,$534.4m,$99.9m,-9.52%,0.44%,0.19,-0.0027%,+0.0032%,$2.8m
18,Dogecoin-DOGE,$0.0580,-8.20%,$532.1m,$119.2m,-6.34%,0.53%,0.22,-0.0025%,-0.0043%,$2.7m
19,Curve DAO Token-CRV,$1.03,-12.34%,$424.4m,$54.4m,-17.27%,0.24%,0.13,-0.0032%,-0.0074%,$1.1m
20,Chainlink-LINK,$6.68,-8.09%,$400.5m,$100.8m,-13.75%,0.44%,0.25,+0.0031%,+0.0040%,$1.6m
21,STEPN-GMT,$0.6248,-9.17%,$386.5m,$102.4m,-7.17%,0.45%,0.26,-0.0053%,-0.0089%,$1.1m
22,1000SHIB-1000SHIB,$0.0119,-5.44%,$353.7m,$40.1m,-8.87%,0.18%,0.11,-0.0077%,+0.0056%,$895.4k
23,Bitcoin Cash-BCH,$111.55,-10.66%,$326.6m,$161.2m,-15.24%,0.71%,0.49,-0.0153%,-0.0145%,$888.1k
24,The Sandbox-SAND,$0.8621,-9.48%,$314.0m,$70.3m,-14.44%,0.31%,0.22,-0.0046%,+0.0036%,$1.4m
25,ApeCoin-APE,$4.23,-10.14%,$288.7m,$62.1m,-8.45%,0.27%,0.22,-0.0014%,-0.0104%,$1.1m
26,Tellor-TRB,$15.84,-6.60%,$283.1m,$43.0m,-13.90%,0.19%,0.15,-0.1532%,-0.0407%,$573.8k
27,Project Galaxy-GAL,$2.39,-2.16%,$231.7m,$14.1m,+16.92%,0.06%,0.06,+0.0062%,+0.0058%,$682.6k
28,Stargate Finance-STG,$0.6685,+12.20%,$229.8m,$20.1m,+24.46%,0.09%,0.09,-0.0803%,-0.0566%,$639.4k
29,Helium-HNT,$3.55,-7.40%,$227.1m,$20.3m,-1.88%,0.09%,0.09,+0.0039%,+0.0066%,$711.3k
30,Ethereum Name Service-ENS,$13.62,-4.54%,$226.4m,$27.2m,-6.70%,0.12%,0.12,+0.0100%,+0.0082%,$604.8k
31,Axie Infinity-AXS,$12.92,-8.93%,$223.5m,$76.7m,-9.14%,0.34%,0.34,-0.0348%,-0.0216%,$1.1m
32,Fantom-FTM,$0.2419,-8.98%,$192.4m,$47.6m,-5.37%,0.21%,0.25,-0.0022%,+0.0018%,$719.1k
33,Unifi Protocol DAO-UNFI,$6.75,-11.70%,$166.1m,$17.0m,-16.01%,0.07%,0.10,-0.0070%,-0.0053%,$366.6k
34,Aave-AAVE,$82.92,-9.30%,$162.4m,$44.2m,-10.87%,0.19%,0.27,-0.0322%,-0.0376%,$333.5k
35,Tron-TRX,$0.0603,-4.24%,$154.8m,$139.1m,-1.95%,0.61%,0.90,-0.0310%,-0.0463%,$305.7k
36,Gala-GALA,$0.0470,-7.39%,$147.0m,$32.8m,-4.64%,0.14%,0.22,-0.0038%,-0.0077%,$463.5k
37,Uniswap-UNI,$5.79,-11.79%,$143.0m,$43.4m,-12.67%,0.19%,0.30,-0.0146%,-0.0069%,$495.8k
