,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,870.81",+0.30%,$14.9b,$10.1b,+2.09%,42.28%,0.68,+0.0023%,+0.0024%,$8.0m
1,Ethereum-ETH,"$1,566.78",+0.89%,$13.8b,$7.0b,+1.02%,29.30%,0.51,-0.0035%,-0.0043%,$19.2m
2,Cardano-ADA,$0.5022,+4.16%,$1.4b,$357.7m,+14.49%,1.50%,0.25,-0.0256%,-0.0196%,$2.1m
3,Ethereum Classic-ETC,$32.28,-0.43%,$717.6m,$386.5m,+0.46%,1.62%,0.54,-0.0170%,-0.0148%,$1.2m
4,Filecoin-FIL,$6.23,-3.87%,$630.8m,$124.8m,-19.13%,0.52%,0.20,-0.0008%,+0.0037%,$1.1m
5,Solana-SOL,$31.87,+2.33%,$600.9m,$395.8m,+1.64%,1.66%,0.66,+0.0087%,+0.0095%,$964.5k
6,1000SHIB-1000SHIB,$0.0127,+3.59%,$550.2m,$57.2m,+42.29%,0.24%,0.10,+0.0100%,+0.0100%,$869.6k
7,Cosmos-ATOM,$12.89,+4.21%,$531.2m,$152.7m,+19.19%,0.64%,0.29,-0.0064%,-0.0094%,$840.6k
8,Litecoin-LTC,$59.26,-2.75%,$495.4m,$220.9m,-6.84%,0.92%,0.45,+0.0060%,+0.0043%,$676.4k
9,EOS-EOS,$1.48,-2.65%,$469.6m,$188.4m,-4.19%,0.79%,0.40,+0.0061%,+0.0041%,$589.7k
10,Polygon-MATIC,$0.8830,+0.18%,$421.7m,$231.8m,-3.18%,0.97%,0.55,+0.0043%,-0.0007%,$206.3k
11,Binance Coin-BNB,$278.42,+0.38%,$354.1m,$262.6m,+0.60%,1.10%,0.74,+0.0035%,-0.0006%,$87.6k
12,Chiliz-CHZ,$0.2115,-2.48%,$343.6m,$100.8m,+4.15%,0.42%,0.29,+0.0016%,-0.0010%,$449.9k
13,Axie Infinity-AXS,$14.53,-3.13%,$327.2m,$92.9m,-23.49%,0.39%,0.28,-0.0162%,-0.0071%,$596.4k
14,Optimism-OP,$1.15,-3.71%,$327.1m,$70.2m,-4.49%,0.29%,0.21,+0.0031%,+0.0043%,$315.1k
15,Dogecoin-DOGE,$0.0632,+0.64%,$325.2m,$128.9m,-0.20%,0.54%,0.40,+0.0114%,+0.0029%,$522.6k
16,STEPN-GMT,$0.6930,+2.69%,$297.5m,$114.4m,+4.94%,0.48%,0.38,-0.0004%,+0.0014%,$497.0k
17,Chainlink-LINK,$7.18,+5.18%,$293.2m,$123.7m,+23.07%,0.52%,0.42,+0.0079%,+0.0018%,$330.4k
18,Avalanche-AVAX,$18.99,+0.67%,$277.9m,$139.7m,+3.00%,0.58%,0.50,-0.0032%,-0.0052%,$131.1k
19,Ripple-XRP,$0.3310,+0.13%,$273.0m,$320.6m,+0.30%,1.34%,1.17,+0.0069%,+0.0047%,$103.6k
20,Polkadot-DOT,$7.24,-0.37%,$243.7m,$266.4m,-0.45%,1.11%,1.09,-0.0089%,-0.0051%,$295.6k
21,Tellor-TRB,$18.81,-2.48%,$242.3m,$65.4m,-6.22%,0.27%,0.27,-0.2559%,-0.2574%,$288.6k
22,The Sandbox-SAND,$0.9664,+4.27%,$230.7m,$89.5m,+15.84%,0.37%,0.39,+0.0121%,+0.0060%,$362.5k
23,NEAR Protocol-NEAR,$4.18,+0.05%,$154.5m,$90.1m,+0.17%,0.38%,0.58,+0.0062%,+0.0070%,$223.0k
