,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,510.12",-8.07%,$42.5b,$6.7b,-6.79%,29.20%,0.16,-0.0132%,-0.0127%,$103.1m
1,Bitcoin-BTC,"$18,728.80",-5.38%,$38.5b,$9.9b,-0.63%,43.33%,0.26,-0.0076%,-0.0026%,$92.2m
2,Ethereum Classic-ETC,$34.03,-15.43%,$8.0b,$501.2m,-24.41%,2.19%,0.06,-0.0142%,-0.0109%,$38.9m
3,Solana-SOL,$30.90,-5.54%,$1.9b,$366.4m,-5.64%,1.60%,0.20,-0.0120%,+0.0028%,$2.9m
4,Cardano-ADA,$0.4592,-7.91%,$1.3b,$277.4m,-9.65%,1.21%,0.22,+0.0011%,+0.0105%,$3.2m
5,Binance Coin-BNB,$262.98,-6.06%,$965.1m,$281.2m,+6.93%,1.23%,0.29,-0.0225%,-0.0158%,$1.3m
6,Polygon-MATIC,$0.8061,-9.09%,$909.7m,$185.5m,-14.95%,0.81%,0.20,-0.0076%,+0.0016%,$2.1m
7,Ripple-XRP,$0.3168,-5.09%,$821.0m,$317.7m,-3.79%,1.39%,0.39,-0.0054%,-0.0015%,$2.3m
8,Avalanche-AVAX,$18.28,-8.54%,$813.5m,$128.8m,-9.74%,0.56%,0.16,-0.0217%,-0.0213%,$1.7m
9,EOS-EOS,$1.39,-9.62%,$798.3m,$168.8m,-11.63%,0.74%,0.21,-0.0052%,+0.0051%,$2.5m
10,Litecoin-LTC,$53.77,-10.86%,$786.0m,$187.4m,-13.96%,0.82%,0.24,+0.0005%,+0.0081%,$3.2m
11,NEAR Protocol-NEAR,$4.14,-4.05%,$701.6m,$91.3m,+1.82%,0.40%,0.13,+0.0005%,-0.0036%,$1.7m
12,Cosmos-ATOM,$11.71,-5.83%,$657.4m,$106.4m,-13.56%,0.47%,0.16,-0.0005%,+0.0031%,$1.3m
13,Chiliz-CHZ,$0.1869,-9.60%,$609.6m,$78.0m,-20.61%,0.34%,0.13,-0.0013%,+0.0062%,$2.0m
14,Polkadot-DOT,$6.88,-8.60%,$577.5m,$256.6m,-8.26%,1.12%,0.44,-0.0126%,-0.0165%,$2.0m
15,Ravencoin-RVN,$0.0354,-4.75%,$576.2m,$21.4m,-29.47%,0.09%,0.04,-0.0193%,+0.0305%,$1.8m
16,Optimism-OP,$1.10,-8.51%,$576.1m,$58.7m,-13.63%,0.26%,0.10,+0.0098%,+0.0057%,$1.6m
17,Dogecoin-DOGE,$0.0586,-7.32%,$540.1m,$118.8m,-6.88%,0.52%,0.22,-0.0044%,+0.0022%,$2.7m
18,Filecoin-FIL,$5.67,-7.80%,$525.1m,$101.2m,-8.37%,0.44%,0.19,-0.0028%,+0.0032%,$2.8m
19,Curve DAO Token-CRV,$1.03,-12.15%,$415.2m,$54.7m,-17.69%,0.24%,0.13,-0.0024%,-0.0056%,$1.0m
20,Chainlink-LINK,$6.64,-8.70%,$406.2m,$100.9m,-12.98%,0.44%,0.25,+0.0049%,+0.0029%,$1.6m
21,STEPN-GMT,$0.6299,-8.89%,$382.0m,$103.8m,-5.72%,0.45%,0.27,-0.0083%,-0.0101%,$1.1m
22,1000SHIB-1000SHIB,$0.0120,-4.92%,$353.0m,$40.9m,-6.46%,0.18%,0.12,-0.0077%,+0.0100%,$860.6k
23,Stargate Finance-STG,$0.7173,+18.66%,$335.4m,$30.8m,+88.38%,0.13%,0.09,-0.0710%,-0.0441%,$755.8k
24,Bitcoin Cash-BCH,$112.05,-11.07%,$329.6m,$162.3m,-14.97%,0.71%,0.49,-0.0157%,-0.0078%,$888.8k
