,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,637.48",+8.11%,$31.2b,$7.1b,+6.01%,30.52%,0.23,-0.0056%,-0.0042%,$77.2m
1,Bitcoin-BTC,"$19,297.33",+2.78%,$22.5b,$9.6b,-3.55%,41.13%,0.43,+0.0011%,-0.0018%,$26.0m
2,Ethereum Classic-ETC,$37.17,+9.15%,$4.7b,$510.0m,+1.63%,2.19%,0.11,-0.0516%,-0.0117%,$10.7m
3,EOS-EOS,$1.67,+18.87%,$2.0b,$259.5m,+52.83%,1.11%,0.13,-0.0039%,+0.0019%,$5.1m
4,Helium-HNT,$5.27,+37.67%,$1.4b,$43.1m,+97.31%,0.19%,0.03,-0.1569%,-0.2017%,$2.3m
5,Solana-SOL,$32.51,+4.75%,$1.1b,$384.1m,+4.17%,1.65%,0.35,+0.0054%,+0.0109%,$2.0m
6,Cardano-ADA,$0.4744,+3.05%,$683.9m,$278.5m,-0.18%,1.20%,0.41,-0.0066%,+0.0002%,$770.9k
7,Binance Coin-BNB,$278.76,+5.94%,$659.0m,$280.5m,-0.40%,1.20%,0.43,+0.0096%,+0.0069%,$714.6k
8,Ripple-XRP,$0.3340,+5.08%,$608.8m,$327.7m,+2.97%,1.41%,0.54,+0.0043%,+0.0026%,$808.6k
9,Stargate Finance-STG,$0.7914,+11.23%,$583.0m,$33.7m,+8.76%,0.14%,0.06,-0.0013%,-0.0006%,$853.2k
10,Cosmos-ATOM,$12.90,+9.80%,$575.1m,$129.8m,+21.62%,0.56%,0.23,-0.0041%,+0.0159%,$1.2m
11,Polygon-MATIC,$0.8387,+3.74%,$519.2m,$190.0m,+2.23%,0.82%,0.37,-0.0108%,-0.0010%,$716.3k
12,Avalanche-AVAX,$18.96,+3.42%,$451.4m,$129.5m,+0.01%,0.56%,0.29,+0.0048%,+0.0149%,$703.0k
13,Litecoin-LTC,$57.30,+6.48%,$431.2m,$193.1m,+1.84%,0.83%,0.45,+0.0056%,-0.0006%,$346.5k
14,NEAR Protocol-NEAR,$4.45,+8.03%,$408.5m,$105.6m,+16.74%,0.45%,0.26,-0.0049%,-0.0018%,$893.8k
15,Polkadot-DOT,$7.18,+4.03%,$358.7m,$265.2m,+3.25%,1.14%,0.74,+0.0046%,-0.0023%,$283.4k
16,Optimism-OP,$1.17,+5.63%,$351.9m,$59.2m,-0.23%,0.25%,0.17,+0.0072%,+0.0041%,$505.0k
17,Chiliz-CHZ,$0.1923,+2.80%,$328.7m,$76.5m,-0.91%,0.33%,0.23,+0.0043%,+0.0062%,$368.5k
18,Dogecoin-DOGE,$0.0609,+3.57%,$294.5m,$118.4m,-0.66%,0.51%,0.40,+0.0073%,+0.0170%,$373.8k
19,Filecoin-FIL,$5.87,+3.48%,$273.6m,$102.7m,+1.24%,0.44%,0.38,+0.0112%,+0.0063%,$563.4k
20,Curve DAO Token-CRV,$1.15,+10.98%,$264.7m,$63.1m,+14.78%,0.27%,0.24,-0.0095%,+0.0112%,$748.6k
21,Chainlink-LINK,$7.08,+6.58%,$260.7m,$106.3m,+5.27%,0.46%,0.41,+0.0035%,+0.0139%,$431.7k
22,STEPN-GMT,$0.6513,+3.25%,$210.1m,$105.5m,+1.42%,0.45%,0.50,-0.0003%,+0.0019%,$266.2k
23,Bitcoin Cash-BCH,$117.88,+5.07%,$204.5m,$168.3m,+3.87%,0.72%,0.82,+0.0006%,-0.0022%,$257.1k
24,1000SHIB-1000SHIB,$0.0123,+2.49%,$203.0m,$43.0m,+4.90%,0.18%,0.21,+0.0090%,+0.0100%,$199.3k
25,Tellor-TRB,$16.80,+6.35%,$187.4m,$40.0m,-7.52%,0.17%,0.21,+0.0057%,-0.0165%,$236.8k
26,ApeCoin-APE,$4.51,+5.70%,$181.8m,$66.0m,+5.13%,0.28%,0.36,-0.0113%,-0.0298%,$392.6k
27,Ravencoin-RVN,$0.0370,+3.13%,$171.6m,$19.3m,-11.00%,0.08%,0.11,+0.0198%,+0.0002%,$352.7k
28,The Sandbox-SAND,$0.9045,+3.65%,$150.4m,$72.8m,+1.95%,0.31%,0.48,-0.0069%,+0.0068%,$234.1k
29,Fantom-FTM,$0.2548,+3.98%,$140.7m,$47.4m,-0.86%,0.20%,0.34,+0.0054%,+0.0031%,$185.9k
30,Tron-TRX,$0.0609,+0.76%,$124.1m,$140.5m,+0.72%,0.60%,1.13,-0.0150%,-0.0086%,$293.6k
31,Axie Infinity-AXS,$13.47,+2.18%,$116.2m,$79.7m,+2.75%,0.34%,0.69,-0.0313%,-0.0236%,$109.3k
32,Unifi Protocol DAO-UNFI,$7.17,+3.47%,$116.2m,$17.5m,-4.02%,0.08%,0.15,+0.0038%,+0.0086%,$58.2k
33,Aave-AAVE,$88.13,+6.06%,$111.7m,$45.4m,+3.08%,0.20%,0.41,+0.0097%,+0.0070%,$123.7k
34,Ethereum Name Service-ENS,$14.68,+8.18%,$111.0m,$30.1m,+10.64%,0.13%,0.27,+0.0067%,+0.0073%,$154.1k
35,iExec RLC-RLC,$1.23,+15.41%,$110.8m,$8.2m,+54.47%,0.04%,0.07,-0.0175%,-0.0319%,$312.9k
36,Terra Classic-LUNC,$0.0005,+39.40%,$97.5m,$8.5m,+284.01%,0.04%,0.09,+0.0023%,+0.0007%,$574.6k
37,dYdX-DYDX,$1.47,+3.35%,$93.1m,$37.2m,+11.99%,0.16%,0.40,+0.0053%,+0.0014%,$68.4k
38,SushiSwap-SUSHI,$1.24,+12.57%,$88.8m,$31.9m,+20.03%,0.14%,0.36,-0.0002%,+0.0008%,$162.7k
39,Uniswap-UNI,$6.09,+4.35%,$84.5m,$44.4m,+1.34%,0.19%,0.53,-0.0140%,-0.0039%,$40.1k
40,yearn.finance-YFI,"$9,319.24",+7.99%,$84.3m,$36.1m,+12.37%,0.16%,0.43,-0.0123%,-0.0115%,$179.6k
41,Decentraland-MANA,$0.7642,+3.87%,$81.7m,$37.5m,-0.43%,0.16%,0.46,+0.0034%,+0.0065%,$94.0k
42,Kyber Network Crystal-KNC,$1.75,+3.05%,$79.1m,$19.9m,-3.96%,0.09%,0.25,-0.0251%,-0.0202%,$140.5k
43,ConstitutionDAO-PEOPLE,$0.0210,+8.18%,$75.6m,$24.7m,+4.15%,0.11%,0.33,-0.0014%,+0.0031%,$100.0k
44,CertiK-CTK,$1.04,+1.84%,$72.5m,$10.4m,+5.38%,0.04%,0.14,-0.0069%,-0.0039%,$181.9k
45,Terra-LUNA,$2.00,+8.54%,$72.5m,$7.8m,+29.91%,0.03%,0.11,-0.0071%,-0.0192%,$187.3k
46,Monero-XMR,$149.55,+5.08%,$70.2m,$40.4m,+2.83%,0.17%,0.58,+0.0031%,-0.0001%,$109.4k
47,Gala-GALA,$0.0488,+2.95%,$70.2m,$33.2m,-0.05%,0.14%,0.47,+0.0042%,+0.0072%,$43.5k
48,Algorand-ALGO,$0.2972,+3.51%,$68.1m,$28.7m,+1.88%,0.12%,0.42,+0.0072%,+0.0014%,$31.5k
49,Ocean Protocol-OCEAN,$0.1780,+6.85%,$67.9m,$6.8m,+57.25%,0.03%,0.10,-0.0022%,+0.0027%,$195.1k
50,Project Galaxy-GAL,$2.55,+6.40%,$67.8m,$13.6m,-3.23%,0.06%,0.20,-0.0135%,-0.0148%,$86.5k
51,Synthetix Network Token-SNX,$2.92,+5.03%,$66.0m,$31.7m,+0.10%,0.14%,0.48,+0.0083%,-0.0092%,$48.2k
52,Waves-WAVES,$4.40,+3.75%,$64.6m,$48.6m,+2.78%,0.21%,0.75,+0.0008%,+0.0086%,$39.0k
53,API3-API3,$1.76,+5.57%,$54.1m,$5.8m,+14.09%,0.02%,0.11,-0.0176%,-0.0145%,$78.6k
54,THETA-THETA,$1.11,+3.92%,$53.6m,$22.0m,-0.38%,0.09%,0.41,-0.0024%,+0.0066%,$27.3k
55,Stellar Lumens-XLM,$0.1021,+2.27%,$51.0m,$37.7m,+5.65%,0.16%,0.74,-0.0032%,+0.0001%,$40.7k
56,THORChain-RUNE,$1.85,+5.45%,$50.6m,$20.8m,+4.39%,0.09%,0.41,+0.0014%,+0.0070%,$22.8k
57,ZCash-ZEC,$59.34,+2.47%,$45.8m,$20.6m,+7.46%,0.09%,0.45,-0.0019%,+0.0113%,$11.6k
58,ARPA Chain-ARPA,$0.0381,+5.51%,$45.7m,$4.7m,+48.47%,0.02%,0.10,+0.0064%,+0.0095%,$95.9k
59,Mask Network-MASK,$1.38,+10.56%,$44.1m,$8.0m,+20.20%,0.03%,0.18,+0.0269%,-0.0108%,$49.4k
60,Compound-COMP,$48.86,+9.61%,$41.8m,$23.5m,+17.23%,0.10%,0.56,-0.0624%,-0.0466%,$44.1k
61,Lido DAO Token-LDO,$1.94,+5.52%,$41.6m,$18.6m,+5.61%,0.08%,0.45,+0.0044%,+0.0039%,$133.6k
62,FTX Token-FTT,$26.07,+3.12%,$39.3m,$67.6m,+3.74%,0.29%,1.72,+0.0024%,+0.0002%,$102.8k
63,Celsius-CEL,$1.33,+0.76%,$38.9m,$23.0m,+1.79%,0.10%,0.59,-0.0472%,-0.3482%,$80.1k
64,Enjin Coin-ENJ,$0.5238,+9.09%,$38.9m,$14.6m,+7.60%,0.06%,0.37,+0.0021%,+0.0044%,$194.6k
65,1inch-1INCH,$0.6256,+1.50%,$36.6m,$20.2m,+0.63%,0.09%,0.55,-0.0105%,+0.0126%,$48.1k
66,SHIBA INU-SHIB,$0.0000,+2.44%,$36.6m,$19.9m,+4.00%,0.09%,0.55,+0.0102%,+0.0112%,$96.6k
67,BinaryX-BNX,$138.45,+1.38%,$36.4m,$29.2m,-0.87%,0.13%,0.80,+0.0100%,+0.0100%,$112.1k
68,Elrond-EGLD,$51.22,+4.49%,$36.2m,$15.0m,-5.04%,0.06%,0.42,+0.0059%,+0.0041%,$24.0k
69,Serum-SRM,$0.7924,+6.06%,$35.6m,$24.8m,+5.00%,0.11%,0.70,-0.0024%,+0.0031%,$19.7k
70,Balancer-BAL,$7.44,+11.32%,$35.3m,$16.2m,+16.30%,0.07%,0.46,-0.0305%,-0.0156%,$99.0k
71,FOOTBALL-FOOTBALL,"$1,108.91",-1.90%,$34.5m,$6.5m,+14.33%,0.03%,0.19,+0.2344%,+0.4288%,$22.2k
72,Jasmy-JASMY,$0.0088,+3.84%,$33.8m,$11.1m,-3.15%,0.05%,0.33,+0.0052%,+0.0074%,$9.3k
73,BakeryToken-BAKE,$0.2617,+13.07%,$33.6m,$4.6m,+36.31%,0.02%,0.14,-0.0212%,-0.0070%,$49.0k
74,Harmony-ONE,$0.0200,+5.77%,$32.2m,$14.6m,-0.37%,0.06%,0.45,+0.0042%,-0.0006%,$59.4k
75,The Graph-GRT,$0.1038,+4.55%,$32.0m,$21.5m,+1.55%,0.09%,0.67,+0.0071%,+0.0054%,$37.6k
76,VeChain-VET,$0.0238,+3.77%,$31.9m,$15.6m,+0.53%,0.07%,0.49,+0.0076%,+0.0089%,$15.3k
77,Aragon-ANT,$1.82,-4.90%,$31.9m,$6.4m,-11.32%,0.03%,0.20,+0.0045%,+0.0045%,$71.3k
78,Zilliqa-ZIL,$0.0347,+3.29%,$31.3m,$22.0m,+4.07%,0.09%,0.70,+0.0063%,+0.0052%,$5.4k
79,Tezos-XTZ,$1.50,+5.29%,$31.3m,$27.2m,+5.45%,0.12%,0.87,-0.0090%,-0.0172%,$24.3k
80,Spell Token-SPELL,$0.0014,+11.96%,$30.9m,$6.6m,+57.67%,0.03%,0.21,-0.0369%,-0.0073%,$70.5k
81,OmiseGO-OMG,$1.80,+5.98%,$30.8m,$12.8m,+14.73%,0.05%,0.42,+0.0075%,-0.0005%,$41.3k
82,Flow (Dapper labs)-FLOW,$1.88,+6.28%,$30.3m,$24.3m,+7.41%,0.10%,0.80,+0.0018%,+0.0005%,$10.1k
83,NEM-XEM,$0.0432,+3.64%,$29.9m,$8.5m,-4.39%,0.04%,0.29,-0.0060%,+0.0140%,$5.0k
84,Oasis Network-ROSE,$0.0602,+4.72%,$29.1m,$12.0m,+2.47%,0.05%,0.41,+0.0079%,+0.0080%,$14.1k
85,NEO-NEO,$8.88,+4.29%,$28.7m,$12.6m,+4.48%,0.05%,0.44,-0.0240%,+0.0013%,$2.5k
86,Flamingo-FLM,$0.1113,+3.34%,$28.6m,$18.0m,+5.35%,0.08%,0.63,-0.0789%,-0.0410%,$8.1k
87,Audius-AUDIO,$0.2831,+7.59%,$28.4m,$7.5m,+4.48%,0.03%,0.26,-0.0014%,-0.0023%,$29.0k
88,Gitcoin-GTC,$2.32,+8.38%,$28.4m,$5.0m,+47.50%,0.02%,0.18,+0.0100%,+0.0100%,$63.6k
89,DFI.Money-YFII,$954.85,+5.60%,$28.2m,$18.3m,+6.41%,0.08%,0.65,-0.0434%,-0.1289%,$53.1k
90,Chromia-CHR,$0.1782,+5.36%,$27.8m,$9.1m,+4.35%,0.04%,0.33,-0.0035%,+0.0029%,$42.3k
91,Dent-DENT,$0.0010,+12.48%,$26.7m,$6.6m,+21.13%,0.03%,0.25,+0.0050%,+0.0101%,$90.1k
92,Dash-DASH,$44.85,+3.59%,$26.6m,$13.7m,+3.85%,0.06%,0.52,-0.0017%,+0.0051%,$8.3k
93,Kusama-KSM,$48.78,+5.62%,$26.4m,$15.5m,+3.98%,0.07%,0.59,+0.0002%,-0.0134%,$60.9k
94,Maker-MKR,$740.51,+4.22%,$26.4m,$15.6m,+0.57%,0.07%,0.59,+0.0011%,-0.0083%,$32.2k
95,Ankr-ANKR,$0.0342,+4.39%,$26.0m,$13.2m,+2.31%,0.06%,0.51,-0.0001%,+0.0100%,$9.2k
96,BitDAO-BIT,$0.6248,+1.98%,$25.8m,$24.7m,-0.94%,0.11%,0.96,+0.0060%,+0.0057%,$28.2k
97,Immutable X-IMX,$0.8249,+5.92%,$25.6m,$9.0m,+0.13%,0.04%,0.35,+0.0037%,+0.0050%,$12.7k
98,Loopring-LRC,$0.3402,+3.26%,$25.4m,$13.0m,+1.45%,0.06%,0.51,+0.0004%,+0.0020%,$13.2k
99,Metal-MTL,$1.21,+10.75%,$23.8m,$6.3m,+16.68%,0.03%,0.26,-0.0217%,-0.0219%,$20.3k
100,Reserve Rights-RSR,$0.0060,+2.38%,$22.0m,$12.9m,+1.67%,0.06%,0.59,+0.0102%,-0.0009%,$14.3k
101,Litentry-LIT,$0.6845,+4.27%,$21.6m,$4.6m,-0.65%,0.02%,0.21,+0.0100%,+0.0100%,$5.7k
