,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,737.52",+0.18%,$19.7b,$10.1b,-0.60%,42.35%,0.51,-0.0014%,-0.0010%,$11.1m
1,Ethereum-ETH,"$1,562.75",+0.95%,$18.0b,$7.0b,+0.29%,29.34%,0.39,-0.0009%,-0.0053%,$29.9m
2,Cardano-ADA,$0.4871,-1.16%,$1.2b,$325.8m,-6.02%,1.37%,0.27,-0.0039%,+0.0007%,$1.5m
3,Ethereum Classic-ETC,$32.04,+0.26%,$824.2m,$386.7m,+0.98%,1.63%,0.47,-0.0074%,-0.0083%,$957.6k
4,Solana-SOL,$31.69,+1.38%,$720.9m,$394.7m,+1.76%,1.66%,0.55,+0.0131%,+0.0081%,$1.3m
5,1000SHIB-1000SHIB,$0.0124,+0.85%,$663.4m,$49.9m,+24.55%,0.21%,0.08,+0.0091%,+0.0100%,$1.1m
6,Cosmos-ATOM,$12.63,-0.20%,$564.0m,$139.3m,+0.83%,0.59%,0.25,-0.0085%,-0.0133%,$1.3m
7,Litecoin-LTC,$59.58,+0.37%,$541.3m,$222.8m,-2.27%,0.94%,0.41,+0.0105%,+0.0051%,$880.9k
8,Binance Coin-BNB,$274.84,-0.70%,$465.2m,$266.6m,+2.77%,1.12%,0.57,+0.0072%,+0.0010%,$195.6k
9,Polygon-MATIC,$0.8773,-0.10%,$464.7m,$227.3m,-4.01%,0.96%,0.49,-0.0041%,+0.0009%,$349.3k
10,Chainlink-LINK,$7.22,+5.17%,$444.1m,$126.8m,+25.80%,0.53%,0.29,+0.0039%,+0.0078%,$447.6k
11,EOS-EOS,$1.45,-1.92%,$439.3m,$184.8m,-1.87%,0.78%,0.42,+0.0036%,+0.0055%,$381.7k
12,Ravencoin-RVN,$0.0324,+8.31%,$433.0m,$23.2m,+177.68%,0.10%,0.05,-0.5213%,-0.0391%,$816.2k
13,Polkadot-DOT,$7.47,+3.09%,$383.4m,$286.3m,+7.34%,1.21%,0.75,+0.0085%,+0.0037%,$608.3k
14,The Sandbox-SAND,$0.9573,+3.05%,$377.4m,$87.2m,+13.27%,0.37%,0.23,+0.0064%,+0.0070%,$661.1k
15,Ripple-XRP,$0.3255,-1.32%,$363.6m,$326.2m,+2.69%,1.37%,0.90,+0.0093%,+0.0036%,$293.3k
16,Filecoin-FIL,$6.11,-2.06%,$347.2m,$118.2m,-10.79%,0.50%,0.34,+0.0024%,+0.0117%,$578.3k
17,Avalanche-AVAX,$18.78,-0.59%,$346.9m,$147.8m,+8.09%,0.62%,0.43,-0.0058%,+0.0001%,$248.8k
18,Dogecoin-DOGE,$0.0620,-0.40%,$343.5m,$128.7m,+1.73%,0.54%,0.37,+0.0079%,+0.0086%,$567.4k
19,Chiliz-CHZ,$0.2072,-2.64%,$336.3m,$98.1m,-1.41%,0.41%,0.29,-0.0022%,-0.0012%,$491.1k
20,STEPN-GMT,$0.6896,+0.25%,$322.0m,$112.9m,+0.66%,0.48%,0.35,-0.0007%,-0.0030%,$353.7k
21,Optimism-OP,$1.15,-1.44%,$272.6m,$70.6m,+0.79%,0.30%,0.26,-0.0072%,-0.0001%,$186.6k
22,Axie Infinity-AXS,$14.10,-2.19%,$195.8m,$86.9m,-12.72%,0.37%,0.44,-0.0163%,-0.0225%,$589.1k
23,Tellor-TRB,$18.32,+0.44%,$194.2m,$60.0m,-10.71%,0.25%,0.31,-0.0994%,-0.2046%,$195.1k
24,NEAR Protocol-NEAR,$4.18,+0.98%,$193.1m,$89.4m,+0.07%,0.38%,0.46,-0.0014%,-0.0003%,$324.9k
