,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,580.61",-0.97%,$45.7b,$6.7b,-4.83%,29.50%,0.15,-0.0074%,-0.0102%,$124.1m
1,Bitcoin-BTC,"$18,972.47",-3.88%,$41.6b,$9.8b,-2.51%,42.78%,0.24,+0.0025%,-0.0068%,$90.5m
2,Ethereum Classic-ETC,$35.74,-2.74%,$9.7b,$528.0m,-10.97%,2.31%,0.05,+0.0029%,-0.0098%,$40.4m
3,Solana-SOL,$31.15,-3.15%,$2.0b,$372.6m,-3.97%,1.63%,0.18,+0.0063%,-0.0110%,$3.7m
4,Cardano-ADA,$0.4641,-6.33%,$1.4b,$281.4m,-10.36%,1.23%,0.21,+0.0043%,-0.0072%,$3.5m
5,Binance Coin-BNB,$265.06,-3.88%,$1.1b,$272.4m,+0.99%,1.19%,0.25,+0.0006%,-0.0250%,$1.5m
6,Polygon-MATIC,$0.8248,-5.73%,$1.0b,$193.6m,-11.71%,0.85%,0.19,-0.0013%,-0.0029%,$2.1m
7,Ripple-XRP,$0.3245,-2.08%,$973.7m,$322.1m,-1.89%,1.41%,0.33,+0.0024%,-0.0058%,$2.3m
8,Avalanche-AVAX,$18.41,-2.40%,$954.2m,$130.6m,-10.02%,0.57%,0.14,-0.0047%,-0.0160%,$2.4m
9,EOS-EOS,$1.40,-9.23%,$900.5m,$165.8m,-16.22%,0.73%,0.18,+0.0077%,-0.0036%,$3.0m
10,Litecoin-LTC,$54.93,-8.63%,$873.1m,$189.9m,-14.30%,0.83%,0.22,+0.0068%,-0.0026%,$3.1m
11,Optimism-OP,$1.11,-5.29%,$706.9m,$57.6m,-19.52%,0.25%,0.08,+0.0072%,+0.0109%,$1.9m
12,Cosmos-ATOM,$12.02,-4.51%,$696.4m,$113.7m,-15.92%,0.50%,0.16,-0.0023%,-0.0021%,$1.6m
13,NEAR Protocol-NEAR,$4.11,-1.52%,$682.5m,$90.2m,+1.13%,0.39%,0.13,+0.0045%,+0.0001%,$1.7m
14,Polkadot-DOT,$6.91,-5.46%,$640.1m,$258.0m,-6.33%,1.13%,0.40,-0.0078%,-0.0204%,$1.9m
15,Ravencoin-RVN,$0.0368,-0.37%,$636.3m,$27.1m,-15.86%,0.12%,0.04,+0.0197%,-0.0231%,$1.8m
16,Dogecoin-DOGE,$0.0590,-5.20%,$630.4m,$122.2m,-4.93%,0.53%,0.19,+0.0074%,-0.0015%,$2.5m
17,Chiliz-CHZ,$0.1862,-8.50%,$587.5m,$78.4m,-21.93%,0.34%,0.13,+0.0016%,+0.0004%,$2.0m
18,Filecoin-FIL,$5.62,-7.28%,$580.2m,$98.5m,-13.19%,0.43%,0.17,+0.0095%,-0.0031%,$3.0m
19,Curve DAO Token-CRV,$1.04,-5.52%,$477.5m,$54.2m,-7.09%,0.24%,0.11,+0.0048%,+0.0009%,$1.3m
20,Chainlink-LINK,$6.70,-8.21%,$447.9m,$99.5m,-20.18%,0.44%,0.22,+0.0058%,+0.0030%,$4.0m
21,STEPN-GMT,$0.6356,-7.27%,$400.6m,$103.6m,-6.34%,0.45%,0.26,+0.0027%,-0.0086%,$1.1m
22,1000SHIB-1000SHIB,$0.0119,-3.84%,$394.5m,$40.2m,-11.49%,0.18%,0.10,-0.0094%,-0.0206%,$1.2m
23,Bitcoin Cash-BCH,$113.38,-8.61%,$362.4m,$165.2m,-14.14%,0.72%,0.46,-0.0016%,-0.0204%,$974.8k
24,Tellor-TRB,$15.82,-13.18%,$346.8m,$43.1m,-29.72%,0.19%,0.12,-0.1498%,-0.2529%,$1.0m
25,The Sandbox-SAND,$0.8846,-6.82%,$323.2m,$73.2m,-11.95%,0.32%,0.23,+0.0049%,-0.0058%,$1.3m
26,ApeCoin-APE,$4.36,-7.53%,$295.4m,$63.3m,-6.42%,0.28%,0.21,+0.0055%,-0.0176%,$801.4k
27,Axie Infinity-AXS,$13.32,-6.82%,$239.8m,$78.3m,-6.58%,0.34%,0.33,-0.0244%,-0.0483%,$960.7k
28,Ethereum Name Service-ENS,$14.27,+0.86%,$226.5m,$30.3m,-3.97%,0.13%,0.13,+0.0034%,+0.0089%,$643.6k
29,Helium-HNT,$3.41,-12.19%,$206.8m,$19.3m,-13.15%,0.08%,0.09,+0.0021%,+0.0010%,$665.8k
30,Fantom-FTM,$0.2462,-6.52%,$203.6m,$47.2m,-9.59%,0.21%,0.23,+0.0063%,-0.0027%,$643.6k
31,Stargate Finance-STG,$0.6193,+3.90%,$194.1m,$15.3m,-10.92%,0.07%,0.08,-0.1116%,-0.1474%,$518.8k
32,Project Galaxy-GAL,$2.57,+5.76%,$193.6m,$15.1m,+25.84%,0.07%,0.08,+0.0071%,+0.0060%,$486.0k
33,Aave-AAVE,$83.84,-7.00%,$182.5m,$45.1m,-7.75%,0.20%,0.25,+0.0027%,-0.0352%,$519.2k
34,Uniswap-UNI,$5.87,-9.31%,$177.2m,$43.6m,-12.24%,0.19%,0.25,-0.0110%,-0.0135%,$489.9k
35,Unifi Protocol DAO-UNFI,$6.79,-11.62%,$176.5m,$16.5m,-23.76%,0.07%,0.09,+0.0090%,-0.0042%,$403.8k
36,Tron-TRX,$0.0609,-2.77%,$164.6m,$140.1m,-1.46%,0.61%,0.85,-0.0038%,-0.0240%,$312.3k
37,Gala-GALA,$0.0474,-6.02%,$152.1m,$33.0m,-4.63%,0.14%,0.22,+0.0051%,-0.0020%,$390.7k
38,Decentraland-MANA,$0.7387,-5.96%,$149.4m,$37.8m,-7.26%,0.17%,0.25,+0.0028%,-0.0202%,$549.8k
39,SushiSwap-SUSHI,$1.14,-5.67%,$137.8m,$28.9m,-19.30%,0.13%,0.21,-0.0056%,-0.0137%,$297.4k
40,Waves-WAVES,$4.31,-5.16%,$135.8m,$47.4m,-9.53%,0.21%,0.35,+0.0044%,-0.0201%,$680.4k
41,Terra-LUNA,$1.84,-4.18%,$134.5m,$6.0m,-22.28%,0.03%,0.04,-0.0017%,-0.0107%,$958.9k
42,Synthetix Network Token-SNX,$2.80,-6.32%,$121.6m,$33.0m,-4.95%,0.14%,0.27,-0.0265%,-0.0552%,$501.9k
43,THORChain-RUNE,$1.78,-5.74%,$106.5m,$20.3m,-8.49%,0.09%,0.19,+0.0017%,-0.0054%,$256.6k
44,THETA-THETA,$1.08,-7.03%,$105.4m,$21.9m,-7.82%,0.10%,0.21,+0.0073%,-0.0233%,$458.9k
45,Monero-XMR,$146.17,-7.04%,$103.6m,$40.8m,-18.28%,0.18%,0.39,-0.0008%,-0.0035%,$419.4k
46,SHIBA INU-SHIB,$0.0000,-4.48%,$102.8m,$18.7m,-11.60%,0.08%,0.18,+0.0088%,-0.0067%,$582.9k
47,ConstitutionDAO-PEOPLE,$0.0193,-8.93%,$98.5m,$23.0m,-10.71%,0.10%,0.23,-0.0040%,-0.0026%,$720.5k
48,yearn.finance-YFI,"$8,653.22",-8.29%,$94.7m,$33.1m,-13.09%,0.14%,0.35,-0.0163%,-0.0351%,$435.1k
49,dYdX-DYDX,$1.46,-6.95%,$92.2m,$33.1m,-11.93%,0.15%,0.36,-0.0011%,-0.0093%,$477.1k
50,Lido DAO Token-LDO,$1.88,-5.45%,$91.6m,$17.9m,-0.17%,0.08%,0.20,+0.0047%,+0.0039%,$410.7k
51,Algorand-ALGO,$0.2848,-5.67%,$85.2m,$27.8m,-6.17%,0.12%,0.33,+0.0015%,-0.0083%,$208.9k
