,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,657.53",+5.29%,$24.7b,$7.3b,+4.78%,30.10%,0.29,-0.0057%,+0.0004%,$70.9m
1,Bitcoin-BTC,"$19,893.67",+0.15%,$21.5b,$9.8b,-0.01%,40.72%,0.46,-0.0014%,+0.0061%,$16.9m
2,Ethereum Classic-ETC,$40.31,+24.11%,$6.0b,$637.1m,+66.15%,2.64%,0.11,-0.0040%,-0.0047%,$18.0m
3,Solana-SOL,$32.89,+2.38%,$990.0m,$395.0m,-2.47%,1.64%,0.40,+0.0074%,+0.0119%,$2.2m
4,Cardano-ADA,$0.5016,+0.43%,$983.5m,$309.6m,-10.85%,1.28%,0.31,+0.0022%,+0.0062%,$1.6m
5,EOS-EOS,$1.55,+4.89%,$803.3m,$196.5m,+5.43%,0.81%,0.24,+0.0069%,+0.0069%,$2.2m
6,Ripple-XRP,$0.3387,+2.30%,$640.7m,$340.3m,+5.85%,1.41%,0.53,-0.0061%,+0.0019%,$1.2m
7,Ravencoin-RVN,$0.0377,+11.51%,$635.4m,$32.3m,+35.98%,0.13%,0.05,+0.0139%,-0.0448%,$1.6m
8,Binance Coin-BNB,$284.21,+2.01%,$629.2m,$269.2m,+2.68%,1.12%,0.43,+0.0047%,+0.0064%,$726.3k
9,Polygon-MATIC,$0.9114,+2.38%,$604.0m,$226.4m,-3.02%,0.94%,0.37,+0.0006%,+0.0070%,$1.1m
10,Litecoin-LTC,$61.81,+1.37%,$573.9m,$227.4m,-1.24%,0.94%,0.40,+0.0011%,+0.0068%,$1.1m
11,Polkadot-DOT,$7.60,+0.75%,$513.1m,$282.1m,+0.01%,1.17%,0.55,-0.0019%,+0.0129%,$593.1k
12,Avalanche-AVAX,$20.17,+6.15%,$511.2m,$146.6m,-1.09%,0.61%,0.29,-0.0074%,+0.0124%,$1.4m
13,Cosmos-ATOM,$12.72,-1.65%,$465.7m,$130.4m,-14.52%,0.54%,0.28,-0.0076%,+0.0056%,$691.8k
14,Chainlink-LINK,$7.40,+2.34%,$453.7m,$121.2m,+0.31%,0.50%,0.27,+0.0082%,+0.0075%,$2.9m
15,Optimism-OP,$1.24,+6.25%,$433.6m,$73.6m,+5.03%,0.30%,0.17,-0.0010%,+0.0047%,$1.1m
16,Filecoin-FIL,$6.19,-0.49%,$416.5m,$111.9m,-8.08%,0.46%,0.27,+0.0097%,+0.0042%,$862.2k
17,Chiliz-CHZ,$0.2077,-1.48%,$398.1m,$97.9m,-0.01%,0.41%,0.25,+0.0055%,+0.0109%,$727.6k
18,Dogecoin-DOGE,$0.0638,+1.01%,$387.8m,$131.1m,+2.33%,0.54%,0.34,+0.0078%,+0.0138%,$807.7k
19,The Sandbox-SAND,$0.9631,-1.10%,$362.6m,$84.3m,-5.23%,0.35%,0.23,+0.0060%,+0.0098%,$726.5k
20,1000SHIB-1000SHIB,$0.0127,-0.67%,$325.7m,$45.4m,-14.54%,0.19%,0.14,+0.0083%,+0.0098%,$797.5k
21,Bitcoin Cash-BCH,$126.42,+6.23%,$313.2m,$194.7m,+12.63%,0.81%,0.62,-0.0098%,-0.0061%,$544.5k
22,STEPN-GMT,$0.6974,-0.66%,$246.9m,$111.8m,-2.71%,0.46%,0.45,+0.0059%,+0.0077%,$413.1k
23,NEAR Protocol-NEAR,$4.34,+2.33%,$243.0m,$91.7m,+1.65%,0.38%,0.38,+0.0001%,+0.0093%,$566.8k
24,Curve DAO Token-CRV,$1.18,+8.19%,$211.3m,$65.5m,+11.96%,0.27%,0.31,-0.0048%,+0.0198%,$469.9k
25,Axie Infinity-AXS,$14.46,-1.03%,$199.2m,$84.8m,-6.66%,0.35%,0.43,-0.0171%,-0.0207%,$721.4k
26,Tellor-TRB,$18.38,-1.21%,$173.3m,$57.6m,-3.75%,0.24%,0.33,-0.0292%,+0.0266%,$212.1k
27,ApeCoin-APE,$4.76,-0.45%,$166.3m,$68.6m,+0.63%,0.28%,0.41,-0.0012%,+0.0042%,$236.2k
28,Helium-HNT,$3.95,-8.51%,$156.3m,$21.2m,+5.49%,0.09%,0.14,+0.0048%,+0.0067%,$377.9k
29,Fantom-FTM,$0.2686,-1.05%,$153.1m,$52.0m,+3.50%,0.22%,0.34,+0.0048%,+0.0089%,$276.7k
30,Uniswap-UNI,$6.65,+2.94%,$126.1m,$50.6m,+6.65%,0.21%,0.40,+0.0073%,+0.0086%,$198.4k
