,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,562.60",-1.99%,$31.4b,$7.0b,+0.91%,29.76%,0.22,-0.0173%,-0.0195%,$68.7m
1,Bitcoin-BTC,"$18,977.07",-0.71%,$25.4b,$9.9b,+0.60%,42.39%,0.39,-0.0039%,-0.0055%,$44.1m
2,Ethereum Classic-ETC,$36.01,-4.16%,$5.8b,$502.1m,-15.42%,2.15%,0.09,-0.0420%,-0.0545%,$24.2m
3,EOS-EOS,$1.62,+12.54%,$1.4b,$234.5m,+37.36%,1.00%,0.16,-0.0184%,-0.0198%,$3.9m
4,Solana-SOL,$31.92,+0.63%,$1.2b,$382.6m,+1.68%,1.64%,0.31,-0.0041%,-0.0037%,$2.2m
5,Cardano-ADA,$0.4706,-0.52%,$868.1m,$283.5m,-0.02%,1.21%,0.33,-0.0003%,-0.0015%,$1.1m
6,Helium-HNT,$4.65,+39.47%,$723.7m,$35.2m,+87.95%,0.15%,0.05,-0.1762%,-0.1620%,$1.5m
7,Binance Coin-BNB,$268.78,+0.19%,$713.3m,$277.5m,+7.52%,1.19%,0.39,-0.0085%,-0.0063%,$706.9k
8,Polygon-MATIC,$0.8252,-3.23%,$697.7m,$190.6m,-7.03%,0.81%,0.27,-0.0095%,-0.0139%,$1.4m
9,Ripple-XRP,$0.3285,+0.85%,$657.9m,$325.7m,+1.88%,1.39%,0.49,-0.0077%,-0.0047%,$1.5m
10,Litecoin-LTC,$55.67,-0.95%,$548.0m,$192.0m,-1.27%,0.82%,0.35,-0.0028%,-0.0001%,$1.7m
11,Stargate Finance-STG,$0.7024,+15.87%,$540.4m,$29.0m,+93.93%,0.12%,0.05,-0.0012%,-0.0010%,$569.6k
12,Avalanche-AVAX,$18.65,-1.50%,$537.7m,$131.8m,+0.11%,0.56%,0.25,+0.0034%,-0.0021%,$977.0k
13,Cosmos-ATOM,$12.13,+1.13%,$535.6m,$111.6m,-1.54%,0.48%,0.21,-0.0104%,-0.0176%,$512.8k
14,Polkadot-DOT,$7.16,+0.31%,$456.6m,$265.4m,+1.16%,1.13%,0.58,-0.0089%,-0.0037%,$1.2m
15,Chiliz-CHZ,$0.1889,-1.60%,$444.2m,$75.8m,-8.33%,0.32%,0.17,+0.0022%,+0.0047%,$588.5k
16,NEAR Protocol-NEAR,$4.18,+0.03%,$441.7m,$90.6m,-2.77%,0.39%,0.21,-0.0046%,-0.0084%,$926.5k
17,Dogecoin-DOGE,$0.0605,+1.29%,$416.4m,$119.8m,-2.20%,0.51%,0.29,+0.0022%,+0.0026%,$1.5m
18,Optimism-OP,$1.14,-0.41%,$410.3m,$62.0m,+5.00%,0.27%,0.15,+0.0005%,-0.0043%,$976.6k
19,Filecoin-FIL,$5.82,+0.96%,$333.3m,$103.4m,+3.08%,0.44%,0.31,-0.0021%,+0.0015%,$1.0m
20,Chainlink-LINK,$6.88,+0.10%,$329.5m,$104.2m,-0.13%,0.45%,0.32,+0.0010%,-0.0103%,$1.0m
21,Ravencoin-RVN,$0.0364,-5.62%,$280.2m,$19.9m,-37.57%,0.08%,0.07,-0.0023%,+0.0106%,$710.0k
22,STEPN-GMT,$0.6412,-3.26%,$277.8m,$105.4m,+1.64%,0.45%,0.38,-0.0088%,-0.0094%,$615.5k
23,1000SHIB-1000SHIB,$0.0122,+1.73%,$259.3m,$41.8m,+3.48%,0.18%,0.16,+0.0100%,+0.0100%,$286.2k
24,Curve DAO Token-CRV,$1.09,+1.45%,$252.1m,$57.8m,+0.69%,0.25%,0.23,+0.0005%,-0.0140%,$721.6k
25,Bitcoin Cash-BCH,$114.63,-2.32%,$239.5m,$167.8m,-0.71%,0.72%,0.70,-0.0123%,-0.0122%,$506.5k
26,The Sandbox-SAND,$0.8891,-2.08%,$207.5m,$73.8m,-0.87%,0.32%,0.36,-0.0051%,-0.0139%,$789.3k
27,Tellor-TRB,$16.56,+3.65%,$205.1m,$43.7m,+0.94%,0.19%,0.21,-0.0747%,+0.0062%,$294.7k
28,ApeCoin-APE,$4.33,-3.72%,$193.2m,$64.5m,+1.51%,0.28%,0.33,-0.0108%,-0.0120%,$660.8k
29,Ethereum Name Service-ENS,$13.72,-4.92%,$147.6m,$26.6m,-15.65%,0.11%,0.18,+0.0046%,+0.0025%,$290.4k
30,Fantom-FTM,$0.2524,+0.34%,$146.1m,$49.2m,+4.19%,0.21%,0.34,-0.0012%,-0.0034%,$345.4k
31,Axie Infinity-AXS,$13.30,-1.57%,$145.0m,$78.6m,+0.58%,0.34%,0.54,-0.0350%,-0.0252%,$522.5k
32,Project Galaxy-GAL,$2.49,-8.27%,$133.5m,$14.8m,-16.65%,0.06%,0.11,-0.0098%,-0.0183%,$368.0k
33,Unifi Protocol DAO-UNFI,$7.14,+0.51%,$127.5m,$18.3m,+11.17%,0.08%,0.14,+0.0100%,+0.0094%,$151.1k
34,Aave-AAVE,$85.00,-1.96%,$122.0m,$44.9m,-2.84%,0.19%,0.37,-0.0215%,-0.0126%,$123.3k
35,Kyber Network Crystal-KNC,$1.71,+1.95%,$114.5m,$19.7m,+3.45%,0.08%,0.17,-0.0005%,-0.0034%,$210.1k
36,Tron-TRX,$0.0610,-1.04%,$108.5m,$142.0m,+2.02%,0.61%,1.31,-0.0155%,-0.0161%,$164.3k
37,Uniswap-UNI,$5.98,-1.64%,$106.9m,$45.1m,+1.92%,0.19%,0.42,-0.0078%,-0.0104%,$263.7k
38,Decentraland-MANA,$0.7537,-0.07%,$101.5m,$38.5m,+1.64%,0.16%,0.38,-0.0067%,-0.0092%,$272.7k
39,dYdX-DYDX,$1.43,-3.01%,$92.6m,$36.9m,+8.96%,0.16%,0.40,-0.0046%,+0.0060%,$235.4k
40,Waves-WAVES,$4.36,-0.16%,$90.4m,$48.4m,+1.81%,0.21%,0.54,+0.0060%,+0.0079%,$257.5k
41,Gala-GALA,$0.0483,+0.27%,$87.0m,$33.7m,+1.89%,0.14%,0.39,+0.0003%,+0.0028%,$148.3k
42,Monero-XMR,$149.29,+0.09%,$86.8m,$41.0m,-3.71%,0.18%,0.47,-0.0034%,+0.0058%,$176.5k
43,Algorand-ALGO,$0.2971,+2.66%,$83.3m,$29.5m,+4.30%,0.13%,0.35,-0.0022%,-0.0152%,$98.1k
44,SushiSwap-SUSHI,$1.15,-0.38%,$79.3m,$27.9m,-7.94%,0.12%,0.35,-0.0155%,-0.0133%,$170.8k
45,Terra-LUNA,$1.93,+3.91%,$78.8m,$6.8m,+10.96%,0.03%,0.09,-0.0088%,-0.0024%,$149.7k
46,Synthetix Network Token-SNX,$2.94,+4.91%,$73.6m,$33.7m,+2.89%,0.14%,0.46,-0.0312%,-0.0238%,$141.6k
47,Terra Classic-LUNC,$0.0005,+24.21%,$71.3m,$7.4m,+299.47%,0.03%,0.10,+0.0011%,+0.0000%,$442.3k
48,CertiK-CTK,$1.05,+10.70%,$70.4m,$12.3m,+47.25%,0.05%,0.17,-0.0424%,-0.0470%,$164.0k
49,THETA-THETA,$1.10,-0.62%,$69.6m,$22.4m,+5.01%,0.10%,0.32,-0.0155%,-0.0154%,$184.8k
50,yearn.finance-YFI,"$9,179.92",+3.40%,$69.3m,$35.0m,+4.32%,0.15%,0.50,-0.0215%,-0.0293%,$225.9k
51,Ocean Protocol-OCEAN,$0.1812,+10.64%,$63.2m,$7.4m,+100.30%,0.03%,0.12,-0.0056%,-0.0078%,$207.8k
52,ConstitutionDAO-PEOPLE,$0.0205,+3.82%,$62.7m,$23.8m,+1.74%,0.10%,0.38,+0.0074%,-0.0061%,$250.8k
