,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,592.93",+3.00%,$31.4b,$7.1b,+3.07%,30.42%,0.23,+0.0054%,-0.0001%,$69.6m
1,Bitcoin-BTC,"$20,134.83",+1.09%,$26.3b,$9.7b,-0.32%,41.47%,0.37,+0.0030%,+0.0035%,$21.8m
2,Ethereum Classic-ETC,$32.79,+2.54%,$1.3b,$378.8m,-2.63%,1.62%,0.28,+0.0052%,+0.0045%,$2.7m
3,EOS-EOS,$1.51,+3.37%,$1.2b,$207.2m,+5.38%,0.89%,0.18,-0.0032%,+0.0076%,$2.0m
4,Polygon-MATIC,$0.8960,+7.69%,$1.2b,$258.5m,+28.24%,1.11%,0.22,-0.0200%,-0.0188%,$2.7m
5,Solana-SOL,$31.54,+1.48%,$994.3m,$393.5m,+1.46%,1.68%,0.40,+0.0115%,+0.0095%,$1.8m
6,Tellor-TRB,$19.74,+2.29%,$826.2m,$68.0m,+1.16%,0.29%,0.08,-0.7712%,-0.5832%,$1.6m
7,Binance Coin-BNB,$279.05,+1.00%,$737.5m,$269.6m,+0.78%,1.15%,0.37,+0.0030%,+0.0079%,$514.7k
8,Cosmos-ATOM,$12.63,+7.75%,$730.5m,$129.7m,+9.84%,0.56%,0.18,-0.0005%,-0.0027%,$1.3m
9,Chiliz-CHZ,$0.2224,+6.71%,$689.7m,$114.3m,+15.62%,0.49%,0.17,+0.0098%,+0.0088%,$965.9k
10,Litecoin-LTC,$57.55,+3.48%,$611.2m,$194.2m,+4.49%,0.83%,0.32,+0.0027%,+0.0020%,$907.4k
11,Cardano-ADA,$0.4580,+2.98%,$581.3m,$270.1m,+0.89%,1.16%,0.46,+0.0038%,+0.0050%,$458.4k
12,Avalanche-AVAX,$19.21,+1.62%,$526.9m,$133.2m,+1.40%,0.57%,0.25,+0.0127%,+0.0107%,$755.0k
13,Ripple-XRP,$0.3318,+2.22%,$508.4m,$321.6m,+0.25%,1.38%,0.63,+0.0108%,+0.0118%,$784.6k
14,Optimism-OP,$1.17,+4.87%,$441.4m,$64.1m,+2.95%,0.27%,0.15,+0.0167%,+0.0156%,$608.2k
15,NEAR Protocol-NEAR,$4.27,+0.48%,$336.9m,$96.5m,-4.69%,0.41%,0.29,+0.0017%,-0.0012%,$397.4k
16,Polkadot-DOT,$7.27,+4.02%,$319.3m,$272.3m,+4.59%,1.17%,0.85,-0.0021%,+0.0037%,$279.9k
17,Dogecoin-DOGE,$0.0619,+2.00%,$319.0m,$122.6m,-0.36%,0.52%,0.38,+0.0087%,+0.0078%,$289.7k
18,Chainlink-LINK,$6.92,+5.57%,$297.0m,$103.2m,+4.98%,0.44%,0.35,-0.0056%,-0.0050%,$473.8k
19,STEPN-GMT,$0.6835,+2.75%,$282.4m,$110.9m,+4.28%,0.47%,0.39,+0.0061%,+0.0113%,$576.4k
20,Curve DAO Token-CRV,$1.14,+4.21%,$231.3m,$60.1m,-0.27%,0.26%,0.26,+0.0036%,+0.0015%,$486.1k
